AsActive(cross4_fps) X,AsActive(cross4_fps) Y,BActive(cross4_fps) X,BActive(cross4_fps) Y
-0.32198221,3.0409536e+19,-0.32198221,3.7115785e+14
-0.24148655,2.5822071e+19,-0.24148655,4.1290108e+14
-0.20123872,2.3321874e+19,-0.20123872,4.2337196e+14
-0.16099088,2.0756108e+19,-0.16099088,4.2756521e+14
-0.12074305,1.8249365e+19,-0.12074305,4.2828245e+14
-0.10061914,1.7084501e+19,-0.10061914,4.2923862e+14
-0.080495222,1.6015138e+19,-0.080495222,4.3162363e+14
-0.060371307,1.5079156e+19,-0.060371307,4.3662061e+14
-0.040247391,1.4317604e+19,-0.040247391,4.4544471e+14
-0.030185434,1.4016078e+19,-0.030185434,4.5140433e+14
-0.020123476,1.3772874e+19,-0.020123476,4.5813296e+14
-0.010061518,1.3591926e+19,-0.010061518,4.6458191e+14
-0.0050305391,1.3525863e+19,-0.0050305391,4.6647162e+14
-0.0025150497,1.3499059e+19,-0.0025150497,4.6666269e+14
4.3978779e-07,1.3476443e+19,4.3978779e-07,4.6610845e+14
0.00098763199,1.3468718e+19,0.00098763199,4.6559091e+14
0.0020288888,1.3461275e+19,0.0020288888,4.6483104e+14
0.0031271718,1.3454209e+19,0.0031271718,4.6374898e+14
0.0042856028,1.3447632e+19,0.0042856028,4.6223598e+14
0.0055074758,1.344167e+19,0.0055074758,4.6014216e+14
0.0067962668,1.3436468e+19,0.0067962668,4.5725781e+14
0.0081556398,1.3432193e+19,0.0081556398,4.5328487e+14
0.0095894608,1.3429032e+19,0.0095894608,4.4779208e+14
0.01110181,1.3427199e+19,0.01110181,4.4014324e+14
0.012129892,1.3426832e+19,0.012129892,4.3352332e+14
0.012129892,0,0.012129892,0
0.012129892,5.1162142e+17,0.012129892,7.2270966e+15
0.012696952,4.6809365e+14,0.012696952,3.0673342e+17
0.014379399,7.8961549e+10,0.014379399,4.3923226e+17
0.016153992,1.0007686e+10,0.016153992,4.8030204e+17
0.018025769,1.0000489e+10,0.018025769,5.2044593e+17
0.020000052,9.9988738e+09,0.020000052,5.8651056e+17
0.021059983,4.0809977e+08,0.021059983,1.4858229e+18
0.021059983,0,0.021059983,0
0.021059983,1.1780781e+10,0.021059983,8.153767e+16
0.02198433,1.1693178e+10,0.02198433,1.0693411e+17
0.02419341,1.1403057e+10,0.02419341,1.3240314e+17
0.02665271,1.099822e+10,0.02665271,1.4553913e+17
0.02939055,1.0694737e+10,0.02939055,1.5377257e+17
0.03243848,1.0524854e+10,0.03243848,1.5983236e+17
0.03583164,1.0409592e+10,0.03583164,1.6502436e+17
0.03960912,1.0308105e+10,0.03960912,1.7014297e+17
0.04381445,1.0220676e+10,0.04381445,1.7577908e+17
0.04849609,1.01564e+10,0.04849609,1.8243168e+17
0.05370799,1.0118075e+10,0.05370799,1.9054026e+17
0.05951021,1.010025e+10,0.05951021,2.004864e+17
0.06596961,1.0094094e+10,0.06596961,2.1259074e+17
0.07316063,1.0092705e+10,0.07316063,2.27109e+17
0.08116612,1.0092666e+10,0.08116612,2.4422019e+17
0.09007834,1.0092832e+10,0.09007834,2.6400808e+17
0.1,1.0092938e+10,0.1,2.8644749e+17
0.1098905,1.0092954e+10,0.1098905,3.0880158e+17
0.1199848,1.0092916e+10,0.1199848,3.3129339e+17
0.1302869,1.0092866e+10,0.1302869,3.537193e+17
0.1408013,1.0092861e+10,0.1408013,3.7596085e+17
0.1515322,1.0092915e+10,0.1515322,3.979636e+17
0.1624841,1.0092904e+10,0.1624841,4.1971631e+17
0.1736615,1.0092836e+10,0.1736615,4.4122893e+17
0.1850692,1.0092758e+10,0.1850692,4.6251482e+17
0.1967118,1.0092693e+10,0.1967118,4.8357519e+17
0.2085942,1.0092648e+10,0.2085942,5.0438963e+17
0.2207214,1.0092619e+10,0.2207214,5.2490879e+17
0.2330983,1.0092604e+10,0.2330983,5.4505051e+17
0.2457301,1.0092601e+10,0.2457301,5.646997e+17
0.2586221,1.0092605e+10,0.2586221,5.8370926e+17
0.2717796,1.0092615e+10,0.2717796,6.0190302e+17
0.2852081,1.0092627e+10,0.2852081,6.1908009e+17
0.2989132,1.009264e+10,0.2989132,6.3501958e+17
0.3129005,1.0092654e+10,0.3129005,6.494856e+17
0.327176,1.0092666e+10,0.327176,6.6223304e+17
0.3417454,1.0092676e+10,0.3417454,6.7301225e+17
0.3566149,1.0092684e+10,0.3566149,6.8157521e+17
0.3717907,1.0092689e+10,0.3717907,6.8768057e+17
0.387279,1.0092692e+10,0.387279,6.9109946e+17
0.4030863,1.0092691e+10,0.4030863,6.9162153e+17
0.4192192,1.0092687e+10,0.4192192,6.8906092e+17
0.4356843,1.009268e+10,0.4356843,6.8326277e+17
0.4524886,1.0092671e+10,0.4524886,6.7410959e+17
0.469639,1.009266e+10,0.469639,6.6152798e+17
0.4871426,1.0092647e+10,0.4871426,6.4549497e+17
0.5050067,1.0092634e+10,0.5050067,6.2604403e+17
0.5232387,1.0092622e+10,0.5232387,6.0327052e+17
0.5418462,1.0092611e+10,0.5418462,5.7733595e+17
0.560837,1.0092604e+10,0.560837,5.4847088e+17
0.5802189,1.0092601e+10,0.5802189,5.169763e+17
0.6,1.0092605e+10,0.6,4.8322188e+17
0.6202349,1.0092611e+10,0.6202349,4.4755911e+17
0.6422276,1.0092574e+10,0.6422276,4.081361e+17
0.6661307,1.0092219e+10,0.6661307,3.6529623e+17
0.6921102,1.0092162e+10,0.6921102,3.196858e+17
0.7203465,1.0092171e+10,0.7203465,2.7230451e+17
0.7510355,1.0092206e+10,0.7510355,2.2452224e+17
0.7843905,1.0092269e+10,0.7843905,1.7803413e+17
0.8206428,1.0092361e+10,0.8206428,1.3473078e+17
0.8600443,1.0092477e+10,0.8600443,9.6465076e+16
0.9028685,1.0092554e+10,0.9028685,6.4740073e+16
0.9494127,1.0089943e+10,0.9494127,4.0384006e+16
1,1.0089991e+10,1,2.3331833e+16
1.049227,1.0090068e+10,1.049227,1.3370312e+16
1.101048,1.0090125e+10,1.101048,7.5161231e+15
1.155599,1.0090163e+10,1.155599,4.3888111e+15
1.213024,1.0090184e+10,1.213024,2.8802557e+15
1.273474,1.0090195e+10,1.273474,2.2267998e+15
1.337109,1.00902e+10,1.337109,1.9737053e+15
1.404097,1.0090201e+10,1.404097,1.8863088e+15
1.474614,1.0090202e+10,1.474614,1.8594443e+15
1.548846,1.0090202e+10,1.548846,1.8520948e+15
1.62699,1.0090202e+10,1.62699,1.8503024e+15
1.70925,1.0090202e+10,1.70925,1.8499105e+15
1.795844,1.0090202e+10,1.795844,1.849832e+15
1.887,1.0090201e+10,1.887,1.8498161e+15
1.982959,1.0090201e+10,1.982959,1.8498117e+15
2.083974,1.0090201e+10,2.083974,1.8498094e+15
2.19031,1.0090201e+10,2.19031,1.8498078e+15
2.302249,1.0090201e+10,2.302249,1.8498065e+15
2.420085,1.0090201e+10,2.420085,1.8498054e+15
2.54413,1.0090201e+10,2.54413,1.8498045e+15
2.67471,1.0090201e+10,2.67471,1.8498037e+15
2.81217,1.0090201e+10,2.81217,1.8498031e+15
2.956871,1.0090201e+10,2.956871,1.8498025e+15
3.109197,1.0090201e+10,3.109197,1.849802e+15
3.269547,1.0090201e+10,3.269547,1.8498016e+15
3.438346,1.0090201e+10,3.438346,1.8498013e+15
3.616038,1.0090201e+10,3.616038,1.8498011e+15
3.803091,1.0090201e+10,3.803091,1.8498009e+15
4,1.0090201e+10,4,1.8498009e+15

