Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 2.0000 V	 0 V	 7.28485 nA	 -5.64928 nA	 728.4850000 pA/um	 -564.9280000 pA/um	 112.8000000 pS	 11.28000000 pS/um
2	 -1.9500 V	 0 V	 2.0000 V	 0 V	 7.29049 nA	 -5.64501 nA	 729.0490000 pA/um	 -564.5010000 pA/um	 -90.30000000 pS	 -9.030000000 pS/um
3	 -1.9000 V	 0 V	 2.0000 V	 0 V	 7.27582 nA	 -5.64469 nA	 727.5820000 pA/um	 -564.4690000 pA/um	 -148.5000000 pS	 -14.85000000 pS/um
4	 -1.8500 V	 0 V	 2.0000 V	 0 V	 7.27564 nA	 -5.65381 nA	 727.5640000 pA/um	 -565.3810000 pA/um	 -151.6000000 pS	 -15.16000000 pS/um
5	 -1.8000 V	 0 V	 2.0000 V	 0 V	 7.26066 nA	 -5.63786 nA	 726.0660000 pA/um	 -563.7860000 pA/um	 -9.600000000 pS	 -960.0000000 fS/um
6	 -1.7500 V	 0 V	 2.0000 V	 0 V	 7.27468 nA	 -5.63969 nA	 727.4680000 pA/um	 -563.9690000 pA/um	 -19.50000000 pS	 -1.950000000 pS/um
7	 -1.7000 V	 0 V	 2.0000 V	 0 V	 7.25871 nA	 -5.66042 nA	 725.8710000 pA/um	 -566.0420000 pA/um	 63.80000000 pS	 6.380000000 pS/um
8	 -1.6500 V	 0 V	 2.0000 V	 0 V	 7.28106 nA	 -5.63070 nA	 728.1060000 pA/um	 -563.0700000 pA/um	 -5.100000000 pS	 -510.0000000 fS/um
9	 -1.6000 V	 0 V	 2.0000 V	 0 V	 7.25820 nA	 -5.64569 nA	 725.8200000 pA/um	 -564.5690000 pA/um	 -83.90000000 pS	 -8.390000000 pS/um
10	 -1.5500 V	 0 V	 2.0000 V	 0 V	 7.27267 nA	 -5.64084 nA	 727.2670000 pA/um	 -564.0840000 pA/um	 39.70000000 pS	 3.970000000 pS/um
11	 -1.5000 V	 0 V	 2.0000 V	 0 V	 7.26217 nA	 -5.63784 nA	 726.2170000 pA/um	 -563.7840000 pA/um	 -35.20000000 pS	 -3.520000000 pS/um
12	 -1.4500 V	 0 V	 2.0000 V	 0 V	 7.26915 nA	 -5.64219 nA	 726.9150000 pA/um	 -564.2190000 pA/um	 30.70000000 pS	 3.070000000 pS/um
13	 -1.4000 V	 0 V	 2.0000 V	 0 V	 7.26524 nA	 -5.64758 nA	 726.5240000 pA/um	 -564.7580000 pA/um	 279.6000000 pS	 27.96000000 pS/um
14	 -1.3500 V	 0 V	 2.0000 V	 0 V	 7.29711 nA	 -5.63218 nA	 729.7110000 pA/um	 -563.2180000 pA/um	 116.9000000 pS	 11.69000000 pS/um
15	 -1.3000 V	 0 V	 2.0000 V	 0 V	 7.27693 nA	 -5.64520 nA	 727.6930000 pA/um	 -564.5200000 pA/um	 -247.1000000 pS	 -24.71000000 pS/um
16	 -1.2500 V	 0 V	 2.0000 V	 0 V	 7.27240 nA	 -5.63449 nA	 727.2400000 pA/um	 -563.4490000 pA/um	 -195.2000000 pS	 -19.52000000 pS/um
17	 -1.2000 V	 0 V	 2.0000 V	 0 V	 7.25741 nA	 -5.61792 nA	 725.7410000 pA/um	 -561.7920000 pA/um	 -326.1000000 pS	 -32.61000000 pS/um
18	 -1.1500 V	 0 V	 2.0000 V	 0 V	 7.23979 nA	 -5.63347 nA	 723.9790000 pA/um	 -563.3470000 pA/um	 16.90000000 pS	 1.690000000 pS/um
19	 -1.1000 V	 0 V	 2.0000 V	 0 V	 7.25910 nA	 -5.62318 nA	 725.9100000 pA/um	 -562.3180000 pA/um	 41.00000000 pS	 4.100000000 pS/um
