Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
21	 -1.0000 V	 0 V	 10.00 mV	 0 V	 2.39626 uA	 -2.900 pA	 239.6260000 nA/um	 -290.0000000 fA/um	 16.30000000 nS	 1.630000000 nS/um
22	 -950.0 mV	 0 V	 10.00 mV	 0 V	 2.39705 uA	 -2.918 pA	 239.7050000 nA/um	 -291.8000000 fA/um	 18.10000000 nS	 1.810000000 nS/um
23	 -900.0 mV	 0 V	 10.00 mV	 0 V	 2.39807 uA	 -3.066 pA	 239.8070000 nA/um	 -306.6000000 fA/um	 15.10000000 nS	 1.510000000 nS/um
24	 -850.0 mV	 0 V	 10.00 mV	 0 V	 2.39856 uA	 -2.811 pA	 239.8560000 nA/um	 -281.1000000 fA/um	 2.500000000 nS	 250.0000000 pS/um
25	 -800.0 mV	 0 V	 10.00 mV	 0 V	 2.39832 uA	 -3.165 pA	 239.8320000 nA/um	 -316.5000000 fA/um	 15.40000000 nS	 1.540000000 nS/um
26	 -750.0 mV	 0 V	 10.00 mV	 0 V	 2.40010 uA	 -2.902 pA	 240.0100000 nA/um	 -290.2000000 fA/um	 22.80000000 nS	 2.280000000 nS/um
27	 -700.0 mV	 0 V	 10.00 mV	 0 V	 2.40060 uA	 -2.764 pA	 240.0600000 nA/um	 -276.4000000 fA/um	 17.60000000 nS	 1.760000000 nS/um
28	 -650.0 mV	 0 V	 10.00 mV	 0 V	 2.40186 uA	 -2.814 pA	 240.1860000 nA/um	 -281.4000000 fA/um	 20.20000000 nS	 2.020000000 nS/um
29	 -600.0 mV	 0 V	 10.00 mV	 0 V	 2.40262 uA	 -2.851 pA	 240.2620000 nA/um	 -285.1000000 fA/um	 15.00000000 nS	 1.500000000 nS/um
30	 -550.0 mV	 0 V	 10.00 mV	 0 V	 2.40336 uA	 -2.955 pA	 240.3360000 nA/um	 -295.5000000 fA/um	 19.40000000 nS	 1.940000000 nS/um
31	 -500.0 mV	 0 V	 10.00 mV	 0 V	 2.40456 uA	 -2.965 pA	 240.4560000 nA/um	 -296.5000000 fA/um	 20.10000000 nS	 2.010000000 nS/um
32	 -450.0 mV	 0 V	 10.00 mV	 0 V	 2.40537 uA	 -3.076 pA	 240.5370000 nA/um	 -307.6000000 fA/um	 19.40000000 nS	 1.940000000 nS/um
33	 -400.0 mV	 0 V	 10.00 mV	 0 V	 2.40650 uA	 -2.923 pA	 240.6500000 nA/um	 -292.3000000 fA/um	 26.30000000 nS	 2.630000000 nS/um
34	 -350.0 mV	 0 V	 10.00 mV	 0 V	 2.40800 uA	 -3.003 pA	 240.8000000 nA/um	 -300.3000000 fA/um	 24.40000000 nS	 2.440000000 nS/um
35	 -300.0 mV	 0 V	 10.00 mV	 0 V	 2.40894 uA	 -2.887 pA	 240.8940000 nA/um	 -288.7000000 fA/um	 21.30000000 nS	 2.130000000 nS/um
36	 -250.0 mV	 0 V	 10.00 mV	 0 V	 2.41013 uA	 -2.864 pA	 241.0130000 nA/um	 -286.4000000 fA/um	 27.80000000 nS	 2.780000000 nS/um
37	 -200.0 mV	 0 V	 10.00 mV	 0 V	 2.41172 uA	 -2.997 pA	 241.1720000 nA/um	 -299.7000000 fA/um	 23.70000000 nS	 2.370000000 nS/um
38	 -150.0 mV	 0 V	 10.00 mV	 0 V	 2.41250 uA	 -3.153 pA	 241.2500000 nA/um	 -315.3000000 fA/um	 24.10000000 nS	 2.410000000 nS/um
39	 -100.0 mV	 0 V	 10.00 mV	 0 V	 2.41413 uA	 -2.987 pA	 241.4130000 nA/um	 -298.7000000 fA/um	 29.90000000 nS	 2.990000000 nS/um
40	 -50.0 mV	 0 V	 10.00 mV	 0 V	 2.41549 uA	 -2.984 pA	 241.5490000 nA/um	 -298.4000000 fA/um	 25.70000000 nS	 2.570000000 nS/um
41	 0 V	 0 V	 10.00 mV	 0 V	 2.41670 uA	 -3.006 pA	 241.6700000 nA/um	 -300.6000000 fA/um	 33.30000000 nS	 3.330000000 nS/um
42	 50.0 mV	 0 V	 10.00 mV	 0 V	 2.41882 uA	 -3.040 pA	 241.8820000 nA/um	 -304.0000000 fA/um	 37.90000000 nS	 3.790000000 nS/um
43	 100.0 mV	 0 V	 10.00 mV	 0 V	 2.42049 uA	 -2.930 pA	 242.0490000 nA/um	 -293.0000000 fA/um	 28.60000000 nS	 2.860000000 nS/um
44	 150.0 mV	 0 V	 10.00 mV	 0 V	 2.42168 uA	 -2.989 pA	 242.1680000 nA/um	 -298.9000000 fA/um	 27.10000000 nS	 2.710000000 nS/um
45	 200.0 mV	 0 V	 10.00 mV	 0 V	 2.42320 uA	 -2.982 pA	 242.3200000 nA/um	 -298.2000000 fA/um	 36.10000000 nS	 3.610000000 nS/um
46	 250.0 mV	 0 V	 10.00 mV	 0 V	 2.42529 uA	 -2.873 pA	 242.5290000 nA/um	 -287.3000000 fA/um	 36.70000000 nS	 3.670000000 nS/um
47	 300.0 mV	 0 V	 10.00 mV	 0 V	 2.42687 uA	 -2.977 pA	 242.6870000 nA/um	 -297.7000000 fA/um	 30.70000000 nS	 3.070000000 nS/um
48	 350.0 mV	 0 V	 10.00 mV	 0 V	 2.42836 uA	 -3.015 pA	 242.8360000 nA/um	 -301.5000000 fA/um	 34.30000000 nS	 3.430000000 nS/um
49	 400.0 mV	 0 V	 10.00 mV	 0 V	 2.43030 uA	 -2.903 pA	 243.0300000 nA/um	 -290.3000000 fA/um	 39.90000000 nS	 3.990000000 nS/um
50	 450.0 mV	 0 V	 10.00 mV	 0 V	 2.43235 uA	 -2.854 pA	 243.2350000 nA/um	 -285.4000000 fA/um	 43.70000000 nS	 4.370000000 nS/um
51	 500.0 mV	 0 V	 10.00 mV	 0 V	 2.43467 uA	 -2.991 pA	 243.4670000 nA/um	 -299.1000000 fA/um	 38.90000000 nS	 3.890000000 nS/um
52	 550.0 mV	 0 V	 10.00 mV	 0 V	 2.43624 uA	 -3.020 pA	 243.6240000 nA/um	 -302.0000000 fA/um	 38.80000000 nS	 3.880000000 nS/um
53	 600.0 mV	 0 V	 10.00 mV	 0 V	 2.43855 uA	 -3.055 pA	 243.8550000 nA/um	 -305.5000000 fA/um	 44.10000000 nS	 4.410000000 nS/um
54	 650.0 mV	 0 V	 10.00 mV	 0 V	 2.44065 uA	 -2.925 pA	 244.0650000 nA/um	 -292.5000000 fA/um	 54.40000000 nS	 5.440000000 nS/um
55	 700.0 mV	 0 V	 10.00 mV	 0 V	 2.44399 uA	 -2.871 pA	 244.3990000 nA/um	 -287.1000000 fA/um	 76.50000000 nS	 7.650000000 nS/um
56	 750.0 mV	 0 V	 10.00 mV	 0 V	 2.44830 uA	 -2.934 pA	 244.8300000 nA/um	 -293.4000000 fA/um	 130.6000000 nS	 13.06000000 nS/um
57	 800.0 mV	 0 V	 10.00 mV	 0 V	 2.45705 uA	 -3.026 pA	 245.7050000 nA/um	 -302.6000000 fA/um	 227.6000000 nS	 22.76000000 nS/um
58	 850.0 mV	 0 V	 10.00 mV	 0 V	 2.47106 uA	 -3.035 pA	 247.1060000 nA/um	 -303.5000000 fA/um	 436.9000000 nS	 43.69000000 nS/um
59	 900.0 mV	 0 V	 10.00 mV	 0 V	 2.50074 uA	 -3.082 pA	 250.0740000 nA/um	 -308.2000000 fA/um	 856.1000000 nS	 85.61000000 nS/um
60	 950.0 mV	 0 V	 10.00 mV	 0 V	 2.55667 uA	 -2.900 pA	 255.6670000 nA/um	 -290.0000000 fA/um	 1.622100000 uS	 162.2100000 nS/um
61	 1.0000 V	 0 V	 10.00 mV	 0 V	 2.66295 uA	 -3.042 pA	 266.2950000 nA/um	 -304.2000000 fA/um	 2.955000000 uS	 295.5000000 nS/um
62	 1.0500 V	 0 V	 10.00 mV	 0 V	 2.85217 uA	 -2.996 pA	 285.2170000 nA/um	 -299.6000000 fA/um	 5.497500000 uS	 549.7500000 nS/um
63	 1.1000 V	 0 V	 10.00 mV	 0 V	 3.21270 uA	 -3.088 pA	 321.2700000 nA/um	 -308.8000000 fA/um	 10.33100000 uS	 1.033100000 uS/um
64	 1.1500 V	 0 V	 10.00 mV	 0 V	 3.88527 uA	 -3.041 pA	 388.5270000 nA/um	 -304.1000000 fA/um	 18.70280000 uS	 1.870280000 uS/um
65	 1.2000 V	 0 V	 10.00 mV	 0 V	 5.08298 uA	 -2.968 pA	 508.2980000 nA/um	 -296.8000000 fA/um	 32.04130000 uS	 3.204130000 uS/um
66	 1.2500 V	 0 V	 10.00 mV	 0 V	 7.08940 uA	 -3.091 pA	 708.9400000 nA/um	 -309.1000000 fA/um	 50.61420000 uS	 5.061420000 uS/um
67	 1.3000 V	 0 V	 10.00 mV	 0 V	 10.1444 uA	 -2.964 pA	 1.014440000 uA/um	 -296.4000000 fA/um	 74.26500000 uS	 7.426500000 uS/um
68	 1.3500 V	 0 V	 10.00 mV	 0 V	 14.5159 uA	 -2.961 pA	 1.451590000 uA/um	 -296.1000000 fA/um	 100.2590000 uS	 10.02590000 uS/um
69	 1.4000 V	 0 V	 10.00 mV	 0 V	 20.1703 uA	 -3.110 pA	 2.017030000 uA/um	 -311.0000000 fA/um	 126.1730000 uS	 12.61730000 uS/um
70	 1.4500 V	 0 V	 10.00 mV	 0 V	 27.1332 uA	 -3.009 pA	 2.713320000 uA/um	 -300.9000000 fA/um	 147.3040000 uS	 14.73040000 uS/um
71	 1.5000 V	 0 V	 10.00 mV	 0 V	 34.9007 uA	 -2.843 pA	 3.490070000 uA/um	 -284.3000000 fA/um	 163.8250000 uS	 16.38250000 uS/um
72	 1.5500 V	 0 V	 10.00 mV	 0 V	 43.5157 uA	 -3.009 pA	 4.351570000 uA/um	 -300.9000000 fA/um	 180.4600000 uS	 18.04600000 uS/um
73	 1.6000 V	 0 V	 10.00 mV	 0 V	 52.9467 uA	 -2.875 pA	 5.294670000 uA/um	 -287.5000000 fA/um	 190.9990000 uS	 19.09990000 uS/um
74	 1.6500 V	 0 V	 10.00 mV	 0 V	 62.6156 uA	 -2.569 pA	 6.261560000 uA/um	 -256.9000000 fA/um	 196.1850000 uS	 19.61850000 uS/um
75	 1.7000 V	 0 V	 10.00 mV	 0 V	 72.5652 uA	 -2.735 pA	 7.256520000 uA/um	 -273.5000000 fA/um	 198.0790000 uS	 19.80790000 uS/um
76	 1.7500 V	 0 V	 10.00 mV	 0 V	 82.4235 uA	 -2.981 pA	 8.242350000 uA/um	 -298.1000000 fA/um	 197.7700000 uS	 19.77700000 uS/um
77	 1.8000 V	 0 V	 10.00 mV	 0 V	 92.3422 uA	 -2.810 pA	 9.234220000 uA/um	 -281.0000000 fA/um	 195.8260000 uS	 19.58260000 uS/um
78	 1.8500 V	 0 V	 10.00 mV	 0 V	 102.0061 uA	 -2.968 pA	 10.20061000 uA/um	 -296.8000000 fA/um	 189.2480000 uS	 18.92480000 uS/um
79	 1.9000 V	 0 V	 10.00 mV	 0 V	 111.267 uA	 -3.076 pA	 11.12670000 uA/um	 -307.6000000 fA/um	 184.6290000 uS	 18.46290000 uS/um
80	 1.9500 V	 0 V	 10.00 mV	 0 V	 120.469 uA	 -2.968 pA	 12.04690000 uA/um	 -296.8000000 fA/um	 180.7700000 uS	 18.07700000 uS/um
81	 2.0000 V	 0 V	 10.00 mV	 0 V	 129.344 uA	 -2.879 pA	 12.93440000 uA/um	 -287.9000000 fA/um	 173.9700000 uS	 17.39700000 uS/um
82	 2.0500 V	 0 V	 10.00 mV	 0 V	 137.866 uA	 -3.065 pA	 13.78660000 uA/um	 -306.5000000 fA/um	 167.2400000 uS	 16.72400000 uS/um
83	 2.1000 V	 0 V	 10.00 mV	 0 V	 146.068 uA	 -3.190 pA	 14.60680000 uA/um	 -319.0000000 fA/um	 161.6300000 uS	 16.16300000 uS/um
84	 2.1500 V	 0 V	 10.00 mV	 0 V	 154.029 uA	 -2.963 pA	 15.40290000 uA/um	 -296.3000000 fA/um	 155.6200000 uS	 15.56200000 uS/um
85	 2.2000 V	 0 V	 10.00 mV	 0 V	 161.630 uA	 -2.742 pA	 16.16300000 uA/um	 -274.2000000 fA/um	 149.4200000 uS	 14.94200000 uS/um
86	 2.2500 V	 0 V	 10.00 mV	 0 V	 168.971 uA	 -2.940 pA	 16.89710000 uA/um	 -294.0000000 fA/um	 144.2900000 uS	 14.42900000 uS/um
87	 2.3000 V	 0 V	 10.00 mV	 0 V	 176.059 uA	 -2.927 pA	 17.60590000 uA/um	 -292.7000000 fA/um	 138.4900000 uS	 13.84900000 uS/um
88	 2.3500 V	 0 V	 10.00 mV	 0 V	 182.820 uA	 -2.896 pA	 18.28200000 uA/um	 -289.6000000 fA/um	 133.9900000 uS	 13.39900000 uS/um
89	 2.4000 V	 0 V	 10.00 mV	 0 V	 189.458 uA	 -2.921 pA	 18.94580000 uA/um	 -292.1000000 fA/um	 129.3700000 uS	 12.93700000 uS/um
90	 2.4500 V	 0 V	 10.00 mV	 0 V	 195.757 uA	 -3.015 pA	 19.57570000 uA/um	 -301.5000000 fA/um	 124.5700000 uS	 12.45700000 uS/um
91	 2.5000 V	 0 V	 10.00 mV	 0 V	 201.915 uA	 -2.901 pA	 20.19150000 uA/um	 -290.1000000 fA/um	 119.9400000 uS	 11.99400000 uS/um
92	 2.5500 V	 0 V	 10.00 mV	 0 V	 207.751 uA	 -3.009 pA	 20.77510000 uA/um	 -300.9000000 fA/um	 115.2700000 uS	 11.52700000 uS/um
93	 2.6000 V	 0 V	 10.00 mV	 0 V	 213.442 uA	 -2.923 pA	 21.34420000 uA/um	 -292.3000000 fA/um	 112.0800000 uS	 11.20800000 uS/um
94	 2.6500 V	 0 V	 10.00 mV	 0 V	 218.959 uA	 -2.444 pA	 21.89590000 uA/um	 -244.4000000 fA/um	 108.8700000 uS	 10.88700000 uS/um
95	 2.7000 V	 0 V	 10.00 mV	 0 V	 224.329 uA	 -3.008 pA	 22.43290000 uA/um	 -300.8000000 fA/um	 105.2500000 uS	 10.52500000 uS/um
96	 2.7500 V	 0 V	 10.00 mV	 0 V	 229.484 uA	 -3.000 pA	 22.94840000 uA/um	 -300.0000000 fA/um	 101.4800000 uS	 10.14800000 uS/um
97	 2.8000 V	 0 V	 10.00 mV	 0 V	 234.477 uA	 -3.183 pA	 23.44770000 uA/um	 -318.3000000 fA/um	 97.39000000 uS	 9.739000000 uS/um
98	 2.8500 V	 0 V	 10.00 mV	 0 V	 239.223 uA	 -3.059 pA	 23.92230000 uA/um	 -305.9000000 fA/um	 94.44000000 uS	 9.444000000 uS/um
99	 2.9000 V	 0 V	 10.00 mV	 0 V	 243.921 uA	 -2.912 pA	 24.39210000 uA/um	 -291.2000000 fA/um	 91.83000000 uS	 9.183000000 uS/um
100	 2.9500 V	 0 V	 10.00 mV	 0 V	 248.406 uA	 -3.104 pA	 24.84060000 uA/um	 -310.4000000 fA/um	 88.86000000 uS	 8.886000000 uS/um
101	 3.0000 V	 0 V	 10.00 mV	 0 V	 252.807 uA	 -3.106 pA	 25.28070000 uA/um	 -310.6000000 fA/um	 86.41000000 uS	 8.641000000 uS/um
102	 3.0500 V	 0 V	 10.00 mV	 0 V	 257.047 uA	 -3.105 pA	 25.70470000 uA/um	 -310.5000000 fA/um	 83.64000000 uS	 8.364000000 uS/um
103	 3.1000 V	 0 V	 10.00 mV	 0 V	 261.171 uA	 -2.958 pA	 26.11710000 uA/um	 -295.8000000 fA/um	 81.29000000 uS	 8.129000000 uS/um
104	 3.1500 V	 0 V	 10.00 mV	 0 V	 265.176 uA	 -3.040 pA	 26.51760000 uA/um	 -304.0000000 fA/um	 79.30000000 uS	 7.930000000 uS/um
105	 3.2000 V	 0 V	 10.00 mV	 0 V	 269.101 uA	 -3.115 pA	 26.91010000 uA/um	 -311.5000000 fA/um	 76.66000000 uS	 7.666000000 uS/um
106	 3.2500 V	 0 V	 10.00 mV	 0 V	 272.842 uA	 -2.950 pA	 27.28420000 uA/um	 -295.0000000 fA/um	 74.24000000 uS	 7.424000000 uS/um
107	 3.3000 V	 0 V	 10.00 mV	 0 V	 276.525 uA	 -2.881 pA	 27.65250000 uA/um	 -288.1000000 fA/um	 72.73000000 uS	 7.273000000 uS/um
108	 3.3500 V	 0 V	 10.00 mV	 0 V	 280.115 uA	 -3.118 pA	 28.01150000 uA/um	 -311.8000000 fA/um	 70.01000000 uS	 7.001000000 uS/um
109	 3.4000 V	 0 V	 10.00 mV	 0 V	 283.526 uA	 -2.940 pA	 28.35260000 uA/um	 -294.0000000 fA/um	 68.32000000 uS	 6.832000000 uS/um
110	 3.4500 V	 0 V	 10.00 mV	 0 V	 286.947 uA	 -2.403 pA	 28.69470000 uA/um	 -240.3000000 fA/um	 67.87000000 uS	 6.787000000 uS/um
111	 3.5000 V	 0 V	 10.00 mV	 0 V	 290.313 uA	 -3.203 pA	 29.03130000 uA/um	 -320.3000000 fA/um	 65.13000000 uS	 6.513000000 uS/um
112	 3.5500 V	 0 V	 10.00 mV	 0 V	 293.460 uA	 -3.166 pA	 29.34600000 uA/um	 -316.6000000 fA/um	 63.87000000 uS	 6.387000000 uS/um
113	 3.6000 V	 0 V	 10.00 mV	 0 V	 296.700 uA	 -3.157 pA	 29.67000000 uA/um	 -315.7000000 fA/um	 62.45000000 uS	 6.245000000 uS/um
114	 3.6500 V	 0 V	 10.00 mV	 0 V	 299.705 uA	 -3.038 pA	 29.97050000 uA/um	 -303.8000000 fA/um	 60.49000000 uS	 6.049000000 uS/um
115	 3.7000 V	 0 V	 10.00 mV	 0 V	 302.749 uA	 -2.867 pA	 30.27490000 uA/um	 -286.7000000 fA/um	 58.84000000 uS	 5.884000000 uS/um
116	 3.7500 V	 0 V	 10.00 mV	 0 V	 305.589 uA	 -3.035 pA	 30.55890000 uA/um	 -303.5000000 fA/um	 57.00000000 uS	 5.700000000 uS/um
117	 3.8000 V	 0 V	 10.00 mV	 0 V	 308.449 uA	 -3.151 pA	 30.84490000 uA/um	 -315.1000000 fA/um	 56.13000000 uS	 5.613000000 uS/um
118	 3.8500 V	 0 V	 10.00 mV	 0 V	 311.202 uA	 -3.124 pA	 31.12020000 uA/um	 -312.4000000 fA/um	 54.52000000 uS	 5.452000000 uS/um
119	 3.9000 V	 0 V	 10.00 mV	 0 V	 313.901 uA	 -3.132 pA	 31.39010000 uA/um	 -313.2000000 fA/um	 52.71000000 uS	 5.271000000 uS/um
120	 3.9500 V	 0 V	 10.00 mV	 0 V	 316.473 uA	 -3.055 pA	 31.64730000 uA/um	 -305.5000000 fA/um	 52.12000000 uS	 5.212000000 uS/um
121	 4.0000 V	 0 V	 10.00 mV	 0 V	 319.113 uA	 -2.651 pA	 31.91130000 uA/um	 -265.1000000 fA/um	 51.31000000 uS	 5.131000000 uS/um
122	 4.0500 V	 0 V	 10.00 mV	 0 V	 321.604 uA	 -3.144 pA	 32.16040000 uA/um	 -314.4000000 fA/um	 49.87000000 uS	 4.987000000 uS/um
123	 4.1000 V	 0 V	 10.00 mV	 0 V	 324.100 uA	 -3.075 pA	 32.41000000 uA/um	 -307.5000000 fA/um	 48.36000000 uS	 4.836000000 uS/um
124	 4.1500 V	 0 V	 10.00 mV	 0 V	 326.440 uA	 -3.071 pA	 32.64400000 uA/um	 -307.1000000 fA/um	 46.86000000 uS	 4.686000000 uS/um
125	 4.2000 V	 0 V	 10.00 mV	 0 V	 328.786 uA	 -3.033 pA	 32.87860000 uA/um	 -303.3000000 fA/um	 47.23000000 uS	 4.723000000 uS/um
126	 4.2500 V	 0 V	 10.00 mV	 0 V	 331.163 uA	 -3.045 pA	 33.11630000 uA/um	 -304.5000000 fA/um	 45.53000000 uS	 4.553000000 uS/um
127	 4.3000 V	 0 V	 10.00 mV	 0 V	 333.339 uA	 -3.394 pA	 33.33390000 uA/um	 -339.4000000 fA/um	 43.57000000 uS	 4.357000000 uS/um
128	 4.3500 V	 0 V	 10.00 mV	 0 V	 335.520 uA	 -3.140 pA	 33.55200000 uA/um	 -314.0000000 fA/um	 43.23000000 uS	 4.323000000 uS/um
129	 4.4000 V	 0 V	 10.00 mV	 0 V	 337.662 uA	 -3.131 pA	 33.76620000 uA/um	 -313.1000000 fA/um	 41.94000000 uS	 4.194000000 uS/um
130	 4.4500 V	 0 V	 10.00 mV	 0 V	 339.714 uA	 -3.195 pA	 33.97140000 uA/um	 -319.5000000 fA/um	 40.85000000 uS	 4.085000000 uS/um
131	 4.5000 V	 0 V	 10.00 mV	 0 V	 341.747 uA	 -3.212 pA	 34.17470000 uA/um	 -321.2000000 fA/um	 40.70000000 uS	 4.070000000 uS/um
132	 4.5500 V	 0 V	 10.00 mV	 0 V	 343.784 uA	 -3.100 pA	 34.37840000 uA/um	 -310.0000000 fA/um	 39.58000000 uS	 3.958000000 uS/um
133	 4.6000 V	 0 V	 10.00 mV	 0 V	 345.705 uA	 -2.721 pA	 34.57050000 uA/um	 -272.1000000 fA/um	 39.10000000 uS	 3.910000000 uS/um
134	 4.6500 V	 0 V	 10.00 mV	 0 V	 347.694 uA	 -3.202 pA	 34.76940000 uA/um	 -320.2000000 fA/um	 39.26000000 uS	 3.926000000 uS/um
135	 4.7000 V	 0 V	 10.00 mV	 0 V	 349.631 uA	 -2.796 pA	 34.96310000 uA/um	 -279.6000000 fA/um	 38.58000000 uS	 3.858000000 uS/um
136	 4.7500 V	 0 V	 10.00 mV	 0 V	 351.552 uA	 -3.208 pA	 35.15520000 uA/um	 -320.8000000 fA/um	 37.01000000 uS	 3.701000000 uS/um
137	 4.8000 V	 0 V	 10.00 mV	 0 V	 353.332 uA	 -3.341 pA	 35.33320000 uA/um	 -334.1000000 fA/um	 35.43000000 uS	 3.543000000 uS/um
138	 4.8500 V	 0 V	 10.00 mV	 0 V	 355.095 uA	 -3.372 pA	 35.50950000 uA/um	 -337.2000000 fA/um	 34.47000000 uS	 3.447000000 uS/um
139	 4.9000 V	 0 V	 10.00 mV	 0 V	 356.779 uA	 -3.102 pA	 35.67790000 uA/um	 -310.2000000 fA/um	 34.62000000 uS	 3.462000000 uS/um
140	 4.9500 V	 0 V	 10.00 mV	 0 V	 358.557 uA	 -3.355 pA	 35.85570000 uA/um	 -335.5000000 fA/um	 34.73000000 uS	 3.473000000 uS/um
141	 5.0000 V	 0 V	 10.00 mV	 0 V	 360.252 uA	 -3.084 pA	 36.02520000 uA/um	 -308.4000000 fA/um	 33.90000000 uS	 3.390000000 uS/um
142	 -2.0000 V	 0 V	 10.00 mV	 -500.00 mV	 2.30898 uA	 -519.362 pA	 230.8980000 nA/um	 -51.93620000 pA/um	 6.000000000 nS	 600.0000000 pS/um
143	 -1.9500 V	 0 V	 10.00 mV	 -500.00 mV	 2.30928 uA	 -518.568 pA	 230.9280000 nA/um	 -51.85680000 pA/um	 7.400000000 nS	 740.0000000 pS/um
144	 -1.9000 V	 0 V	 10.00 mV	 -500.00 mV	 2.30972 uA	 -518.136 pA	 230.9720000 nA/um	 -51.81360000 pA/um	 12.10000000 nS	 1.210000000 nS/um
145	 -1.8500 V	 0 V	 10.00 mV	 -500.00 mV	 2.31049 uA	 -518.420 pA	 231.0490000 nA/um	 -51.84200000 pA/um	 12.50000000 nS	 1.250000000 nS/um
146	 -1.8000 V	 0 V	 10.00 mV	 -500.00 mV	 2.31097 uA	 -518.485 pA	 231.0970000 nA/um	 -51.84850000 pA/um	 14.30000000 nS	 1.430000000 nS/um
147	 -1.7500 V	 0 V	 10.00 mV	 -500.00 mV	 2.31192 uA	 -518.290 pA	 231.1920000 nA/um	 -51.82900000 pA/um	 12.00000000 nS	 1.200000000 nS/um
148	 -1.7000 V	 0 V	 10.00 mV	 -500.00 mV	 2.31217 uA	 -518.368 pA	 231.2170000 nA/um	 -51.83680000 pA/um	 11.20000000 nS	 1.120000000 nS/um
149	 -1.6500 V	 0 V	 10.00 mV	 -500.00 mV	 2.31304 uA	 -517.987 pA	 231.3040000 nA/um	 -51.79870000 pA/um	 17.80000000 nS	 1.780000000 nS/um
