Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
74	 2.0000 V	 0 V	 365.0 mV	 0 V	 309.000 uA	 30.90000000 uA/um
75	 2.0000 V	 0 V	 370.0 mV	 0 V	 359.090 uA	 35.90900000 uA/um
76	 2.0000 V	 0 V	 375.0 mV	 0 V	 413.420 uA	 41.34200000 uA/um
77	 2.0000 V	 0 V	 380.0 mV	 0 V	 373.510 uA	 37.35100000 uA/um
78	 2.0000 V	 0 V	 385.0 mV	 0 V	 318.270 uA	 31.82700000 uA/um
79	 2.0000 V	 0 V	 390.0 mV	 0 V	 394.420 uA	 39.44200000 uA/um
80	 2.0000 V	 0 V	 395.0 mV	 0 V	 411.410 uA	 41.14100000 uA/um
81	 2.0000 V	 0 V	 400.0 mV	 0 V	 342.660 uA	 34.26600000 uA/um
82	 2.0000 V	 0 V	 405.0 mV	 0 V	 343.990 uA	 34.39900000 uA/um
83	 2.0000 V	 0 V	 410.0 mV	 0 V	 421.170 uA	 42.11700000 uA/um
84	 2.0000 V	 0 V	 415.0 mV	 0 V	 367.460 uA	 36.74600000 uA/um
85	 2.0000 V	 0 V	 420.0 mV	 0 V	 334.300 uA	 33.43000000 uA/um
86	 2.0000 V	 0 V	 425.0 mV	 0 V	 404.430 uA	 40.44300000 uA/um
87	 2.0000 V	 0 V	 430.0 mV	 0 V	 415.470 uA	 41.54700000 uA/um
88	 2.0000 V	 0 V	 435.0 mV	 0 V	 363.380 uA	 36.33800000 uA/um
89	 2.0000 V	 0 V	 440.0 mV	 0 V	 338.270 uA	 33.82700000 uA/um
90	 2.0000 V	 0 V	 445.0 mV	 0 V	 397.870 uA	 39.78700000 uA/um
91	 2.0000 V	 0 V	 450.0 mV	 0 V	 419.450 uA	 41.94500000 uA/um
92	 2.0000 V	 0 V	 455.0 mV	 0 V	 364.860 uA	 36.48600000 uA/um
93	 2.0000 V	 0 V	 460.0 mV	 0 V	 346.100 uA	 34.61000000 uA/um
94	 2.0000 V	 0 V	 465.0 mV	 0 V	 407.700 uA	 40.77000000 uA/um
95	 2.0000 V	 0 V	 470.0 mV	 0 V	 421.630 uA	 42.16300000 uA/um
96	 2.0000 V	 0 V	 475.0 mV	 0 V	 368.500 uA	 36.85000000 uA/um
97	 2.0000 V	 0 V	 480.0 mV	 0 V	 352.320 uA	 35.23200000 uA/um
98	 2.0000 V	 0 V	 485.0 mV	 0 V	 412.410 uA	 41.24100000 uA/um
99	 2.0000 V	 0 V	 490.0 mV	 0 V	 421.200 uA	 42.12000000 uA/um
100	 2.0000 V	 0 V	 495.0 mV	 0 V	 381.380 uA	 38.13800000 uA/um
101	 2.0000 V	 0 V	 500.0 mV	 0 V	 349.180 uA	 34.91800000 uA/um
102	 2.0000 V	 0 V	 505.0 mV	 0 V	 417.040 uA	 41.70400000 uA/um
103	 2.0000 V	 0 V	 510.0 mV	 0 V	 411.630 uA	 41.16300000 uA/um
104	 2.0000 V	 0 V	 515.0 mV	 0 V	 340.760 uA	 34.07600000 uA/um
105	 2.0000 V	 0 V	 520.0 mV	 0 V	 397.270 uA	 39.72700000 uA/um
106	 2.0000 V	 0 V	 525.0 mV	 0 V	 428.170 uA	 42.81700000 uA/um
107	 2.0000 V	 0 V	 530.0 mV	 0 V	 381.100 uA	 38.11000000 uA/um
108	 2.0000 V	 0 V	 535.0 mV	 0 V	 367.760 uA	 36.77600000 uA/um
109	 2.0000 V	 0 V	 540.0 mV	 0 V	 431.940 uA	 43.19400000 uA/um
110	 2.0000 V	 0 V	 545.0 mV	 0 V	 424.240 uA	 42.42400000 uA/um
111	 2.0000 V	 0 V	 550.0 mV	 0 V	 379.600 uA	 37.96000000 uA/um
112	 2.0000 V	 0 V	 555.0 mV	 0 V	 372.100 uA	 37.21000000 uA/um
113	 2.0000 V	 0 V	 560.0 mV	 0 V	 428.200 uA	 42.82000000 uA/um
114	 2.0000 V	 0 V	 565.0 mV	 0 V	 427.170 uA	 42.71700000 uA/um
115	 2.0000 V	 0 V	 570.0 mV	 0 V	 391.010 uA	 39.10100000 uA/um
116	 2.0000 V	 0 V	 575.0 mV	 0 V	 381.150 uA	 38.11500000 uA/um
117	 2.0000 V	 0 V	 580.0 mV	 0 V	 432.430 uA	 43.24300000 uA/um
118	 2.0000 V	 0 V	 585.0 mV	 0 V	 429.350 uA	 42.93500000 uA/um
119	 2.0000 V	 0 V	 590.0 mV	 0 V	 394.110 uA	 39.41100000 uA/um
120	 2.0000 V	 0 V	 595.0 mV	 0 V	 395.000 uA	 39.50000000 uA/um
121	 2.0000 V	 0 V	 600.0 mV	 0 V	 438.600 uA	 43.86000000 uA/um
122	 2.0000 V	 0 V	 605.0 mV	 0 V	 438.710 uA	 43.87100000 uA/um
123	 2.0000 V	 0 V	 610.0 mV	 0 V	 374.250 uA	 37.42500000 uA/um
124	 2.0000 V	 0 V	 615.0 mV	 0 V	 435.080 uA	 43.50800000 uA/um
125	 2.0000 V	 0 V	 620.0 mV	 0 V	 434.830 uA	 43.48300000 uA/um
126	 2.0000 V	 0 V	 625.0 mV	 0 V	 395.420 uA	 39.54200000 uA/um
127	 2.0000 V	 0 V	 630.0 mV	 0 V	 407.510 uA	 40.75100000 uA/um
128	 2.0000 V	 0 V	 635.0 mV	 0 V	 444.160 uA	 44.41600000 uA/um
129	 2.0000 V	 0 V	 640.0 mV	 0 V	 441.770 uA	 44.17700000 uA/um
130	 2.0000 V	 0 V	 645.0 mV	 0 V	 372.270 uA	 37.22700000 uA/um
131	 2.0000 V	 0 V	 650.0 mV	 0 V	 418.450 uA	 41.84500000 uA/um
132	 2.0000 V	 0 V	 655.0 mV	 0 V	 455.580 uA	 45.55800000 uA/um
133	 2.0000 V	 0 V	 660.0 mV	 0 V	 433.910 uA	 43.39100000 uA/um
134	 2.0000 V	 0 V	 665.0 mV	 0 V	 403.320 uA	 40.33200000 uA/um
135	 2.0000 V	 0 V	 670.0 mV	 0 V	 443.300 uA	 44.33000000 uA/um
136	 2.0000 V	 0 V	 675.0 mV	 0 V	 444.820 uA	 44.48200000 uA/um
137	 2.0000 V	 0 V	 680.0 mV	 0 V	 407.080 uA	 40.70800000 uA/um
138	 2.0000 V	 0 V	 685.0 mV	 0 V	 425.880 uA	 42.58800000 uA/um
139	 2.0000 V	 0 V	 690.0 mV	 0 V	 458.900 uA	 45.89000000 uA/um
140	 2.0000 V	 0 V	 695.0 mV	 0 V	 424.430 uA	 42.44300000 uA/um
141	 2.0000 V	 0 V	 700.0 mV	 0 V	 401.050 uA	 40.10500000 uA/um
142	 2.0000 V	 0 V	 705.0 mV	 0 V	 443.060 uA	 44.30600000 uA/um
143	 2.0000 V	 0 V	 710.0 mV	 0 V	 445.980 uA	 44.59800000 uA/um
144	 2.0000 V	 0 V	 715.0 mV	 0 V	 418.680 uA	 41.86800000 uA/um
145	 2.0000 V	 0 V	 720.0 mV	 0 V	 424.940 uA	 42.49400000 uA/um
146	 2.0000 V	 0 V	 725.0 mV	 0 V	 455.710 uA	 45.57100000 uA/um
147	 2.0000 V	 0 V	 730.0 mV	 0 V	 442.800 uA	 44.28000000 uA/um
148	 2.0000 V	 0 V	 735.0 mV	 0 V	 420.120 uA	 42.01200000 uA/um
149	 2.0000 V	 0 V	 740.0 mV	 0 V	 428.640 uA	 42.86400000 uA/um
150	 2.0000 V	 0 V	 745.0 mV	 0 V	 458.770 uA	 45.87700000 uA/um
151	 2.0000 V	 0 V	 750.0 mV	 0 V	 436.950 uA	 43.69500000 uA/um
152	 2.0000 V	 0 V	 755.0 mV	 0 V	 427.620 uA	 42.76200000 uA/um
153	 2.0000 V	 0 V	 760.0 mV	 0 V	 458.620 uA	 45.86200000 uA/um
154	 2.0000 V	 0 V	 765.0 mV	 0 V	 461.290 uA	 46.12900000 uA/um
155	 2.0000 V	 0 V	 770.0 mV	 0 V	 431.030 uA	 43.10300000 uA/um
156	 2.0000 V	 0 V	 775.0 mV	 0 V	 437.030 uA	 43.70300000 uA/um
157	 2.0000 V	 0 V	 780.0 mV	 0 V	 462.470 uA	 46.24700000 uA/um
158	 2.0000 V	 0 V	 785.0 mV	 0 V	 457.090 uA	 45.70900000 uA/um
159	 2.0000 V	 0 V	 790.0 mV	 0 V	 435.190 uA	 43.51900000 uA/um
160	 2.0000 V	 0 V	 795.0 mV	 0 V	 434.670 uA	 43.46700000 uA/um
161	 2.0000 V	 0 V	 800.0 mV	 0 V	 465.130 uA	 46.51300000 uA/um
162	 2.0000 V	 0 V	 805.0 mV	 0 V	 454.600 uA	 45.46000000 uA/um
163	 2.0000 V	 0 V	 810.0 mV	 0 V	 415.260 uA	 41.52600000 uA/um
164	 2.0000 V	 0 V	 815.0 mV	 0 V	 459.060 uA	 45.90600000 uA/um
165	 2.0000 V	 0 V	 820.0 mV	 0 V	 475.450 uA	 47.54500000 uA/um
166	 2.0000 V	 0 V	 825.0 mV	 0 V	 445.210 uA	 44.52100000 uA/um
167	 2.0000 V	 0 V	 830.0 mV	 0 V	 450.250 uA	 45.02500000 uA/um
168	 2.0000 V	 0 V	 835.0 mV	 0 V	 470.690 uA	 47.06900000 uA/um
169	 2.0000 V	 0 V	 840.0 mV	 0 V	 462.970 uA	 46.29700000 uA/um
170	 2.0000 V	 0 V	 845.0 mV	 0 V	 445.120 uA	 44.51200000 uA/um
171	 2.0000 V	 0 V	 850.0 mV	 0 V	 463.200 uA	 46.32000000 uA/um
172	 2.0000 V	 0 V	 855.0 mV	 0 V	 490.350 uA	 49.03500000 uA/um
173	 2.0000 V	 0 V	 860.0 mV	 0 V	 463.960 uA	 46.39600000 uA/um
174	 2.0000 V	 0 V	 865.0 mV	 0 V	 435.330 uA	 43.53300000 uA/um
175	 2.0000 V	 0 V	 870.0 mV	 0 V	 476.090 uA	 47.60900000 uA/um
176	 2.0000 V	 0 V	 875.0 mV	 0 V	 471.960 uA	 47.19600000 uA/um
177	 2.0000 V	 0 V	 880.0 mV	 0 V	 451.930 uA	 45.19300000 uA/um
178	 2.0000 V	 0 V	 885.0 mV	 0 V	 466.720 uA	 46.67200000 uA/um
179	 2.0000 V	 0 V	 890.0 mV	 0 V	 492.910 uA	 49.29100000 uA/um
180	 2.0000 V	 0 V	 895.0 mV	 0 V	 462.370 uA	 46.23700000 uA/um
181	 2.0000 V	 0 V	 900.0 mV	 0 V	 462.440 uA	 46.24400000 uA/um
182	 2.0000 V	 0 V	 905.0 mV	 0 V	 479.600 uA	 47.96000000 uA/um
183	 2.0000 V	 0 V	 910.0 mV	 0 V	 481.470 uA	 48.14700000 uA/um
184	 2.0000 V	 0 V	 915.0 mV	 0 V	 444.260 uA	 44.42600000 uA/um
185	 2.0000 V	 0 V	 920.0 mV	 0 V	 482.580 uA	 48.25800000 uA/um
186	 2.0000 V	 0 V	 925.0 mV	 0 V	 478.520 uA	 47.85200000 uA/um
187	 2.0000 V	 0 V	 930.0 mV	 0 V	 462.100 uA	 46.21000000 uA/um
188	 2.0000 V	 0 V	 935.0 mV	 0 V	 468.080 uA	 46.80800000 uA/um
189	 2.0000 V	 0 V	 940.0 mV	 0 V	 486.000 uA	 48.60000000 uA/um
190	 2.0000 V	 0 V	 945.0 mV	 0 V	 487.210 uA	 48.72100000 uA/um
191	 2.0000 V	 0 V	 950.0 mV	 0 V	 458.110 uA	 45.81100000 uA/um
192	 2.0000 V	 0 V	 955.0 mV	 0 V	 487.350 uA	 48.73500000 uA/um
193	 2.0000 V	 0 V	 960.0 mV	 0 V	 482.940 uA	 48.29400000 uA/um
194	 2.0000 V	 0 V	 965.0 mV	 0 V	 470.420 uA	 47.04200000 uA/um
195	 2.0000 V	 0 V	 970.0 mV	 0 V	 478.500 uA	 47.85000000 uA/um
196	 2.0000 V	 0 V	 975.0 mV	 0 V	 492.350 uA	 49.23500000 uA/um
197	 2.0000 V	 0 V	 980.0 mV	 0 V	 481.010 uA	 48.10100000 uA/um
198	 2.0000 V	 0 V	 985.0 mV	 0 V	 456.710 uA	 45.67100000 uA/um
199	 2.0000 V	 0 V	 990.0 mV	 0 V	 485.270 uA	 48.52700000 uA/um
200	 2.0000 V	 0 V	 995.0 mV	 0 V	 507.250 uA	 50.72500000 uA/um
201	 2.0000 V	 0 V	 1.0000 V	 0 V	 476.040 uA	 47.60400000 uA/um
202	 2.0000 V	 0 V	 1.0050 V	 0 V	 479.380 uA	 47.93800000 uA/um
203	 2.0000 V	 0 V	 1.0100 V	 0 V	 497.560 uA	 49.75600000 uA/um
204	 2.0000 V	 0 V	 1.0150 V	 0 V	 489.510 uA	 48.95100000 uA/um
205	 2.0000 V	 0 V	 1.0200 V	 0 V	 475.640 uA	 47.56400000 uA/um
206	 2.0000 V	 0 V	 1.0250 V	 0 V	 498.920 uA	 49.89200000 uA/um
207	 2.0000 V	 0 V	 1.0300 V	 0 V	 494.370 uA	 49.43700000 uA/um
208	 2.0000 V	 0 V	 1.0350 V	 0 V	 484.300 uA	 48.43000000 uA/um
209	 2.0000 V	 0 V	 1.0400 V	 0 V	 490.060 uA	 49.00600000 uA/um
210	 2.0000 V	 0 V	 1.0450 V	 0 V	 503.060 uA	 50.30600000 uA/um
211	 2.0000 V	 0 V	 1.0500 V	 0 V	 494.390 uA	 49.43900000 uA/um
212	 2.0000 V	 0 V	 1.0550 V	 0 V	 486.460 uA	 48.64600000 uA/um
213	 2.0000 V	 0 V	 1.0600 V	 0 V	 487.900 uA	 48.79000000 uA/um
214	 2.0000 V	 0 V	 1.0650 V	 0 V	 505.730 uA	 50.57300000 uA/um
215	 2.0000 V	 0 V	 1.0700 V	 0 V	 497.900 uA	 49.79000000 uA/um
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 490.130 uA	 49.01300000 uA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 492.310 uA	 49.23100000 uA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 508.460 uA	 50.84600000 uA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 499.670 uA	 49.96700000 uA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 479.810 uA	 47.98100000 uA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 503.020 uA	 50.30200000 uA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 511.080 uA	 51.10800000 uA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 503.920 uA	 50.39200000 uA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 491.690 uA	 49.16900000 uA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 513.830 uA	 51.38300000 uA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 512.850 uA	 51.28500000 uA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 499.600 uA	 49.96000000 uA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 507.930 uA	 50.79300000 uA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 524.470 uA	 52.44700000 uA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 510.210 uA	 51.02100000 uA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 490.700 uA	 49.07000000 uA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 513.600 uA	 51.36000000 uA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 525.630 uA	 52.56300000 uA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 513.300 uA	 51.33000000 uA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 509.260 uA	 50.92600000 uA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 518.850 uA	 51.88500000 uA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 518.870 uA	 51.88700000 uA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 514.200 uA	 51.42000000 uA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 518.120 uA	 51.81200000 uA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 532.650 uA	 53.26500000 uA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 515.020 uA	 51.50200000 uA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 515.320 uA	 51.53200000 uA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 524.430 uA	 52.44300000 uA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 527.530 uA	 52.75300000 uA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 516.900 uA	 51.69000000 uA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 520.360 uA	 52.03600000 uA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 527.480 uA	 52.74800000 uA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 525.560 uA	 52.55600000 uA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 509.270 uA	 50.92700000 uA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 528.030 uA	 52.80300000 uA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 529.940 uA	 52.99400000 uA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 522.350 uA	 52.23500000 uA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 525.200 uA	 52.52000000 uA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 534.840 uA	 53.48400000 uA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 535.680 uA	 53.56800000 uA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 519.260 uA	 51.92600000 uA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 532.370 uA	 53.23700000 uA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 534.890 uA	 53.48900000 uA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 526.830 uA	 52.68300000 uA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 532.090 uA	 53.20900000 uA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 538.380 uA	 53.83800000 uA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 537.590 uA	 53.75900000 uA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 530.820 uA	 53.08200000 uA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 534.600 uA	 53.46000000 uA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 541.010 uA	 54.10100000 uA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 543.930 uA	 54.39300000 uA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 535.540 uA	 53.55400000 uA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 541.210 uA	 54.12100000 uA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 552.110 uA	 55.21100000 uA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 538.580 uA	 53.85800000 uA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 539.340 uA	 53.93400000 uA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 546.080 uA	 54.60800000 uA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 544.820 uA	 54.48200000 uA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 538.960 uA	 53.89600000 uA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 543.310 uA	 54.33100000 uA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 549.150 uA	 54.91500000 uA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 549.140 uA	 54.91400000 uA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 544.230 uA	 54.42300000 uA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 545.540 uA	 54.55400000 uA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 553.480 uA	 55.34800000 uA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 548.920 uA	 54.89200000 uA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 548.410 uA	 54.84100000 uA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 554.110 uA	 55.41100000 uA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 552.360 uA	 55.23600000 uA/um
285	 2.0000 V	 0 V	 1.4200 V	 0 V	 548.630 uA	 54.86300000 uA/um
286	 2.0000 V	 0 V	 1.4250 V	 0 V	 548.490 uA	 54.84900000 uA/um
287	 2.0000 V	 0 V	 1.4300 V	 0 V	 556.720 uA	 55.67200000 uA/um
288	 2.0000 V	 0 V	 1.4350 V	 0 V	 555.480 uA	 55.54800000 uA/um
289	 2.0000 V	 0 V	 1.4400 V	 0 V	 553.170 uA	 55.31700000 uA/um
