Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 233.489 pA	 -1.350 pA	 23.34890000 pA/um	 -135.0000000 fA/um	 704.4400000 pS	 70.44400000 pS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 268.711 pA	 -1.342 pA	 26.87110000 pA/um	 -134.2000000 fA/um	 375.5200000 pS	 37.55200000 pS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 271.041 pA	 -1.485 pA	 27.10410000 pA/um	 -148.5000000 fA/um	 9.250000000 pS	 925.0000000 fS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 269.636 pA	 -1.519 pA	 26.96360000 pA/um	 -151.9000000 fA/um	 -1.990000000 pS	 -199.0000000 fS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 270.842 pA	 -1.563 pA	 27.08420000 pA/um	 -156.3000000 fA/um	 14.48000000 pS	 1.448000000 pS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 271.084 pA	 -1.396 pA	 27.10840000 pA/um	 -139.6000000 fA/um	 -12.67000000 pS	 -1.267000000 pS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 269.575 pA	 -1.345 pA	 26.95750000 pA/um	 -134.5000000 fA/um	 -26.60000000 pS	 -2.660000000 pS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 268.424 pA	 -1.546 pA	 26.84240000 pA/um	 -154.6000000 fA/um	 16.60000000 pS	 1.660000000 pS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 271.235 pA	 -1.461 pA	 27.12350000 pA/um	 -146.1000000 fA/um	 17.53000000 pS	 1.753000000 pS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 270.177 pA	 -1.513 pA	 27.01770000 pA/um	 -151.3000000 fA/um	 3.940000000 pS	 394.0000000 fS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 271.629 pA	 -1.599 pA	 27.16290000 pA/um	 -159.9000000 fA/um	 16.44000000 pS	 1.644000000 pS/um
12	 -1.4500 V	 0 V	 10.00 mV	 0 V	 271.821 pA	 -1.471 pA	 27.18210000 pA/um	 -147.1000000 fA/um	 3.230000000 pS	 323.0000000 fS/um
13	 -1.4000 V	 0 V	 10.00 mV	 0 V	 271.952 pA	 -1.461 pA	 27.19520000 pA/um	 -146.1000000 fA/um	 -2.530000000 pS	 -253.0000000 fS/um
14	 -1.3500 V	 0 V	 10.00 mV	 0 V	 271.568 pA	 -1.580 pA	 27.15680000 pA/um	 -158.0000000 fA/um	 22.57000000 pS	 2.257000000 pS/um
15	 -1.3000 V	 0 V	 10.00 mV	 0 V	 274.209 pA	 -1.515 pA	 27.42090000 pA/um	 -151.5000000 fA/um	 -15.98000000 pS	 -1.598000000 pS/um
16	 -1.2500 V	 0 V	 10.00 mV	 0 V	 269.970 pA	 -1.528 pA	 26.99700000 pA/um	 -152.8000000 fA/um	 -16.74000000 pS	 -1.674000000 pS/um
17	 -1.2000 V	 0 V	 10.00 mV	 0 V	 272.535 pA	 -1.483 pA	 27.25350000 pA/um	 -148.3000000 fA/um	 -630.0000000 fS	 -63.00000000 fS/um
18	 -1.1500 V	 0 V	 10.00 mV	 0 V	 269.907 pA	 -1.519 pA	 26.99070000 pA/um	 -151.9000000 fA/um	 -13.74000000 pS	 -1.374000000 pS/um
19	 -1.1000 V	 0 V	 10.00 mV	 0 V	 271.161 pA	 -1.524 pA	 27.11610000 pA/um	 -152.4000000 fA/um	 15.11000000 pS	 1.511000000 pS/um
20	 -1.0500 V	 0 V	 10.00 mV	 0 V	 271.418 pA	 -1.456 pA	 27.14180000 pA/um	 -145.6000000 fA/um	 23.18000000 pS	 2.318000000 pS/um
21	 -1.0000 V	 0 V	 10.00 mV	 0 V	 273.479 pA	 -1.408 pA	 27.34790000 pA/um	 -140.8000000 fA/um	 -15.96000000 pS	 -1.596000000 pS/um
22	 -950.0 mV	 0 V	 10.00 mV	 0 V	 269.822 pA	 -1.553 pA	 26.98220000 pA/um	 -155.3000000 fA/um	 -18.33000000 pS	 -1.833000000 pS/um
23	 -900.0 mV	 0 V	 10.00 mV	 0 V	 271.646 pA	 -1.438 pA	 27.16460000 pA/um	 -143.8000000 fA/um	 15.09000000 pS	 1.509000000 pS/um
24	 -850.0 mV	 0 V	 10.00 mV	 0 V	 271.331 pA	 -1.606 pA	 27.13310000 pA/um	 -160.6000000 fA/um	 100.0000000 fS	 10.00000000 fS/um
