Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 24.0334 uA	 -783 fA	 2.403340000 uA/um	 -78.30000000 fA/um	 690.0000000 nS	 69.00000000 nS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 24.0679 uA	 -1.834 pA	 2.406790000 uA/um	 -183.4000000 fA/um	 401.0000000 nS	 40.10000000 nS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 24.0735 uA	 -1.956 pA	 2.407350000 uA/um	 -195.6000000 fA/um	 174.0000000 nS	 17.40000000 nS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 24.0853 uA	 -1.945 pA	 2.408530000 uA/um	 -194.5000000 fA/um	 196.0000000 nS	 19.60000000 nS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 24.0931 uA	 -2.197 pA	 2.409310000 uA/um	 -219.7000000 fA/um	 211.0000000 nS	 21.10000000 nS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 24.1064 uA	 -2.018 pA	 2.410640000 uA/um	 -201.8000000 fA/um	 233.0000000 nS	 23.30000000 nS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 24.1164 uA	 -2.222 pA	 2.411640000 uA/um	 -222.2000000 fA/um	 219.0000000 nS	 21.90000000 nS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 24.1283 uA	 -2.234 pA	 2.412830000 uA/um	 -223.4000000 fA/um	 255.0000000 nS	 25.50000000 nS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 24.1419 uA	 -2.273 pA	 2.414190000 uA/um	 -227.3000000 fA/um	 317.0000000 nS	 31.70000000 nS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 24.1600 uA	 -1.954 pA	 2.416000000 uA/um	 -195.4000000 fA/um	 263.0000000 nS	 26.30000000 nS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 24.1682 uA	 -2.187 pA	 2.416820000 uA/um	 -218.7000000 fA/um	 256.0000000 nS	 25.60000000 nS/um
12	 -1.4500 V	 0 V	 10.00 mV	 0 V	 24.1856 uA	 -2.083 pA	 2.418560000 uA/um	 -208.3000000 fA/um	 372.0000000 nS	 37.20000000 nS/um
13	 -1.4000 V	 0 V	 10.00 mV	 0 V	 24.2054 uA	 -2.800 pA	 2.420540000 uA/um	 -280.0000000 fA/um	 309.0000000 nS	 30.90000000 nS/um
14	 -1.3500 V	 0 V	 10.00 mV	 0 V	 24.2165 uA	 -1.963 pA	 2.421650000 uA/um	 -196.3000000 fA/um	 311.0000000 nS	 31.10000000 nS/um
15	 -1.3000 V	 0 V	 10.00 mV	 0 V	 24.2365 uA	 -2.129 pA	 2.423650000 uA/um	 -212.9000000 fA/um	 400.0000000 nS	 40.00000000 nS/um
16	 -1.2500 V	 0 V	 10.00 mV	 0 V	 24.2565 uA	 -1.922 pA	 2.425650000 uA/um	 -192.2000000 fA/um	 334.0000000 nS	 33.40000000 nS/um
17	 -1.2000 V	 0 V	 10.00 mV	 0 V	 24.2699 uA	 -2.084 pA	 2.426990000 uA/um	 -208.4000000 fA/um	 304.0000000 nS	 30.40000000 nS/um
18	 -1.1500 V	 0 V	 10.00 mV	 0 V	 24.2869 uA	 -2.308 pA	 2.428690000 uA/um	 -230.8000000 fA/um	 298.0000000 nS	 29.80000000 nS/um
19	 -1.1000 V	 0 V	 10.00 mV	 0 V	 24.2997 uA	 -2.525 pA	 2.429970000 uA/um	 -252.5000000 fA/um	 308.0000000 nS	 30.80000000 nS/um
20	 -1.0500 V	 0 V	 10.00 mV	 0 V	 24.3177 uA	 -1.893 pA	 2.431770000 uA/um	 -189.3000000 fA/um	 424.0000000 nS	 42.40000000 nS/um
21	 -1.0000 V	 0 V	 10.00 mV	 0 V	 24.3421 uA	 -1.675 pA	 2.434210000 uA/um	 -167.5000000 fA/um	 424.0000000 nS	 42.40000000 nS/um
22	 -950.0 mV	 0 V	 10.00 mV	 0 V	 24.3601 uA	 -1.897 pA	 2.436010000 uA/um	 -189.7000000 fA/um	 404.0000000 nS	 40.40000000 nS/um
23	 -900.0 mV	 0 V	 10.00 mV	 0 V	 24.3825 uA	 -2.223 pA	 2.438250000 uA/um	 -222.3000000 fA/um	 415.0000000 nS	 41.50000000 nS/um
24	 -850.0 mV	 0 V	 10.00 mV	 0 V	 24.4016 uA	 -2.164 pA	 2.440160000 uA/um	 -216.4000000 fA/um	 450.0000000 nS	 45.00000000 nS/um
25	 -800.0 mV	 0 V	 10.00 mV	 0 V	 24.4275 uA	 -1.944 pA	 2.442750000 uA/um	 -194.4000000 fA/um	 505.0000000 nS	 50.50000000 nS/um
26	 -750.0 mV	 0 V	 10.00 mV	 0 V	 24.4521 uA	 -2.057 pA	 2.445210000 uA/um	 -205.7000000 fA/um	 522.0000000 nS	 52.20000000 nS/um
