Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
1	 2.0000 V	 0 V	 0 V	 0 V	 205.110 nA	 20.51100000 nA/um
2	 2.0000 V	 0 V	 5.0 mV	 0 V	 4.09880 uA	 409.8800000 nA/um
3	 2.0000 V	 0 V	 10.0 mV	 0 V	 8.7080 uA	 870.8000000 nA/um
4	 2.0000 V	 0 V	 15.0 mV	 0 V	 17.2260 uA	 1.722600000 uA/um
5	 2.0000 V	 0 V	 20.0 mV	 0 V	 15.9280 uA	 1.592800000 uA/um
6	 2.0000 V	 0 V	 25.0 mV	 0 V	 18.1480 uA	 1.814800000 uA/um
7	 2.0000 V	 0 V	 30.0 mV	 0 V	 34.1600 uA	 3.416000000 uA/um
8	 2.0000 V	 0 V	 35.0 mV	 0 V	 33.1170 uA	 3.311700000 uA/um
9	 2.0000 V	 0 V	 40.0 mV	 0 V	 25.3280 uA	 2.532800000 uA/um
10	 2.0000 V	 0 V	 45.0 mV	 0 V	 37.9670 uA	 3.796700000 uA/um
11	 2.0000 V	 0 V	 50.0 mV	 0 V	 56.0650 uA	 5.606500000 uA/um
12	 2.0000 V	 0 V	 55.0 mV	 0 V	 45.8510 uA	 4.585100000 uA/um
13	 2.0000 V	 0 V	 60.0 mV	 0 V	 38.3770 uA	 3.837700000 uA/um
14	 2.0000 V	 0 V	 65.0 mV	 0 V	 69.2240 uA	 6.922400000 uA/um
15	 2.0000 V	 0 V	 70.0 mV	 0 V	 66.0570 uA	 6.605700000 uA/um
16	 2.0000 V	 0 V	 75.0 mV	 0 V	 47.3960 uA	 4.739600000 uA/um
17	 2.0000 V	 0 V	 80.0 mV	 0 V	 54.2120 uA	 5.421200000 uA/um
18	 2.0000 V	 0 V	 85.0 mV	 0 V	 88.3150 uA	 8.831500000 uA/um
19	 2.0000 V	 0 V	 90.0 mV	 0 V	 80.6320 uA	 8.063200000 uA/um
20	 2.0000 V	 0 V	 95.0 mV	 0 V	 56.7940 uA	 5.679400000 uA/um
21	 2.0000 V	 0 V	 100.0 mV	 0 V	 66.9760 uA	 6.697600000 uA/um
22	 2.0000 V	 0 V	 105.0 mV	 0 V	 106.8560 uA	 10.68560000 uA/um
23	 2.0000 V	 0 V	 110.0 mV	 0 V	 90.3540 uA	 9.035400000 uA/um
24	 2.0000 V	 0 V	 115.0 mV	 0 V	 61.7780 uA	 6.177800000 uA/um
25	 2.0000 V	 0 V	 120.0 mV	 0 V	 92.3320 uA	 9.233200000 uA/um
26	 2.0000 V	 0 V	 125.0 mV	 0 V	 116.290 uA	 11.62900000 uA/um
27	 2.0000 V	 0 V	 130.0 mV	 0 V	 93.4630 uA	 9.346300000 uA/um
28	 2.0000 V	 0 V	 135.0 mV	 0 V	 121.870 uA	 12.18700000 uA/um
29	 2.0000 V	 0 V	 140.0 mV	 0 V	 103.4190 uA	 10.34190000 uA/um
30	 2.0000 V	 0 V	 145.0 mV	 0 V	 115.970 uA	 11.59700000 uA/um
31	 2.0000 V	 0 V	 150.0 mV	 0 V	 73.850 uA	 7.385000000 uA/um
