Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 7.105 pA	 -4.319 pA	 710.5000000 fA/um	 -431.9000000 fA/um	 -235.3200000 pS	 -23.53200000 pS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 -4.661 pA	 -7.014 pA	 -466.1000000 fA/um	 -701.4000000 fA/um	 -125.1000000 pS	 -12.51000000 pS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 -5.405 pA	 -7.370 pA	 -540.5000000 fA/um	 -737.0000000 fA/um	 -6.090000000 pS	 -609.0000000 fS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 -5.270 pA	 -7.603 pA	 -527.0000000 fA/um	 -760.3000000 fA/um	 6.410000000 pS	 641.0000000 fS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 -4.764 pA	 -6.976 pA	 -476.4000000 fA/um	 -697.6000000 fA/um	 1.040000000 pS	 104.0000000 fS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 -5.166 pA	 -7.251 pA	 -516.6000000 fA/um	 -725.1000000 fA/um	 -5.500000000 pS	 -550.0000000 fS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 -5.314 pA	 -7.294 pA	 -531.4000000 fA/um	 -729.4000000 fA/um	 3.850000000 pS	 385.0000000 fS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 -4.781 pA	 -7.129 pA	 -478.1000000 fA/um	 -712.9000000 fA/um	 2.410000000 pS	 241.0000000 fS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 -5.073 pA	 -7.100 pA	 -507.3000000 fA/um	 -710.0000000 fA/um	 -5.620000000 pS	 -562.0000000 fS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 -5.343 pA	 -7.397 pA	 -534.3000000 fA/um	 -739.7000000 fA/um	 3.570000000 pS	 357.0000000 fS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 -4.716 pA	 -6.993 pA	 -471.6000000 fA/um	 -699.3000000 fA/um	 2.590000000 pS	 259.0000000 fS/um
12	 -1.4500 V	 0 V	 10.00 mV	 0 V	 -5.084 pA	 -7.270 pA	 -508.4000000 fA/um	 -727.0000000 fA/um	 -2.480000000 pS	 -248.0000000 fS/um
13	 -1.4000 V	 0 V	 10.00 mV	 0 V	 -4.964 pA	 -7.067 pA	 -496.4000000 fA/um	 -706.7000000 fA/um	 6.990000000 pS	 699.0000000 fS/um
14	 -1.3500 V	 0 V	 10.00 mV	 0 V	 -4.385 pA	 -6.881 pA	 -438.5000000 fA/um	 -688.1000000 fA/um	 2.780000000 pS	 278.0000000 fS/um
15	 -1.3000 V	 0 V	 10.00 mV	 0 V	 -4.686 pA	 -7.069 pA	 -468.6000000 fA/um	 -706.9000000 fA/um	 -1.910000000 pS	 -191.0000000 fS/um
16	 -1.2500 V	 0 V	 10.00 mV	 0 V	 -4.576 pA	 -7.081 pA	 -457.6000000 fA/um	 -708.1000000 fA/um	 2.370000000 pS	 237.0000000 fS/um
17	 -1.2000 V	 0 V	 10.00 mV	 0 V	 -4.449 pA	 -6.930 pA	 -444.9000000 fA/um	 -693.0000000 fA/um	 840.0000000 fS	 84.00000000 fS/um
18	 -1.1500 V	 0 V	 10.00 mV	 0 V	 -4.492 pA	 -6.891 pA	 -449.2000000 fA/um	 -689.1000000 fA/um	 470.0000000 fS	 47.00000000 fS/um
19	 -1.1000 V	 0 V	 10.00 mV	 0 V	 -4.402 pA	 -7.005 pA	 -440.2000000 fA/um	 -700.5000000 fA/um	 4.020000000 pS	 402.0000000 fS/um
20	 -1.0500 V	 0 V	 10.00 mV	 0 V	 -4.090 pA	 -6.659 pA	 -409.0000000 fA/um	 -665.9000000 fA/um	 240.0000000 fS	 24.00000000 fS/um
21	 -1.0000 V	 0 V	 10.00 mV	 0 V	 -4.378 pA	 -6.732 pA	 -437.8000000 fA/um	 -673.2000000 fA/um	 -1.750000000 pS	 -175.0000000 fS/um
22	 -950.0 mV	 0 V	 10.00 mV	 0 V	 -4.265 pA	 -6.783 pA	 -426.5000000 fA/um	 -678.3000000 fA/um	 7.570000000 pS	 757.0000000 fS/um
23	 -900.0 mV	 0 V	 10.00 mV	 0 V	 -3.621 pA	 -6.706 pA	 -362.1000000 fA/um	 -670.6000000 fA/um	 5.260000000 pS	 526.0000000 fS/um
24	 -850.0 mV	 0 V	 10.00 mV	 0 V	 -3.739 pA	 -6.935 pA	 -373.9000000 fA/um	 -693.5000000 fA/um	 -1.900000000 pS	 -190.0000000 fS/um
25	 -800.0 mV	 0 V	 10.00 mV	 0 V	 -3.811 pA	 -6.601 pA	 -381.1000000 fA/um	 -660.1000000 fA/um	 6.630000000 pS	 663.0000000 fS/um
26	 -750.0 mV	 0 V	 10.00 mV	 0 V	 -3.076 pA	 -6.469 pA	 -307.6000000 fA/um	 -646.9000000 fA/um	 3.880000000 pS	 388.0000000 fS/um
27	 -700.0 mV	 0 V	 10.00 mV	 0 V	 -3.423 pA	 -6.458 pA	 -342.3000000 fA/um	 -645.8000000 fA/um	 -1.700000000 pS	 -170.0000000 fS/um
28	 -650.0 mV	 0 V	 10.00 mV	 0 V	 -3.246 pA	 -6.577 pA	 -324.6000000 fA/um	 -657.7000000 fA/um	 7.140000000 pS	 714.0000000 fS/um
29	 -600.0 mV	 0 V	 10.00 mV	 0 V	 -2.709 pA	 -6.350 pA	 -270.9000000 fA/um	 -635.0000000 fA/um	 2.510000000 pS	 251.0000000 fS/um
30	 -550.0 mV	 0 V	 10.00 mV	 0 V	 -2.995 pA	 -6.359 pA	 -299.5000000 fA/um	 -635.9000000 fA/um	 -170.0000000 fS	 -17.00000000 fS/um
31	 -500.0 mV	 0 V	 10.00 mV	 0 V	 -2.726 pA	 -6.422 pA	 -272.6000000 fA/um	 -642.2000000 fA/um	 5.300000000 pS	 530.0000000 fS/um
32	 -450.0 mV	 0 V	 10.00 mV	 0 V	 -2.465 pA	 -6.085 pA	 -246.5000000 fA/um	 -608.5000000 fA/um	 3.410000000 pS	 341.0000000 fS/um
33	 -400.0 mV	 0 V	 10.00 mV	 0 V	 -2.385 pA	 -6.102 pA	 -238.5000000 fA/um	 -610.2000000 fA/um	 510.0000000 fS	 51.00000000 fS/um
34	 -350.0 mV	 0 V	 10.00 mV	 0 V	 -2.414 pA	 -6.353 pA	 -241.4000000 fA/um	 -635.3000000 fA/um	 8.640000000 pS	 864.0000000 fS/um
35	 -300.0 mV	 0 V	 10.00 mV	 0 V	 -1.521 pA	 -6.073 pA	 -152.1000000 fA/um	 -607.3000000 fA/um	 4.260000000 pS	 426.0000000 fS/um
36	 -250.0 mV	 0 V	 10.00 mV	 0 V	 -1.988 pA	 -5.891 pA	 -198.8000000 fA/um	 -589.1000000 fA/um	 -4.020000000 pS	 -402.0000000 fS/um
37	 -200.0 mV	 0 V	 10.00 mV	 0 V	 -1.923 pA	 -6.232 pA	 -192.3000000 fA/um	 -623.2000000 fA/um	 9.720000000 pS	 972.0000000 fS/um
38	 -150.0 mV	 0 V	 10.00 mV	 0 V	 -1.016 pA	 -5.940 pA	 -101.6000000 fA/um	 -594.0000000 fA/um	 6.980000000 pS	 698.0000000 fS/um
39	 -100.0 mV	 0 V	 10.00 mV	 0 V	 -1.225 pA	 -6.276 pA	 -122.5000000 fA/um	 -627.6000000 fA/um	 -1.820000000 pS	 -182.0000000 fS/um
40	 -50.0 mV	 0 V	 10.00 mV	 0 V	 -1.198 pA	 -6.005 pA	 -119.8000000 fA/um	 -600.5000000 fA/um	 17.04000000 pS	 1.704000000 pS/um
41	 0 V	 0 V	 10.00 mV	 0 V	 479 fA	 -5.912 pA	 47.90000000 fA/um	 -591.2000000 fA/um	 12.64000000 pS	 1.264000000 pS/um
42	 50.0 mV	 0 V	 10.00 mV	 0 V	 66 fA	 -5.751 pA	 6.600000000 fA/um	 -575.1000000 fA/um	 -1.220000000 pS	 -122.0000000 fS/um
43	 100.0 mV	 0 V	 10.00 mV	 0 V	 357 fA	 -6.247 pA	 35.70000000 fA/um	 -624.7000000 fA/um	 10.43000000 pS	 1.043000000 pS/um
44	 150.0 mV	 0 V	 10.00 mV	 0 V	 1.109 pA	 -5.633 pA	 110.9000000 fA/um	 -563.3000000 fA/um	 -810.0000000 fS	 -81.00000000 fS/um
45	 200.0 mV	 0 V	 10.00 mV	 0 V	 276 fA	 -5.924 pA	 27.60000000 fA/um	 -592.4000000 fA/um	 -5.380000000 pS	 -538.0000000 fS/um
46	 250.0 mV	 0 V	 10.00 mV	 0 V	 571 fA	 -5.777 pA	 57.10000000 fA/um	 -577.7000000 fA/um	 7.910000000 pS	 791.0000000 fS/um
47	 300.0 mV	 0 V	 10.00 mV	 0 V	 1.067 pA	 -5.539 pA	 106.7000000 fA/um	 -553.9000000 fA/um	 -1.030000000 pS	 -103.0000000 fS/um
48	 350.0 mV	 0 V	 10.00 mV	 0 V	 468 fA	 -5.597 pA	 46.80000000 fA/um	 -559.7000000 fA/um	 -680.0000000 fS	 -68.00000000 fS/um
49	 400.0 mV	 0 V	 10.00 mV	 0 V	 999 fA	 -5.773 pA	 99.90000000 fA/um	 -577.3000000 fA/um	 7.480000000 pS	 748.0000000 fS/um
50	 450.0 mV	 0 V	 10.00 mV	 0 V	 1.216 pA	 -6.010 pA	 121.6000000 fA/um	 -601.0000000 fA/um	 -2.440000000 pS	 -244.0000000 fS/um
51	 500.0 mV	 0 V	 10.00 mV	 0 V	 755 fA	 -6.103 pA	 75.50000000 fA/um	 -610.3000000 fA/um	 2.920000000 pS	 292.0000000 fS/um
52	 550.0 mV	 0 V	 10.00 mV	 0 V	 1.508 pA	 -5.947 pA	 150.8000000 fA/um	 -594.7000000 fA/um	 -1.620000000 pS	 -162.0000000 fS/um
53	 600.0 mV	 0 V	 10.00 mV	 0 V	 593 fA	 -5.756 pA	 59.30000000 fA/um	 -575.6000000 fA/um	 -2.630000000 pS	 -263.0000000 fS/um
54	 650.0 mV	 0 V	 10.00 mV	 0 V	 1.245 pA	 -5.720 pA	 124.5000000 fA/um	 -572.0000000 fA/um	 13.95000000 pS	 1.395000000 pS/um
55	 700.0 mV	 0 V	 10.00 mV	 0 V	 1.988 pA	 -5.812 pA	 198.8000000 fA/um	 -581.2000000 fA/um	 -700.0000000 fS	 -70.00000000 fS/um
56	 750.0 mV	 0 V	 10.00 mV	 0 V	 1.175 pA	 -6.058 pA	 117.5000000 fA/um	 -605.8000000 fA/um	 -6.630000000 pS	 -663.0000000 fS/um
57	 800.0 mV	 0 V	 10.00 mV	 0 V	 1.325 pA	 -5.680 pA	 132.5000000 fA/um	 -568.0000000 fA/um	 8.150000000 pS	 815.0000000 fS/um
58	 850.0 mV	 0 V	 10.00 mV	 0 V	 1.990 pA	 -5.662 pA	 199.0000000 fA/um	 -566.2000000 fA/um	 -1.200000000 pS	 -120.0000000 fS/um
59	 900.0 mV	 0 V	 10.00 mV	 0 V	 1.205 pA	 -5.913 pA	 120.5000000 fA/um	 -591.3000000 fA/um	 23.83000000 pS	 2.383000000 pS/um
60	 950.0 mV	 0 V	 10.00 mV	 0 V	 4.373 pA	 -5.819 pA	 437.3000000 fA/um	 -581.9000000 fA/um	 93.01000000 pS	 9.301000000 pS/um
