Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 325.871 uA	 -1.919 pA	 32.58710000 uA/um	 -191.9000000 fA/um	 34.68000000 uS	 3.468000000 uS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 327.605 uA	 -2.281 pA	 32.76050000 uA/um	 -228.1000000 fA/um	 34.92000000 uS	 3.492000000 uS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 329.363 uA	 -2.409 pA	 32.93630000 uA/um	 -240.9000000 fA/um	 35.05000000 uS	 3.505000000 uS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 331.110 uA	 -2.445 pA	 33.11100000 uA/um	 -244.5000000 fA/um	 36.12000000 uS	 3.612000000 uS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 332.975 uA	 -2.180 pA	 33.29750000 uA/um	 -218.0000000 fA/um	 36.21000000 uS	 3.621000000 uS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 334.731 uA	 -1.976 pA	 33.47310000 uA/um	 -197.6000000 fA/um	 36.23000000 uS	 3.623000000 uS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 336.598 uA	 -2.285 pA	 33.65980000 uA/um	 -228.5000000 fA/um	 37.56000000 uS	 3.756000000 uS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 338.487 uA	 -2.258 pA	 33.84870000 uA/um	 -225.8000000 fA/um	 37.99000000 uS	 3.799000000 uS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 340.397 uA	 -2.290 pA	 34.03970000 uA/um	 -229.0000000 fA/um	 38.17000000 uS	 3.817000000 uS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 342.304 uA	 -2.291 pA	 34.23040000 uA/um	 -229.1000000 fA/um	 38.74000000 uS	 3.874000000 uS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 344.271 uA	 -1.793 pA	 34.42710000 uA/um	 -179.3000000 fA/um	 38.72000000 uS	 3.872000000 uS/um
12	 -1.4500 V	 0 V	 10.00 mV	 0 V	 346.176 uA	 -2.262 pA	 34.61760000 uA/um	 -226.2000000 fA/um	 38.84000000 uS	 3.884000000 uS/um
13	 -1.4000 V	 0 V	 10.00 mV	 0 V	 348.155 uA	 -1.985 pA	 34.81550000 uA/um	 -198.5000000 fA/um	 39.68000000 uS	 3.968000000 uS/um
14	 -1.3500 V	 0 V	 10.00 mV	 0 V	 350.144 uA	 -1.951 pA	 35.01440000 uA/um	 -195.1000000 fA/um	 40.61000000 uS	 4.061000000 uS/um
15	 -1.3000 V	 0 V	 10.00 mV	 0 V	 352.216 uA	 -2.455 pA	 35.22160000 uA/um	 -245.5000000 fA/um	 41.02000000 uS	 4.102000000 uS/um
16	 -1.2500 V	 0 V	 10.00 mV	 0 V	 354.246 uA	 -2.285 pA	 35.42460000 uA/um	 -228.5000000 fA/um	 41.47000000 uS	 4.147000000 uS/um
17	 -1.2000 V	 0 V	 10.00 mV	 0 V	 356.363 uA	 -2.245 pA	 35.63630000 uA/um	 -224.5000000 fA/um	 41.55000000 uS	 4.155000000 uS/um
18	 -1.1500 V	 0 V	 10.00 mV	 0 V	 358.401 uA	 -2.352 pA	 35.84010000 uA/um	 -235.2000000 fA/um	 42.92000000 uS	 4.292000000 uS/um
19	 -1.1000 V	 0 V	 10.00 mV	 0 V	 360.655 uA	 -1.890 pA	 36.06550000 uA/um	 -189.0000000 fA/um	 44.04000000 uS	 4.404000000 uS/um
20	 -1.0500 V	 0 V	 10.00 mV	 0 V	 362.805 uA	 -2.834 pA	 36.28050000 uA/um	 -283.4000000 fA/um	 43.52000000 uS	 4.352000000 uS/um
21	 -1.0000 V	 0 V	 10.00 mV	 0 V	 365.007 uA	 -2.790 pA	 36.50070000 uA/um	 -279.0000000 fA/um	 43.76000000 uS	 4.376000000 uS/um
22	 -950.0 mV	 0 V	 10.00 mV	 0 V	 367.181 uA	 -2.435 pA	 36.71810000 uA/um	 -243.5000000 fA/um	 44.91000000 uS	 4.491000000 uS/um
23	 -900.0 mV	 0 V	 10.00 mV	 0 V	 369.498 uA	 -2.387 pA	 36.94980000 uA/um	 -238.7000000 fA/um	 46.33000000 uS	 4.633000000 uS/um
24	 -850.0 mV	 0 V	 10.00 mV	 0 V	 371.814 uA	 -1.826 pA	 37.18140000 uA/um	 -182.6000000 fA/um	 46.89000000 uS	 4.689000000 uS/um
25	 -800.0 mV	 0 V	 10.00 mV	 0 V	 374.187 uA	 -1.766 pA	 37.41870000 uA/um	 -176.6000000 fA/um	 47.68000000 uS	 4.768000000 uS/um
26	 -750.0 mV	 0 V	 10.00 mV	 0 V	 376.582 uA	 -2.585 pA	 37.65820000 uA/um	 -258.5000000 fA/um	 48.29000000 uS	 4.829000000 uS/um
27	 -700.0 mV	 0 V	 10.00 mV	 0 V	 379.016 uA	 -2.068 pA	 37.90160000 uA/um	 -206.8000000 fA/um	 47.27000000 uS	 4.727000000 uS/um
28	 -650.0 mV	 0 V	 10.00 mV	 0 V	 381.309 uA	 -2.401 pA	 38.13090000 uA/um	 -240.1000000 fA/um	 47.89000000 uS	 4.789000000 uS/um
