Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
22	 2.0000 V	 0 V	 105.0 mV	 0 V	 35.1180 uA	 3.511800000 uA/um
23	 2.0000 V	 0 V	 110.0 mV	 0 V	 45.3400 uA	 4.534000000 uA/um
24	 2.0000 V	 0 V	 115.0 mV	 0 V	 44.1360 uA	 4.413600000 uA/um
25	 2.0000 V	 0 V	 120.0 mV	 0 V	 38.2580 uA	 3.825800000 uA/um
26	 2.0000 V	 0 V	 125.0 mV	 0 V	 47.8050 uA	 4.780500000 uA/um
27	 2.0000 V	 0 V	 130.0 mV	 0 V	 53.9190 uA	 5.391900000 uA/um
28	 2.0000 V	 0 V	 135.0 mV	 0 V	 47.4980 uA	 4.749800000 uA/um
29	 2.0000 V	 0 V	 140.0 mV	 0 V	 43.8240 uA	 4.382400000 uA/um
30	 2.0000 V	 0 V	 145.0 mV	 0 V	 51.2290 uA	 5.122900000 uA/um
31	 2.0000 V	 0 V	 150.0 mV	 0 V	 61.2280 uA	 6.122800000 uA/um
32	 2.0000 V	 0 V	 155.0 mV	 0 V	 50.3340 uA	 5.033400000 uA/um
33	 2.0000 V	 0 V	 160.0 mV	 0 V	 52.2720 uA	 5.227200000 uA/um
34	 2.0000 V	 0 V	 165.0 mV	 0 V	 66.7490 uA	 6.674900000 uA/um
35	 2.0000 V	 0 V	 170.0 mV	 0 V	 55.4050 uA	 5.540500000 uA/um
36	 2.0000 V	 0 V	 175.0 mV	 0 V	 53.8320 uA	 5.383200000 uA/um
37	 2.0000 V	 0 V	 180.0 mV	 0 V	 66.8510 uA	 6.685100000 uA/um
38	 2.0000 V	 0 V	 185.0 mV	 0 V	 72.1420 uA	 7.214200000 uA/um
39	 2.0000 V	 0 V	 190.0 mV	 0 V	 60.9380 uA	 6.093800000 uA/um
40	 2.0000 V	 0 V	 195.0 mV	 0 V	 58.4750 uA	 5.847500000 uA/um
41	 2.0000 V	 0 V	 200.0 mV	 0 V	 72.0500 uA	 7.205000000 uA/um
42	 2.0000 V	 0 V	 205.0 mV	 0 V	 75.6240 uA	 7.562400000 uA/um
43	 2.0000 V	 0 V	 210.0 mV	 0 V	 61.5180 uA	 6.151800000 uA/um
44	 2.0000 V	 0 V	 215.0 mV	 0 V	 73.2170 uA	 7.321700000 uA/um
45	 2.0000 V	 0 V	 220.0 mV	 0 V	 84.1050 uA	 8.410500000 uA/um
46	 2.0000 V	 0 V	 225.0 mV	 0 V	 71.1940 uA	 7.119400000 uA/um
47	 2.0000 V	 0 V	 230.0 mV	 0 V	 66.5340 uA	 6.653400000 uA/um
48	 2.0000 V	 0 V	 235.0 mV	 0 V	 79.7730 uA	 7.977300000 uA/um
49	 2.0000 V	 0 V	 240.0 mV	 0 V	 86.5410 uA	 8.654100000 uA/um
50	 2.0000 V	 0 V	 245.0 mV	 0 V	 70.7660 uA	 7.076600000 uA/um
51	 2.0000 V	 0 V	 250.0 mV	 0 V	 78.8820 uA	 7.888200000 uA/um
52	 2.0000 V	 0 V	 255.0 mV	 0 V	 95.1840 uA	 9.518400000 uA/um
53	 2.0000 V	 0 V	 260.0 mV	 0 V	 78.0680 uA	 7.806800000 uA/um
54	 2.0000 V	 0 V	 265.0 mV	 0 V	 77.6190 uA	 7.761900000 uA/um
55	 2.0000 V	 0 V	 270.0 mV	 0 V	 97.2600 uA	 9.726000000 uA/um
56	 2.0000 V	 0 V	 275.0 mV	 0 V	 95.0010 uA	 9.500100000 uA/um
57	 2.0000 V	 0 V	 280.0 mV	 0 V	 80.2450 uA	 8.024500000 uA/um
58	 2.0000 V	 0 V	 285.0 mV	 0 V	 82.4900 uA	 8.249000000 uA/um
59	 2.0000 V	 0 V	 290.0 mV	 0 V	 101.3900 uA	 10.13900000 uA/um
60	 2.0000 V	 0 V	 295.0 mV	 0 V	 102.8200 uA	 10.28200000 uA/um
61	 2.0000 V	 0 V	 300.0 mV	 0 V	 86.0580 uA	 8.605800000 uA/um
62	 2.0000 V	 0 V	 305.0 mV	 0 V	 85.9050 uA	 8.590500000 uA/um
63	 2.0000 V	 0 V	 310.0 mV	 0 V	 108.4990 uA	 10.84990000 uA/um
64	 2.0000 V	 0 V	 315.0 mV	 0 V	 104.8710 uA	 10.48710000 uA/um
65	 2.0000 V	 0 V	 320.0 mV	 0 V	 88.7750 uA	 8.877500000 uA/um
66	 2.0000 V	 0 V	 325.0 mV	 0 V	 102.2570 uA	 10.22570000 uA/um
67	 2.0000 V	 0 V	 330.0 mV	 0 V	 107.530 uA	 10.75300000 uA/um
68	 2.0000 V	 0 V	 335.0 mV	 0 V	 110.2560 uA	 11.02560000 uA/um
69	 2.0000 V	 0 V	 340.0 mV	 0 V	 108.840 uA	 10.88400000 uA/um
70	 2.0000 V	 0 V	 345.0 mV	 0 V	 113.5280 uA	 11.35280000 uA/um
71	 2.0000 V	 0 V	 350.0 mV	 0 V	 110.420 uA	 11.04200000 uA/um
72	 2.0000 V	 0 V	 355.0 mV	 0 V	 96.270 uA	 9.627000000 uA/um
73	 2.0000 V	 0 V	 360.0 mV	 0 V	 121.070 uA	 12.10700000 uA/um
74	 2.0000 V	 0 V	 365.0 mV	 0 V	 113.670 uA	 11.36700000 uA/um
75	 2.0000 V	 0 V	 370.0 mV	 0 V	 96.450 uA	 9.645000000 uA/um
76	 2.0000 V	 0 V	 375.0 mV	 0 V	 119.790 uA	 11.97900000 uA/um
77	 2.0000 V	 0 V	 380.0 mV	 0 V	 124.090 uA	 12.40900000 uA/um
78	 2.0000 V	 0 V	 385.0 mV	 0 V	 104.470 uA	 10.44700000 uA/um
79	 2.0000 V	 0 V	 390.0 mV	 0 V	 104.360 uA	 10.43600000 uA/um
80	 2.0000 V	 0 V	 395.0 mV	 0 V	 126.750 uA	 12.67500000 uA/um
81	 2.0000 V	 0 V	 400.0 mV	 0 V	 129.910 uA	 12.99100000 uA/um
82	 2.0000 V	 0 V	 405.0 mV	 0 V	 109.390 uA	 10.93900000 uA/um
83	 2.0000 V	 0 V	 410.0 mV	 0 V	 105.850 uA	 10.58500000 uA/um
84	 2.0000 V	 0 V	 415.0 mV	 0 V	 131.570 uA	 13.15700000 uA/um
85	 2.0000 V	 0 V	 420.0 mV	 0 V	 128.810 uA	 12.88100000 uA/um
86	 2.0000 V	 0 V	 425.0 mV	 0 V	 107.230 uA	 10.72300000 uA/um
87	 2.0000 V	 0 V	 430.0 mV	 0 V	 120.610 uA	 12.06100000 uA/um
88	 2.0000 V	 0 V	 435.0 mV	 0 V	 140.640 uA	 14.06400000 uA/um
89	 2.0000 V	 0 V	 440.0 mV	 0 V	 116.360 uA	 11.63600000 uA/um
90	 2.0000 V	 0 V	 445.0 mV	 0 V	 114.620 uA	 11.46200000 uA/um
91	 2.0000 V	 0 V	 450.0 mV	 0 V	 138.230 uA	 13.82300000 uA/um
92	 2.0000 V	 0 V	 455.0 mV	 0 V	 143.030 uA	 14.30300000 uA/um
93	 2.0000 V	 0 V	 460.0 mV	 0 V	 121.260 uA	 12.12600000 uA/um
94	 2.0000 V	 0 V	 465.0 mV	 0 V	 120.440 uA	 12.04400000 uA/um
95	 2.0000 V	 0 V	 470.0 mV	 0 V	 145.090 uA	 14.50900000 uA/um
96	 2.0000 V	 0 V	 475.0 mV	 0 V	 144.740 uA	 14.47400000 uA/um
97	 2.0000 V	 0 V	 480.0 mV	 0 V	 123.400 uA	 12.34000000 uA/um
98	 2.0000 V	 0 V	 485.0 mV	 0 V	 120.340 uA	 12.03400000 uA/um
99	 2.0000 V	 0 V	 490.0 mV	 0 V	 144.520 uA	 14.45200000 uA/um
100	 2.0000 V	 0 V	 495.0 mV	 0 V	 153.310 uA	 15.33100000 uA/um
101	 2.0000 V	 0 V	 500.0 mV	 0 V	 125.220 uA	 12.52200000 uA/um
102	 2.0000 V	 0 V	 505.0 mV	 0 V	 126.920 uA	 12.69200000 uA/um
103	 2.0000 V	 0 V	 510.0 mV	 0 V	 152.230 uA	 15.22300000 uA/um
104	 2.0000 V	 0 V	 515.0 mV	 0 V	 155.150 uA	 15.51500000 uA/um
105	 2.0000 V	 0 V	 520.0 mV	 0 V	 126.090 uA	 12.60900000 uA/um
106	 2.0000 V	 0 V	 525.0 mV	 0 V	 145.010 uA	 14.50100000 uA/um
107	 2.0000 V	 0 V	 530.0 mV	 0 V	 159.740 uA	 15.97400000 uA/um
108	 2.0000 V	 0 V	 535.0 mV	 0 V	 134.350 uA	 13.43500000 uA/um
109	 2.0000 V	 0 V	 540.0 mV	 0 V	 131.500 uA	 13.15000000 uA/um
110	 2.0000 V	 0 V	 545.0 mV	 0 V	 157.730 uA	 15.77300000 uA/um
111	 2.0000 V	 0 V	 550.0 mV	 0 V	 159.350 uA	 15.93500000 uA/um
112	 2.0000 V	 0 V	 555.0 mV	 0 V	 135.290 uA	 13.52900000 uA/um
113	 2.0000 V	 0 V	 560.0 mV	 0 V	 144.570 uA	 14.45700000 uA/um
114	 2.0000 V	 0 V	 565.0 mV	 0 V	 169.610 uA	 16.96100000 uA/um
115	 2.0000 V	 0 V	 570.0 mV	 0 V	 145.430 uA	 14.54300000 uA/um
116	 2.0000 V	 0 V	 575.0 mV	 0 V	 138.750 uA	 13.87500000 uA/um
117	 2.0000 V	 0 V	 580.0 mV	 0 V	 169.330 uA	 16.93300000 uA/um
118	 2.0000 V	 0 V	 585.0 mV	 0 V	 163.370 uA	 16.33700000 uA/um
119	 2.0000 V	 0 V	 590.0 mV	 0 V	 142.640 uA	 14.26400000 uA/um
120	 2.0000 V	 0 V	 595.0 mV	 0 V	 145.710 uA	 14.57100000 uA/um
121	 2.0000 V	 0 V	 600.0 mV	 0 V	 177.990 uA	 17.79900000 uA/um
122	 2.0000 V	 0 V	 605.0 mV	 0 V	 160.030 uA	 16.00300000 uA/um
123	 2.0000 V	 0 V	 610.0 mV	 0 V	 144.180 uA	 14.41800000 uA/um
124	 2.0000 V	 0 V	 615.0 mV	 0 V	 166.220 uA	 16.62200000 uA/um
125	 2.0000 V	 0 V	 620.0 mV	 0 V	 180.020 uA	 18.00200000 uA/um
126	 2.0000 V	 0 V	 625.0 mV	 0 V	 163.830 uA	 16.38300000 uA/um
127	 2.0000 V	 0 V	 630.0 mV	 0 V	 147.040 uA	 14.70400000 uA/um
128	 2.0000 V	 0 V	 635.0 mV	 0 V	 162.670 uA	 16.26700000 uA/um
129	 2.0000 V	 0 V	 640.0 mV	 0 V	 178.840 uA	 17.88400000 uA/um
130	 2.0000 V	 0 V	 645.0 mV	 0 V	 153.190 uA	 15.31900000 uA/um
131	 2.0000 V	 0 V	 650.0 mV	 0 V	 162.470 uA	 16.24700000 uA/um
132	 2.0000 V	 0 V	 655.0 mV	 0 V	 188.820 uA	 18.88200000 uA/um
133	 2.0000 V	 0 V	 660.0 mV	 0 V	 168.870 uA	 16.88700000 uA/um
134	 2.0000 V	 0 V	 665.0 mV	 0 V	 154.200 uA	 15.42000000 uA/um
135	 2.0000 V	 0 V	 670.0 mV	 0 V	 186.970 uA	 18.69700000 uA/um
136	 2.0000 V	 0 V	 675.0 mV	 0 V	 182.070 uA	 18.20700000 uA/um
137	 2.0000 V	 0 V	 680.0 mV	 0 V	 160.920 uA	 16.09200000 uA/um
138	 2.0000 V	 0 V	 685.0 mV	 0 V	 170.710 uA	 17.07100000 uA/um
139	 2.0000 V	 0 V	 690.0 mV	 0 V	 195.790 uA	 19.57900000 uA/um
140	 2.0000 V	 0 V	 695.0 mV	 0 V	 183.070 uA	 18.30700000 uA/um
141	 2.0000 V	 0 V	 700.0 mV	 0 V	 163.770 uA	 16.37700000 uA/um
142	 2.0000 V	 0 V	 705.0 mV	 0 V	 179.200 uA	 17.92000000 uA/um
143	 2.0000 V	 0 V	 710.0 mV	 0 V	 196.490 uA	 19.64900000 uA/um
144	 2.0000 V	 0 V	 715.0 mV	 0 V	 169.800 uA	 16.98000000 uA/um
145	 2.0000 V	 0 V	 720.0 mV	 0 V	 172.940 uA	 17.29400000 uA/um
146	 2.0000 V	 0 V	 725.0 mV	 0 V	 202.100 uA	 20.21000000 uA/um
147	 2.0000 V	 0 V	 730.0 mV	 0 V	 187.370 uA	 18.73700000 uA/um
148	 2.0000 V	 0 V	 735.0 mV	 0 V	 169.860 uA	 16.98600000 uA/um
149	 2.0000 V	 0 V	 740.0 mV	 0 V	 201.570 uA	 20.15700000 uA/um
150	 2.0000 V	 0 V	 745.0 mV	 0 V	 202.100 uA	 20.21000000 uA/um
151	 2.0000 V	 0 V	 750.0 mV	 0 V	 179.150 uA	 17.91500000 uA/um
152	 2.0000 V	 0 V	 755.0 mV	 0 V	 173.300 uA	 17.33000000 uA/um
153	 2.0000 V	 0 V	 760.0 mV	 0 V	 195.520 uA	 19.55200000 uA/um
154	 2.0000 V	 0 V	 765.0 mV	 0 V	 208.910 uA	 20.89100000 uA/um
155	 2.0000 V	 0 V	 770.0 mV	 0 V	 192.360 uA	 19.23600000 uA/um
156	 2.0000 V	 0 V	 775.0 mV	 0 V	 178.500 uA	 17.85000000 uA/um
157	 2.0000 V	 0 V	 780.0 mV	 0 V	 205.830 uA	 20.58300000 uA/um
158	 2.0000 V	 0 V	 785.0 mV	 0 V	 211.610 uA	 21.16100000 uA/um
159	 2.0000 V	 0 V	 790.0 mV	 0 V	 183.150 uA	 18.31500000 uA/um
160	 2.0000 V	 0 V	 795.0 mV	 0 V	 194.200 uA	 19.42000000 uA/um
161	 2.0000 V	 0 V	 800.0 mV	 0 V	 216.410 uA	 21.64100000 uA/um
162	 2.0000 V	 0 V	 805.0 mV	 0 V	 192.970 uA	 19.29700000 uA/um
163	 2.0000 V	 0 V	 810.0 mV	 0 V	 186.470 uA	 18.64700000 uA/um
164	 2.0000 V	 0 V	 815.0 mV	 0 V	 219.570 uA	 21.95700000 uA/um
165	 2.0000 V	 0 V	 820.0 mV	 0 V	 208.200 uA	 20.82000000 uA/um
166	 2.0000 V	 0 V	 825.0 mV	 0 V	 186.660 uA	 18.66600000 uA/um
167	 2.0000 V	 0 V	 830.0 mV	 0 V	 205.900 uA	 20.59000000 uA/um
168	 2.0000 V	 0 V	 835.0 mV	 0 V	 225.060 uA	 22.50600000 uA/um
169	 2.0000 V	 0 V	 840.0 mV	 0 V	 208.130 uA	 20.81300000 uA/um
170	 2.0000 V	 0 V	 845.0 mV	 0 V	 191.410 uA	 19.14100000 uA/um
171	 2.0000 V	 0 V	 850.0 mV	 0 V	 224.840 uA	 22.48400000 uA/um
172	 2.0000 V	 0 V	 855.0 mV	 0 V	 220.130 uA	 22.01300000 uA/um
173	 2.0000 V	 0 V	 860.0 mV	 0 V	 195.830 uA	 19.58300000 uA/um
174	 2.0000 V	 0 V	 865.0 mV	 0 V	 208.880 uA	 20.88800000 uA/um
175	 2.0000 V	 0 V	 870.0 mV	 0 V	 230.670 uA	 23.06700000 uA/um
176	 2.0000 V	 0 V	 875.0 mV	 0 V	 211.330 uA	 21.13300000 uA/um
177	 2.0000 V	 0 V	 880.0 mV	 0 V	 198.090 uA	 19.80900000 uA/um
178	 2.0000 V	 0 V	 885.0 mV	 0 V	 218.780 uA	 21.87800000 uA/um
179	 2.0000 V	 0 V	 890.0 mV	 0 V	 228.610 uA	 22.86100000 uA/um
180	 2.0000 V	 0 V	 895.0 mV	 0 V	 203.370 uA	 20.33700000 uA/um
181	 2.0000 V	 0 V	 900.0 mV	 0 V	 215.100 uA	 21.51000000 uA/um
182	 2.0000 V	 0 V	 905.0 mV	 0 V	 238.420 uA	 23.84200000 uA/um
183	 2.0000 V	 0 V	 910.0 mV	 0 V	 219.290 uA	 21.92900000 uA/um
184	 2.0000 V	 0 V	 915.0 mV	 0 V	 206.570 uA	 20.65700000 uA/um
185	 2.0000 V	 0 V	 920.0 mV	 0 V	 241.020 uA	 24.10200000 uA/um
186	 2.0000 V	 0 V	 925.0 mV	 0 V	 226.980 uA	 22.69800000 uA/um
187	 2.0000 V	 0 V	 930.0 mV	 0 V	 207.820 uA	 20.78200000 uA/um
188	 2.0000 V	 0 V	 935.0 mV	 0 V	 235.320 uA	 23.53200000 uA/um
189	 2.0000 V	 0 V	 940.0 mV	 0 V	 240.220 uA	 24.02200000 uA/um
190	 2.0000 V	 0 V	 945.0 mV	 0 V	 221.970 uA	 22.19700000 uA/um
191	 2.0000 V	 0 V	 950.0 mV	 0 V	 214.960 uA	 21.49600000 uA/um
192	 2.0000 V	 0 V	 955.0 mV	 0 V	 247.950 uA	 24.79500000 uA/um
193	 2.0000 V	 0 V	 960.0 mV	 0 V	 236.720 uA	 23.67200000 uA/um
194	 2.0000 V	 0 V	 965.0 mV	 0 V	 217.350 uA	 21.73500000 uA/um
195	 2.0000 V	 0 V	 970.0 mV	 0 V	 237.610 uA	 23.76100000 uA/um
196	 2.0000 V	 0 V	 975.0 mV	 0 V	 248.950 uA	 24.89500000 uA/um
197	 2.0000 V	 0 V	 980.0 mV	 0 V	 234.380 uA	 23.43800000 uA/um
198	 2.0000 V	 0 V	 985.0 mV	 0 V	 219.610 uA	 21.96100000 uA/um
199	 2.0000 V	 0 V	 990.0 mV	 0 V	 239.940 uA	 23.99400000 uA/um
200	 2.0000 V	 0 V	 995.0 mV	 0 V	 254.760 uA	 25.47600000 uA/um
201	 2.0000 V	 0 V	 1.0000 V	 0 V	 242.400 uA	 24.24000000 uA/um
202	 2.0000 V	 0 V	 1.0050 V	 0 V	 225.780 uA	 22.57800000 uA/um
203	 2.0000 V	 0 V	 1.0100 V	 0 V	 247.000 uA	 24.70000000 uA/um
204	 2.0000 V	 0 V	 1.0150 V	 0 V	 255.830 uA	 25.58300000 uA/um
205	 2.0000 V	 0 V	 1.0200 V	 0 V	 232.420 uA	 23.24200000 uA/um
206	 2.0000 V	 0 V	 1.0250 V	 0 V	 236.460 uA	 23.64600000 uA/um
207	 2.0000 V	 0 V	 1.0300 V	 0 V	 262.010 uA	 26.20100000 uA/um
208	 2.0000 V	 0 V	 1.0350 V	 0 V	 248.760 uA	 24.87600000 uA/um
209	 2.0000 V	 0 V	 1.0400 V	 0 V	 231.640 uA	 23.16400000 uA/um
210	 2.0000 V	 0 V	 1.0450 V	 0 V	 259.310 uA	 25.93100000 uA/um
211	 2.0000 V	 0 V	 1.0500 V	 0 V	 263.850 uA	 26.38500000 uA/um
212	 2.0000 V	 0 V	 1.0550 V	 0 V	 242.210 uA	 24.22100000 uA/um
213	 2.0000 V	 0 V	 1.0600 V	 0 V	 238.590 uA	 23.85900000 uA/um
214	 2.0000 V	 0 V	 1.0650 V	 0 V	 264.290 uA	 26.42900000 uA/um
215	 2.0000 V	 0 V	 1.0700 V	 0 V	 267.460 uA	 26.74600000 uA/um
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 241.340 uA	 24.13400000 uA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 260.680 uA	 26.06800000 uA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 270.700 uA	 27.07000000 uA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 251.550 uA	 25.15500000 uA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 250.240 uA	 25.02400000 uA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 275.590 uA	 27.55900000 uA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 263.480 uA	 26.34800000 uA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 247.860 uA	 24.78600000 uA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 267.080 uA	 26.70800000 uA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 278.150 uA	 27.81500000 uA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 266.890 uA	 26.68900000 uA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 251.470 uA	 25.14700000 uA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 280.100 uA	 28.01000000 uA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 277.750 uA	 27.77500000 uA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 256.760 uA	 25.67600000 uA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 273.190 uA	 27.31900000 uA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 284.820 uA	 28.48200000 uA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 271.250 uA	 27.12500000 uA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 259.680 uA	 25.96800000 uA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 282.200 uA	 28.22000000 uA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 287.910 uA	 28.79100000 uA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 275.620 uA	 27.56200000 uA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 264.780 uA	 26.47800000 uA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 287.830 uA	 28.78300000 uA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 289.350 uA	 28.93500000 uA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 269.140 uA	 26.91400000 uA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 284.760 uA	 28.47600000 uA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 294.660 uA	 29.46600000 uA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 282.450 uA	 28.24500000 uA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 275.990 uA	 27.59900000 uA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 301.400 uA	 30.14000000 uA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 291.900 uA	 29.19000000 uA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 276.240 uA	 27.62400000 uA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 298.860 uA	 29.88600000 uA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 301.700 uA	 30.17000000 uA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 290.900 uA	 29.09000000 uA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 281.050 uA	 28.10500000 uA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 304.750 uA	 30.47500000 uA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 303.930 uA	 30.39300000 uA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 293.270 uA	 29.32700000 uA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 295.750 uA	 29.57500000 uA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 307.730 uA	 30.77300000 uA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 296.830 uA	 29.68300000 uA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 292.260 uA	 29.22600000 uA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 314.970 uA	 31.49700000 uA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 305.910 uA	 30.59100000 uA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 291.770 uA	 29.17700000 uA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 312.390 uA	 31.23900000 uA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 315.510 uA	 31.55100000 uA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 305.010 uA	 30.50100000 uA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 297.580 uA	 29.75800000 uA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 315.980 uA	 31.59800000 uA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 318.430 uA	 31.84300000 uA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 307.570 uA	 30.75700000 uA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 306.480 uA	 30.64800000 uA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 325.410 uA	 32.54100000 uA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 318.920 uA	 31.89200000 uA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 305.570 uA	 30.55700000 uA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 323.250 uA	 32.32500000 uA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 325.170 uA	 32.51700000 uA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 317.780 uA	 31.77800000 uA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 309.640 uA	 30.96400000 uA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 328.830 uA	 32.88300000 uA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 325.340 uA	 32.53400000 uA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 311.040 uA	 31.10400000 uA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 328.600 uA	 32.86000000 uA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 332.670 uA	 33.26700000 uA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 323.130 uA	 32.31300000 uA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 317.260 uA	 31.72600000 uA/um
285	 2.0000 V	 0 V	 1.4200 V	 0 V	 334.220 uA	 33.42200000 uA/um
286	 2.0000 V	 0 V	 1.4250 V	 0 V	 333.250 uA	 33.32500000 uA/um
287	 2.0000 V	 0 V	 1.4300 V	 0 V	 325.580 uA	 32.55800000 uA/um
288	 2.0000 V	 0 V	 1.4350 V	 0 V	 323.090 uA	 32.30900000 uA/um
