Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
1	 2.0000 V	 0 V	 0 V	 0 V	 207.670 nA	 20.76700000 nA/um
2	 2.0000 V	 0 V	 5.0 mV	 0 V	 6.41950 uA	 641.9500000 nA/um
3	 2.0000 V	 0 V	 10.0 mV	 0 V	 12.4710 uA	 1.247100000 uA/um
4	 2.0000 V	 0 V	 15.0 mV	 0 V	 19.0270 uA	 1.902700000 uA/um
5	 2.0000 V	 0 V	 20.0 mV	 0 V	 24.0660 uA	 2.406600000 uA/um
6	 2.0000 V	 0 V	 25.0 mV	 0 V	 30.0460 uA	 3.004600000 uA/um
7	 2.0000 V	 0 V	 30.0 mV	 0 V	 38.0080 uA	 3.800800000 uA/um
8	 2.0000 V	 0 V	 35.0 mV	 0 V	 42.3540 uA	 4.235400000 uA/um
9	 2.0000 V	 0 V	 40.0 mV	 0 V	 47.1440 uA	 4.714400000 uA/um
10	 2.0000 V	 0 V	 45.0 mV	 0 V	 55.1070 uA	 5.510700000 uA/um
11	 2.0000 V	 0 V	 50.0 mV	 0 V	 62.7270 uA	 6.272700000 uA/um
12	 2.0000 V	 0 V	 55.0 mV	 0 V	 66.2530 uA	 6.625300000 uA/um
13	 2.0000 V	 0 V	 60.0 mV	 0 V	 69.9760 uA	 6.997600000 uA/um
14	 2.0000 V	 0 V	 65.0 mV	 0 V	 77.8700 uA	 7.787000000 uA/um
15	 2.0000 V	 0 V	 70.0 mV	 0 V	 86.7910 uA	 8.679100000 uA/um
16	 2.0000 V	 0 V	 75.0 mV	 0 V	 88.6420 uA	 8.864200000 uA/um
17	 2.0000 V	 0 V	 80.0 mV	 0 V	 92.7260 uA	 9.272600000 uA/um
18	 2.0000 V	 0 V	 85.0 mV	 0 V	 102.5020 uA	 10.25020000 uA/um
19	 2.0000 V	 0 V	 90.0 mV	 0 V	 109.1160 uA	 10.91160000 uA/um
20	 2.0000 V	 0 V	 95.0 mV	 0 V	 109.3310 uA	 10.93310000 uA/um
21	 2.0000 V	 0 V	 100.0 mV	 0 V	 121.990 uA	 12.19900000 uA/um
22	 2.0000 V	 0 V	 105.0 mV	 0 V	 126.540 uA	 12.65400000 uA/um
23	 2.0000 V	 0 V	 110.0 mV	 0 V	 125.640 uA	 12.56400000 uA/um
