Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 9.688 pA	 -10.221 pA	 968.8000000 fA/um	 -1.022100000 pA/um	 -16.54000000 pS	 -1.654000000 pS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 8.861 pA	 -9.753 pA	 886.1000000 fA/um	 -975.3000000 fA/um	 -11.71000000 pS	 -1.171000000 pS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 8.517 pA	 -9.204 pA	 851.7000000 fA/um	 -920.4000000 fA/um	 -4.570000000 pS	 -457.0000000 fS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 8.404 pA	 -8.638 pA	 840.4000000 fA/um	 -863.8000000 fA/um	 110.0000000 fS	 11.00000000 fS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 8.528 pA	 -8.944 pA	 852.8000000 fA/um	 -894.4000000 fA/um	 440.0000000 fS	 44.00000000 fS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 8.448 pA	 -10.635 pA	 844.8000000 fA/um	 -1.063500000 pA/um	 -6.270000000 pS	 -627.0000000 fS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 7.901 pA	 -9.732 pA	 790.1000000 fA/um	 -973.2000000 fA/um	 5.580000000 pS	 558.0000000 fS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 9.006 pA	 -9.623 pA	 900.6000000 fA/um	 -962.3000000 fA/um	 7.640000000 pS	 764.0000000 fS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 8.665 pA	 -10.130 pA	 866.5000000 fA/um	 -1.013000000 pA/um	 1.360000000 pS	 136.0000000 fS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 9.142 pA	 -9.274 pA	 914.2000000 fA/um	 -927.4000000 fA/um	 -500.0000000 fS	 -50.00000000 fS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 8.615 pA	 -10.060 pA	 861.5000000 fA/um	 -1.006000000 pA/um	 -4.040000000 pS	 -404.0000000 fS/um
12	 -1.4500 V	 0 V	 10.00 mV	 0 V	 8.738 pA	 -10.513 pA	 873.8000000 fA/um	 -1.051300000 pA/um	 8.620000000 pS	 862.0000000 fS/um
