Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
75	 1.7000 V	 0 V	 2.0000 V	 0 V	 2.68248 uA	 -1.49708 nA	 268.2480000 nA/um	 -149.7080000 pA/um	 10.24330000 uS	 1.024330000 uS/um
76	 1.7500 V	 0 V	 2.0000 V	 0 V	 3.21802 uA	 -1.49352 nA	 321.8020000 nA/um	 -149.3520000 pA/um	 11.39560000 uS	 1.139560000 uS/um
77	 1.8000 V	 0 V	 2.0000 V	 0 V	 3.82204 uA	 -1.48989 nA	 382.2040000 nA/um	 -148.9890000 pA/um	 12.65560000 uS	 1.265560000 uS/um
78	 1.8500 V	 0 V	 2.0000 V	 0 V	 4.48358 uA	 -1.47534 nA	 448.3580000 nA/um	 -147.5340000 pA/um	 13.88890000 uS	 1.388890000 uS/um
79	 1.9000 V	 0 V	 2.0000 V	 0 V	 5.21093 uA	 -1.46227 nA	 521.0930000 nA/um	 -146.2270000 pA/um	 15.11430000 uS	 1.511430000 uS/um
80	 1.9500 V	 0 V	 2.0000 V	 0 V	 5.99501 uA	 -1.47030 nA	 599.5010000 nA/um	 -147.0300000 pA/um	 16.43660000 uS	 1.643660000 uS/um
81	 2.0000 V	 0 V	 2.0000 V	 0 V	 6.85459 uA	 -1.46337 nA	 685.4590000 nA/um	 -146.3370000 pA/um	 17.75840000 uS	 1.775840000 uS/um
82	 2.0500 V	 0 V	 2.0000 V	 0 V	 7.77085 uA	 -1.46861 nA	 777.0850000 nA/um	 -146.8610000 pA/um	 18.94180000 uS	 1.894180000 uS/um
83	 2.1000 V	 0 V	 2.0000 V	 0 V	 8.74877 uA	 -1.46375 nA	 874.8770000 nA/um	 -146.3750000 pA/um	 20.24230000 uS	 2.024230000 uS/um
84	 2.1500 V	 0 V	 2.0000 V	 0 V	 9.79508 uA	 -1.45662 nA	 979.5080000 nA/um	 -145.6620000 pA/um	 21.68130000 uS	 2.168130000 uS/um
85	 2.2000 V	 0 V	 2.0000 V	 0 V	 10.9169 uA	 -1.47076 nA	 1.091690000 uA/um	 -147.0760000 pA/um	 22.90620000 uS	 2.290620000 uS/um
86	 2.2500 V	 0 V	 2.0000 V	 0 V	 12.0857 uA	 -1.45351 nA	 1.208570000 uA/um	 -145.3510000 pA/um	 24.24300000 uS	 2.424300000 uS/um
87	 2.3000 V	 0 V	 2.0000 V	 0 V	 13.3412 uA	 -1.46519 nA	 1.334120000 uA/um	 -146.5190000 pA/um	 25.62100000 uS	 2.562100000 uS/um
88	 2.3500 V	 0 V	 2.0000 V	 0 V	 14.6478 uA	 -1.46228 nA	 1.464780000 uA/um	 -146.2280000 pA/um	 26.81700000 uS	 2.681700000 uS/um
89	 2.4000 V	 0 V	 2.0000 V	 0 V	 16.0229 uA	 -1.46530 nA	 1.602290000 uA/um	 -146.5300000 pA/um	 28.20600000 uS	 2.820600000 uS/um
90	 2.4500 V	 0 V	 2.0000 V	 0 V	 17.4684 uA	 -1.46974 nA	 1.746840000 uA/um	 -146.9740000 pA/um	 29.07300000 uS	 2.907300000 uS/um
91	 2.5000 V	 0 V	 2.0000 V	 0 V	 18.9302 uA	 -1.46803 nA	 1.893020000 uA/um	 -146.8030000 pA/um	 30.70400000 uS	 3.070400000 uS/um
92	 2.5500 V	 0 V	 2.0000 V	 0 V	 20.5388 uA	 -1.46869 nA	 2.053880000 uA/um	 -146.8690000 pA/um	 32.52600000 uS	 3.252600000 uS/um
93	 2.6000 V	 0 V	 2.0000 V	 0 V	 22.1828 uA	 -1.46791 nA	 2.218280000 uA/um	 -146.7910000 pA/um	 33.31800000 uS	 3.331800000 uS/um
94	 2.6500 V	 0 V	 2.0000 V	 0 V	 23.8706 uA	 -1.48284 nA	 2.387060000 uA/um	 -148.2840000 pA/um	 34.59200000 uS	 3.459200000 uS/um
95	 2.7000 V	 0 V	 2.0000 V	 0 V	 25.6420 uA	 -1.47269 nA	 2.564200000 uA/um	 -147.2690000 pA/um	 36.06900000 uS	 3.606900000 uS/um
96	 2.7500 V	 0 V	 2.0000 V	 0 V	 27.4775 uA	 -1.47051 nA	 2.747750000 uA/um	 -147.0510000 pA/um	 37.35000000 uS	 3.735000000 uS/um
97	 2.8000 V	 0 V	 2.0000 V	 0 V	 29.3770 uA	 -1.47175 nA	 2.937700000 uA/um	 -147.1750000 pA/um	 38.33500000 uS	 3.833500000 uS/um
98	 2.8500 V	 0 V	 2.0000 V	 0 V	 31.3110 uA	 -1.47722 nA	 3.131100000 uA/um	 -147.7220000 pA/um	 39.63500000 uS	 3.963500000 uS/um
99	 2.9000 V	 0 V	 2.0000 V	 0 V	 33.3405 uA	 -1.47892 nA	 3.334050000 uA/um	 -147.8920000 pA/um	 41.18800000 uS	 4.118800000 uS/um
100	 2.9500 V	 0 V	 2.0000 V	 0 V	 35.4298 uA	 -1.47667 nA	 3.542980000 uA/um	 -147.6670000 pA/um	 42.34600000 uS	 4.234600000 uS/um
101	 3.0000 V	 0 V	 2.0000 V	 0 V	 37.5751 uA	 -1.48174 nA	 3.757510000 uA/um	 -148.1740000 pA/um	 43.37900000 uS	 4.337900000 uS/um
102	 3.0500 V	 0 V	 2.0000 V	 0 V	 39.7677 uA	 -1.48055 nA	 3.976770000 uA/um	 -148.0550000 pA/um	 44.50500000 uS	 4.450500000 uS/um
103	 3.1000 V	 0 V	 2.0000 V	 0 V	 42.0256 uA	 -1.49251 nA	 4.202560000 uA/um	 -149.2510000 pA/um	 45.83100000 uS	 4.583100000 uS/um
104	 3.1500 V	 0 V	 2.0000 V	 0 V	 44.3508 uA	 -1.47784 nA	 4.435080000 uA/um	 -147.7840000 pA/um	 46.99400000 uS	 4.699400000 uS/um
105	 3.2000 V	 0 V	 2.0000 V	 0 V	 46.7250 uA	 -1.49912 nA	 4.672500000 uA/um	 -149.9120000 pA/um	 48.19800000 uS	 4.819800000 uS/um
106	 3.2500 V	 0 V	 2.0000 V	 0 V	 49.1706 uA	 -1.48817 nA	 4.917060000 uA/um	 -148.8170000 pA/um	 49.35200000 uS	 4.935200000 uS/um
107	 3.3000 V	 0 V	 2.0000 V	 0 V	 51.6602 uA	 -1.47757 nA	 5.166020000 uA/um	 -147.7570000 pA/um	 50.49600000 uS	 5.049600000 uS/um
108	 3.3500 V	 0 V	 2.0000 V	 0 V	 54.2202 uA	 -1.48131 nA	 5.422020000 uA/um	 -148.1310000 pA/um	 51.70300000 uS	 5.170300000 uS/um
109	 3.4000 V	 0 V	 2.0000 V	 0 V	 56.8305 uA	 -1.49363 nA	 5.683050000 uA/um	 -149.3630000 pA/um	 52.78600000 uS	 5.278600000 uS/um
110	 3.4500 V	 0 V	 2.0000 V	 0 V	 59.4988 uA	 -1.49105 nA	 5.949880000 uA/um	 -149.1050000 pA/um	 53.84300000 uS	 5.384300000 uS/um
111	 3.5000 V	 0 V	 2.0000 V	 0 V	 62.2148 uA	 -1.49587 nA	 6.221480000 uA/um	 -149.5870000 pA/um	 54.93800000 uS	 5.493800000 uS/um
112	 3.5500 V	 0 V	 2.0000 V	 0 V	 64.9926 uA	 -1.50232 nA	 6.499260000 uA/um	 -150.2320000 pA/um	 55.77400000 uS	 5.577400000 uS/um
113	 3.6000 V	 0 V	 2.0000 V	 0 V	 67.7922 uA	 -1.51686 nA	 6.779220000 uA/um	 -151.6860000 pA/um	 56.84600000 uS	 5.684600000 uS/um
114	 3.6500 V	 0 V	 2.0000 V	 0 V	 70.6772 uA	 -1.50314 nA	 7.067720000 uA/um	 -150.3140000 pA/um	 58.01400000 uS	 5.801400000 uS/um
115	 3.7000 V	 0 V	 2.0000 V	 0 V	 73.5936 uA	 -1.50220 nA	 7.359360000 uA/um	 -150.2200000 pA/um	 59.17500000 uS	 5.917500000 uS/um
116	 3.7500 V	 0 V	 2.0000 V	 0 V	 76.5947 uA	 -1.49248 nA	 7.659470000 uA/um	 -149.2480000 pA/um	 60.21100000 uS	 6.021100000 uS/um
117	 3.8000 V	 0 V	 2.0000 V	 0 V	 79.6147 uA	 -1.51012 nA	 7.961470000 uA/um	 -151.0120000 pA/um	 60.65200000 uS	 6.065200000 uS/um
118	 3.8500 V	 0 V	 2.0000 V	 0 V	 82.6599 uA	 -1.52967 nA	 8.265990000 uA/um	 -152.9670000 pA/um	 61.80800000 uS	 6.180800000 uS/um
119	 3.9000 V	 0 V	 2.0000 V	 0 V	 85.7955 uA	 -1.51640 nA	 8.579550000 uA/um	 -151.6400000 pA/um	 62.17300000 uS	 6.217300000 uS/um
120	 3.9500 V	 0 V	 2.0000 V	 0 V	 88.8772 uA	 -1.46957 nA	 8.887720000 uA/um	 -146.9570000 pA/um	 62.68100000 uS	 6.268100000 uS/um
121	 4.0000 V	 0 V	 2.0000 V	 0 V	 92.0636 uA	 -1.47369 nA	 9.206360000 uA/um	 -147.3690000 pA/um	 64.28800000 uS	 6.428800000 uS/um
122	 4.0500 V	 0 V	 2.0000 V	 0 V	 95.3060 uA	 -1.52089 nA	 9.530600000 uA/um	 -152.0890000 pA/um	 66.45300000 uS	 6.645300000 uS/um
123	 4.1000 V	 0 V	 2.0000 V	 0 V	 98.7089 uA	 -1.52762 nA	 9.870890000 uA/um	 -152.7620000 pA/um	 67.08800000 uS	 6.708800000 uS/um
124	 4.1500 V	 0 V	 2.0000 V	 0 V	 102.0148 uA	 -1.53308 nA	 10.20148000 uA/um	 -153.3080000 pA/um	 66.68900000 uS	 6.668900000 uS/um
125	 4.2000 V	 0 V	 2.0000 V	 0 V	 105.3778 uA	 -1.53022 nA	 10.53778000 uA/um	 -153.0220000 pA/um	 67.58000000 uS	 6.758000000 uS/um
126	 4.2500 V	 0 V	 2.0000 V	 0 V	 108.7728 uA	 -1.53394 nA	 10.87728000 uA/um	 -153.3940000 pA/um	 68.06200000 uS	 6.806200000 uS/um
127	 4.3000 V	 0 V	 2.0000 V	 0 V	 112.1840 uA	 -1.53500 nA	 11.21840000 uA/um	 -153.5000000 pA/um	 67.77200000 uS	 6.777200000 uS/um
128	 4.3500 V	 0 V	 2.0000 V	 0 V	 115.550 uA	 -1.54087 nA	 11.55500000 uA/um	 -154.0870000 pA/um	 68.47000000 uS	 6.847000000 uS/um
129	 4.4000 V	 0 V	 2.0000 V	 0 V	 119.031 uA	 -1.53168 nA	 11.90310000 uA/um	 -153.1680000 pA/um	 69.39000000 uS	 6.939000000 uS/um
130	 4.4500 V	 0 V	 2.0000 V	 0 V	 122.489 uA	 -1.54016 nA	 12.24890000 uA/um	 -154.0160000 pA/um	 69.94000000 uS	 6.994000000 uS/um
131	 4.5000 V	 0 V	 2.0000 V	 0 V	 126.025 uA	 -1.54387 nA	 12.60250000 uA/um	 -154.3870000 pA/um	 70.47000000 uS	 7.047000000 uS/um
132	 4.5500 V	 0 V	 2.0000 V	 0 V	 129.536 uA	 -1.56835 nA	 12.95360000 uA/um	 -156.8350000 pA/um	 70.54000000 uS	 7.054000000 uS/um
133	 4.6000 V	 0 V	 2.0000 V	 0 V	 133.079 uA	 -1.55556 nA	 13.30790000 uA/um	 -155.5560000 pA/um	 70.81000000 uS	 7.081000000 uS/um
134	 4.6500 V	 0 V	 2.0000 V	 0 V	 136.617 uA	 -1.57273 nA	 13.66170000 uA/um	 -157.2730000 pA/um	 70.85000000 uS	 7.085000000 uS/um
135	 4.7000 V	 0 V	 2.0000 V	 0 V	 140.164 uA	 -1.55888 nA	 14.01640000 uA/um	 -155.8880000 pA/um	 71.31000000 uS	 7.131000000 uS/um
136	 4.7500 V	 0 V	 2.0000 V	 0 V	 143.748 uA	 -1.55668 nA	 14.37480000 uA/um	 -155.6680000 pA/um	 71.50000000 uS	 7.150000000 uS/um
137	 4.8000 V	 0 V	 2.0000 V	 0 V	 147.314 uA	 -1.57821 nA	 14.73140000 uA/um	 -157.8210000 pA/um	 71.14000000 uS	 7.114000000 uS/um
138	 4.8500 V	 0 V	 2.0000 V	 0 V	 150.862 uA	 -1.57885 nA	 15.08620000 uA/um	 -157.8850000 pA/um	 71.18000000 uS	 7.118000000 uS/um
139	 4.9000 V	 0 V	 2.0000 V	 0 V	 154.432 uA	 -1.56653 nA	 15.44320000 uA/um	 -156.6530000 pA/um	 71.44000000 uS	 7.144000000 uS/um
140	 4.9500 V	 0 V	 2.0000 V	 0 V	 158.006 uA	 -1.55476 nA	 15.80060000 uA/um	 -155.4760000 pA/um	 71.13000000 uS	 7.113000000 uS/um
141	 5.0000 V	 0 V	 2.0000 V	 0 V	 161.545 uA	 -1.57290 nA	 16.15450000 uA/um	 -157.2900000 pA/um	 70.78000000 uS	 7.078000000 uS/um
142	 -2.0000 V	 0 V	 2.0000 V	 -500.00 mV	 7.52082 nA	 -7.52674 nA	 752.0820000 pA/um	 -752.6740000 pA/um	 -306.0000000 pS	 -30.60000000 pS/um
143	 -1.9500 V	 0 V	 2.0000 V	 -500.00 mV	 7.50552 nA	 -7.51179 nA	 750.5520000 pA/um	 -751.1790000 pA/um	 -41.10000000 pS	 -4.110000000 pS/um
144	 -1.9000 V	 0 V	 2.0000 V	 -500.00 mV	 7.51671 nA	 -7.55184 nA	 751.6710000 pA/um	 -755.1840000 pA/um	 -239.2000000 pS	 -23.92000000 pS/um
145	 -1.8500 V	 0 V	 2.0000 V	 -500.00 mV	 7.48160 nA	 -7.54957 nA	 748.1600000 pA/um	 -754.9570000 pA/um	 -182.5000000 pS	 -18.25000000 pS/um
146	 -1.8000 V	 0 V	 2.0000 V	 -500.00 mV	 7.49846 nA	 -7.50872 nA	 749.8460000 pA/um	 -750.8720000 pA/um	 166.8000000 pS	 16.68000000 pS/um
