Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 16.6940 mA	 1.669400000 mA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 16.7670 mA	 1.676700000 mA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 16.7560 mA	 1.675600000 mA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 16.8430 mA	 1.684300000 mA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 16.9320 mA	 1.693200000 mA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 16.9340 mA	 1.693400000 mA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 16.9410 mA	 1.694100000 mA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 17.0850 mA	 1.708500000 mA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 17.1500 mA	 1.715000000 mA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 17.1580 mA	 1.715800000 mA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 17.1580 mA	 1.715800000 mA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 17.3010 mA	 1.730100000 mA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 17.3610 mA	 1.736100000 mA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 17.3670 mA	 1.736700000 mA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 17.4320 mA	 1.743200000 mA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 17.5510 mA	 1.755100000 mA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 17.5440 mA	 1.754400000 mA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 17.5520 mA	 1.755200000 mA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 17.6780 mA	 1.767800000 mA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 17.7400 mA	 1.774000000 mA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 17.7550 mA	 1.775500000 mA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 17.7520 mA	 1.775200000 mA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 17.8730 mA	 1.787300000 mA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 17.9740 mA	 1.797400000 mA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 17.9830 mA	 1.798300000 mA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 17.9850 mA	 1.798500000 mA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 18.0960 mA	 1.809600000 mA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 18.1680 mA	 1.816800000 mA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 18.1810 mA	 1.818100000 mA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 18.2270 mA	 1.822700000 mA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 18.3300 mA	 1.833000000 mA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 18.3650 mA	 1.836500000 mA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 18.3550 mA	 1.835500000 mA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 18.4730 mA	 1.847300000 mA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 18.5540 mA	 1.855400000 mA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 18.5800 mA	 1.858000000 mA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 18.5790 mA	 1.857900000 mA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 18.6890 mA	 1.868900000 mA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 18.7660 mA	 1.876600000 mA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 18.8160 mA	 1.881600000 mA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 18.8410 mA	 1.884100000 mA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 18.9120 mA	 1.891200000 mA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 19.0010 mA	 1.900100000 mA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 19.0160 mA	 1.901600000 mA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 19.0570 mA	 1.905700000 mA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 19.1420 mA	 1.914200000 mA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 19.2020 mA	 1.920200000 mA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 19.2300 mA	 1.923000000 mA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 19.3040 mA	 1.930400000 mA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 19.3870 mA	 1.938700000 mA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 19.4050 mA	 1.940500000 mA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 19.4560 mA	 1.945600000 mA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 19.5350 mA	 1.953500000 mA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 19.5970 mA	 1.959700000 mA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 19.6250 mA	 1.962500000 mA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 19.6950 mA	 1.969500000 mA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 19.7680 mA	 1.976800000 mA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 19.7980 mA	 1.979800000 mA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 19.8510 mA	 1.985100000 mA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 19.9300 mA	 1.993000000 mA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 19.9990 mA	 1.999900000 mA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 20.0390 mA	 2.003900000 mA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 20.0680 mA	 2.006800000 mA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 20.1610 mA	 2.016100000 mA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 20.2250 mA	 2.022500000 mA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 20.2630 mA	 2.026300000 mA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 20.3190 mA	 2.031900000 mA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 20.3970 mA	 2.039700000 mA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 20.4440 mA	 2.044400000 mA/um
