Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
1	 2.0000 V	 0 V	 0 V	 0 V	 199.790 nA	 19.97900000 nA/um
2	 2.0000 V	 0 V	 5.0 mV	 0 V	 3.99690 uA	 399.6900000 nA/um
3	 2.0000 V	 0 V	 10.0 mV	 0 V	 11.03520 uA	 1.103520000 uA/um
4	 2.0000 V	 0 V	 15.0 mV	 0 V	 15.8510 uA	 1.585100000 uA/um
5	 2.0000 V	 0 V	 20.0 mV	 0 V	 19.9030 uA	 1.990300000 uA/um
6	 2.0000 V	 0 V	 25.0 mV	 0 V	 17.7540 uA	 1.775400000 uA/um
7	 2.0000 V	 0 V	 30.0 mV	 0 V	 25.8270 uA	 2.582700000 uA/um
8	 2.0000 V	 0 V	 35.0 mV	 0 V	 36.3460 uA	 3.634600000 uA/um
9	 2.0000 V	 0 V	 40.0 mV	 0 V	 29.4160 uA	 2.941600000 uA/um
10	 2.0000 V	 0 V	 45.0 mV	 0 V	 33.2230 uA	 3.322300000 uA/um
11	 2.0000 V	 0 V	 50.0 mV	 0 V	 51.4990 uA	 5.149900000 uA/um
12	 2.0000 V	 0 V	 55.0 mV	 0 V	 46.8440 uA	 4.684400000 uA/um
13	 2.0000 V	 0 V	 60.0 mV	 0 V	 39.2200 uA	 3.922000000 uA/um
14	 2.0000 V	 0 V	 65.0 mV	 0 V	 63.3780 uA	 6.337800000 uA/um
15	 2.0000 V	 0 V	 70.0 mV	 0 V	 64.8330 uA	 6.483300000 uA/um
16	 2.0000 V	 0 V	 75.0 mV	 0 V	 49.9350 uA	 4.993500000 uA/um
17	 2.0000 V	 0 V	 80.0 mV	 0 V	 52.7480 uA	 5.274800000 uA/um
18	 2.0000 V	 0 V	 85.0 mV	 0 V	 80.9170 uA	 8.091700000 uA/um
19	 2.0000 V	 0 V	 90.0 mV	 0 V	 82.9190 uA	 8.291900000 uA/um
20	 2.0000 V	 0 V	 95.0 mV	 0 V	 61.8520 uA	 6.185200000 uA/um
21	 2.0000 V	 0 V	 100.0 mV	 0 V	 68.0640 uA	 6.806400000 uA/um
22	 2.0000 V	 0 V	 105.0 mV	 0 V	 98.7950 uA	 9.879500000 uA/um
23	 2.0000 V	 0 V	 110.0 mV	 0 V	 93.6480 uA	 9.364800000 uA/um
24	 2.0000 V	 0 V	 115.0 mV	 0 V	 65.4870 uA	 6.548700000 uA/um
25	 2.0000 V	 0 V	 120.0 mV	 0 V	 106.7660 uA	 10.67660000 uA/um
26	 2.0000 V	 0 V	 125.0 mV	 0 V	 102.9840 uA	 10.29840000 uA/um
27	 2.0000 V	 0 V	 130.0 mV	 0 V	 73.2520 uA	 7.325200000 uA/um
28	 2.0000 V	 0 V	 135.0 mV	 0 V	 96.0850 uA	 9.608500000 uA/um
29	 2.0000 V	 0 V	 140.0 mV	 0 V	 105.880 uA	 10.58800000 uA/um
30	 2.0000 V	 0 V	 145.0 mV	 0 V	 81.590 uA	 8.159000000 uA/um
31	 2.0000 V	 0 V	 150.0 mV	 0 V	 129.920 uA	 12.99200000 uA/um
32	 2.0000 V	 0 V	 155.0 mV	 0 V	 113.880 uA	 11.38800000 uA/um
33	 2.0000 V	 0 V	 160.0 mV	 0 V	 81.480 uA	 8.148000000 uA/um
34	 2.0000 V	 0 V	 165.0 mV	 0 V	 127.810 uA	 12.78100000 uA/um
35	 2.0000 V	 0 V	 170.0 mV	 0 V	 132.010 uA	 13.20100000 uA/um
36	 2.0000 V	 0 V	 175.0 mV	 0 V	 86.570 uA	 8.657000000 uA/um
37	 2.0000 V	 0 V	 180.0 mV	 0 V	 136.900 uA	 13.69000000 uA/um
