Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 2.0000 V	 0 V	 1.53846 mA	 -5.25992 nA	 153.8460000 uA/um	 -525.9920000 pA/um	 2.600000000 uS	 260.0000000 nS/um
2	 -1.9500 V	 0 V	 2.0000 V	 0 V	 1.53859 mA	 -5.25247 nA	 153.8590000 uA/um	 -525.2470000 pA/um	 3.900000000 uS	 390.0000000 nS/um
3	 -1.9000 V	 0 V	 2.0000 V	 0 V	 1.53885 mA	 -5.25032 nA	 153.8850000 uA/um	 -525.0320000 pA/um	 4.500000000 uS	 450.0000000 nS/um
4	 -1.8500 V	 0 V	 2.0000 V	 0 V	 1.53904 mA	 -5.26538 nA	 153.9040000 uA/um	 -526.5380000 pA/um	 4.600000000 uS	 460.0000000 nS/um
5	 -1.8000 V	 0 V	 2.0000 V	 0 V	 1.53931 mA	 -5.27201 nA	 153.9310000 uA/um	 -527.2010000 pA/um	 4.900000000 uS	 490.0000000 nS/um
6	 -1.7500 V	 0 V	 2.0000 V	 0 V	 1.53953 mA	 -5.28087 nA	 153.9530000 uA/um	 -528.0870000 pA/um	 4.700000000 uS	 470.0000000 nS/um
7	 -1.7000 V	 0 V	 2.0000 V	 0 V	 1.53978 mA	 -5.27781 nA	 153.9780000 uA/um	 -527.7810000 pA/um	 4.900000000 uS	 490.0000000 nS/um
8	 -1.6500 V	 0 V	 2.0000 V	 0 V	 1.54002 mA	 -5.30044 nA	 154.0020000 uA/um	 -530.0440000 pA/um	 6.700000000 uS	 670.0000000 nS/um
9	 -1.6000 V	 0 V	 2.0000 V	 0 V	 1.54045 mA	 -5.39464 nA	 154.0450000 uA/um	 -539.4640000 pA/um	 7.100000000 uS	 710.0000000 nS/um
10	 -1.5500 V	 0 V	 2.0000 V	 0 V	 1.54073 mA	 -5.40447 nA	 154.0730000 uA/um	 -540.4470000 pA/um	 5.900000000 uS	 590.0000000 nS/um
11	 -1.5000 V	 0 V	 2.0000 V	 0 V	 1.54104 mA	 -5.41573 nA	 154.1040000 uA/um	 -541.5730000 pA/um	 6.700000000 uS	 670.0000000 nS/um
12	 -1.4500 V	 0 V	 2.0000 V	 0 V	 1.54140 mA	 -5.41665 nA	 154.1400000 uA/um	 -541.6650000 pA/um	 7.500000000 uS	 750.0000000 nS/um
13	 -1.4000 V	 0 V	 2.0000 V	 0 V	 1.54179 mA	 -5.41005 nA	 154.1790000 uA/um	 -541.0050000 pA/um	 7.300000000 uS	 730.0000000 nS/um
14	 -1.3500 V	 0 V	 2.0000 V	 0 V	 1.54213 mA	 -5.43563 nA	 154.2130000 uA/um	 -543.5630000 pA/um	 7.900000000 uS	 790.0000000 nS/um
15	 -1.3000 V	 0 V	 2.0000 V	 0 V	 1.54258 mA	 -5.44179 nA	 154.2580000 uA/um	 -544.1790000 pA/um	 8.600000000 uS	 860.0000000 nS/um
16	 -1.2500 V	 0 V	 2.0000 V	 0 V	 1.54299 mA	 -5.44549 nA	 154.2990000 uA/um	 -544.5490000 pA/um	 9.100000000 uS	 910.0000000 nS/um
17	 -1.2000 V	 0 V	 2.0000 V	 0 V	 1.54349 mA	 -5.45368 nA	 154.3490000 uA/um	 -545.3680000 pA/um	 9.800000000 uS	 980.0000000 nS/um
18	 -1.1500 V	 0 V	 2.0000 V	 0 V	 1.54397 mA	 -5.45181 nA	 154.3970000 uA/um	 -545.1810000 pA/um	 10.00000000 uS	 1.000000000 uS/um
19	 -1.1000 V	 0 V	 2.0000 V	 0 V	 1.54449 mA	 -5.45681 nA	 154.4490000 uA/um	 -545.6810000 pA/um	 10.70000000 uS	 1.070000000 uS/um
20	 -1.0500 V	 0 V	 2.0000 V	 0 V	 1.54504 mA	 -5.45952 nA	 154.5040000 uA/um	 -545.9520000 pA/um	 11.60000000 uS	 1.160000000 uS/um
21	 -1.0000 V	 0 V	 2.0000 V	 0 V	 1.54565 mA	 -5.47346 nA	 154.5650000 uA/um	 -547.3460000 pA/um	 11.80000000 uS	 1.180000000 uS/um
22	 -950.0 mV	 0 V	 2.0000 V	 0 V	 1.54622 mA	 -5.48811 nA	 154.6220000 uA/um	 -548.8110000 pA/um	 12.20000000 uS	 1.220000000 uS/um
23	 -900.0 mV	 0 V	 2.0000 V	 0 V	 1.54687 mA	 -5.50188 nA	 154.6870000 uA/um	 -550.1880000 pA/um	 13.30000000 uS	 1.330000000 uS/um
24	 -850.0 mV	 0 V	 2.0000 V	 0 V	 1.54755 mA	 -5.51092 nA	 154.7550000 uA/um	 -551.0920000 pA/um	 13.00000000 uS	 1.300000000 uS/um
25	 -800.0 mV	 0 V	 2.0000 V	 0 V	 1.54817 mA	 -5.51644 nA	 154.8170000 uA/um	 -551.6440000 pA/um	 13.60000000 uS	 1.360000000 uS/um
26	 -750.0 mV	 0 V	 2.0000 V	 0 V	 1.54891 mA	 -5.52799 nA	 154.8910000 uA/um	 -552.7990000 pA/um	 14.40000000 uS	 1.440000000 uS/um
27	 -700.0 mV	 0 V	 2.0000 V	 0 V	 1.54961 mA	 -5.55818 nA	 154.9610000 uA/um	 -555.8180000 pA/um	 14.10000000 uS	 1.410000000 uS/um
28	 -650.0 mV	 0 V	 2.0000 V	 0 V	 1.55032 mA	 -5.56093 nA	 155.0320000 uA/um	 -556.0930000 pA/um	 15.10000000 uS	 1.510000000 uS/um
29	 -600.0 mV	 0 V	 2.0000 V	 0 V	 1.55112 mA	 -5.57922 nA	 155.1120000 uA/um	 -557.9220000 pA/um	 15.90000000 uS	 1.590000000 uS/um
30	 -550.0 mV	 0 V	 2.0000 V	 0 V	 1.55191 mA	 -5.59206 nA	 155.1910000 uA/um	 -559.2060000 pA/um	 15.80000000 uS	 1.580000000 uS/um
31	 -500.0 mV	 0 V	 2.0000 V	 0 V	 1.55270 mA	 -5.61237 nA	 155.2700000 uA/um	 -561.2370000 pA/um	 15.50000000 uS	 1.550000000 uS/um
32	 -450.0 mV	 0 V	 2.0000 V	 0 V	 1.55346 mA	 -5.61972 nA	 155.3460000 uA/um	 -561.9720000 pA/um	 15.70000000 uS	 1.570000000 uS/um
33	 -400.0 mV	 0 V	 2.0000 V	 0 V	 1.55427 mA	 -5.63893 nA	 155.4270000 uA/um	 -563.8930000 pA/um	 16.70000000 uS	 1.670000000 uS/um
34	 -350.0 mV	 0 V	 2.0000 V	 0 V	 1.55513 mA	 -5.66023 nA	 155.5130000 uA/um	 -566.0230000 pA/um	 17.00000000 uS	 1.700000000 uS/um
35	 -300.0 mV	 0 V	 2.0000 V	 0 V	 1.55597 mA	 -5.67855 nA	 155.5970000 uA/um	 -567.8550000 pA/um	 17.50000000 uS	 1.750000000 uS/um
36	 -250.0 mV	 0 V	 2.0000 V	 0 V	 1.55688 mA	 -5.70216 nA	 155.6880000 uA/um	 -570.2160000 pA/um	 17.90000000 uS	 1.790000000 uS/um
37	 -200.0 mV	 0 V	 2.0000 V	 0 V	 1.55776 mA	 -5.71208 nA	 155.7760000 uA/um	 -571.2080000 pA/um	 18.10000000 uS	 1.810000000 uS/um
38	 -150.0 mV	 0 V	 2.0000 V	 0 V	 1.55869 mA	 -5.70764 nA	 155.8690000 uA/um	 -570.7640000 pA/um	 18.70000000 uS	 1.870000000 uS/um
39	 -100.0 mV	 0 V	 2.0000 V	 0 V	 1.55963 mA	 -5.73046 nA	 155.9630000 uA/um	 -573.0460000 pA/um	 18.30000000 uS	 1.830000000 uS/um
40	 -50.0 mV	 0 V	 2.0000 V	 0 V	 1.56052 mA	 -5.74752 nA	 156.0520000 uA/um	 -574.7520000 pA/um	 18.60000000 uS	 1.860000000 uS/um
41	 0 V	 0 V	 2.0000 V	 0 V	 1.56149 mA	 -5.76547 nA	 156.1490000 uA/um	 -576.5470000 pA/um	 19.20000000 uS	 1.920000000 uS/um
42	 50.0 mV	 0 V	 2.0000 V	 0 V	 1.56244 mA	 -5.79864 nA	 156.2440000 uA/um	 -579.8640000 pA/um	 19.30000000 uS	 1.930000000 uS/um
43	 100.0 mV	 0 V	 2.0000 V	 0 V	 1.56342 mA	 -5.81473 nA	 156.3420000 uA/um	 -581.4730000 pA/um	 20.00000000 uS	 2.000000000 uS/um
44	 150.0 mV	 0 V	 2.0000 V	 0 V	 1.56444 mA	 -5.85005 nA	 156.4440000 uA/um	 -585.0050000 pA/um	 20.50000000 uS	 2.050000000 uS/um
45	 200.0 mV	 0 V	 2.0000 V	 0 V	 1.56547 mA	 -5.87865 nA	 156.5470000 uA/um	 -587.8650000 pA/um	 20.70000000 uS	 2.070000000 uS/um
46	 250.0 mV	 0 V	 2.0000 V	 0 V	 1.56651 mA	 -5.91049 nA	 156.6510000 uA/um	 -591.0490000 pA/um	 21.40000000 uS	 2.140000000 uS/um
47	 300.0 mV	 0 V	 2.0000 V	 0 V	 1.56761 mA	 -5.95137 nA	 156.7610000 uA/um	 -595.1370000 pA/um	 22.00000000 uS	 2.200000000 uS/um
48	 350.0 mV	 0 V	 2.0000 V	 0 V	 1.56871 mA	 -5.98524 nA	 156.8710000 uA/um	 -598.5240000 pA/um	 23.20000000 uS	 2.320000000 uS/um
49	 400.0 mV	 0 V	 2.0000 V	 0 V	 1.56993 mA	 -6.03857 nA	 156.9930000 uA/um	 -603.8570000 pA/um	 24.90000000 uS	 2.490000000 uS/um
50	 450.0 mV	 0 V	 2.0000 V	 0 V	 1.57120 mA	 -6.07473 nA	 157.1200000 uA/um	 -607.4730000 pA/um	 26.70000000 uS	 2.670000000 uS/um
51	 500.0 mV	 0 V	 2.0000 V	 0 V	 1.57260 mA	 -6.12811 nA	 157.2600000 uA/um	 -612.8110000 pA/um	 27.60000000 uS	 2.760000000 uS/um
52	 550.0 mV	 0 V	 2.0000 V	 0 V	 1.57396 mA	 -6.20676 nA	 157.3960000 uA/um	 -620.6760000 pA/um	 30.90000000 uS	 3.090000000 uS/um
