Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
11	 -1.5000 V	 0 V	 2.0000 V	 0 V	 2.68503 nA	 -1.98800 nA	 268.5030000 pA/um	 -198.8000000 pA/um	 150.2000000 pS	 15.02000000 pS/um
12	 -1.4500 V	 0 V	 2.0000 V	 0 V	 2.70382 nA	 -2.03057 nA	 270.3820000 pA/um	 -203.0570000 pA/um	 58.60000000 pS	 5.860000000 pS/um
13	 -1.4000 V	 0 V	 2.0000 V	 0 V	 2.69089 nA	 -2.03043 nA	 269.0890000 pA/um	 -203.0430000 pA/um	 -81.20000000 pS	 -8.120000000 pS/um
14	 -1.3500 V	 0 V	 2.0000 V	 0 V	 2.69570 nA	 -2.02077 nA	 269.5700000 pA/um	 -202.0770000 pA/um	 34.10000000 pS	 3.410000000 pS/um
15	 -1.3000 V	 0 V	 2.0000 V	 0 V	 2.69430 nA	 -2.02611 nA	 269.4300000 pA/um	 -202.6110000 pA/um	 -52.60000000 pS	 -5.260000000 pS/um
16	 -1.2500 V	 0 V	 2.0000 V	 0 V	 2.69044 nA	 -2.01972 nA	 269.0440000 pA/um	 -201.9720000 pA/um	 -15.30000000 pS	 -1.530000000 pS/um
17	 -1.2000 V	 0 V	 2.0000 V	 0 V	 2.69277 nA	 -2.01969 nA	 269.2770000 pA/um	 -201.9690000 pA/um	 61.40000000 pS	 6.140000000 pS/um
18	 -1.1500 V	 0 V	 2.0000 V	 0 V	 2.69658 nA	 -2.02192 nA	 269.6580000 pA/um	 -202.1920000 pA/um	 24.10000000 pS	 2.410000000 pS/um
19	 -1.1000 V	 0 V	 2.0000 V	 0 V	 2.69518 nA	 -2.03035 nA	 269.5180000 pA/um	 -203.0350000 pA/um	 -22.50000000 pS	 -2.250000000 pS/um
20	 -1.0500 V	 0 V	 2.0000 V	 0 V	 2.69433 nA	 -2.02149 nA	 269.4330000 pA/um	 -202.1490000 pA/um	 -13.80000000 pS	 -1.380000000 pS/um
21	 -1.0000 V	 0 V	 2.0000 V	 0 V	 2.69380 nA	 -2.01969 nA	 269.3800000 pA/um	 -201.9690000 pA/um	 -54.90000000 pS	 -5.490000000 pS/um
22	 -950.0 mV	 0 V	 2.0000 V	 0 V	 2.68884 nA	 -2.02692 nA	 268.8840000 pA/um	 -202.6920000 pA/um	 11.70000000 pS	 1.170000000 pS/um
23	 -900.0 mV	 0 V	 2.0000 V	 0 V	 2.69497 nA	 -2.03341 nA	 269.4970000 pA/um	 -203.3410000 pA/um	 96.50000000 pS	 9.650000000 pS/um
24	 -850.0 mV	 0 V	 2.0000 V	 0 V	 2.69849 nA	 -2.02903 nA	 269.8490000 pA/um	 -202.9030000 pA/um	 36.30000000 pS	 3.630000000 pS/um
25	 -800.0 mV	 0 V	 2.0000 V	 0 V	 2.69860 nA	 -2.03418 nA	 269.8600000 pA/um	 -203.4180000 pA/um	 -47.00000000 pS	 -4.700000000 pS/um
26	 -750.0 mV	 0 V	 2.0000 V	 0 V	 2.69379 nA	 -2.03504 nA	 269.3790000 pA/um	 -203.5040000 pA/um	 -126.0000000 pS	 -12.60000000 pS/um
27	 -700.0 mV	 0 V	 2.0000 V	 0 V	 2.68600 nA	 -2.04080 nA	 268.6000000 pA/um	 -204.0800000 pA/um	 49.80000000 pS	 4.980000000 pS/um
28	 -650.0 mV	 0 V	 2.0000 V	 0 V	 2.69877 nA	 -2.02765 nA	 269.8770000 pA/um	 -202.7650000 pA/um	 1.100000000 pS	 110.0000000 fS/um
29	 -600.0 mV	 0 V	 2.0000 V	 0 V	 2.68611 nA	 -2.03311 nA	 268.6110000 pA/um	 -203.3110000 pA/um	 -21.80000000 pS	 -2.180000000 pS/um
30	 -550.0 mV	 0 V	 2.0000 V	 0 V	 2.69659 nA	 -2.04164 nA	 269.6590000 pA/um	 -204.1640000 pA/um	 35.60000000 pS	 3.560000000 pS/um
31	 -500.0 mV	 0 V	 2.0000 V	 0 V	 2.68967 nA	 -1.98863 nA	 268.9670000 pA/um	 -198.8630000 pA/um	 -187.2000000 pS	 -18.72000000 pS/um
32	 -450.0 mV	 0 V	 2.0000 V	 0 V	 2.67787 nA	 -1.97531 nA	 267.7870000 pA/um	 -197.5310000 pA/um	 -128.2000000 pS	 -12.82000000 pS/um
33	 -400.0 mV	 0 V	 2.0000 V	 0 V	 2.67685 nA	 -1.98588 nA	 267.6850000 pA/um	 -198.5880000 pA/um	 147.1000000 pS	 14.71000000 pS/um
34	 -350.0 mV	 0 V	 2.0000 V	 0 V	 2.69258 nA	 -2.04058 nA	 269.2580000 pA/um	 -204.0580000 pA/um	 144.0000000 pS	 14.40000000 pS/um
35	 -300.0 mV	 0 V	 2.0000 V	 0 V	 2.69125 nA	 -2.03563 nA	 269.1250000 pA/um	 -203.5630000 pA/um	 42.90000000 pS	 4.290000000 pS/um
36	 -250.0 mV	 0 V	 2.0000 V	 0 V	 2.69687 nA	 -2.03959 nA	 269.6870000 pA/um	 -203.9590000 pA/um	 -13.90000000 pS	 -1.390000000 pS/um
37	 -200.0 mV	 0 V	 2.0000 V	 0 V	 2.68986 nA	 -2.03450 nA	 268.9860000 pA/um	 -203.4500000 pA/um	 -125.6000000 pS	 -12.56000000 pS/um
38	 -150.0 mV	 0 V	 2.0000 V	 0 V	 2.68431 nA	 -1.99083 nA	 268.4310000 pA/um	 -199.0830000 pA/um	 3.000000000 pS	 300.0000000 fS/um
39	 -100.0 mV	 0 V	 2.0000 V	 0 V	 2.69016 nA	 -1.99202 nA	 269.0160000 pA/um	 -199.2020000 pA/um	 -158.7000000 pS	 -15.87000000 pS/um
40	 -50.0 mV	 0 V	 2.0000 V	 0 V	 2.66844 nA	 -1.98381 nA	 266.8440000 pA/um	 -198.3810000 pA/um	 -119.3000000 pS	 -11.93000000 pS/um
41	 0 V	 0 V	 2.0000 V	 0 V	 2.67823 nA	 -1.98606 nA	 267.8230000 pA/um	 -198.6060000 pA/um	 38.00000000 pS	 3.800000000 pS/um
42	 50.0 mV	 0 V	 2.0000 V	 0 V	 2.67224 nA	 -1.98700 nA	 267.2240000 pA/um	 -198.7000000 pA/um	 116.2000000 pS	 11.62000000 pS/um
43	 100.0 mV	 0 V	 2.0000 V	 0 V	 2.68985 nA	 -1.99064 nA	 268.9850000 pA/um	 -199.0640000 pA/um	 104.1000000 pS	 10.41000000 pS/um
44	 150.0 mV	 0 V	 2.0000 V	 0 V	 2.68265 nA	 -1.98438 nA	 268.2650000 pA/um	 -198.4380000 pA/um	 -161.2000000 pS	 -16.12000000 pS/um
45	 200.0 mV	 0 V	 2.0000 V	 0 V	 2.67373 nA	 -1.99480 nA	 267.3730000 pA/um	 -199.4800000 pA/um	 2.300000000 pS	 230.0000000 fS/um
46	 250.0 mV	 0 V	 2.0000 V	 0 V	 2.68288 nA	 -1.98404 nA	 268.2880000 pA/um	 -198.4040000 pA/um	 34.50000000 pS	 3.450000000 pS/um
47	 300.0 mV	 0 V	 2.0000 V	 0 V	 2.67718 nA	 -1.98436 nA	 267.7180000 pA/um	 -198.4360000 pA/um	 -58.20000000 pS	 -5.820000000 pS/um
48	 350.0 mV	 0 V	 2.0000 V	 0 V	 2.67706 nA	 -1.99419 nA	 267.7060000 pA/um	 -199.4190000 pA/um	 52.20000000 pS	 5.220000000 pS/um
49	 400.0 mV	 0 V	 2.0000 V	 0 V	 2.68240 nA	 -1.98903 nA	 268.2400000 pA/um	 -198.9030000 pA/um	 62.40000000 pS	 6.240000000 pS/um
50	 450.0 mV	 0 V	 2.0000 V	 0 V	 2.68330 nA	 -1.99347 nA	 268.3300000 pA/um	 -199.3470000 pA/um	 -29.80000000 pS	 -2.980000000 pS/um
51	 500.0 mV	 0 V	 2.0000 V	 0 V	 2.67942 nA	 -1.98602 nA	 267.9420000 pA/um	 -198.6020000 pA/um	 62.20000000 pS	 6.220000000 pS/um
52	 550.0 mV	 0 V	 2.0000 V	 0 V	 2.68952 nA	 -1.99278 nA	 268.9520000 pA/um	 -199.2780000 pA/um	 141.3000000 pS	 14.13000000 pS/um
53	 600.0 mV	 0 V	 2.0000 V	 0 V	 2.69355 nA	 -1.98892 nA	 269.3550000 pA/um	 -198.8920000 pA/um	 103.2000000 pS	 10.32000000 pS/um
54	 650.0 mV	 0 V	 2.0000 V	 0 V	 2.69984 nA	 -1.98927 nA	 269.9840000 pA/um	 -198.9270000 pA/um	 130.8000000 pS	 13.08000000 pS/um
55	 700.0 mV	 0 V	 2.0000 V	 0 V	 2.70663 nA	 -1.98436 nA	 270.6630000 pA/um	 -198.4360000 pA/um	 714.2000000 pS	 71.42000000 pS/um
56	 750.0 mV	 0 V	 2.0000 V	 0 V	 2.77126 nA	 -1.98888 nA	 277.1260000 pA/um	 -198.8880000 pA/um	 2.111200000 nS	 211.1200000 pS/um
57	 800.0 mV	 0 V	 2.0000 V	 0 V	 2.91775 nA	 -1.99112 nA	 291.7750000 pA/um	 -199.1120000 pA/um	 5.115600000 nS	 511.5600000 pS/um
58	 850.0 mV	 0 V	 2.0000 V	 0 V	 3.28282 nA	 -1.98364 nA	 328.2820000 pA/um	 -198.3640000 pA/um	 12.96560000 nS	 1.296560000 nS/um
59	 900.0 mV	 0 V	 2.0000 V	 0 V	 4.21431 nA	 -1.97294 nA	 421.4310000 pA/um	 -197.2940000 pA/um	 33.42460000 nS	 3.342460000 nS/um
60	 950.0 mV	 0 V	 2.0000 V	 0 V	 6.62528 nA	 -1.97499 nA	 662.5280000 pA/um	 -197.4990000 pA/um	 84.66690000 nS	 8.466690000 nS/um
61	 1.0000 V	 0 V	 2.0000 V	 0 V	 12.6810 nA	 -1.96556 nA	 1.268100000 nA/um	 -196.5560000 pA/um	 207.6732000 nS	 20.76732000 nS/um
62	 1.0500 V	 0 V	 2.0000 V	 0 V	 27.3926 nA	 -1.97181 nA	 2.739260000 nA/um	 -197.1810000 pA/um	 484.1500000 nS	 48.41500000 nS/um
63	 1.1000 V	 0 V	 2.0000 V	 0 V	 61.0960 nA	 -1.98001 nA	 6.109600000 nA/um	 -198.0010000 pA/um	 1.043704000 uS	 104.3704000 nS/um
64	 1.1500 V	 0 V	 2.0000 V	 0 V	 131.763 nA	 -1.98242 nA	 13.17630000 nA/um	 -198.2420000 pA/um	 2.025820000 uS	 202.5820000 nS/um
65	 1.2000 V	 0 V	 2.0000 V	 0 V	 263.678 nA	 -2.00646 nA	 26.36780000 nA/um	 -200.6460000 pA/um	 3.557280000 uS	 355.7280000 nS/um
66	 1.2500 V	 0 V	 2.0000 V	 0 V	 487.491 nA	 -2.02686 nA	 48.74910000 nA/um	 -202.6860000 pA/um	 5.667030000 uS	 566.7030000 nS/um
67	 1.3000 V	 0 V	 2.0000 V	 0 V	 830.381 nA	 -2.06332 nA	 83.03810000 nA/um	 -206.3320000 pA/um	 8.284690000 uS	 828.4690000 nS/um
68	 1.3500 V	 0 V	 2.0000 V	 0 V	 1.31596 uA	 -2.12045 nA	 131.5960000 nA/um	 -212.0450000 pA/um	 11.09489000 uS	 1.109489000 uS/um
69	 1.4000 V	 0 V	 2.0000 V	 0 V	 1.93987 uA	 -2.20614 nA	 193.9870000 nA/um	 -220.6140000 pA/um	 14.44060000 uS	 1.444060000 uS/um
70	 1.4500 V	 0 V	 2.0000 V	 0 V	 2.76002 uA	 -2.21614 nA	 276.0020000 nA/um	 -221.6140000 pA/um	 18.23470000 uS	 1.823470000 uS/um
71	 1.5000 V	 0 V	 2.0000 V	 0 V	 3.76334 uA	 -2.24526 nA	 376.3340000 nA/um	 -224.5260000 pA/um	 22.04580000 uS	 2.204580000 uS/um
72	 1.5500 V	 0 V	 2.0000 V	 0 V	 4.96460 uA	 -2.27314 nA	 496.4600000 nA/um	 -227.3140000 pA/um	 26.29180000 uS	 2.629180000 uS/um
73	 1.6000 V	 0 V	 2.0000 V	 0 V	 6.39252 uA	 -2.29433 nA	 639.2520000 nA/um	 -229.4330000 pA/um	 30.29870000 uS	 3.029870000 uS/um
74	 1.6500 V	 0 V	 2.0000 V	 0 V	 7.99447 uA	 -2.28908 nA	 799.4470000 nA/um	 -228.9080000 pA/um	 34.26080000 uS	 3.426080000 uS/um
75	 1.7000 V	 0 V	 2.0000 V	 0 V	 9.81860 uA	 -2.27234 nA	 981.8600000 nA/um	 -227.2340000 pA/um	 38.71830000 uS	 3.871830000 uS/um
76	 1.7500 V	 0 V	 2.0000 V	 0 V	 11.8663 uA	 -2.26075 nA	 1.186630000 uA/um	 -226.0750000 pA/um	 43.05400000 uS	 4.305400000 uS/um
77	 1.8000 V	 0 V	 2.0000 V	 0 V	 14.1240 uA	 -2.23727 nA	 1.412400000 uA/um	 -223.7270000 pA/um	 47.16400000 uS	 4.716400000 uS/um
78	 1.8500 V	 0 V	 2.0000 V	 0 V	 16.5827 uA	 -2.21339 nA	 1.658270000 uA/um	 -221.3390000 pA/um	 51.52200000 uS	 5.152200000 uS/um
79	 1.9000 V	 0 V	 2.0000 V	 0 V	 19.2762 uA	 -2.19023 nA	 1.927620000 uA/um	 -219.0230000 pA/um	 55.86500000 uS	 5.586500000 uS/um
80	 1.9500 V	 0 V	 2.0000 V	 0 V	 22.1692 uA	 -2.15980 nA	 2.216920000 uA/um	 -215.9800000 pA/um	 60.33600000 uS	 6.033600000 uS/um
81	 2.0000 V	 0 V	 2.0000 V	 0 V	 25.3098 uA	 -2.14233 nA	 2.530980000 uA/um	 -214.2330000 pA/um	 64.98400000 uS	 6.498400000 uS/um
82	 2.0500 V	 0 V	 2.0000 V	 0 V	 28.6676 uA	 -2.12135 nA	 2.866760000 uA/um	 -212.1350000 pA/um	 69.52900000 uS	 6.952900000 uS/um
83	 2.1000 V	 0 V	 2.0000 V	 0 V	 32.2627 uA	 -2.10347 nA	 3.226270000 uA/um	 -210.3470000 pA/um	 73.67200000 uS	 7.367200000 uS/um
84	 2.1500 V	 0 V	 2.0000 V	 0 V	 36.0348 uA	 -2.09857 nA	 3.603480000 uA/um	 -209.8570000 pA/um	 78.53700000 uS	 7.853700000 uS/um
85	 2.2000 V	 0 V	 2.0000 V	 0 V	 40.1164 uA	 -2.07118 nA	 4.011640000 uA/um	 -207.1180000 pA/um	 83.60300000 uS	 8.360300000 uS/um
86	 2.2500 V	 0 V	 2.0000 V	 0 V	 44.3951 uA	 -2.06164 nA	 4.439510000 uA/um	 -206.1640000 pA/um	 87.88100000 uS	 8.788100000 uS/um
87	 2.3000 V	 0 V	 2.0000 V	 0 V	 48.9045 uA	 -2.05921 nA	 4.890450000 uA/um	 -205.9210000 pA/um	 92.31900000 uS	 9.231900000 uS/um
88	 2.3500 V	 0 V	 2.0000 V	 0 V	 53.6270 uA	 -2.05898 nA	 5.362700000 uA/um	 -205.8980000 pA/um	 96.91900000 uS	 9.691900000 uS/um
89	 2.4000 V	 0 V	 2.0000 V	 0 V	 58.5964 uA	 -2.04887 nA	 5.859640000 uA/um	 -204.8870000 pA/um	 101.6460000 uS	 10.16460000 uS/um
90	 2.4500 V	 0 V	 2.0000 V	 0 V	 63.7916 uA	 -2.04142 nA	 6.379160000 uA/um	 -204.1420000 pA/um	 106.2390000 uS	 10.62390000 uS/um
91	 2.5000 V	 0 V	 2.0000 V	 0 V	 69.2203 uA	 -2.04225 nA	 6.922030000 uA/um	 -204.2250000 pA/um	 110.6060000 uS	 11.06060000 uS/um
92	 2.5500 V	 0 V	 2.0000 V	 0 V	 74.8522 uA	 -2.04434 nA	 7.485220000 uA/um	 -204.4340000 pA/um	 114.7220000 uS	 11.47220000 uS/um
93	 2.6000 V	 0 V	 2.0000 V	 0 V	 80.6925 uA	 -2.05034 nA	 8.069250000 uA/um	 -205.0340000 pA/um	 119.2030000 uS	 11.92030000 uS/um
94	 2.6500 V	 0 V	 2.0000 V	 0 V	 86.7725 uA	 -2.06268 nA	 8.677250000 uA/um	 -206.2680000 pA/um	 123.9620000 uS	 12.39620000 uS/um
95	 2.7000 V	 0 V	 2.0000 V	 0 V	 93.0887 uA	 -2.05069 nA	 9.308870000 uA/um	 -205.0690000 pA/um	 128.2740000 uS	 12.82740000 uS/um
96	 2.7500 V	 0 V	 2.0000 V	 0 V	 99.5999 uA	 -2.05883 nA	 9.959990000 uA/um	 -205.8830000 pA/um	 132.1430000 uS	 13.21430000 uS/um
97	 2.8000 V	 0 V	 2.0000 V	 0 V	 106.3030 uA	 -2.06173 nA	 10.63030000 uA/um	 -206.1730000 pA/um	 134.9110000 uS	 13.49110000 uS/um
98	 2.8500 V	 0 V	 2.0000 V	 0 V	 113.091 uA	 -2.06907 nA	 11.30910000 uA/um	 -206.9070000 pA/um	 141.3800000 uS	 14.13800000 uS/um
99	 2.9000 V	 0 V	 2.0000 V	 0 V	 120.441 uA	 -2.05675 nA	 12.04410000 uA/um	 -205.6750000 pA/um	 144.8400000 uS	 14.48400000 uS/um
100	 2.9500 V	 0 V	 2.0000 V	 0 V	 127.575 uA	 -2.07905 nA	 12.75750000 uA/um	 -207.9050000 pA/um	 147.0600000 uS	 14.70600000 uS/um
101	 3.0000 V	 0 V	 2.0000 V	 0 V	 135.147 uA	 -2.07819 nA	 13.51470000 uA/um	 -207.8190000 pA/um	 153.2400000 uS	 15.32400000 uS/um
102	 3.0500 V	 0 V	 2.0000 V	 0 V	 142.899 uA	 -2.07779 nA	 14.28990000 uA/um	 -207.7790000 pA/um	 156.7400000 uS	 15.67400000 uS/um
103	 3.1000 V	 0 V	 2.0000 V	 0 V	 150.821 uA	 -2.08521 nA	 15.08210000 uA/um	 -208.5210000 pA/um	 160.4600000 uS	 16.04600000 uS/um
104	 3.1500 V	 0 V	 2.0000 V	 0 V	 158.945 uA	 -2.08848 nA	 15.89450000 uA/um	 -208.8480000 pA/um	 164.3300000 uS	 16.43300000 uS/um
105	 3.2000 V	 0 V	 2.0000 V	 0 V	 167.254 uA	 -2.08675 nA	 16.72540000 uA/um	 -208.6750000 pA/um	 168.5900000 uS	 16.85900000 uS/um
106	 3.2500 V	 0 V	 2.0000 V	 0 V	 175.804 uA	 -2.09354 nA	 17.58040000 uA/um	 -209.3540000 pA/um	 172.2100000 uS	 17.22100000 uS/um
107	 3.3000 V	 0 V	 2.0000 V	 0 V	 184.475 uA	 -2.10338 nA	 18.44750000 uA/um	 -210.3380000 pA/um	 175.7400000 uS	 17.57400000 uS/um
108	 3.3500 V	 0 V	 2.0000 V	 0 V	 193.378 uA	 -2.09509 nA	 19.33780000 uA/um	 -209.5090000 pA/um	 179.5300000 uS	 17.95300000 uS/um
109	 3.4000 V	 0 V	 2.0000 V	 0 V	 202.428 uA	 -2.09727 nA	 20.24280000 uA/um	 -209.7270000 pA/um	 182.7400000 uS	 18.27400000 uS/um
110	 3.4500 V	 0 V	 2.0000 V	 0 V	 211.652 uA	 -2.10450 nA	 21.16520000 uA/um	 -210.4500000 pA/um	 186.5300000 uS	 18.65300000 uS/um
111	 3.5000 V	 0 V	 2.0000 V	 0 V	 221.081 uA	 -2.10592 nA	 22.10810000 uA/um	 -210.5920000 pA/um	 190.3800000 uS	 19.03800000 uS/um
112	 3.5500 V	 0 V	 2.0000 V	 0 V	 230.690 uA	 -2.14061 nA	 23.06900000 uA/um	 -214.0610000 pA/um	 194.4000000 uS	 19.44000000 uS/um
113	 3.6000 V	 0 V	 2.0000 V	 0 V	 240.521 uA	 -2.13485 nA	 24.05210000 uA/um	 -213.4850000 pA/um	 197.5900000 uS	 19.75900000 uS/um
114	 3.6500 V	 0 V	 2.0000 V	 0 V	 250.449 uA	 -2.14147 nA	 25.04490000 uA/um	 -214.1470000 pA/um	 200.4600000 uS	 20.04600000 uS/um
115	 3.7000 V	 0 V	 2.0000 V	 0 V	 260.567 uA	 -2.14200 nA	 26.05670000 uA/um	 -214.2000000 pA/um	 203.8000000 uS	 20.38000000 uS/um
116	 3.7500 V	 0 V	 2.0000 V	 0 V	 270.829 uA	 -2.16260 nA	 27.08290000 uA/um	 -216.2600000 pA/um	 206.4500000 uS	 20.64500000 uS/um
117	 3.8000 V	 0 V	 2.0000 V	 0 V	 281.212 uA	 -2.15656 nA	 28.12120000 uA/um	 -215.6560000 pA/um	 209.0900000 uS	 20.90900000 uS/um
118	 3.8500 V	 0 V	 2.0000 V	 0 V	 291.738 uA	 -2.16789 nA	 29.17380000 uA/um	 -216.7890000 pA/um	 212.0400000 uS	 21.20400000 uS/um
119	 3.9000 V	 0 V	 2.0000 V	 0 V	 302.416 uA	 -2.16262 nA	 30.24160000 uA/um	 -216.2620000 pA/um	 215.4000000 uS	 21.54000000 uS/um
120	 3.9500 V	 0 V	 2.0000 V	 0 V	 313.278 uA	 -2.16946 nA	 31.32780000 uA/um	 -216.9460000 pA/um	 218.6200000 uS	 21.86200000 uS/um
121	 4.0000 V	 0 V	 2.0000 V	 0 V	 324.278 uA	 -2.18014 nA	 32.42780000 uA/um	 -218.0140000 pA/um	 220.3500000 uS	 22.03500000 uS/um
122	 4.0500 V	 0 V	 2.0000 V	 0 V	 335.313 uA	 -2.18520 nA	 33.53130000 uA/um	 -218.5200000 pA/um	 222.9400000 uS	 22.29400000 uS/um
123	 4.1000 V	 0 V	 2.0000 V	 0 V	 346.572 uA	 -2.19981 nA	 34.65720000 uA/um	 -219.9810000 pA/um	 225.6900000 uS	 22.56900000 uS/um
124	 4.1500 V	 0 V	 2.0000 V	 0 V	 357.882 uA	 -2.21778 nA	 35.78820000 uA/um	 -221.7780000 pA/um	 228.4400000 uS	 22.84400000 uS/um
125	 4.2000 V	 0 V	 2.0000 V	 0 V	 369.416 uA	 -2.22749 nA	 36.94160000 uA/um	 -222.7490000 pA/um	 230.9500000 uS	 23.09500000 uS/um
126	 4.2500 V	 0 V	 2.0000 V	 0 V	 380.977 uA	 -2.24278 nA	 38.09770000 uA/um	 -224.2780000 pA/um	 231.7800000 uS	 23.17800000 uS/um
127	 4.3000 V	 0 V	 2.0000 V	 0 V	 392.594 uA	 -2.21917 nA	 39.25940000 uA/um	 -221.9170000 pA/um	 233.7600000 uS	 23.37600000 uS/um
128	 4.3500 V	 0 V	 2.0000 V	 0 V	 404.353 uA	 -2.25194 nA	 40.43530000 uA/um	 -225.1940000 pA/um	 236.0100000 uS	 23.60100000 uS/um
129	 4.4000 V	 0 V	 2.0000 V	 0 V	 416.195 uA	 -2.26887 nA	 41.61950000 uA/um	 -226.8870000 pA/um	 236.5400000 uS	 23.65400000 uS/um
130	 4.4500 V	 0 V	 2.0000 V	 0 V	 428.007 uA	 -2.28209 nA	 42.80070000 uA/um	 -228.2090000 pA/um	 236.7300000 uS	 23.67300000 uS/um
131	 4.5000 V	 0 V	 2.0000 V	 0 V	 439.868 uA	 -2.26372 nA	 43.98680000 uA/um	 -226.3720000 pA/um	 238.1100000 uS	 23.81100000 uS/um
132	 4.5500 V	 0 V	 2.0000 V	 0 V	 451.818 uA	 -2.26776 nA	 45.18180000 uA/um	 -226.7760000 pA/um	 238.9600000 uS	 23.89600000 uS/um
133	 4.6000 V	 0 V	 2.0000 V	 0 V	 463.764 uA	 -2.27606 nA	 46.37640000 uA/um	 -227.6060000 pA/um	 238.9800000 uS	 23.89800000 uS/um
134	 4.6500 V	 0 V	 2.0000 V	 0 V	 475.716 uA	 -2.28260 nA	 47.57160000 uA/um	 -228.2600000 pA/um	 238.9700000 uS	 23.89700000 uS/um
135	 4.7000 V	 0 V	 2.0000 V	 0 V	 487.661 uA	 -2.29842 nA	 48.76610000 uA/um	 -229.8420000 pA/um	 237.9400000 uS	 23.79400000 uS/um
136	 4.7500 V	 0 V	 2.0000 V	 0 V	 499.510 uA	 -2.24438 nA	 49.95100000 uA/um	 -224.4380000 pA/um	 235.7000000 uS	 23.57000000 uS/um
137	 4.8000 V	 0 V	 2.0000 V	 0 V	 511.231 uA	 -2.25273 nA	 51.12310000 uA/um	 -225.2730000 pA/um	 235.3400000 uS	 23.53400000 uS/um
138	 4.8500 V	 0 V	 2.0000 V	 0 V	 523.044 uA	 -2.26036 nA	 52.30440000 uA/um	 -226.0360000 pA/um	 236.1000000 uS	 23.61000000 uS/um
139	 4.9000 V	 0 V	 2.0000 V	 0 V	 534.841 uA	 -2.27165 nA	 53.48410000 uA/um	 -227.1650000 pA/um	 234.4600000 uS	 23.44600000 uS/um
140	 4.9500 V	 0 V	 2.0000 V	 0 V	 546.490 uA	 -2.26748 nA	 54.64900000 uA/um	 -226.7480000 pA/um	 232.9200000 uS	 23.29200000 uS/um
141	 5.0000 V	 0 V	 2.0000 V	 0 V	 558.133 uA	 -2.28086 nA	 55.81330000 uA/um	 -228.0860000 pA/um	 232.8600000 uS	 23.28600000 uS/um
142	 -2.0000 V	 0 V	 2.0000 V	 -500.00 mV	 6.76669 nA	 -6.78666 nA	 676.6690000 pA/um	 -678.6660000 pA/um	 123.8000000 pS	 12.38000000 pS/um
143	 -1.9500 V	 0 V	 2.0000 V	 -500.00 mV	 6.77288 nA	 -6.78266 nA	 677.2880000 pA/um	 -678.2660000 pA/um	 157.3000000 pS	 15.73000000 pS/um
144	 -1.9000 V	 0 V	 2.0000 V	 -500.00 mV	 6.78242 nA	 -6.77953 nA	 678.2420000 pA/um	 -677.9530000 pA/um	 70.00000000 pS	 7.000000000 pS/um
145	 -1.8500 V	 0 V	 2.0000 V	 -500.00 mV	 6.77988 nA	 -6.78631 nA	 677.9880000 pA/um	 -678.6310000 pA/um	 -51.70000000 pS	 -5.170000000 pS/um
146	 -1.8000 V	 0 V	 2.0000 V	 -500.00 mV	 6.77725 nA	 -6.77839 nA	 677.7250000 pA/um	 -677.8390000 pA/um	 -36.90000000 pS	 -3.690000000 pS/um
