Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
81	 2.0000 V	 0 V	 400.0 mV	 0 V	 5.00840 mA	 500.8400000 uA/um
82	 2.0000 V	 0 V	 405.0 mV	 0 V	 4.98930 mA	 498.9300000 uA/um
83	 2.0000 V	 0 V	 410.0 mV	 0 V	 5.40220 mA	 540.2200000 uA/um
84	 2.0000 V	 0 V	 415.0 mV	 0 V	 5.23790 mA	 523.7900000 uA/um
85	 2.0000 V	 0 V	 420.0 mV	 0 V	 4.99150 mA	 499.1500000 uA/um
86	 2.0000 V	 0 V	 425.0 mV	 0 V	 5.20270 mA	 520.2700000 uA/um
87	 2.0000 V	 0 V	 430.0 mV	 0 V	 5.49330 mA	 549.3300000 uA/um
88	 2.0000 V	 0 V	 435.0 mV	 0 V	 5.33730 mA	 533.7300000 uA/um
89	 2.0000 V	 0 V	 440.0 mV	 0 V	 5.11940 mA	 511.9400000 uA/um
90	 2.0000 V	 0 V	 445.0 mV	 0 V	 5.53910 mA	 553.9100000 uA/um
91	 2.0000 V	 0 V	 450.0 mV	 0 V	 5.56100 mA	 556.1000000 uA/um
92	 2.0000 V	 0 V	 455.0 mV	 0 V	 5.22190 mA	 522.1900000 uA/um
93	 2.0000 V	 0 V	 460.0 mV	 0 V	 5.49490 mA	 549.4900000 uA/um
94	 2.0000 V	 0 V	 465.0 mV	 0 V	 5.71760 mA	 571.7600000 uA/um
95	 2.0000 V	 0 V	 470.0 mV	 0 V	 5.57190 mA	 557.1900000 uA/um
96	 2.0000 V	 0 V	 475.0 mV	 0 V	 5.34060 mA	 534.0600000 uA/um
97	 2.0000 V	 0 V	 480.0 mV	 0 V	 5.72490 mA	 572.4900000 uA/um
98	 2.0000 V	 0 V	 485.0 mV	 0 V	 5.82500 mA	 582.5000000 uA/um
99	 2.0000 V	 0 V	 490.0 mV	 0 V	 5.66580 mA	 566.5800000 uA/um
100	 2.0000 V	 0 V	 495.0 mV	 0 V	 5.47950 mA	 547.9500000 uA/um
101	 2.0000 V	 0 V	 500.0 mV	 0 V	 5.91990 mA	 591.9900000 uA/um
102	 2.0000 V	 0 V	 505.0 mV	 0 V	 5.85850 mA	 585.8500000 uA/um
103	 2.0000 V	 0 V	 510.0 mV	 0 V	 5.55370 mA	 555.3700000 uA/um
104	 2.0000 V	 0 V	 515.0 mV	 0 V	 5.90550 mA	 590.5500000 uA/um
105	 2.0000 V	 0 V	 520.0 mV	 0 V	 6.03040 mA	 603.0400000 uA/um
106	 2.0000 V	 0 V	 525.0 mV	 0 V	 5.80550 mA	 580.5500000 uA/um
107	 2.0000 V	 0 V	 530.0 mV	 0 V	 5.79610 mA	 579.6100000 uA/um
108	 2.0000 V	 0 V	 535.0 mV	 0 V	 6.15700 mA	 615.7000000 uA/um
109	 2.0000 V	 0 V	 540.0 mV	 0 V	 5.98680 mA	 598.6800000 uA/um
110	 2.0000 V	 0 V	 545.0 mV	 0 V	 5.77760 mA	 577.7600000 uA/um
111	 2.0000 V	 0 V	 550.0 mV	 0 V	 6.08980 mA	 608.9800000 uA/um
112	 2.0000 V	 0 V	 555.0 mV	 0 V	 6.23460 mA	 623.4600000 uA/um
113	 2.0000 V	 0 V	 560.0 mV	 0 V	 6.11670 mA	 611.6700000 uA/um
114	 2.0000 V	 0 V	 565.0 mV	 0 V	 5.91080 mA	 591.0800000 uA/um
115	 2.0000 V	 0 V	 570.0 mV	 0 V	 6.22850 mA	 622.8500000 uA/um
116	 2.0000 V	 0 V	 575.0 mV	 0 V	 6.32780 mA	 632.7800000 uA/um
117	 2.0000 V	 0 V	 580.0 mV	 0 V	 6.11200 mA	 611.2000000 uA/um
118	 2.0000 V	 0 V	 585.0 mV	 0 V	 6.02580 mA	 602.5800000 uA/um
119	 2.0000 V	 0 V	 590.0 mV	 0 V	 6.38880 mA	 638.8800000 uA/um
120	 2.0000 V	 0 V	 595.0 mV	 0 V	 6.31010 mA	 631.0100000 uA/um
121	 2.0000 V	 0 V	 600.0 mV	 0 V	 6.08520 mA	 608.5200000 uA/um
122	 2.0000 V	 0 V	 605.0 mV	 0 V	 6.43020 mA	 643.0200000 uA/um
123	 2.0000 V	 0 V	 610.0 mV	 0 V	 6.45540 mA	 645.5400000 uA/um
124	 2.0000 V	 0 V	 615.0 mV	 0 V	 6.15240 mA	 615.2400000 uA/um
125	 2.0000 V	 0 V	 620.0 mV	 0 V	 6.45990 mA	 645.9900000 uA/um
126	 2.0000 V	 0 V	 625.0 mV	 0 V	 6.55810 mA	 655.8100000 uA/um
127	 2.0000 V	 0 V	 630.0 mV	 0 V	 6.42830 mA	 642.8300000 uA/um
128	 2.0000 V	 0 V	 635.0 mV	 0 V	 6.26940 mA	 626.9400000 uA/um
129	 2.0000 V	 0 V	 640.0 mV	 0 V	 6.53370 mA	 653.3700000 uA/um
130	 2.0000 V	 0 V	 645.0 mV	 0 V	 6.68090 mA	 668.0900000 uA/um
131	 2.0000 V	 0 V	 650.0 mV	 0 V	 6.51840 mA	 651.8400000 uA/um
132	 2.0000 V	 0 V	 655.0 mV	 0 V	 6.38690 mA	 638.6900000 uA/um
133	 2.0000 V	 0 V	 660.0 mV	 0 V	 6.66290 mA	 666.2900000 uA/um
134	 2.0000 V	 0 V	 665.0 mV	 0 V	 6.75360 mA	 675.3600000 uA/um
135	 2.0000 V	 0 V	 670.0 mV	 0 V	 6.60340 mA	 660.3400000 uA/um
136	 2.0000 V	 0 V	 675.0 mV	 0 V	 6.52730 mA	 652.7300000 uA/um
137	 2.0000 V	 0 V	 680.0 mV	 0 V	 6.79430 mA	 679.4300000 uA/um
138	 2.0000 V	 0 V	 685.0 mV	 0 V	 6.82840 mA	 682.8400000 uA/um
139	 2.0000 V	 0 V	 690.0 mV	 0 V	 6.68470 mA	 668.4700000 uA/um
140	 2.0000 V	 0 V	 695.0 mV	 0 V	 6.71740 mA	 671.7400000 uA/um
141	 2.0000 V	 0 V	 700.0 mV	 0 V	 6.97700 mA	 697.7000000 uA/um
142	 2.0000 V	 0 V	 705.0 mV	 0 V	 6.87060 mA	 687.0600000 uA/um
143	 2.0000 V	 0 V	 710.0 mV	 0 V	 6.68000 mA	 668.0000000 uA/um
144	 2.0000 V	 0 V	 715.0 mV	 0 V	 6.96180 mA	 696.1800000 uA/um
145	 2.0000 V	 0 V	 720.0 mV	 0 V	 7.00340 mA	 700.3400000 uA/um
146	 2.0000 V	 0 V	 725.0 mV	 0 V	 6.84390 mA	 684.3900000 uA/um
147	 2.0000 V	 0 V	 730.0 mV	 0 V	 6.92590 mA	 692.5900000 uA/um
148	 2.0000 V	 0 V	 735.0 mV	 0 V	 7.10840 mA	 710.8400000 uA/um
149	 2.0000 V	 0 V	 740.0 mV	 0 V	 6.96570 mA	 696.5700000 uA/um
150	 2.0000 V	 0 V	 745.0 mV	 0 V	 6.91080 mA	 691.0800000 uA/um
151	 2.0000 V	 0 V	 750.0 mV	 0 V	 7.20800 mA	 720.8000000 uA/um
152	 2.0000 V	 0 V	 755.0 mV	 0 V	 7.06840 mA	 706.8400000 uA/um
153	 2.0000 V	 0 V	 760.0 mV	 0 V	 6.93970 mA	 693.9700000 uA/um
154	 2.0000 V	 0 V	 765.0 mV	 0 V	 7.18900 mA	 718.9000000 uA/um
155	 2.0000 V	 0 V	 770.0 mV	 0 V	 7.22670 mA	 722.6700000 uA/um
156	 2.0000 V	 0 V	 775.0 mV	 0 V	 7.10630 mA	 710.6300000 uA/um
157	 2.0000 V	 0 V	 780.0 mV	 0 V	 7.08670 mA	 708.6700000 uA/um
158	 2.0000 V	 0 V	 785.0 mV	 0 V	 7.27910 mA	 727.9100000 uA/um
159	 2.0000 V	 0 V	 790.0 mV	 0 V	 7.31670 mA	 731.6700000 uA/um
160	 2.0000 V	 0 V	 795.0 mV	 0 V	 7.22360 mA	 722.3600000 uA/um
161	 2.0000 V	 0 V	 800.0 mV	 0 V	 7.18820 mA	 718.8200000 uA/um
162	 2.0000 V	 0 V	 805.0 mV	 0 V	 7.36710 mA	 736.7100000 uA/um
163	 2.0000 V	 0 V	 810.0 mV	 0 V	 7.38710 mA	 738.7100000 uA/um
164	 2.0000 V	 0 V	 815.0 mV	 0 V	 7.29690 mA	 729.6900000 uA/um
165	 2.0000 V	 0 V	 820.0 mV	 0 V	 7.30910 mA	 730.9100000 uA/um
166	 2.0000 V	 0 V	 825.0 mV	 0 V	 7.46130 mA	 746.1300000 uA/um
167	 2.0000 V	 0 V	 830.0 mV	 0 V	 7.48720 mA	 748.7200000 uA/um
168	 2.0000 V	 0 V	 835.0 mV	 0 V	 7.38210 mA	 738.2100000 uA/um
169	 2.0000 V	 0 V	 840.0 mV	 0 V	 7.49680 mA	 749.6800000 uA/um
170	 2.0000 V	 0 V	 845.0 mV	 0 V	 7.54770 mA	 754.7700000 uA/um
171	 2.0000 V	 0 V	 850.0 mV	 0 V	 7.45100 mA	 745.1000000 uA/um
172	 2.0000 V	 0 V	 855.0 mV	 0 V	 7.48710 mA	 748.7100000 uA/um
173	 2.0000 V	 0 V	 860.0 mV	 0 V	 7.61420 mA	 761.4200000 uA/um
174	 2.0000 V	 0 V	 865.0 mV	 0 V	 7.63920 mA	 763.9200000 uA/um
175	 2.0000 V	 0 V	 870.0 mV	 0 V	 7.42990 mA	 742.9900000 uA/um
176	 2.0000 V	 0 V	 875.0 mV	 0 V	 7.64790 mA	 764.7900000 uA/um
177	 2.0000 V	 0 V	 880.0 mV	 0 V	 7.69660 mA	 769.6600000 uA/um
178	 2.0000 V	 0 V	 885.0 mV	 0 V	 7.61350 mA	 761.3500000 uA/um
179	 2.0000 V	 0 V	 890.0 mV	 0 V	 7.62130 mA	 762.1300000 uA/um
180	 2.0000 V	 0 V	 895.0 mV	 0 V	 7.75560 mA	 775.5600000 uA/um
181	 2.0000 V	 0 V	 900.0 mV	 0 V	 7.78740 mA	 778.7400000 uA/um
182	 2.0000 V	 0 V	 905.0 mV	 0 V	 7.69180 mA	 769.1800000 uA/um
183	 2.0000 V	 0 V	 910.0 mV	 0 V	 7.71150 mA	 771.1500000 uA/um
184	 2.0000 V	 0 V	 915.0 mV	 0 V	 7.84000 mA	 784.0000000 uA/um
185	 2.0000 V	 0 V	 920.0 mV	 0 V	 7.82550 mA	 782.5500000 uA/um
186	 2.0000 V	 0 V	 925.0 mV	 0 V	 7.74580 mA	 774.5800000 uA/um
187	 2.0000 V	 0 V	 930.0 mV	 0 V	 7.85850 mA	 785.8500000 uA/um
188	 2.0000 V	 0 V	 935.0 mV	 0 V	 7.96070 mA	 796.0700000 uA/um
189	 2.0000 V	 0 V	 940.0 mV	 0 V	 7.87260 mA	 787.2600000 uA/um
190	 2.0000 V	 0 V	 945.0 mV	 0 V	 7.88400 mA	 788.4000000 uA/um
191	 2.0000 V	 0 V	 950.0 mV	 0 V	 7.99040 mA	 799.0400000 uA/um
192	 2.0000 V	 0 V	 955.0 mV	 0 V	 7.98630 mA	 798.6300000 uA/um
193	 2.0000 V	 0 V	 960.0 mV	 0 V	 7.89560 mA	 789.5600000 uA/um
194	 2.0000 V	 0 V	 965.0 mV	 0 V	 8.00830 mA	 800.8300000 uA/um
195	 2.0000 V	 0 V	 970.0 mV	 0 V	 8.08990 mA	 808.9900000 uA/um
196	 2.0000 V	 0 V	 975.0 mV	 0 V	 8.04800 mA	 804.8000000 uA/um
197	 2.0000 V	 0 V	 980.0 mV	 0 V	 7.96280 mA	 796.2800000 uA/um
198	 2.0000 V	 0 V	 985.0 mV	 0 V	 8.10380 mA	 810.3800000 uA/um
199	 2.0000 V	 0 V	 990.0 mV	 0 V	 8.16910 mA	 816.9100000 uA/um
200	 2.0000 V	 0 V	 995.0 mV	 0 V	 8.12270 mA	 812.2700000 uA/um
201	 2.0000 V	 0 V	 1.0000 V	 0 V	 8.08770 mA	 808.7700000 uA/um
202	 2.0000 V	 0 V	 1.0050 V	 0 V	 8.22210 mA	 822.2100000 uA/um
203	 2.0000 V	 0 V	 1.0100 V	 0 V	 8.21630 mA	 821.6300000 uA/um
204	 2.0000 V	 0 V	 1.0150 V	 0 V	 8.11680 mA	 811.6800000 uA/um
205	 2.0000 V	 0 V	 1.0200 V	 0 V	 8.27850 mA	 827.8500000 uA/um
206	 2.0000 V	 0 V	 1.0250 V	 0 V	 8.30500 mA	 830.5000000 uA/um
207	 2.0000 V	 0 V	 1.0300 V	 0 V	 8.26390 mA	 826.3900000 uA/um
208	 2.0000 V	 0 V	 1.0350 V	 0 V	 8.28230 mA	 828.2300000 uA/um
209	 2.0000 V	 0 V	 1.0400 V	 0 V	 8.37790 mA	 837.7900000 uA/um
210	 2.0000 V	 0 V	 1.0450 V	 0 V	 8.40220 mA	 840.2200000 uA/um
211	 2.0000 V	 0 V	 1.0500 V	 0 V	 8.35030 mA	 835.0300000 uA/um
212	 2.0000 V	 0 V	 1.0550 V	 0 V	 8.40480 mA	 840.4800000 uA/um
213	 2.0000 V	 0 V	 1.0600 V	 0 V	 8.50160 mA	 850.1600000 uA/um
214	 2.0000 V	 0 V	 1.0650 V	 0 V	 8.44480 mA	 844.4800000 uA/um
215	 2.0000 V	 0 V	 1.0700 V	 0 V	 8.41870 mA	 841.8700000 uA/um
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 8.52370 mA	 852.3700000 uA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 8.53560 mA	 853.5600000 uA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 8.50200 mA	 850.2000000 uA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 8.52230 mA	 852.2300000 uA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 8.60620 mA	 860.6200000 uA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 8.63160 mA	 863.1600000 uA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 8.59800 mA	 859.8000000 uA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 8.58910 mA	 858.9100000 uA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 8.67140 mA	 867.1400000 uA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 8.74650 mA	 874.6500000 uA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 8.70500 mA	 870.5000000 uA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 8.69050 mA	 869.0500000 uA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 8.76420 mA	 876.4200000 uA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 8.80340 mA	 880.3400000 uA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 8.76430 mA	 876.4300000 uA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 8.79120 mA	 879.1200000 uA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 8.85620 mA	 885.6200000 uA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 8.87740 mA	 887.7400000 uA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 8.83430 mA	 883.4300000 uA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 8.89950 mA	 889.9500000 uA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 8.94810 mA	 894.8100000 uA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 8.93300 mA	 893.3000000 uA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 8.88130 mA	 888.1300000 uA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 8.98260 mA	 898.2600000 uA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 9.04890 mA	 904.8900000 uA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 9.02190 mA	 902.1900000 uA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 8.97490 mA	 897.4900000 uA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 9.06980 mA	 906.9800000 uA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 9.14340 mA	 914.3400000 uA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 9.09370 mA	 909.3700000 uA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 9.13240 mA	 913.2400000 uA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 9.20530 mA	 920.5300000 uA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 9.17060 mA	 917.0600000 uA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 9.17520 mA	 917.5200000 uA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 9.24010 mA	 924.0100000 uA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 9.26900 mA	 926.9000000 uA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 9.24450 mA	 924.4500000 uA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 9.28790 mA	 928.7900000 uA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 9.32340 mA	 932.3400000 uA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 9.31600 mA	 931.6000000 uA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 9.35790 mA	 935.7900000 uA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 9.40490 mA	 940.4900000 uA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 9.40090 mA	 940.0900000 uA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 9.36800 mA	 936.8000000 uA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 9.46260 mA	 946.2600000 uA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 9.48610 mA	 948.6100000 uA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 9.48500 mA	 948.5000000 uA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 9.48850 mA	 948.8500000 uA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 9.55040 mA	 955.0400000 uA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 9.57600 mA	 957.6000000 uA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 9.57770 mA	 957.7700000 uA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 9.58510 mA	 958.5100000 uA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 9.64250 mA	 964.2500000 uA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 9.66870 mA	 966.8700000 uA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 9.66660 mA	 966.6600000 uA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 9.68360 mA	 968.3600000 uA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 9.73440 mA	 973.4400000 uA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 9.75590 mA	 975.5900000 uA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 9.76030 mA	 976.0300000 uA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 9.78110 mA	 978.1100000 uA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 9.83100 mA	 983.1000000 uA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 9.85260 mA	 985.2600000 uA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 9.86020 mA	 986.0200000 uA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 9.90630 mA	 990.6300000 uA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 9.93470 mA	 993.4700000 uA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 9.93560 mA	 993.5600000 uA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 9.96940 mA	 996.9400000 uA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 10.00890 mA	 1.000890000 mA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 10.01550 mA	 1.001550000 mA/um
