Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 2.0000 V	 0 V	 88.1967 uA	 -936.40 pA	 8.819670000 uA/um	 -93.64000000 pA/um	 634.0000000 nS	 63.40000000 nS/um
2	 -1.9500 V	 0 V	 2.0000 V	 0 V	 88.2284 uA	 -939.80 pA	 8.822840000 uA/um	 -93.98000000 pA/um	 329.0000000 nS	 32.90000000 nS/um
3	 -1.9000 V	 0 V	 2.0000 V	 0 V	 88.2296 uA	 -939.23 pA	 8.822960000 uA/um	 -93.92300000 pA/um	 245.0000000 nS	 24.50000000 nS/um
4	 -1.8500 V	 0 V	 2.0000 V	 0 V	 88.2529 uA	 -946.49 pA	 8.825290000 uA/um	 -94.64900000 pA/um	 407.0000000 nS	 40.70000000 nS/um
5	 -1.8000 V	 0 V	 2.0000 V	 0 V	 88.2703 uA	 -937.68 pA	 8.827030000 uA/um	 -93.76800000 pA/um	 425.0000000 nS	 42.50000000 nS/um
6	 -1.7500 V	 0 V	 2.0000 V	 0 V	 88.2954 uA	 -940.55 pA	 8.829540000 uA/um	 -94.05500000 pA/um	 403.0000000 nS	 40.30000000 nS/um
7	 -1.7000 V	 0 V	 2.0000 V	 0 V	 88.3106 uA	 -961.49 pA	 8.831060000 uA/um	 -96.14900000 pA/um	 987.0000000 nS	 98.70000000 nS/um
8	 -1.6500 V	 0 V	 2.0000 V	 0 V	 88.3941 uA	 -965.41 pA	 8.839410000 uA/um	 -96.54100000 pA/um	 1.262000000 uS	 126.2000000 nS/um
9	 -1.6000 V	 0 V	 2.0000 V	 0 V	 88.4368 uA	 -967.20 pA	 8.843680000 uA/um	 -96.72000000 pA/um	 585.0000000 nS	 58.50000000 nS/um
10	 -1.5500 V	 0 V	 2.0000 V	 0 V	 88.4526 uA	 -965.34 pA	 8.845260000 uA/um	 -96.53400000 pA/um	 484.0000000 nS	 48.40000000 nS/um
11	 -1.5000 V	 0 V	 2.0000 V	 0 V	 88.4852 uA	 -961.93 pA	 8.848520000 uA/um	 -96.19300000 pA/um	 681.0000000 nS	 68.10000000 nS/um
12	 -1.4500 V	 0 V	 2.0000 V	 0 V	 88.5207 uA	 -963.38 pA	 8.852070000 uA/um	 -96.33800000 pA/um	 765.0000000 nS	 76.50000000 nS/um
13	 -1.4000 V	 0 V	 2.0000 V	 0 V	 88.5617 uA	 -964.85 pA	 8.856170000 uA/um	 -96.48500000 pA/um	 836.0000000 nS	 83.60000000 nS/um
14	 -1.3500 V	 0 V	 2.0000 V	 0 V	 88.6043 uA	 -965.09 pA	 8.860430000 uA/um	 -96.50900000 pA/um	 842.0000000 nS	 84.20000000 nS/um
15	 -1.3000 V	 0 V	 2.0000 V	 0 V	 88.6459 uA	 -972.97 pA	 8.864590000 uA/um	 -97.29700000 pA/um	 855.0000000 nS	 85.50000000 nS/um
16	 -1.2500 V	 0 V	 2.0000 V	 0 V	 88.6898 uA	 -964.41 pA	 8.868980000 uA/um	 -96.44100000 pA/um	 927.0000000 nS	 92.70000000 nS/um
17	 -1.2000 V	 0 V	 2.0000 V	 0 V	 88.7386 uA	 -963.06 pA	 8.873860000 uA/um	 -96.30600000 pA/um	 1.000000000 uS	 100.0000000 nS/um
18	 -1.1500 V	 0 V	 2.0000 V	 0 V	 88.7898 uA	 -963.87 pA	 8.878980000 uA/um	 -96.38700000 pA/um	 1.066000000 uS	 106.6000000 nS/um
19	 -1.1000 V	 0 V	 2.0000 V	 0 V	 88.8452 uA	 -963.19 pA	 8.884520000 uA/um	 -96.31900000 pA/um	 1.168000000 uS	 116.8000000 nS/um
20	 -1.0500 V	 0 V	 2.0000 V	 0 V	 88.9066 uA	 -964.20 pA	 8.890660000 uA/um	 -96.42000000 pA/um	 1.228000000 uS	 122.8000000 nS/um
