

Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
43	 -2.9000 V	 0 V	 5.0000 V	 0 V	 9.485 pA	 -8.988 pA	 94.85000000 fA/um	 -89.88000000 fA/um	 -2.450000000 pS	 -24.50000000 fS/um
44	 -2.8500 V	 0 V	 5.0000 V	 0 V	 8.972 pA	 -9.171 pA	 89.72000000 fA/um	 -91.71000000 fA/um	 -12.91000000 pS	 -129.1000000 fS/um
45	 -2.8000 V	 0 V	 5.0000 V	 0 V	 8.194 pA	 -8.947 pA	 81.94000000 fA/um	 -89.47000000 fA/um	 5.900000000 pS	 59.00000000 fS/um
46	 -2.7500 V	 0 V	 5.0000 V	 0 V	 9.562 pA	 -8.482 pA	 95.62000000 fA/um	 -84.82000000 fA/um	 4.010000000 pS	 40.10000000 fS/um
47	 -2.7000 V	 0 V	 5.0000 V	 0 V	 8.595 pA	 -8.825 pA	 85.95000000 fA/um	 -88.25000000 fA/um	 -10.46000000 pS	 -104.6000000 fS/um
48	 -2.6500 V	 0 V	 5.0000 V	 0 V	 8.516 pA	 -8.807 pA	 85.16000000 fA/um	 -88.07000000 fA/um	 10.97000000 pS	 109.7000000 fS/um
49	 -2.6000 V	 0 V	 5.0000 V	 0 V	 9.692 pA	 -8.912 pA	 96.92000000 fA/um	 -89.12000000 fA/um	 -20.00000000 fS	 -200.0000000 aS/um
50	 -2.5500 V	 0 V	 5.0000 V	 0 V	 8.514 pA	 -8.791 pA	 85.14000000 fA/um	 -87.91000000 fA/um	 -9.920000000 pS	 -99.20000000 fS/um
51	 -2.5000 V	 0 V	 5.0000 V	 0 V	 8.700 pA	 -8.619 pA	 87.00000000 fA/um	 -86.19000000 fA/um	 -4.670000000 pS	 -46.70000000 fS/um
52	 -2.4500 V	 0 V	 5.0000 V	 0 V	 8.047 pA	 -8.765 pA	 80.47000000 fA/um	 -87.65000000 fA/um	 -4.680000000 pS	 -46.80000000 fS/um
53	 -2.4000 V	 0 V	 5.0000 V	 0 V	 8.232 pA	 -8.705 pA	 82.32000000 fA/um	 -87.05000000 fA/um	 -610.0000000 fS	 -6.100000000 fS/um
54	 -2.3500 V	 0 V	 5.0000 V	 0 V	 7.986 pA	 -8.732 pA	 79.86000000 fA/um	 -87.32000000 fA/um	 -1.410000000 pS	 -14.10000000 fS/um
55	 -2.3000 V	 0 V	 5.0000 V	 0 V	 8.091 pA	 -8.614 pA	 80.91000000 fA/um	 -86.14000000 fA/um	 2.900000000 pS	 29.00000000 fS/um
56	 -2.2500 V	 0 V	 5.0000 V	 0 V	 8.276 pA	 -8.625 pA	 82.76000000 fA/um	 -86.25000000 fA/um	 2.150000000 pS	 21.50000000 fS/um
57	 -2.2000 V	 0 V	 5.0000 V	 0 V	 8.306 pA	 -8.714 pA	 83.06000000 fA/um	 -87.14000000 fA/um	 1.110000000 pS	 11.10000000 fS/um
58	 -2.1500 V	 0 V	 5.0000 V	 0 V	 8.387 pA	 -8.542 pA	 83.87000000 fA/um	 -85.42000000 fA/um	 2.410000000 pS	 24.10000000 fS/um
59	 -2.1000 V	 0 V	 5.0000 V	 0 V	 8.547 pA	 -8.625 pA	 85.47000000 fA/um	 -86.25000000 fA/um	 -22.96000000 pS	 -229.6000000 fS/um
60	 -2.0500 V	 0 V	 5.0000 V	 0 V	 6.091 pA	 -8.569 pA	 60.91000000 fA/um	 -85.69000000 fA/um	 -3.850000000 pS	 -38.50000000 fS/um
61	 -2.0000 V	 0 V	 5.0000 V	 0 V	 8.162 pA	 -8.682 pA	 81.62000000 fA/um	 -86.82000000 fA/um	 25.34000000 pS	 253.4000000 fS/um
62	 -1.9500 V	 0 V	 5.0000 V	 0 V	 8.625 pA	 -8.714 pA	 86.25000000 fA/um	 -87.14000000 fA/um	 3.060000000 pS	 30.60000000 fS/um
63	 -1.9000 V	 0 V	 5.0000 V	 0 V	 8.468 pA	 -8.599 pA	 84.68000000 fA/um	 -85.99000000 fA/um	 -950.0000000 fS	 -9.500000000 fS/um
64	 -1.8500 V	 0 V	 5.0000 V	 0 V	 8.530 pA	 -8.625 pA	 85.30000000 fA/um	 -86.25000000 fA/um	 920.0000000 fS	 9.200000000 fS/um
65	 -1.8000 V	 0 V	 5.0000 V	 0 V	 8.560 pA	 -8.685 pA	 85.60000000 fA/um	 -86.85000000 fA/um	 -10.44000000 pS	 -104.4000000 fS/um
66	 -1.7500 V	 0 V	 5.0000 V	 0 V	 7.486 pA	 -8.596 pA	 74.86000000 fA/um	 -85.96000000 fA/um	 -3.070000000 pS	 -30.70000000 fS/um
67	 -1.7000 V	 0 V	 5.0000 V	 0 V	 8.253 pA	 -8.391 pA	 82.53000000 fA/um	 -83.91000000 fA/um	 11.42000000 pS	 114.2000000 fS/um
68	 -1.6500 V	 0 V	 5.0000 V	 0 V	 8.628 pA	 -8.222 pA	 86.28000000 fA/um	 -82.22000000 fA/um	 -5.610000000 pS	 -56.10000000 fS/um
69	 -1.6000 V	 0 V	 5.0000 V	 0 V	 7.692 pA	 -8.626 pA	 76.92000000 fA/um	 -86.26000000 fA/um	 2.660000000 pS	 26.60000000 fS/um
70	 -1.5500 V	 0 V	 5.0000 V	 0 V	 8.894 pA	 -8.346 pA	 88.94000000 fA/um	 -83.46000000 fA/um	 -4.360000000 pS	 -43.60000000 fS/um
71	 -1.5000 V	 0 V	 5.0000 V	 0 V	 7.256 pA	 -8.405 pA	 72.56000000 fA/um	 -84.05000000 fA/um	 -1.540000000 pS	 -15.40000000 fS/um
72	 -1.4500 V	 0 V	 5.0000 V	 0 V	 8.740 pA	 -8.459 pA	 87.40000000 fA/um	 -84.59000000 fA/um	 6.980000000 pS	 69.80000000 fS/um
73	 -1.4000 V	 0 V	 5.0000 V	 0 V	 7.954 pA	 -8.211 pA	 79.54000000 fA/um	 -82.11000000 fA/um	 230.0000000 fS	 2.300000000 fS/um
74	 -1.3500 V	 0 V	 5.0000 V	 0 V	 8.763 pA	 -8.330 pA	 87.63000000 fA/um	 -83.30000000 fA/um	 4.910000000 pS	 49.10000000 fS/um
75	 -1.3000 V	 0 V	 5.0000 V	 0 V	 8.445 pA	 -8.254 pA	 84.45000000 fA/um	 -82.54000000 fA/um	 -3.480000000 pS	 -34.80000000 fS/um
76	 -1.2500 V	 0 V	 5.0000 V	 0 V	 8.415 pA	 -8.303 pA	 84.15000000 fA/um	 -83.03000000 fA/um	 -940.0000000 fS	 -9.400000000 fS/um
77	 -1.2000 V	 0 V	 5.0000 V	 0 V	 8.351 pA	 -8.329 pA	 83.51000000 fA/um	 -83.29000000 fA/um	 -4.680000000 pS	 -46.80000000 fS/um
78	 -1.1500 V	 0 V	 5.0000 V	 0 V	 7.947 pA	 -8.352 pA	 79.47000000 fA/um	 -83.52000000 fA/um	 1.050000000 pS	 10.50000000 fS/um
79	 -1.1000 V	 0 V	 5.0000 V	 0 V	 8.456 pA	 -8.338 pA	 84.56000000 fA/um	 -83.38000000 fA/um	 1.390000000 pS	 13.90000000 fS/um
80	 -1.0500 V	 0 V	 5.0000 V	 0 V	 8.086 pA	 -8.355 pA	 80.86000000 fA/um	 -83.55000000 fA/um	 -5.470000000 pS	 -54.70000000 fS/um
81	 -1.0000 V	 0 V	 5.0000 V	 0 V	 7.909 pA	 -8.303 pA	 79.09000000 fA/um	 -83.03000000 fA/um	 -1.300000000 pS	 -13.00000000 fS/um
82	 -950.0 mV	 0 V	 5.0000 V	 0 V	 7.956 pA	 -8.350 pA	 79.56000000 fA/um	 -83.50000000 fA/um	 -3.190000000 pS	 -31.90000000 fS/um
83	 -900.0 mV	 0 V	 5.0000 V	 0 V	 7.590 pA	 -8.453 pA	 75.90000000 fA/um	 -84.53000000 fA/um	 3.420000000 pS	 34.20000000 fS/um
84	 -850.0 mV	 0 V	 5.0000 V	 0 V	 8.298 pA	 -8.167 pA	 82.98000000 fA/um	 -81.67000000 fA/um	 2.390000000 pS	 23.90000000 fS/um
85	 -800.0 mV	 0 V	 5.0000 V	 0 V	 7.829 pA	 -8.235 pA	 78.29000000 fA/um	 -82.35000000 fA/um	 -1.720000000 pS	 -17.20000000 fS/um
86	 -750.0 mV	 0 V	 5.0000 V	 0 V	 8.126 pA	 -8.202 pA	 81.26000000 fA/um	 -82.02000000 fA/um	 2.440000000 pS	 24.40000000 fS/um
87	 -700.0 mV	 0 V	 5.0000 V	 0 V	 8.073 pA	 -8.205 pA	 80.73000000 fA/um	 -82.05000000 fA/um	 -3.320000000 pS	 -33.20000000 fS/um
88	 -650.0 mV	 0 V	 5.0000 V	 0 V	 7.794 pA	 -8.337 pA	 77.94000000 fA/um	 -83.37000000 fA/um	 -230.0000000 fS	 -2.300000000 fS/um
89	 -600.0 mV	 0 V	 5.0000 V	 0 V	 8.050 pA	 -8.138 pA	 80.50000000 fA/um	 -81.38000000 fA/um	 5.330000000 pS	 53.30000000 fS/um
90	 -550.0 mV	 0 V	 5.0000 V	 0 V	 8.327 pA	 -8.144 pA	 83.27000000 fA/um	 -81.44000000 fA/um	 -2.890000000 pS	 -28.90000000 fS/um
91	 -500.0 mV	 0 V	 5.0000 V	 0 V	 7.761 pA	 -8.221 pA	 77.61000000 fA/um	 -82.21000000 fA/um	 -4.940000000 pS	 -49.40000000 fS/um
92	 -450.0 mV	 0 V	 5.0000 V	 0 V	 7.833 pA	 -8.192 pA	 78.33000000 fA/um	 -81.92000000 fA/um	 3.210000000 pS	 32.10000000 fS/um
93	 -400.0 mV	 0 V	 5.0000 V	 0 V	 8.082 pA	 -8.074 pA	 80.82000000 fA/um	 -80.74000000 fA/um	 -500.0000000 fS	 -5.000000000 fS/um
94	 -350.0 mV	 0 V	 5.0000 V	 0 V	 7.783 pA	 -7.983 pA	 77.83000000 fA/um	 -79.83000000 fA/um	 -3.420000000 pS	 -34.20000000 fS/um
95	 -300.0 mV	 0 V	 5.0000 V	 0 V	 7.740 pA	 -8.142 pA	 77.40000000 fA/um	 -81.42000000 fA/um	 -330.0000000 fS	 -3.300000000 fS/um
96	 -250.0 mV	 0 V	 5.0000 V	 0 V	 7.750 pA	 -7.976 pA	 77.50000000 fA/um	 -79.76000000 fA/um	 1.010000000 pS	 10.10000000 fS/um
97	 -200.0 mV	 0 V	 5.0000 V	 0 V	 7.841 pA	 -8.156 pA	 78.41000000 fA/um	 -81.56000000 fA/um	 -19.89000000 pS	 -198.9000000 fS/um
98	 -150.0 mV	 0 V	 5.0000 V	 0 V	 5.761 pA	 -8.030 pA	 57.61000000 fA/um	 -80.30000000 fA/um	 1.940000000 pS	 19.40000000 fS/um
99	 -100.0 mV	 0 V	 5.0000 V	 0 V	 8.035 pA	 -8.137 pA	 80.35000000 fA/um	 -81.37000000 fA/um	 14.13000000 pS	 141.3000000 fS/um
100	 -50.0 mV	 0 V	 5.0000 V	 0 V	 7.174 pA	 -8.091 pA	 71.74000000 fA/um	 -80.91000000 fA/um	 -1.190000000 pS	 -11.90000000 fS/um
101	 0 V	 0 V	 5.0000 V	 0 V	 7.916 pA	 -8.117 pA	 79.16000000 fA/um	 -81.17000000 fA/um	 9.410000000 pS	 94.10000000 fS/um
102	 50.0 mV	 0 V	 5.0000 V	 0 V	 8.115 pA	 -8.128 pA	 81.15000000 fA/um	 -81.28000000 fA/um	 2.710000000 pS	 27.10000000 fS/um
103	 100.0 mV	 0 V	 5.0000 V	 0 V	 8.187 pA	 -8.259 pA	 81.87000000 fA/um	 -82.59000000 fA/um	 -2.130000000 pS	 -21.30000000 fS/um
104	 150.0 mV	 0 V	 5.0000 V	 0 V	 7.902 pA	 -8.337 pA	 79.02000000 fA/um	 -83.37000000 fA/um	 -1.870000000 pS	 -18.70000000 fS/um
105	 200.0 mV	 0 V	 5.0000 V	 0 V	 8.000 pA	 -8.076 pA	 80.00000000 fA/um	 -80.76000000 fA/um	 9.410000000 pS	 94.10000000 fS/um
106	 250.0 mV	 0 V	 5.0000 V	 0 V	 8.843 pA	 -8.141 pA	 88.43000000 fA/um	 -81.41000000 fA/um	 11.83000000 pS	 118.3000000 fS/um
107	 300.0 mV	 0 V	 5.0000 V	 0 V	 9.183 pA	 -7.906 pA	 91.83000000 fA/um	 -79.06000000 fA/um	 -8.680000000 pS	 -86.80000000 fS/um
108	 350.0 mV	 0 V	 5.0000 V	 0 V	 7.975 pA	 -8.094 pA	 79.75000000 fA/um	 -80.94000000 fA/um	 -14.75000000 pS	 -147.5000000 fS/um
109	 400.0 mV	 0 V	 5.0000 V	 0 V	 7.708 pA	 -8.068 pA	 77.08000000 fA/um	 -80.68000000 fA/um	 -6.970000000 pS	 -69.70000000 fS/um
110	 450.0 mV	 0 V	 5.0000 V	 0 V	 7.278 pA	 -7.853 pA	 72.78000000 fA/um	 -78.53000000 fA/um	 -1.370000000 pS	 -13.70000000 fS/um
111	 500.0 mV	 0 V	 5.0000 V	 0 V	 7.571 pA	 -8.048 pA	 75.71000000 fA/um	 -80.48000000 fA/um	 920.0000000 fS	 9.200000000 fS/um
112	 550.0 mV	 0 V	 5.0000 V	 0 V	 7.370 pA	 -7.908 pA	 73.70000000 fA/um	 -79.08000000 fA/um	 4.500000000 pS	 45.00000000 fS/um
113	 600.0 mV	 0 V	 5.0000 V	 0 V	 8.021 pA	 -7.848 pA	 80.21000000 fA/um	 -78.48000000 fA/um	 1.540000000 pS	 15.40000000 fS/um
114	 650.0 mV	 0 V	 5.0000 V	 0 V	 7.524 pA	 -8.040 pA	 75.24000000 fA/um	 -80.40000000 fA/um	 -1.940000000 pS	 -19.40000000 fS/um
115	 700.0 mV	 0 V	 5.0000 V	 0 V	 7.827 pA	 -7.882 pA	 78.27000000 fA/um	 -78.82000000 fA/um	 1.720000000 pS	 17.20000000 fS/um
116	 750.0 mV	 0 V	 5.0000 V	 0 V	 7.696 pA	 -7.971 pA	 76.96000000 fA/um	 -79.71000000 fA/um	 -9.280000000 pS	 -92.80000000 fS/um
117	 800.0 mV	 0 V	 5.0000 V	 0 V	 6.899 pA	 -7.861 pA	 68.99000000 fA/um	 -78.61000000 fA/um	 -3.350000000 pS	 -33.50000000 fS/um
118	 850.0 mV	 0 V	 5.0000 V	 0 V	 7.361 pA	 -8.017 pA	 73.61000000 fA/um	 -80.17000000 fA/um	 8.370000000 pS	 83.70000000 fS/um
119	 900.0 mV	 0 V	 5.0000 V	 0 V	 7.736 pA	 -7.951 pA	 77.36000000 fA/um	 -79.51000000 fA/um	 5.480000000 pS	 54.80000000 fS/um
120	 950.0 mV	 0 V	 5.0000 V	 0 V	 7.909 pA	 -7.920 pA	 79.09000000 fA/um	 -79.20000000 fA/um	 990.0000000 fS	 9.900000000 fS/um
121	 1.0000 V	 0 V	 5.0000 V	 0 V	 7.835 pA	 -7.868 pA	 78.35000000 fA/um	 -78.68000000 fA/um	 -1.650000000 pS	 -16.50000000 fS/um
122	 1.0500 V	 0 V	 5.0000 V	 0 V	 7.744 pA	 -7.879 pA	 77.44000000 fA/um	 -78.79000000 fA/um	 -3.300000000 pS	 -33.00000000 fS/um
123	 1.1000 V	 0 V	 5.0000 V	 0 V	 7.505 pA	 -7.930 pA	 75.05000000 fA/um	 -79.30000000 fA/um	 -4.040000000 pS	 -40.40000000 fS/um
124	 1.1500 V	 0 V	 5.0000 V	 0 V	 7.340 pA	 -7.974 pA	 73.40000000 fA/um	 -79.74000000 fA/um	 3.260000000 pS	 32.60000000 fS/um
125	 1.2000 V	 0 V	 5.0000 V	 0 V	 7.831 pA	 -7.999 pA	 78.31000000 fA/um	 -79.99000000 fA/um	 3.610000000 pS	 36.10000000 fS/um
126	 1.2500 V	 0 V	 5.0000 V	 0 V	 7.701 pA	 -8.034 pA	 77.01000000 fA/um	 -80.34000000 fA/um	 -6.090000000 pS	 -60.90000000 fS/um
127	 1.3000 V	 0 V	 5.0000 V	 0 V	 7.222 pA	 -7.998 pA	 72.22000000 fA/um	 -79.98000000 fA/um	 -1.340000000 pS	 -13.40000000 fS/um
128	 1.3500 V	 0 V	 5.0000 V	 0 V	 7.567 pA	 -7.891 pA	 75.67000000 fA/um	 -78.91000000 fA/um	 2.800000000 pS	 28.00000000 fS/um
129	 1.4000 V	 0 V	 5.0000 V	 0 V	 7.502 pA	 -7.916 pA	 75.02000000 fA/um	 -79.16000000 fA/um	 -3.390000000 pS	 -33.90000000 fS/um
130	 1.4500 V	 0 V	 5.0000 V	 0 V	 7.228 pA	 -7.947 pA	 72.28000000 fA/um	 -79.47000000 fA/um	 390.0000000 fS	 3.900000000 fS/um
131	 1.5000 V	 0 V	 5.0000 V	 0 V	 7.541 pA	 -7.925 pA	 75.41000000 fA/um	 -79.25000000 fA/um	 2.740000000 pS	 27.40000000 fS/um
132	 1.5500 V	 0 V	 5.0000 V	 0 V	 7.502 pA	 -7.949 pA	 75.02000000 fA/um	 -79.49000000 fA/um	 2.270000000 pS	 22.70000000 fS/um
133	 1.6000 V	 0 V	 5.0000 V	 0 V	 7.768 pA	 -7.817 pA	 77.68000000 fA/um	 -78.17000000 fA/um	 520.0000000 fS	 5.200000000 fS/um
134	 1.6500 V	 0 V	 5.0000 V	 0 V	 7.554 pA	 -7.790 pA	 75.54000000 fA/um	 -77.90000000 fA/um	 -630.0000000 fS	 -6.300000000 fS/um
135	 1.7000 V	 0 V	 5.0000 V	 0 V	 7.705 pA	 -7.749 pA	 77.05000000 fA/um	 -77.49000000 fA/um	 3.210000000 pS	 32.10000000 fS/um
136	 1.7500 V	 0 V	 5.0000 V	 0 V	 7.875 pA	 -7.656 pA	 78.75000000 fA/um	 -76.56000000 fA/um	 -4.290000000 pS	 -42.90000000 fS/um
137	 1.8000 V	 0 V	 5.0000 V	 0 V	 7.276 pA	 -7.811 pA	 72.76000000 fA/um	 -78.11000000 fA/um	 -3.290000000 pS	 -32.90000000 fS/um
138	 1.8500 V	 0 V	 5.0000 V	 0 V	 7.546 pA	 -7.882 pA	 75.46000000 fA/um	 -78.82000000 fA/um	 11.43000000 pS	 114.3000000 fS/um
139	 1.9000 V	 0 V	 5.0000 V	 0 V	 8.419 pA	 -7.751 pA	 84.19000000 fA/um	 -77.51000000 fA/um	 1.780000000 pS	 17.80000000 fS/um
140	 1.9500 V	 0 V	 5.0000 V	 0 V	 7.724 pA	 -8.001 pA	 77.24000000 fA/um	 -80.01000000 fA/um	 -11.58000000 pS	 -115.8000000 fS/um
141	 2.0000 V	 0 V	 5.0000 V	 0 V	 7.261 pA	 -7.822 pA	 72.61000000 fA/um	 -78.22000000 fA/um	 -4.280000000 pS	 -42.80000000 fS/um
142	 2.0500 V	 0 V	 5.0000 V	 0 V	 7.296 pA	 -7.849 pA	 72.96000000 fA/um	 -78.49000000 fA/um	 2.910000000 pS	 29.10000000 fS/um
143	 2.1000 V	 0 V	 5.0000 V	 0 V	 7.552 pA	 -7.988 pA	 75.52000000 fA/um	 -79.88000000 fA/um	 3.780000000 pS	 37.80000000 fS/um
144	 2.1500 V	 0 V	 5.0000 V	 0 V	 7.674 pA	 -8.031 pA	 76.74000000 fA/um	 -80.31000000 fA/um	 1.920000000 pS	 19.20000000 fS/um
145	 2.2000 V	 0 V	 5.0000 V	 0 V	 7.744 pA	 -7.952 pA	 77.44000000 fA/um	 -79.52000000 fA/um	 1.850000000 pS	 18.50000000 fS/um
146	 2.2500 V	 0 V	 5.0000 V	 0 V	 7.859 pA	 -7.897 pA	 78.59000000 fA/um	 -78.97000000 fA/um	 2.590000000 pS	 25.90000000 fS/um
147	 2.3000 V	 0 V	 5.0000 V	 0 V	 8.003 pA	 -7.866 pA	 80.03000000 fA/um	 -78.66000000 fA/um	 -540.0000000 fS	 -5.400000000 fS/um
148	 2.3500 V	 0 V	 5.0000 V	 0 V	 7.805 pA	 -7.629 pA	 78.05000000 fA/um	 -76.29000000 fA/um	 -8.190000000 pS	 -81.90000000 fS/um
