Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
1	 2.0000 V	 0 V	 0 V	 0 V	 282.180 nA	 28.21800000 nA/um
2	 2.0000 V	 0 V	 5.0 mV	 0 V	 14.6200 uA	 1.462000000 uA/um
3	 2.0000 V	 0 V	 10.0 mV	 0 V	 28.7810 uA	 2.878100000 uA/um
4	 2.0000 V	 0 V	 15.0 mV	 0 V	 42.8070 uA	 4.280700000 uA/um
5	 2.0000 V	 0 V	 20.0 mV	 0 V	 57.2010 uA	 5.720100000 uA/um
6	 2.0000 V	 0 V	 25.0 mV	 0 V	 71.2630 uA	 7.126300000 uA/um
7	 2.0000 V	 0 V	 30.0 mV	 0 V	 85.5930 uA	 8.559300000 uA/um
8	 2.0000 V	 0 V	 35.0 mV	 0 V	 99.5870 uA	 9.958700000 uA/um
9	 2.0000 V	 0 V	 40.0 mV	 0 V	 113.6650 uA	 11.36650000 uA/um
10	 2.0000 V	 0 V	 45.0 mV	 0 V	 128.050 uA	 12.80500000 uA/um
11	 2.0000 V	 0 V	 50.0 mV	 0 V	 142.130 uA	 14.21300000 uA/um
12	 2.0000 V	 0 V	 55.0 mV	 0 V	 155.970 uA	 15.59700000 uA/um
13	 2.0000 V	 0 V	 60.0 mV	 0 V	 170.160 uA	 17.01600000 uA/um
14	 2.0000 V	 0 V	 65.0 mV	 0 V	 184.800 uA	 18.48000000 uA/um
15	 2.0000 V	 0 V	 70.0 mV	 0 V	 198.050 uA	 19.80500000 uA/um
16	 2.0000 V	 0 V	 75.0 mV	 0 V	 212.290 uA	 21.22900000 uA/um
17	 2.0000 V	 0 V	 80.0 mV	 0 V	 227.280 uA	 22.72800000 uA/um
18	 2.0000 V	 0 V	 85.0 mV	 0 V	 240.980 uA	 24.09800000 uA/um
19	 2.0000 V	 0 V	 90.0 mV	 0 V	 253.960 uA	 25.39600000 uA/um
20	 2.0000 V	 0 V	 95.0 mV	 0 V	 269.350 uA	 26.93500000 uA/um
21	 2.0000 V	 0 V	 100.0 mV	 0 V	 283.770 uA	 28.37700000 uA/um
22	 2.0000 V	 0 V	 105.0 mV	 0 V	 296.730 uA	 29.67300000 uA/um
23	 2.0000 V	 0 V	 110.0 mV	 0 V	 310.120 uA	 31.01200000 uA/um
24	 2.0000 V	 0 V	 115.0 mV	 0 V	 325.660 uA	 32.56600000 uA/um
25	 2.0000 V	 0 V	 120.0 mV	 0 V	 340.000 uA	 34.00000000 uA/um
26	 2.0000 V	 0 V	 125.0 mV	 0 V	 352.280 uA	 35.22800000 uA/um
27	 2.0000 V	 0 V	 130.0 mV	 0 V	 366.390 uA	 36.63900000 uA/um
28	 2.0000 V	 0 V	 135.0 mV	 0 V	 382.380 uA	 38.23800000 uA/um
29	 2.0000 V	 0 V	 140.0 mV	 0 V	 394.890 uA	 39.48900000 uA/um
30	 2.0000 V	 0 V	 145.0 mV	 0 V	 407.880 uA	 40.78800000 uA/um
31	 2.0000 V	 0 V	 150.0 mV	 0 V	 422.480 uA	 42.24800000 uA/um
32	 2.0000 V	 0 V	 155.0 mV	 0 V	 438.220 uA	 43.82200000 uA/um
33	 2.0000 V	 0 V	 160.0 mV	 0 V	 450.100 uA	 45.01000000 uA/um
