Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 8.389 pA	 -4.724 pA	 838.9000000 fA/um	 -472.4000000 fA/um	 -21.42000000 pS	 -2.142000000 pS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 7.318 pA	 -4.656 pA	 731.8000000 fA/um	 -465.6000000 fA/um	 -11.23000000 pS	 -1.123000000 pS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 7.266 pA	 -4.717 pA	 726.6000000 fA/um	 -471.7000000 fA/um	 -2.240000000 pS	 -224.0000000 fS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 7.094 pA	 -4.746 pA	 709.4000000 fA/um	 -474.6000000 fA/um	 -470.0000000 fS	 -47.00000000 fS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 7.219 pA	 -4.719 pA	 721.9000000 fA/um	 -471.9000000 fA/um	 760.0000000 fS	 76.00000000 fS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 7.170 pA	 -4.735 pA	 717.0000000 fA/um	 -473.5000000 fA/um	 -1.690000000 pS	 -169.0000000 fS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 7.050 pA	 -4.818 pA	 705.0000000 fA/um	 -481.8000000 fA/um	 1.040000000 pS	 104.0000000 fS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 7.274 pA	 -4.607 pA	 727.4000000 fA/um	 -460.7000000 fA/um	 270.0000000 fS	 27.00000000 fS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 7.077 pA	 -4.753 pA	 707.7000000 fA/um	 -475.3000000 fA/um	 -820.0000000 fS	 -82.00000000 fS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 7.192 pA	 -4.607 pA	 719.2000000 fA/um	 -460.7000000 fA/um	 180.0000000 fS	 18.00000000 fS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 7.095 pA	 -4.782 pA	 709.5000000 fA/um	 -478.2000000 fA/um	 -1.800000000 pS	 -180.0000000 fS/um
12	 -1.4500 V	 0 V	 10.00 mV	 0 V	 7.012 pA	 -4.660 pA	 701.2000000 fA/um	 -466.0000000 fA/um	 -440.0000000 fS	 -44.00000000 fS/um
13	 -1.4000 V	 0 V	 10.00 mV	 0 V	 7.051 pA	 -4.741 pA	 705.1000000 fA/um	 -474.1000000 fA/um	 1.030000000 pS	 103.0000000 fS/um
14	 -1.3500 V	 0 V	 10.00 mV	 0 V	 7.115 pA	 -4.711 pA	 711.5000000 fA/um	 -471.1000000 fA/um	 50.00000000 fS	 5.000000000 fS/um
15	 -1.3000 V	 0 V	 10.00 mV	 0 V	 7.056 pA	 -4.774 pA	 705.6000000 fA/um	 -477.4000000 fA/um	 -1.450000000 pS	 -145.0000000 fS/um
16	 -1.2500 V	 0 V	 10.00 mV	 0 V	 6.970 pA	 -4.822 pA	 697.0000000 fA/um	 -482.2000000 fA/um	 3.480000000 pS	 348.0000000 fS/um
17	 -1.2000 V	 0 V	 10.00 mV	 0 V	 7.404 pA	 -4.718 pA	 740.4000000 fA/um	 -471.8000000 fA/um	 1.550000000 pS	 155.0000000 fS/um
18	 -1.1500 V	 0 V	 10.00 mV	 0 V	 7.125 pA	 -4.718 pA	 712.5000000 fA/um	 -471.8000000 fA/um	 -3.660000000 pS	 -366.0000000 fS/um
19	 -1.1000 V	 0 V	 10.00 mV	 0 V	 7.038 pA	 -4.775 pA	 703.8000000 fA/um	 -477.5000000 fA/um	 3.090000000 pS	 309.0000000 fS/um
20	 -1.0500 V	 0 V	 10.00 mV	 0 V	 7.434 pA	 -4.712 pA	 743.4000000 fA/um	 -471.2000000 fA/um	 660.0000000 fS	 66.00000000 fS/um
21	 -1.0000 V	 0 V	 10.00 mV	 0 V	 7.104 pA	 -4.612 pA	 710.4000000 fA/um	 -461.2000000 fA/um	 -4.240000000 pS	 -424.0000000 fS/um
