Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
1	 2.0000 V	 0 V	 0 V	 0 V	 2.96390 nA	 296.3900000 pA/um
2	 2.0000 V	 0 V	 5.0 mV	 0 V	 97.2660 nA	 9.726600000 nA/um
3	 2.0000 V	 0 V	 10.0 mV	 0 V	 258.630 nA	 25.86300000 nA/um
4	 2.0000 V	 0 V	 15.0 mV	 0 V	 169.220 nA	 16.92200000 nA/um
5	 2.0000 V	 0 V	 20.0 mV	 0 V	 263.880 nA	 26.38800000 nA/um
6	 2.0000 V	 0 V	 25.0 mV	 0 V	 593.040 nA	 59.30400000 nA/um
7	 2.0000 V	 0 V	 30.0 mV	 0 V	 269.350 nA	 26.93500000 nA/um
8	 2.0000 V	 0 V	 35.0 mV	 0 V	 424.270 nA	 42.42700000 nA/um
9	 2.0000 V	 0 V	 40.0 mV	 0 V	 987.040 nA	 98.70400000 nA/um
10	 2.0000 V	 0 V	 45.0 mV	 0 V	 575.180 nA	 57.51800000 nA/um
11	 2.0000 V	 0 V	 50.0 mV	 0 V	 450.880 nA	 45.08800000 nA/um
12	 2.0000 V	 0 V	 55.0 mV	 0 V	 1.17290 uA	 117.2900000 nA/um
13	 2.0000 V	 0 V	 60.0 mV	 0 V	 694.00 nA	 69.40000000 nA/um
14	 2.0000 V	 0 V	 65.0 mV	 0 V	 1.54790 uA	 154.7900000 nA/um
15	 2.0000 V	 0 V	 70.0 mV	 0 V	 861.10 nA	 86.11000000 nA/um
16	 2.0000 V	 0 V	 75.0 mV	 0 V	 1.74270 uA	 174.2700000 nA/um
17	 2.0000 V	 0 V	 80.0 mV	 0 V	 722.20 nA	 72.22000000 nA/um
18	 2.0000 V	 0 V	 85.0 mV	 0 V	 1.92930 uA	 192.9300000 nA/um
19	 2.0000 V	 0 V	 90.0 mV	 0 V	 1.33340 uA	 133.3400000 nA/um
20	 2.0000 V	 0 V	 95.0 mV	 0 V	 1.64340 uA	 164.3400000 nA/um
21	 2.0000 V	 0 V	 100.0 mV	 0 V	 1.91910 uA	 191.9100000 nA/um
22	 2.0000 V	 0 V	 105.0 mV	 0 V	 1.22230 uA	 122.2300000 nA/um
23	 2.0000 V	 0 V	 110.0 mV	 0 V	 2.40940 uA	 240.9400000 nA/um
24	 2.0000 V	 0 V	 115.0 mV	 0 V	 1.09390 uA	 109.3900000 nA/um
25	 2.0000 V	 0 V	 120.0 mV	 0 V	 2.59710 uA	 259.7100000 nA/um
26	 2.0000 V	 0 V	 125.0 mV	 0 V	 1.76730 uA	 176.7300000 nA/um
27	 2.0000 V	 0 V	 130.0 mV	 0 V	 2.12570 uA	 212.5700000 nA/um
28	 2.0000 V	 0 V	 135.0 mV	 0 V	 2.46570 uA	 246.5700000 nA/um
29	 2.0000 V	 0 V	 140.0 mV	 0 V	 911.70 nA	 91.17000000 nA/um
30	 2.0000 V	 0 V	 145.0 mV	 0 V	 1.64080 uA	 164.0800000 nA/um
31	 2.0000 V	 0 V	 150.0 mV	 0 V	 3.08950 uA	 308.9500000 nA/um
32	 2.0000 V	 0 V	 155.0 mV	 0 V	 1.73100 uA	 173.1000000 nA/um
33	 2.0000 V	 0 V	 160.0 mV	 0 V	 2.39450 uA	 239.4500000 nA/um
34	 2.0000 V	 0 V	 165.0 mV	 0 V	 2.87150 uA	 287.1500000 nA/um
35	 2.0000 V	 0 V	 170.0 mV	 0 V	 1.01360 uA	 101.3600000 nA/um
36	 2.0000 V	 0 V	 175.0 mV	 0 V	 1.72100 uA	 172.1000000 nA/um
37	 2.0000 V	 0 V	 180.0 mV	 0 V	 3.51510 uA	 351.5100000 nA/um
38	 2.0000 V	 0 V	 185.0 mV	 0 V	 1.60770 uA	 160.7700000 nA/um
39	 2.0000 V	 0 V	 190.0 mV	 0 V	 1.37520 uA	 137.5200000 nA/um
40	 2.0000 V	 0 V	 195.0 mV	 0 V	 3.76160 uA	 376.1600000 nA/um
41	 2.0000 V	 0 V	 200.0 mV	 0 V	 2.91920 uA	 291.9200000 nA/um
42	 2.0000 V	 0 V	 205.0 mV	 0 V	 1.04250 uA	 104.2500000 nA/um
43	 2.0000 V	 0 V	 210.0 mV	 0 V	 2.49430 uA	 249.4300000 nA/um
44	 2.0000 V	 0 V	 215.0 mV	 0 V	 3.99070 uA	 399.0700000 nA/um
45	 2.0000 V	 0 V	 220.0 mV	 0 V	 2.04100 uA	 204.1000000 nA/um
46	 2.0000 V	 0 V	 225.0 mV	 0 V	 1.28240 uA	 128.2400000 nA/um
47	 2.0000 V	 0 V	 230.0 mV	 0 V	 3.29900 uA	 329.9000000 nA/um
48	 2.0000 V	 0 V	 235.0 mV	 0 V	 3.83370 uA	 383.3700000 nA/um
49	 2.0000 V	 0 V	 240.0 mV	 0 V	 1.26960 uA	 126.9600000 nA/um
50	 2.0000 V	 0 V	 245.0 mV	 0 V	 1.55980 uA	 155.9800000 nA/um
51	 2.0000 V	 0 V	 250.0 mV	 0 V	 4.43150 uA	 443.1500000 nA/um
52	 2.0000 V	 0 V	 255.0 mV	 0 V	 2.11000 uA	 211.0000000 nA/um
