Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 2.03595 uA	 -8.996 pA	 203.5950000 nA/um	 -899.6000000 fA/um	 470.4000000 nS	 47.04000000 nS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 2.05947 uA	 -9.184 pA	 205.9470000 nA/um	 -918.4000000 fA/um	 425.0000000 nS	 42.50000000 nS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 2.07845 uA	 -8.661 pA	 207.8450000 nA/um	 -866.1000000 fA/um	 384.0000000 nS	 38.40000000 nS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 2.09787 uA	 -9.278 pA	 209.7870000 nA/um	 -927.8000000 fA/um	 393.5000000 nS	 39.35000000 nS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 2.11780 uA	 -9.197 pA	 211.7800000 nA/um	 -919.7000000 fA/um	 441.4000000 nS	 44.14000000 nS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 2.14201 uA	 -9.039 pA	 214.2010000 nA/um	 -903.9000000 fA/um	 452.0000000 nS	 45.20000000 nS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 2.16300 uA	 -9.056 pA	 216.3000000 nA/um	 -905.6000000 fA/um	 420.7000000 nS	 42.07000000 nS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 2.18408 uA	 -8.896 pA	 218.4080000 nA/um	 -889.6000000 fA/um	 431.0000000 nS	 43.10000000 nS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 2.20610 uA	 -9.507 pA	 220.6100000 nA/um	 -950.7000000 fA/um	 473.8000000 nS	 47.38000000 nS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 2.23146 uA	 -9.192 pA	 223.1460000 nA/um	 -919.2000000 fA/um	 496.2000000 nS	 49.62000000 nS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 2.25572 uA	 -8.887 pA	 225.5720000 nA/um	 -888.7000000 fA/um	 478.3000000 nS	 47.83000000 nS/um
12	 -1.4500 V	 0 V	 10.00 mV	 0 V	 2.27929 uA	 -8.691 pA	 227.9290000 nA/um	 -869.1000000 fA/um	 452.9000000 nS	 45.29000000 nS/um
13	 -1.4000 V	 0 V	 10.00 mV	 0 V	 2.30101 uA	 -8.707 pA	 230.1010000 nA/um	 -870.7000000 fA/um	 468.1000000 nS	 46.81000000 nS/um
