Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 8.736 pA	 -5.058 pA	 873.6000000 fA/um	 -505.8000000 fA/um	 -23.84000000 pS	 -2.384000000 pS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 7.544 pA	 -4.875 pA	 754.4000000 fA/um	 -487.5000000 fA/um	 -11.49000000 pS	 -1.149000000 pS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 7.587 pA	 -5.038 pA	 758.7000000 fA/um	 -503.8000000 fA/um	 1.790000000 pS	 179.0000000 fS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 7.723 pA	 -5.271 pA	 772.3000000 fA/um	 -527.1000000 fA/um	 1.060000000 pS	 106.0000000 fS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 7.693 pA	 -5.273 pA	 769.3000000 fA/um	 -527.3000000 fA/um	 -470.0000000 fS	 -47.00000000 fS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 7.676 pA	 -5.213 pA	 767.6000000 fA/um	 -521.3000000 fA/um	 -190.0000000 fS	 -19.00000000 fS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 7.674 pA	 -5.589 pA	 767.4000000 fA/um	 -558.9000000 fA/um	 -1.730000000 pS	 -173.0000000 fS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 7.503 pA	 -4.875 pA	 750.3000000 fA/um	 -487.5000000 fA/um	 -3.160000000 pS	 -316.0000000 fS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 7.358 pA	 -5.242 pA	 735.8000000 fA/um	 -524.2000000 fA/um	 1.230000000 pS	 123.0000000 fS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 7.626 pA	 -5.000 pA	 762.6000000 fA/um	 -500.0000000 fA/um	 -40.00000000 fS	 -4.000000000 fS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 7.354 pA	 -5.251 pA	 735.4000000 fA/um	 -525.1000000 fA/um	 -180.0000000 fS	 -18.00000000 fS/um
