Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
18	 -1.1500 V	 0 V	 10.00 mV	 0 V	 482.592 nA	 -470 fA	 48.25920000 nA/um	 -47.00000000 fA/um	 5.750000000 nS	 575.0000000 pS/um
19	 -1.1000 V	 0 V	 10.00 mV	 0 V	 482.912 nA	 -336 fA	 48.29120000 nA/um	 -33.60000000 fA/um	 7.530000000 nS	 753.0000000 pS/um
20	 -1.0500 V	 0 V	 10.00 mV	 0 V	 483.345 nA	 -255 fA	 48.33450000 nA/um	 -25.50000000 fA/um	 5.710000000 nS	 571.0000000 pS/um
21	 -1.0000 V	 0 V	 10.00 mV	 0 V	 483.483 nA	 -488 fA	 48.34830000 nA/um	 -48.80000000 fA/um	 4.370000000 nS	 437.0000000 pS/um
22	 -950.0 mV	 0 V	 10.00 mV	 0 V	 483.782 nA	 -413 fA	 48.37820000 nA/um	 -41.30000000 fA/um	 6.540000000 nS	 654.0000000 pS/um
23	 -900.0 mV	 0 V	 10.00 mV	 0 V	 484.137 nA	 -325 fA	 48.41370000 nA/um	 -32.50000000 fA/um	 7.850000000 nS	 785.0000000 pS/um
24	 -850.0 mV	 0 V	 10.00 mV	 0 V	 484.567 nA	 -542 fA	 48.45670000 nA/um	 -54.20000000 fA/um	 10.00000000 nS	 1.000000000 nS/um
25	 -800.0 mV	 0 V	 10.00 mV	 0 V	 485.137 nA	 -480 fA	 48.51370000 nA/um	 -48.00000000 fA/um	 10.78000000 nS	 1.078000000 nS/um
26	 -750.0 mV	 0 V	 10.00 mV	 0 V	 485.645 nA	 -567 fA	 48.56450000 nA/um	 -56.70000000 fA/um	 11.56000000 nS	 1.156000000 nS/um
27	 -700.0 mV	 0 V	 10.00 mV	 0 V	 486.293 nA	 -630 fA	 48.62930000 nA/um	 -63.00000000 fA/um	 12.52000000 nS	 1.252000000 nS/um
28	 -650.0 mV	 0 V	 10.00 mV	 0 V	 486.897 nA	 -540 fA	 48.68970000 nA/um	 -54.00000000 fA/um	 12.64000000 nS	 1.264000000 nS/um
29	 -600.0 mV	 0 V	 10.00 mV	 0 V	 487.557 nA	 -558 fA	 48.75570000 nA/um	 -55.80000000 fA/um	 15.05000000 nS	 1.505000000 nS/um
30	 -550.0 mV	 0 V	 10.00 mV	 0 V	 488.402 nA	 -532 fA	 48.84020000 nA/um	 -53.20000000 fA/um	 15.64000000 nS	 1.564000000 nS/um
31	 -500.0 mV	 0 V	 10.00 mV	 0 V	 489.121 nA	 -431 fA	 48.91210000 nA/um	 -43.10000000 fA/um	 16.73000000 nS	 1.673000000 nS/um
32	 -450.0 mV	 0 V	 10.00 mV	 0 V	 490.075 nA	 -379 fA	 49.00750000 nA/um	 -37.90000000 fA/um	 16.75000000 nS	 1.675000000 nS/um
33	 -400.0 mV	 0 V	 10.00 mV	 0 V	 490.796 nA	 -802 fA	 49.07960000 nA/um	 -80.20000000 fA/um	 18.10000000 nS	 1.810000000 nS/um
34	 -350.0 mV	 0 V	 10.00 mV	 0 V	 491.885 nA	 -341 fA	 49.18850000 nA/um	 -34.10000000 fA/um	 20.19000000 nS	 2.019000000 nS/um
35	 -300.0 mV	 0 V	 10.00 mV	 0 V	 492.815 nA	 -347 fA	 49.28150000 nA/um	 -34.70000000 fA/um	 22.11000000 nS	 2.211000000 nS/um
36	 -250.0 mV	 0 V	 10.00 mV	 0 V	 494.096 nA	 -466 fA	 49.40960000 nA/um	 -46.60000000 fA/um	 22.70000000 nS	 2.270000000 nS/um
37	 -200.0 mV	 0 V	 10.00 mV	 0 V	 495.085 nA	 -535 fA	 49.50850000 nA/um	 -53.50000000 fA/um	 21.79000000 nS	 2.179000000 nS/um
38	 -150.0 mV	 0 V	 10.00 mV	 0 V	 496.275 nA	 -410 fA	 49.62750000 nA/um	 -41.00000000 fA/um	 23.78000000 nS	 2.378000000 nS/um
39	 -100.0 mV	 0 V	 10.00 mV	 0 V	 497.463 nA	 -457 fA	 49.74630000 nA/um	 -45.70000000 fA/um	 24.73000000 nS	 2.473000000 nS/um
40	 -50.0 mV	 0 V	 10.00 mV	 0 V	 498.748 nA	 -291 fA	 49.87480000 nA/um	 -29.10000000 fA/um	 25.47000000 nS	 2.547000000 nS/um
41	 0 V	 0 V	 10.00 mV	 0 V	 500.010 nA	 -232 fA	 50.00100000 nA/um	 -23.20000000 fA/um	 26.42000000 nS	 2.642000000 nS/um
42	 50.0 mV	 0 V	 10.00 mV	 0 V	 501.390 nA	 -378 fA	 50.13900000 nA/um	 -37.80000000 fA/um	 28.03000000 nS	 2.803000000 nS/um
43	 100.0 mV	 0 V	 10.00 mV	 0 V	 502.813 nA	 -379 fA	 50.28130000 nA/um	 -37.90000000 fA/um	 28.50000000 nS	 2.850000000 nS/um
44	 150.0 mV	 0 V	 10.00 mV	 0 V	 504.240 nA	 -187 fA	 50.42400000 nA/um	 -18.70000000 fA/um	 27.81000000 nS	 2.781000000 nS/um
45	 200.0 mV	 0 V	 10.00 mV	 0 V	 505.594 nA	 -478 fA	 50.55940000 nA/um	 -47.80000000 fA/um	 26.65000000 nS	 2.665000000 nS/um
46	 250.0 mV	 0 V	 10.00 mV	 0 V	 506.905 nA	 -365 fA	 50.69050000 nA/um	 -36.50000000 fA/um	 28.41000000 nS	 2.841000000 nS/um
47	 300.0 mV	 0 V	 10.00 mV	 0 V	 508.435 nA	 -300 fA	 50.84350000 nA/um	 -30.00000000 fA/um	 30.15000000 nS	 3.015000000 nS/um
48	 350.0 mV	 0 V	 10.00 mV	 0 V	 509.920 nA	 -395 fA	 50.99200000 nA/um	 -39.50000000 fA/um	 38.72000000 nS	 3.872000000 nS/um
49	 400.0 mV	 0 V	 10.00 mV	 0 V	 512.307 nA	 -88 fA	 51.23070000 nA/um	 -8.800000000 fA/um	 37.80000000 nS	 3.780000000 nS/um
50	 450.0 mV	 0 V	 10.00 mV	 0 V	 513.700 nA	 -401 fA	 51.37000000 nA/um	 -40.10000000 fA/um	 22.84000000 nS	 2.284000000 nS/um
51	 500.0 mV	 0 V	 10.00 mV	 0 V	 514.591 nA	 -33 fA	 51.45910000 nA/um	 -3.300000000 fA/um	 25.87000000 nS	 2.587000000 nS/um
52	 550.0 mV	 0 V	 10.00 mV	 0 V	 516.287 nA	 -1.691 pA	 51.62870000 nA/um	 -169.1000000 fA/um	 34.37000000 nS	 3.437000000 nS/um
53	 600.0 mV	 0 V	 10.00 mV	 0 V	 518.028 nA	 213 fA	 51.80280000 nA/um	 21.30000000 fA/um	 36.52000000 nS	 3.652000000 nS/um
54	 650.0 mV	 0 V	 10.00 mV	 0 V	 519.939 nA	 -675 fA	 51.99390000 nA/um	 -67.50000000 fA/um	 35.28000000 nS	 3.528000000 nS/um
55	 700.0 mV	 0 V	 10.00 mV	 0 V	 521.556 nA	 -468 fA	 52.15560000 nA/um	 -46.80000000 fA/um	 34.25000000 nS	 3.425000000 nS/um
56	 750.0 mV	 0 V	 10.00 mV	 0 V	 523.364 nA	 -163 fA	 52.33640000 nA/um	 -16.30000000 fA/um	 42.13000000 nS	 4.213000000 nS/um
57	 800.0 mV	 0 V	 10.00 mV	 0 V	 525.769 nA	 -1.510 pA	 52.57690000 nA/um	 -151.0000000 fA/um	 51.90000000 nS	 5.190000000 nS/um
58	 850.0 mV	 0 V	 10.00 mV	 0 V	 528.554 nA	 -181 fA	 52.85540000 nA/um	 -18.10000000 fA/um	 74.16000000 nS	 7.416000000 nS/um
59	 900.0 mV	 0 V	 10.00 mV	 0 V	 533.185 nA	 1.362 pA	 53.31850000 nA/um	 136.2000000 fA/um	 116.0100000 nS	 11.60100000 nS/um
60	 950.0 mV	 0 V	 10.00 mV	 0 V	 540.155 nA	 -288 fA	 54.01550000 nA/um	 -28.80000000 fA/um	 163.2800000 nS	 16.32800000 nS/um
61	 1.0000 V	 0 V	 10.00 mV	 0 V	 549.513 nA	 303 fA	 54.95130000 nA/um	 30.30000000 fA/um	 216.5700000 nS	 21.65700000 nS/um
62	 1.0500 V	 0 V	 10.00 mV	 0 V	 561.812 nA	 -489 fA	 56.18120000 nA/um	 -48.90000000 fA/um	 264.5100000 nS	 26.45100000 nS/um
63	 1.1000 V	 0 V	 10.00 mV	 0 V	 575.964 nA	 -369 fA	 57.59640000 nA/um	 -36.90000000 fA/um	 320.6300000 nS	 32.06300000 nS/um
64	 1.1500 V	 0 V	 10.00 mV	 0 V	 593.875 nA	 -352 fA	 59.38750000 nA/um	 -35.20000000 fA/um	 395.2000000 nS	 39.52000000 nS/um
65	 1.2000 V	 0 V	 10.00 mV	 0 V	 615.484 nA	 -350 fA	 61.54840000 nA/um	 -35.00000000 fA/um	 482.9000000 nS	 48.29000000 nS/um
66	 1.2500 V	 0 V	 10.00 mV	 0 V	 642.165 nA	 -333 fA	 64.21650000 nA/um	 -33.30000000 fA/um	 601.3600000 nS	 60.13600000 nS/um
67	 1.3000 V	 0 V	 10.00 mV	 0 V	 675.620 nA	 -401 fA	 67.56200000 nA/um	 -40.10000000 fA/um	 759.3800000 nS	 75.93800000 nS/um
68	 1.3500 V	 0 V	 10.00 mV	 0 V	 718.103 nA	 -392 fA	 71.81030000 nA/um	 -39.20000000 fA/um	 938.4300000 nS	 93.84300000 nS/um
69	 1.4000 V	 0 V	 10.00 mV	 0 V	 769.463 nA	 -74 fA	 76.94630000 nA/um	 -7.400000000 fA/um	 1.137590000 uS	 113.7590000 nS/um
70	 1.4500 V	 0 V	 10.00 mV	 0 V	 831.862 nA	 -429 fA	 83.18620000 nA/um	 -42.90000000 fA/um	 1.370360000 uS	 137.0360000 nS/um
71	 1.5000 V	 0 V	 10.00 mV	 0 V	 906.499 nA	 -378 fA	 90.64990000 nA/um	 -37.80000000 fA/um	 1.556980000 uS	 155.6980000 nS/um
72	 1.5500 V	 0 V	 10.00 mV	 0 V	 987.56 nA	 8 fA	 98.75600000 nA/um	 800.0000000 aA/um	 1.780910000 uS	 178.0910000 nS/um
73	 1.6000 V	 0 V	 10.00 mV	 0 V	 1.08459 uA	 2.118 pA	 108.4590000 nA/um	 211.8000000 fA/um	 2.120500000 uS	 212.0500000 nS/um
74	 1.6500 V	 0 V	 10.00 mV	 0 V	 1.19961 uA	 -72 fA	 119.9610000 nA/um	 -7.200000000 fA/um	 2.404100000 uS	 240.4100000 nS/um
75	 1.7000 V	 0 V	 10.00 mV	 0 V	 1.32500 uA	 -374 fA	 132.5000000 nA/um	 -37.40000000 fA/um	 2.518000000 uS	 251.8000000 nS/um
76	 1.7500 V	 0 V	 10.00 mV	 0 V	 1.45141 uA	 -386 fA	 145.1410000 nA/um	 -38.60000000 fA/um	 2.508400000 uS	 250.8400000 nS/um
77	 1.8000 V	 0 V	 10.00 mV	 0 V	 1.57584 uA	 -560 fA	 157.5840000 nA/um	 -56.00000000 fA/um	 2.549100000 uS	 254.9100000 nS/um
78	 1.8500 V	 0 V	 10.00 mV	 0 V	 1.70632 uA	 -357 fA	 170.6320000 nA/um	 -35.70000000 fA/um	 2.631500000 uS	 263.1500000 nS/um
79	 1.9000 V	 0 V	 10.00 mV	 0 V	 1.83899 uA	 -286 fA	 183.8990000 nA/um	 -28.60000000 fA/um	 2.672400000 uS	 267.2400000 nS/um
80	 1.9500 V	 0 V	 10.00 mV	 0 V	 1.97356 uA	 -168 fA	 197.3560000 nA/um	 -16.80000000 fA/um	 2.692600000 uS	 269.2600000 nS/um
81	 2.0000 V	 0 V	 10.00 mV	 0 V	 2.10825 uA	 -781 fA	 210.8250000 nA/um	 -78.10000000 fA/um	 2.719500000 uS	 271.9500000 nS/um
82	 2.0500 V	 0 V	 10.00 mV	 0 V	 2.24551 uA	 -343 fA	 224.5510000 nA/um	 -34.30000000 fA/um	 2.636900000 uS	 263.6900000 nS/um
83	 2.1000 V	 0 V	 10.00 mV	 0 V	 2.37194 uA	 7 fA	 237.1940000 nA/um	 700.0000000 aA/um	 2.727500000 uS	 272.7500000 nS/um
84	 2.1500 V	 0 V	 10.00 mV	 0 V	 2.51826 uA	 -280 fA	 251.8260000 nA/um	 -28.00000000 fA/um	 2.840800000 uS	 284.0800000 nS/um
85	 2.2000 V	 0 V	 10.00 mV	 0 V	 2.65602 uA	 38 fA	 265.6020000 nA/um	 3.800000000 fA/um	 2.730300000 uS	 273.0300000 nS/um
86	 2.2500 V	 0 V	 10.00 mV	 0 V	 2.79129 uA	 -62 fA	 279.1290000 nA/um	 -6.200000000 fA/um	 2.788500000 uS	 278.8500000 nS/um
87	 2.3000 V	 0 V	 10.00 mV	 0 V	 2.93487 uA	 -240 fA	 293.4870000 nA/um	 -24.00000000 fA/um	 2.827900000 uS	 282.7900000 nS/um
88	 2.3500 V	 0 V	 10.00 mV	 0 V	 3.07408 uA	 -407 fA	 307.4080000 nA/um	 -40.70000000 fA/um	 2.759900000 uS	 275.9900000 nS/um
89	 2.4000 V	 0 V	 10.00 mV	 0 V	 3.21086 uA	 -94 fA	 321.0860000 nA/um	 -9.400000000 fA/um	 2.726500000 uS	 272.6500000 nS/um
90	 2.4500 V	 0 V	 10.00 mV	 0 V	 3.34673 uA	 -293 fA	 334.6730000 nA/um	 -29.30000000 fA/um	 2.692200000 uS	 269.2200000 nS/um
91	 2.5000 V	 0 V	 10.00 mV	 0 V	 3.48008 uA	 -277 fA	 348.0080000 nA/um	 -27.70000000 fA/um	 2.670200000 uS	 267.0200000 nS/um
92	 2.5500 V	 0 V	 10.00 mV	 0 V	 3.61375 uA	 -82 fA	 361.3750000 nA/um	 -8.200000000 fA/um	 2.648100000 uS	 264.8100000 nS/um
93	 2.6000 V	 0 V	 10.00 mV	 0 V	 3.74489 uA	 -450 fA	 374.4890000 nA/um	 -45.00000000 fA/um	 2.604500000 uS	 260.4500000 nS/um
94	 2.6500 V	 0 V	 10.00 mV	 0 V	 3.87420 uA	 -297 fA	 387.4200000 nA/um	 -29.70000000 fA/um	 2.589100000 uS	 258.9100000 nS/um
95	 2.7000 V	 0 V	 10.00 mV	 0 V	 4.00380 uA	 -215 fA	 400.3800000 nA/um	 -21.50000000 fA/um	 2.492800000 uS	 249.2800000 nS/um
96	 2.7500 V	 0 V	 10.00 mV	 0 V	 4.12348 uA	 -477 fA	 412.3480000 nA/um	 -47.70000000 fA/um	 2.546500000 uS	 254.6500000 nS/um
97	 2.8000 V	 0 V	 10.00 mV	 0 V	 4.25845 uA	 -3.968 pA	 425.8450000 nA/um	 -396.8000000 fA/um	 2.515400000 uS	 251.5400000 nS/um
98	 2.8500 V	 0 V	 10.00 mV	 0 V	 4.37502 uA	 -28 fA	 437.5020000 nA/um	 -2.800000000 fA/um	 2.450100000 uS	 245.0100000 nS/um
99	 2.9000 V	 0 V	 10.00 mV	 0 V	 4.50346 uA	 -279 fA	 450.3460000 nA/um	 -27.90000000 fA/um	 2.512000000 uS	 251.2000000 nS/um
100	 2.9500 V	 0 V	 10.00 mV	 0 V	 4.62622 uA	 -314 fA	 462.6220000 nA/um	 -31.40000000 fA/um	 2.444100000 uS	 244.4100000 nS/um
101	 3.0000 V	 0 V	 10.00 mV	 0 V	 4.74787 uA	 -470 fA	 474.7870000 nA/um	 -47.00000000 fA/um	 2.389400000 uS	 238.9400000 nS/um
102	 3.0500 V	 0 V	 10.00 mV	 0 V	 4.86516 uA	 -395 fA	 486.5160000 nA/um	 -39.50000000 fA/um	 2.353600000 uS	 235.3600000 nS/um
103	 3.1000 V	 0 V	 10.00 mV	 0 V	 4.98323 uA	 -464 fA	 498.3230000 nA/um	 -46.40000000 fA/um	 2.304000000 uS	 230.4000000 nS/um
104	 3.1500 V	 0 V	 10.00 mV	 0 V	 5.09556 uA	 -408 fA	 509.5560000 nA/um	 -40.80000000 fA/um	 2.261700000 uS	 226.1700000 nS/um
105	 3.2000 V	 0 V	 10.00 mV	 0 V	 5.20940 uA	 -534 fA	 520.9400000 nA/um	 -53.40000000 fA/um	 2.266100000 uS	 226.6100000 nS/um
106	 3.2500 V	 0 V	 10.00 mV	 0 V	 5.32217 uA	 -652 fA	 532.2170000 nA/um	 -65.20000000 fA/um	 2.189100000 uS	 218.9100000 nS/um
107	 3.3000 V	 0 V	 10.00 mV	 0 V	 5.42831 uA	 -687 fA	 542.8310000 nA/um	 -68.70000000 fA/um	 2.166700000 uS	 216.6700000 nS/um
108	 3.3500 V	 0 V	 10.00 mV	 0 V	 5.53884 uA	 142 fA	 553.8840000 nA/um	 14.20000000 fA/um	 2.142000000 uS	 214.2000000 nS/um
109	 3.4000 V	 0 V	 10.00 mV	 0 V	 5.64251 uA	 -363 fA	 564.2510000 nA/um	 -36.30000000 fA/um	 2.112800000 uS	 211.2800000 nS/um
110	 3.4500 V	 0 V	 10.00 mV	 0 V	 5.75012 uA	 -990 fA	 575.0120000 nA/um	 -99.00000000 fA/um	 2.129200000 uS	 212.9200000 nS/um
111	 3.5000 V	 0 V	 10.00 mV	 0 V	 5.85543 uA	 -252 fA	 585.5430000 nA/um	 -25.20000000 fA/um	 2.119300000 uS	 211.9300000 nS/um
112	 3.5500 V	 0 V	 10.00 mV	 0 V	 5.96205 uA	 -260 fA	 596.2050000 nA/um	 -26.00000000 fA/um	 2.105000000 uS	 210.5000000 nS/um
113	 3.6000 V	 0 V	 10.00 mV	 0 V	 6.06593 uA	 -279 fA	 606.5930000 nA/um	 -27.90000000 fA/um	 2.040700000 uS	 204.0700000 nS/um
114	 3.6500 V	 0 V	 10.00 mV	 0 V	 6.16612 uA	 551 fA	 616.6120000 nA/um	 55.10000000 fA/um	 1.956700000 uS	 195.6700000 nS/um
115	 3.7000 V	 0 V	 10.00 mV	 0 V	 6.26160 uA	 -310 fA	 626.1600000 nA/um	 -31.00000000 fA/um	 1.971200000 uS	 197.1200000 nS/um
116	 3.7500 V	 0 V	 10.00 mV	 0 V	 6.36324 uA	 -288 fA	 636.3240000 nA/um	 -28.80000000 fA/um	 1.993100000 uS	 199.3100000 nS/um
117	 3.8000 V	 0 V	 10.00 mV	 0 V	 6.46091 uA	 557 fA	 646.0910000 nA/um	 55.70000000 fA/um	 1.850400000 uS	 185.0400000 nS/um
118	 3.8500 V	 0 V	 10.00 mV	 0 V	 6.54828 uA	 -318 fA	 654.8280000 nA/um	 -31.80000000 fA/um	 1.861500000 uS	 186.1500000 nS/um
119	 3.9000 V	 0 V	 10.00 mV	 0 V	 6.64706 uA	 -460 fA	 664.7060000 nA/um	 -46.00000000 fA/um	 1.929900000 uS	 192.9900000 nS/um
120	 3.9500 V	 0 V	 10.00 mV	 0 V	 6.74127 uA	 -1.914 pA	 674.1270000 nA/um	 -191.4000000 fA/um	 1.718900000 uS	 171.8900000 nS/um
121	 4.0000 V	 0 V	 10.00 mV	 0 V	 6.81895 uA	 -123 fA	 681.8950000 nA/um	 -12.30000000 fA/um	 1.739600000 uS	 173.9600000 nS/um
122	 4.0500 V	 0 V	 10.00 mV	 0 V	 6.91523 uA	 -502 fA	 691.5230000 nA/um	 -50.20000000 fA/um	 1.840300000 uS	 184.0300000 nS/um
123	 4.1000 V	 0 V	 10.00 mV	 0 V	 7.00298 uA	 -475 fA	 700.2980000 nA/um	 -47.50000000 fA/um	 1.721900000 uS	 172.1900000 nS/um
124	 4.1500 V	 0 V	 10.00 mV	 0 V	 7.08742 uA	 -320 fA	 708.7420000 nA/um	 -32.00000000 fA/um	 1.699700000 uS	 169.9700000 nS/um
125	 4.2000 V	 0 V	 10.00 mV	 0 V	 7.17295 uA	 -481 fA	 717.2950000 nA/um	 -48.10000000 fA/um	 1.705100000 uS	 170.5100000 nS/um
126	 4.2500 V	 0 V	 10.00 mV	 0 V	 7.25793 uA	 -394 fA	 725.7930000 nA/um	 -39.40000000 fA/um	 1.642200000 uS	 164.2200000 nS/um
127	 4.3000 V	 0 V	 10.00 mV	 0 V	 7.33717 uA	 1.975 pA	 733.7170000 nA/um	 197.5000000 fA/um	 1.510400000 uS	 151.0400000 nS/um
128	 4.3500 V	 0 V	 10.00 mV	 0 V	 7.40897 uA	 287 fA	 740.8970000 nA/um	 28.70000000 fA/um	 1.669600000 uS	 166.9600000 nS/um
129	 4.4000 V	 0 V	 10.00 mV	 0 V	 7.50413 uA	 -538 fA	 750.4130000 nA/um	 -53.80000000 fA/um	 1.672700000 uS	 167.2700000 nS/um
130	 4.4500 V	 0 V	 10.00 mV	 0 V	 7.57624 uA	 -3.166 pA	 757.6240000 nA/um	 -316.6000000 fA/um	 1.389100000 uS	 138.9100000 nS/um
131	 4.5000 V	 0 V	 10.00 mV	 0 V	 7.64304 uA	 -3.572 pA	 764.3040000 nA/um	 -357.2000000 fA/um	 1.413200000 uS	 141.3200000 nS/um
132	 4.5500 V	 0 V	 10.00 mV	 0 V	 7.71756 uA	 -716 fA	 771.7560000 nA/um	 -71.60000000 fA/um	 1.388100000 uS	 138.8100000 nS/um
133	 4.6000 V	 0 V	 10.00 mV	 0 V	 7.78185 uA	 -543 fA	 778.1850000 nA/um	 -54.30000000 fA/um	 1.385100000 uS	 138.5100000 nS/um
134	 4.6500 V	 0 V	 10.00 mV	 0 V	 7.85607 uA	 -477 fA	 785.6070000 nA/um	 -47.70000000 fA/um	 1.446200000 uS	 144.6200000 nS/um
135	 4.7000 V	 0 V	 10.00 mV	 0 V	 7.92647 uA	 -327 fA	 792.6470000 nA/um	 -32.70000000 fA/um	 1.418000000 uS	 141.8000000 nS/um
136	 4.7500 V	 0 V	 10.00 mV	 0 V	 7.99787 uA	 -240 fA	 799.7870000 nA/um	 -24.00000000 fA/um	 1.431700000 uS	 143.1700000 nS/um
137	 4.8000 V	 0 V	 10.00 mV	 0 V	 8.06964 uA	 -422 fA	 806.9640000 nA/um	 -42.20000000 fA/um	 1.429300000 uS	 142.9300000 nS/um
138	 4.8500 V	 0 V	 10.00 mV	 0 V	 8.14080 uA	 -345 fA	 814.0800000 nA/um	 -34.50000000 fA/um	 1.409300000 uS	 140.9300000 nS/um
139	 4.9000 V	 0 V	 10.00 mV	 0 V	 8.21057 uA	 -462 fA	 821.0570000 nA/um	 -46.20000000 fA/um	 1.361100000 uS	 136.1100000 nS/um
140	 4.9500 V	 0 V	 10.00 mV	 0 V	 8.27691 uA	 -273 fA	 827.6910000 nA/um	 -27.30000000 fA/um	 1.351200000 uS	 135.1200000 nS/um
141	 5.0000 V	 0 V	 10.00 mV	 0 V	 8.34569 uA	 -357 fA	 834.5690000 nA/um	 -35.70000000 fA/um	 1.375600000 uS	 137.5600000 nS/um
142	 -2.0000 V	 0 V	 10.00 mV	 -500.00 mV	 436.100 nA	 -96.009 pA	 43.61000000 nA/um	 -9.600900000 pA/um	 -5.300000000 nS	 -530.0000000 pS/um
143	 -1.9500 V	 0 V	 10.00 mV	 -500.00 mV	 435.835 nA	 -94.922 pA	 43.58350000 nA/um	 -9.492200000 pA/um	 -260.0000000 pS	 -26.00000000 pS/um
144	 -1.9000 V	 0 V	 10.00 mV	 -500.00 mV	 436.074 nA	 -95.816 pA	 43.60740000 nA/um	 -9.581600000 pA/um	 4.170000000 nS	 417.0000000 pS/um
145	 -1.8500 V	 0 V	 10.00 mV	 -500.00 mV	 436.252 nA	 -95.486 pA	 43.62520000 nA/um	 -9.548600000 pA/um	 2.880000000 nS	 288.0000000 pS/um
146	 -1.8000 V	 0 V	 10.00 mV	 -500.00 mV	 436.362 nA	 -95.914 pA	 43.63620000 nA/um	 -9.591400000 pA/um	 4.170000000 nS	 417.0000000 pS/um
147	 -1.7500 V	 0 V	 10.00 mV	 -500.00 mV	 436.669 nA	 -95.333 pA	 43.66690000 nA/um	 -9.533300000 pA/um	 5.440000000 nS	 544.0000000 pS/um
148	 -1.7000 V	 0 V	 10.00 mV	 -500.00 mV	 436.906 nA	 -95.696 pA	 43.69060000 nA/um	 -9.569600000 pA/um	 3.210000000 nS	 321.0000000 pS/um
149	 -1.6500 V	 0 V	 10.00 mV	 -500.00 mV	 436.990 nA	 -96.599 pA	 43.69900000 nA/um	 -9.659900000 pA/um	 5.430000000 nS	 543.0000000 pS/um
150	 -1.6000 V	 0 V	 10.00 mV	 -500.00 mV	 437.449 nA	 -96.492 pA	 43.74490000 nA/um	 -9.649200000 pA/um	 7.260000000 nS	 726.0000000 pS/um
151	 -1.5500 V	 0 V	 10.00 mV	 -500.00 mV	 437.716 nA	 -95.029 pA	 43.77160000 nA/um	 -9.502900000 pA/um	 5.790000000 nS	 579.0000000 pS/um
152	 -1.5000 V	 0 V	 10.00 mV	 -500.00 mV	 438.028 nA	 -96.369 pA	 43.80280000 nA/um	 -9.636900000 pA/um	 7.770000000 nS	 777.0000000 pS/um
