Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
166	 2.0000 V	 0 V	 825.0 mV	 0 V	 8.34240 uA	 834.2400000 nA/um
167	 2.0000 V	 0 V	 830.0 mV	 0 V	 8.44280 uA	 844.2800000 nA/um
168	 2.0000 V	 0 V	 835.0 mV	 0 V	 10.76640 uA	 1.076640000 uA/um
169	 2.0000 V	 0 V	 840.0 mV	 0 V	 8.86340 uA	 886.3400000 nA/um
170	 2.0000 V	 0 V	 845.0 mV	 0 V	 7.77010 uA	 777.0100000 nA/um
171	 2.0000 V	 0 V	 850.0 mV	 0 V	 9.0540 uA	 905.4000000 nA/um
172	 2.0000 V	 0 V	 855.0 mV	 0 V	 8.9830 uA	 898.3000000 nA/um
173	 2.0000 V	 0 V	 860.0 mV	 0 V	 8.8630 uA	 886.3000000 nA/um
174	 2.0000 V	 0 V	 865.0 mV	 0 V	 8.9170 uA	 891.7000000 nA/um
175	 2.0000 V	 0 V	 870.0 mV	 0 V	 8.3040 uA	 830.4000000 nA/um
176	 2.0000 V	 0 V	 875.0 mV	 0 V	 11.3550 uA	 1.135500000 uA/um
177	 2.0000 V	 0 V	 880.0 mV	 0 V	 7.68980 uA	 768.9800000 nA/um
178	 2.0000 V	 0 V	 885.0 mV	 0 V	 8.5330 uA	 853.3000000 nA/um
179	 2.0000 V	 0 V	 890.0 mV	 0 V	 11.3600 uA	 1.136000000 uA/um
180	 2.0000 V	 0 V	 895.0 mV	 0 V	 7.81350 uA	 781.3500000 nA/um
181	 2.0000 V	 0 V	 900.0 mV	 0 V	 8.1350 uA	 813.5000000 nA/um
182	 2.0000 V	 0 V	 905.0 mV	 0 V	 11.5070 uA	 1.150700000 uA/um
183	 2.0000 V	 0 V	 910.0 mV	 0 V	 7.34090 uA	 734.0900000 nA/um
184	 2.0000 V	 0 V	 915.0 mV	 0 V	 8.1680 uA	 816.8000000 nA/um
185	 2.0000 V	 0 V	 920.0 mV	 0 V	 11.4820 uA	 1.148200000 uA/um
186	 2.0000 V	 0 V	 925.0 mV	 0 V	 8.88250 uA	 888.2500000 nA/um
187	 2.0000 V	 0 V	 930.0 mV	 0 V	 8.5440 uA	 854.4000000 nA/um
188	 2.0000 V	 0 V	 935.0 mV	 0 V	 11.3990 uA	 1.139900000 uA/um
189	 2.0000 V	 0 V	 940.0 mV	 0 V	 7.73430 uA	 773.4300000 nA/um
190	 2.0000 V	 0 V	 945.0 mV	 0 V	 8.6860 uA	 868.6000000 nA/um
191	 2.0000 V	 0 V	 950.0 mV	 0 V	 11.4200 uA	 1.142000000 uA/um
192	 2.0000 V	 0 V	 955.0 mV	 0 V	 9.5810 uA	 958.1000000 nA/um
193	 2.0000 V	 0 V	 960.0 mV	 0 V	 10.4630 uA	 1.046300000 uA/um
194	 2.0000 V	 0 V	 965.0 mV	 0 V	 10.9860 uA	 1.098600000 uA/um
195	 2.0000 V	 0 V	 970.0 mV	 0 V	 9.24640 uA	 924.6400000 nA/um
196	 2.0000 V	 0 V	 975.0 mV	 0 V	 8.4520 uA	 845.2000000 nA/um
197	 2.0000 V	 0 V	 980.0 mV	 0 V	 11.9150 uA	 1.191500000 uA/um
198	 2.0000 V	 0 V	 985.0 mV	 0 V	 9.01420 uA	 901.4200000 nA/um
199	 2.0000 V	 0 V	 990.0 mV	 0 V	 8.5130 uA	 851.3000000 nA/um
200	 2.0000 V	 0 V	 995.0 mV	 0 V	 11.8860 uA	 1.188600000 uA/um
201	 2.0000 V	 0 V	 1.0000 V	 0 V	 9.7320 uA	 973.2000000 nA/um
202	 2.0000 V	 0 V	 1.0050 V	 0 V	 11.10660 uA	 1.110660000 uA/um
203	 2.0000 V	 0 V	 1.0100 V	 0 V	 10.9250 uA	 1.092500000 uA/um
204	 2.0000 V	 0 V	 1.0150 V	 0 V	 10.9750 uA	 1.097500000 uA/um
205	 2.0000 V	 0 V	 1.0200 V	 0 V	 10.75800 uA	 1.075800000 uA/um
206	 2.0000 V	 0 V	 1.0250 V	 0 V	 9.6210 uA	 962.1000000 nA/um
207	 2.0000 V	 0 V	 1.0300 V	 0 V	 11.6540 uA	 1.165400000 uA/um
208	 2.0000 V	 0 V	 1.0350 V	 0 V	 9.8950 uA	 989.5000000 nA/um
209	 2.0000 V	 0 V	 1.0400 V	 0 V	 9.7810 uA	 978.1000000 nA/um
210	 2.0000 V	 0 V	 1.0450 V	 0 V	 11.5390 uA	 1.153900000 uA/um
211	 2.0000 V	 0 V	 1.0500 V	 0 V	 9.9110 uA	 991.1000000 nA/um
212	 2.0000 V	 0 V	 1.0550 V	 0 V	 10.1610 uA	 1.016100000 uA/um
213	 2.0000 V	 0 V	 1.0600 V	 0 V	 11.4150 uA	 1.141500000 uA/um
214	 2.0000 V	 0 V	 1.0650 V	 0 V	 10.0150 uA	 1.001500000 uA/um
215	 2.0000 V	 0 V	 1.0700 V	 0 V	 10.1740 uA	 1.017400000 uA/um
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 11.6590 uA	 1.165900000 uA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 10.1800 uA	 1.018000000 uA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 10.1910 uA	 1.019100000 uA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 11.7440 uA	 1.174400000 uA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 10.4250 uA	 1.042500000 uA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 11.13830 uA	 1.113830000 uA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 10.6220 uA	 1.062200000 uA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 11.2070 uA	 1.120700000 uA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 9.9730 uA	 997.3000000 nA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 9.9510 uA	 995.1000000 nA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 11.2350 uA	 1.123500000 uA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 11.1380 uA	 1.113800000 uA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 9.9330 uA	 993.3000000 nA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 10.5990 uA	 1.059900000 uA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 11.3650 uA	 1.136500000 uA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 10.9270 uA	 1.092700000 uA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 9.9700 uA	 997.0000000 nA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 10.3570 uA	 1.035700000 uA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 11.2940 uA	 1.129400000 uA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 11.3680 uA	 1.136800000 uA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 10.1160 uA	 1.011600000 uA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 11.2840 uA	 1.128400000 uA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 11.1960 uA	 1.119600000 uA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 10.1750 uA	 1.017500000 uA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 10.7970 uA	 1.079700000 uA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 11.3920 uA	 1.139200000 uA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 11.1450 uA	 1.114500000 uA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 9.4760 uA	 947.6000000 nA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 10.9330 uA	 1.093300000 uA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 11.9110 uA	 1.191100000 uA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 11.0120 uA	 1.101200000 uA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 10.3770 uA	 1.037700000 uA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 11.3710 uA	 1.137100000 uA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 11.3920 uA	 1.139200000 uA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 9.9450 uA	 994.5000000 nA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 11.1280 uA	 1.112800000 uA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 12.0000 uA	 1.200000000 uA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 10.7630 uA	 1.076300000 uA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 10.5010 uA	 1.050100000 uA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 11.4120 uA	 1.141200000 uA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 11.5560 uA	 1.155600000 uA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 10.6280 uA	 1.062800000 uA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 10.8800 uA	 1.088000000 uA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 11.5620 uA	 1.156200000 uA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 11.4810 uA	 1.148100000 uA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 10.6170 uA	 1.061700000 uA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 11.2160 uA	 1.121600000 uA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 11.7440 uA	 1.174400000 uA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 10.8790 uA	 1.087900000 uA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 10.6240 uA	 1.062400000 uA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 11.5970 uA	 1.159700000 uA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 11.5330 uA	 1.153300000 uA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 10.8040 uA	 1.080400000 uA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 11.0890 uA	 1.108900000 uA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 12.1120 uA	 1.211200000 uA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 11.2150 uA	 1.121500000 uA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 10.9010 uA	 1.090100000 uA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 11.7060 uA	 1.170600000 uA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 11.8620 uA	 1.186200000 uA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 10.8900 uA	 1.089000000 uA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 11.1000 uA	 1.110000000 uA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 11.6820 uA	 1.168200000 uA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 11.7190 uA	 1.171900000 uA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 10.9710 uA	 1.097100000 uA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 11.2350 uA	 1.123500000 uA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 11.8900 uA	 1.189000000 uA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 11.9380 uA	 1.193800000 uA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 11.0510 uA	 1.105100000 uA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 11.6850 uA	 1.168500000 uA/um
