Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
1	 2.0000 V	 0 V	 0 V	 0 V	 31.3490 nA	 3.134900000 nA/um
2	 2.0000 V	 0 V	 5.0 mV	 0 V	 810.880 nA	 81.08800000 nA/um
3	 2.0000 V	 0 V	 10.0 mV	 0 V	 2.17580 uA	 217.5800000 nA/um
4	 2.0000 V	 0 V	 15.0 mV	 0 V	 1.95230 uA	 195.2300000 nA/um
5	 2.0000 V	 0 V	 20.0 mV	 0 V	 3.73810 uA	 373.8100000 nA/um
6	 2.0000 V	 0 V	 25.0 mV	 0 V	 5.76300 uA	 576.3000000 nA/um
7	 2.0000 V	 0 V	 30.0 mV	 0 V	 4.18090 uA	 418.0900000 nA/um
8	 2.0000 V	 0 V	 35.0 mV	 0 V	 5.24100 uA	 524.1000000 nA/um
9	 2.0000 V	 0 V	 40.0 mV	 0 V	 9.26980 uA	 926.9800000 nA/um
10	 2.0000 V	 0 V	 45.0 mV	 0 V	 6.94990 uA	 694.9900000 nA/um
11	 2.0000 V	 0 V	 50.0 mV	 0 V	 6.46070 uA	 646.0700000 nA/um
12	 2.0000 V	 0 V	 55.0 mV	 0 V	 7.6640 uA	 766.4000000 nA/um
13	 2.0000 V	 0 V	 60.0 mV	 0 V	 13.5050 uA	 1.350500000 uA/um
14	 2.0000 V	 0 V	 65.0 mV	 0 V	 10.8690 uA	 1.086900000 uA/um
15	 2.0000 V	 0 V	 70.0 mV	 0 V	 8.4070 uA	 840.7000000 nA/um
16	 2.0000 V	 0 V	 75.0 mV	 0 V	 15.2070 uA	 1.520700000 uA/um
17	 2.0000 V	 0 V	 80.0 mV	 0 V	 14.9410 uA	 1.494100000 uA/um
18	 2.0000 V	 0 V	 85.0 mV	 0 V	 9.3630 uA	 936.3000000 nA/um
19	 2.0000 V	 0 V	 90.0 mV	 0 V	 13.1070 uA	 1.310700000 uA/um
20	 2.0000 V	 0 V	 95.0 mV	 0 V	 19.6420 uA	 1.964200000 uA/um
21	 2.0000 V	 0 V	 100.0 mV	 0 V	 11.5400 uA	 1.154000000 uA/um
22	 2.0000 V	 0 V	 105.0 mV	 0 V	 13.9510 uA	 1.395100000 uA/um
23	 2.0000 V	 0 V	 110.0 mV	 0 V	 22.6820 uA	 2.268200000 uA/um
24	 2.0000 V	 0 V	 115.0 mV	 0 V	 15.4830 uA	 1.548300000 uA/um
25	 2.0000 V	 0 V	 120.0 mV	 0 V	 12.0110 uA	 1.201100000 uA/um
26	 2.0000 V	 0 V	 125.0 mV	 0 V	 19.9420 uA	 1.994200000 uA/um
27	 2.0000 V	 0 V	 130.0 mV	 0 V	 23.1310 uA	 2.313100000 uA/um
28	 2.0000 V	 0 V	 135.0 mV	 0 V	 14.6150 uA	 1.461500000 uA/um
29	 2.0000 V	 0 V	 140.0 mV	 0 V	 15.1090 uA	 1.510900000 uA/um
30	 2.0000 V	 0 V	 145.0 mV	 0 V	 25.5520 uA	 2.555200000 uA/um
31	 2.0000 V	 0 V	 150.0 mV	 0 V	 27.0170 uA	 2.701700000 uA/um
32	 2.0000 V	 0 V	 155.0 mV	 0 V	 17.0060 uA	 1.700600000 uA/um
33	 2.0000 V	 0 V	 160.0 mV	 0 V	 15.1830 uA	 1.518300000 uA/um
34	 2.0000 V	 0 V	 165.0 mV	 0 V	 30.8240 uA	 3.082400000 uA/um
35	 2.0000 V	 0 V	 170.0 mV	 0 V	 22.3110 uA	 2.231100000 uA/um
36	 2.0000 V	 0 V	 175.0 mV	 0 V	 15.4770 uA	 1.547700000 uA/um
37	 2.0000 V	 0 V	 180.0 mV	 0 V	 29.7240 uA	 2.972400000 uA/um
38	 2.0000 V	 0 V	 185.0 mV	 0 V	 28.8360 uA	 2.883600000 uA/um
39	 2.0000 V	 0 V	 190.0 mV	 0 V	 15.6190 uA	 1.561900000 uA/um
40	 2.0000 V	 0 V	 195.0 mV	 0 V	 23.0020 uA	 2.300200000 uA/um
41	 2.0000 V	 0 V	 200.0 mV	 0 V	 35.2500 uA	 3.525000000 uA/um
42	 2.0000 V	 0 V	 205.0 mV	 0 V	 27.8800 uA	 2.788000000 uA/um
43	 2.0000 V	 0 V	 210.0 mV	 0 V	 16.3190 uA	 1.631900000 uA/um
44	 2.0000 V	 0 V	 215.0 mV	 0 V	 29.5140 uA	 2.951400000 uA/um
45	 2.0000 V	 0 V	 220.0 mV	 0 V	 37.0180 uA	 3.701800000 uA/um
46	 2.0000 V	 0 V	 225.0 mV	 0 V	 24.8310 uA	 2.483100000 uA/um
47	 2.0000 V	 0 V	 230.0 mV	 0 V	 19.1930 uA	 1.919300000 uA/um
48	 2.0000 V	 0 V	 235.0 mV	 0 V	 34.1920 uA	 3.419200000 uA/um
49	 2.0000 V	 0 V	 240.0 mV	 0 V	 34.1880 uA	 3.418800000 uA/um
