Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 2.0000 V	 0 V	 69.0373 nA	 -397.076 pA	 6.903730000 nA/um	 -39.70760000 pA/um	 -602.0000000 pS	 -60.20000000 pS/um
2	 -1.9500 V	 0 V	 2.0000 V	 0 V	 69.0072 nA	 -397.343 pA	 6.900720000 nA/um	 -39.73430000 pA/um	 23.00000000 pS	 2.300000000 pS/um
3	 -1.9000 V	 0 V	 2.0000 V	 0 V	 69.0396 nA	 -394.897 pA	 6.903960000 nA/um	 -39.48970000 pA/um	 691.0000000 pS	 69.10000000 pS/um
4	 -1.8500 V	 0 V	 2.0000 V	 0 V	 69.0763 nA	 -394.299 pA	 6.907630000 nA/um	 -39.42990000 pA/um	 602.0000000 pS	 60.20000000 pS/um
5	 -1.8000 V	 0 V	 2.0000 V	 0 V	 69.0998 nA	 -394.928 pA	 6.909980000 nA/um	 -39.49280000 pA/um	 -209.0000000 pS	 -20.90000000 pS/um
6	 -1.7500 V	 0 V	 2.0000 V	 0 V	 69.0554 nA	 -393.638 pA	 6.905540000 nA/um	 -39.36380000 pA/um	 -1.585000000 nS	 -158.5000000 pS/um
7	 -1.7000 V	 0 V	 2.0000 V	 0 V	 68.9413 nA	 -395.494 pA	 6.894130000 nA/um	 -39.54940000 pA/um	 -1.524000000 nS	 -152.4000000 pS/um
8	 -1.6500 V	 0 V	 2.0000 V	 0 V	 68.9030 nA	 -395.592 pA	 6.890300000 nA/um	 -39.55920000 pA/um	 -246.0000000 pS	 -24.60000000 pS/um
9	 -1.6000 V	 0 V	 2.0000 V	 0 V	 68.9167 nA	 -395.675 pA	 6.891670000 nA/um	 -39.56750000 pA/um	 -709.0000000 pS	 -70.90000000 pS/um
10	 -1.5500 V	 0 V	 2.0000 V	 0 V	 68.8321 nA	 -394.030 pA	 6.883210000 nA/um	 -39.40300000 pA/um	 757.0000000 pS	 75.70000000 pS/um
11	 -1.5000 V	 0 V	 2.0000 V	 0 V	 68.9924 nA	 -393.972 pA	 6.899240000 nA/um	 -39.39720000 pA/um	 1.457000000 nS	 145.7000000 pS/um
12	 -1.4500 V	 0 V	 2.0000 V	 0 V	 68.9778 nA	 -393.932 pA	 6.897780000 nA/um	 -39.39320000 pA/um	 -405.0000000 pS	 -40.50000000 pS/um
13	 -1.4000 V	 0 V	 2.0000 V	 0 V	 68.9519 nA	 -391.732 pA	 6.895190000 nA/um	 -39.17320000 pA/um	 886.0000000 pS	 88.60000000 pS/um
14	 -1.3500 V	 0 V	 2.0000 V	 0 V	 69.0664 nA	 -391.650 pA	 6.906640000 nA/um	 -39.16500000 pA/um	 880.0000000 pS	 88.00000000 pS/um
15	 -1.3000 V	 0 V	 2.0000 V	 0 V	 69.0399 nA	 -391.907 pA	 6.903990000 nA/um	 -39.19070000 pA/um	 -259.0000000 pS	 -25.90000000 pS/um
16	 -1.2500 V	 0 V	 2.0000 V	 0 V	 69.0405 nA	 -391.662 pA	 6.904050000 nA/um	 -39.16620000 pA/um	 324.0000000 pS	 32.40000000 pS/um
17	 -1.2000 V	 0 V	 2.0000 V	 0 V	 69.0723 nA	 -391.952 pA	 6.907230000 nA/um	 -39.19520000 pA/um	 281.0000000 pS	 28.10000000 pS/um
18	 -1.1500 V	 0 V	 2.0000 V	 0 V	 69.0686 nA	 -391.683 pA	 6.906860000 nA/um	 -39.16830000 pA/um	 114.0000000 pS	 11.40000000 pS/um
19	 -1.1000 V	 0 V	 2.0000 V	 0 V	 69.0837 nA	 -391.740 pA	 6.908370000 nA/um	 -39.17400000 pA/um	 -744.0000000 pS	 -74.40000000 pS/um
20	 -1.0500 V	 0 V	 2.0000 V	 0 V	 68.9942 nA	 -391.298 pA	 6.899420000 nA/um	 -39.12980000 pA/um	 -685.0000000 pS	 -68.50000000 pS/um
21	 -1.0000 V	 0 V	 2.0000 V	 0 V	 69.0152 nA	 -390.788 pA	 6.901520000 nA/um	 -39.07880000 pA/um	 999.9999999 fS	 100.0000000 fS/um
22	 -950.0 mV	 0 V	 2.0000 V	 0 V	 68.9943 nA	 -391.712 pA	 6.899430000 nA/um	 -39.17120000 pA/um	 -387.0000000 pS	 -38.70000000 pS/um
