Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 2.0000 V	 0 V	 5.16579 nA	 -3.44861 nA	 516.5790000 pA/um	 -344.8610000 pA/um	 95.00000000 pS	 9.500000000 pS/um
2	 -1.9500 V	 0 V	 2.0000 V	 0 V	 5.17054 nA	 -3.45625 nA	 517.0540000 pA/um	 -345.6250000 pA/um	 51.90000000 pS	 5.190000000 pS/um
3	 -1.9000 V	 0 V	 2.0000 V	 0 V	 5.17098 nA	 -3.45084 nA	 517.0980000 pA/um	 -345.0840000 pA/um	 -141.4000000 pS	 -14.14000000 pS/um
4	 -1.8500 V	 0 V	 2.0000 V	 0 V	 5.15640 nA	 -3.44491 nA	 515.6400000 pA/um	 -344.4910000 pA/um	 -161.9000000 pS	 -16.19000000 pS/um
5	 -1.8000 V	 0 V	 2.0000 V	 0 V	 5.15479 nA	 -3.43828 nA	 515.4790000 pA/um	 -343.8280000 pA/um	 -12.10000000 pS	 -1.210000000 pS/um
6	 -1.7500 V	 0 V	 2.0000 V	 0 V	 5.15519 nA	 -3.45158 nA	 515.5190000 pA/um	 -345.1580000 pA/um	 119.6000000 pS	 11.96000000 pS/um
7	 -1.7000 V	 0 V	 2.0000 V	 0 V	 5.16675 nA	 -3.44427 nA	 516.6750000 pA/um	 -344.4270000 pA/um	 2.975300000 nS	 297.5300000 pS/um
8	 -1.6500 V	 0 V	 2.0000 V	 0 V	 5.45272 nA	 -3.62521 nA	 545.2720000 pA/um	 -362.5210000 pA/um	 2.683600000 nS	 268.3600000 pS/um
9	 -1.6000 V	 0 V	 2.0000 V	 0 V	 5.43511 nA	 -3.44596 nA	 543.5110000 pA/um	 -344.5960000 pA/um	 -2.993400000 nS	 -299.3400000 pS/um
10	 -1.5500 V	 0 V	 2.0000 V	 0 V	 5.15338 nA	 -3.44231 nA	 515.3380000 pA/um	 -344.2310000 pA/um	 -2.737200000 nS	 -273.7200000 pS/um
11	 -1.5000 V	 0 V	 2.0000 V	 0 V	 5.16139 nA	 -3.44610 nA	 516.1390000 pA/um	 -344.6100000 pA/um	 170.5000000 pS	 17.05000000 pS/um
12	 -1.4500 V	 0 V	 2.0000 V	 0 V	 5.17043 nA	 -3.44065 nA	 517.0430000 pA/um	 -344.0650000 pA/um	 78.70000000 pS	 7.870000000 pS/um
13	 -1.4000 V	 0 V	 2.0000 V	 0 V	 5.16926 nA	 -3.44972 nA	 516.9260000 pA/um	 -344.9720000 pA/um	 -115.1000000 pS	 -11.51000000 pS/um
14	 -1.3500 V	 0 V	 2.0000 V	 0 V	 5.15892 nA	 -3.45248 nA	 515.8920000 pA/um	 -345.2480000 pA/um	 48.00000000 pS	 4.800000000 pS/um
15	 -1.3000 V	 0 V	 2.0000 V	 0 V	 5.17406 nA	 -3.44261 nA	 517.4060000 pA/um	 -344.2610000 pA/um	 102.3000000 pS	 10.23000000 pS/um
16	 -1.2500 V	 0 V	 2.0000 V	 0 V	 5.16915 nA	 -3.44135 nA	 516.9150000 pA/um	 -344.1350000 pA/um	 -160.9000000 pS	 -16.09000000 pS/um
17	 -1.2000 V	 0 V	 2.0000 V	 0 V	 5.15797 nA	 -3.45581 nA	 515.7970000 pA/um	 -345.5810000 pA/um	 52.50000000 pS	 5.250000000 pS/um
18	 -1.1500 V	 0 V	 2.0000 V	 0 V	 5.17440 nA	 -3.44397 nA	 517.4400000 pA/um	 -344.3970000 pA/um	 166.6000000 pS	 16.66000000 pS/um
19	 -1.1000 V	 0 V	 2.0000 V	 0 V	 5.17463 nA	 -3.44490 nA	 517.4630000 pA/um	 -344.4900000 pA/um	 -139.9000000 pS	 -13.99000000 pS/um
20	 -1.0500 V	 0 V	 2.0000 V	 0 V	 5.16041 nA	 -3.45872 nA	 516.0410000 pA/um	 -345.8720000 pA/um	 39.20000000 pS	 3.920000000 pS/um
21	 -1.0000 V	 0 V	 2.0000 V	 0 V	 5.17855 nA	 -3.45684 nA	 517.8550000 pA/um	 -345.6840000 pA/um	 69.50000000 pS	 6.950000000 pS/um
22	 -950.0 mV	 0 V	 2.0000 V	 0 V	 5.16736 nA	 -3.44597 nA	 516.7360000 pA/um	 -344.5970000 pA/um	 -129.7000000 pS	 -12.97000000 pS/um
23	 -900.0 mV	 0 V	 2.0000 V	 0 V	 5.16558 nA	 -3.44778 nA	 516.5580000 pA/um	 -344.7780000 pA/um	 66.40000000 pS	 6.640000000 pS/um
24	 -850.0 mV	 0 V	 2.0000 V	 0 V	 5.17400 nA	 -3.45421 nA	 517.4000000 pA/um	 -345.4210000 pA/um	 -62.30000000 pS	 -6.230000000 pS/um
25	 -800.0 mV	 0 V	 2.0000 V	 0 V	 5.15935 nA	 -3.44999 nA	 515.9350000 pA/um	 -344.9990000 pA/um	 -115.1000000 pS	 -11.51000000 pS/um
26	 -750.0 mV	 0 V	 2.0000 V	 0 V	 5.16249 nA	 -3.44152 nA	 516.2490000 pA/um	 -344.1520000 pA/um	 8.500000000 pS	 850.0000000 fS/um
27	 -700.0 mV	 0 V	 2.0000 V	 0 V	 5.16020 nA	 -3.44300 nA	 516.0200000 pA/um	 -344.3000000 pA/um	 -13.10000000 pS	 -1.310000000 pS/um
28	 -650.0 mV	 0 V	 2.0000 V	 0 V	 5.16118 nA	 -3.45517 nA	 516.1180000 pA/um	 -345.5170000 pA/um	 -11.40000000 pS	 -1.140000000 pS/um
29	 -600.0 mV	 0 V	 2.0000 V	 0 V	 5.15906 nA	 -3.45583 nA	 515.9060000 pA/um	 -345.5830000 pA/um	 26.90000000 pS	 2.690000000 pS/um
30	 -550.0 mV	 0 V	 2.0000 V	 0 V	 5.16387 nA	 -3.44493 nA	 516.3870000 pA/um	 -344.4930000 pA/um	 6.900000000 pS	 690.0000000 fS/um
31	 -500.0 mV	 0 V	 2.0000 V	 0 V	 5.15975 nA	 -3.44281 nA	 515.9750000 pA/um	 -344.2810000 pA/um	 -24.90000000 pS	 -2.490000000 pS/um
