Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 2.0000 V	 0 V	 4.79431 mA	 -1.05998 nA	 479.4310000 uA/um	 -105.9980000 pA/um	 60.80000000 uS	 6.080000000 uS/um
2	 -1.9500 V	 0 V	 2.0000 V	 0 V	 4.79735 mA	 -1.06201 nA	 479.7350000 uA/um	 -106.2010000 pA/um	 60.10000000 uS	 6.010000000 uS/um
3	 -1.9000 V	 0 V	 2.0000 V	 0 V	 4.80032 mA	 -1.06307 nA	 480.0320000 uA/um	 -106.3070000 pA/um	 60.80000000 uS	 6.080000000 uS/um
4	 -1.8500 V	 0 V	 2.0000 V	 0 V	 4.80343 mA	 -1.06180 nA	 480.3430000 uA/um	 -106.1800000 pA/um	 62.50000000 uS	 6.250000000 uS/um
5	 -1.8000 V	 0 V	 2.0000 V	 0 V	 4.80657 mA	 -1.06147 nA	 480.6570000 uA/um	 -106.1470000 pA/um	 62.80000000 uS	 6.280000000 uS/um
6	 -1.7500 V	 0 V	 2.0000 V	 0 V	 4.80971 mA	 -1.06032 nA	 480.9710000 uA/um	 -106.0320000 pA/um	 64.80000000 uS	 6.480000000 uS/um
7	 -1.7000 V	 0 V	 2.0000 V	 0 V	 4.81305 mA	 -1.06065 nA	 481.3050000 uA/um	 -106.0650000 pA/um	 65.90000000 uS	 6.590000000 uS/um
8	 -1.6500 V	 0 V	 2.0000 V	 0 V	 4.81630 mA	 -1.05973 nA	 481.6300000 uA/um	 -105.9730000 pA/um	 65.30000000 uS	 6.530000000 uS/um
9	 -1.6000 V	 0 V	 2.0000 V	 0 V	 4.81958 mA	 -1.05857 nA	 481.9580000 uA/um	 -105.8570000 pA/um	 68.20000000 uS	 6.820000000 uS/um
10	 -1.5500 V	 0 V	 2.0000 V	 0 V	 4.82312 mA	 -1.05681 nA	 482.3120000 uA/um	 -105.6810000 pA/um	 69.60000000 uS	 6.960000000 uS/um
11	 -1.5000 V	 0 V	 2.0000 V	 0 V	 4.82654 mA	 -1.06019 nA	 482.6540000 uA/um	 -106.0190000 pA/um	 69.30000000 uS	 6.930000000 uS/um
