Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
99	 2.0000 V	 0 V	 490.0 mV	 0 V	 1.55900 mA	 155.9000000 uA/um
100	 2.0000 V	 0 V	 495.0 mV	 0 V	 1.35030 mA	 135.0300000 uA/um
101	 2.0000 V	 0 V	 500.0 mV	 0 V	 821.60 uA	 82.16000000 uA/um
102	 2.0000 V	 0 V	 505.0 mV	 0 V	 1.26960 mA	 126.9600000 uA/um
103	 2.0000 V	 0 V	 510.0 mV	 0 V	 1.53340 mA	 153.3400000 uA/um
104	 2.0000 V	 0 V	 515.0 mV	 0 V	 1.19790 mA	 119.7900000 uA/um
105	 2.0000 V	 0 V	 520.0 mV	 0 V	 862.00 uA	 86.20000000 uA/um
106	 2.0000 V	 0 V	 525.0 mV	 0 V	 1.57350 mA	 157.3500000 uA/um
107	 2.0000 V	 0 V	 530.0 mV	 0 V	 1.40010 mA	 140.0100000 uA/um
108	 2.0000 V	 0 V	 535.0 mV	 0 V	 963.80 uA	 96.38000000 uA/um
109	 2.0000 V	 0 V	 540.0 mV	 0 V	 1.24110 mA	 124.1100000 uA/um
110	 2.0000 V	 0 V	 545.0 mV	 0 V	 1.55110 mA	 155.1100000 uA/um
111	 2.0000 V	 0 V	 550.0 mV	 0 V	 1.30530 mA	 130.5300000 uA/um
112	 2.0000 V	 0 V	 555.0 mV	 0 V	 857.70 uA	 85.77000000 uA/um
113	 2.0000 V	 0 V	 560.0 mV	 0 V	 1.31480 mA	 131.4800000 uA/um
114	 2.0000 V	 0 V	 565.0 mV	 0 V	 1.55280 mA	 155.2800000 uA/um
115	 2.0000 V	 0 V	 570.0 mV	 0 V	 1.17610 mA	 117.6100000 uA/um
116	 2.0000 V	 0 V	 575.0 mV	 0 V	 1.00830 mA	 100.8300000 uA/um
117	 2.0000 V	 0 V	 580.0 mV	 0 V	 1.57070 mA	 157.0700000 uA/um
118	 2.0000 V	 0 V	 585.0 mV	 0 V	 1.34630 mA	 134.6300000 uA/um
119	 2.0000 V	 0 V	 590.0 mV	 0 V	 884.80 uA	 88.48000000 uA/um
120	 2.0000 V	 0 V	 595.0 mV	 0 V	 1.12770 mA	 112.7700000 uA/um
121	 2.0000 V	 0 V	 600.0 mV	 0 V	 1.58510 mA	 158.5100000 uA/um
122	 2.0000 V	 0 V	 605.0 mV	 0 V	 1.30610 mA	 130.6100000 uA/um
123	 2.0000 V	 0 V	 610.0 mV	 0 V	 955.50 uA	 95.55000000 uA/um
124	 2.0000 V	 0 V	 615.0 mV	 0 V	 1.59680 mA	 159.6800000 uA/um
125	 2.0000 V	 0 V	 620.0 mV	 0 V	 1.42240 mA	 142.2400000 uA/um
126	 2.0000 V	 0 V	 625.0 mV	 0 V	 971.60 uA	 97.16000000 uA/um
127	 2.0000 V	 0 V	 630.0 mV	 0 V	 1.33980 mA	 133.9800000 uA/um
128	 2.0000 V	 0 V	 635.0 mV	 0 V	 1.57040 mA	 157.0400000 uA/um
129	 2.0000 V	 0 V	 640.0 mV	 0 V	 1.23580 mA	 123.5800000 uA/um
130	 2.0000 V	 0 V	 645.0 mV	 0 V	 1.15380 mA	 115.3800000 uA/um
131	 2.0000 V	 0 V	 650.0 mV	 0 V	 1.55970 mA	 155.9700000 uA/um
132	 2.0000 V	 0 V	 655.0 mV	 0 V	 1.27990 mA	 127.9900000 uA/um
133	 2.0000 V	 0 V	 660.0 mV	 0 V	 1.05420 mA	 105.4200000 uA/um
134	 2.0000 V	 0 V	 665.0 mV	 0 V	 1.62970 mA	 162.9700000 uA/um
135	 2.0000 V	 0 V	 670.0 mV	 0 V	 1.44420 mA	 144.4200000 uA/um
136	 2.0000 V	 0 V	 675.0 mV	 0 V	 1.07310 mA	 107.3100000 uA/um
137	 2.0000 V	 0 V	 680.0 mV	 0 V	 1.28810 mA	 128.8100000 uA/um
138	 2.0000 V	 0 V	 685.0 mV	 0 V	 1.59960 mA	 159.9600000 uA/um
139	 2.0000 V	 0 V	 690.0 mV	 0 V	 1.46320 mA	 146.3200000 uA/um
140	 2.0000 V	 0 V	 695.0 mV	 0 V	 1.11170 mA	 111.1700000 uA/um
141	 2.0000 V	 0 V	 700.0 mV	 0 V	 1.14920 mA	 114.9200000 uA/um
142	 2.0000 V	 0 V	 705.0 mV	 0 V	 1.55680 mA	 155.6800000 uA/um
143	 2.0000 V	 0 V	 710.0 mV	 0 V	 1.55320 mA	 155.3200000 uA/um
144	 2.0000 V	 0 V	 715.0 mV	 0 V	 1.31000 mA	 131.0000000 uA/um
145	 2.0000 V	 0 V	 720.0 mV	 0 V	 1.07210 mA	 107.2100000 uA/um
146	 2.0000 V	 0 V	 725.0 mV	 0 V	 1.51400 mA	 151.4000000 uA/um
147	 2.0000 V	 0 V	 730.0 mV	 0 V	 1.58760 mA	 158.7600000 uA/um
148	 2.0000 V	 0 V	 735.0 mV	 0 V	 1.39030 mA	 139.0300000 uA/um
149	 2.0000 V	 0 V	 740.0 mV	 0 V	 1.09990 mA	 109.9900000 uA/um
150	 2.0000 V	 0 V	 745.0 mV	 0 V	 1.62770 mA	 162.7700000 uA/um
151	 2.0000 V	 0 V	 750.0 mV	 0 V	 1.43700 mA	 143.7000000 uA/um
152	 2.0000 V	 0 V	 755.0 mV	 0 V	 1.11980 mA	 111.9800000 uA/um
153	 2.0000 V	 0 V	 760.0 mV	 0 V	 1.53180 mA	 153.1800000 uA/um
154	 2.0000 V	 0 V	 765.0 mV	 0 V	 1.60490 mA	 160.4900000 uA/um
155	 2.0000 V	 0 V	 770.0 mV	 0 V	 1.42240 mA	 142.2400000 uA/um
156	 2.0000 V	 0 V	 775.0 mV	 0 V	 1.14390 mA	 114.3900000 uA/um
157	 2.0000 V	 0 V	 780.0 mV	 0 V	 1.44520 mA	 144.5200000 uA/um
158	 2.0000 V	 0 V	 785.0 mV	 0 V	 1.61650 mA	 161.6500000 uA/um
159	 2.0000 V	 0 V	 790.0 mV	 0 V	 1.39230 mA	 139.2300000 uA/um
160	 2.0000 V	 0 V	 795.0 mV	 0 V	 1.18020 mA	 118.0200000 uA/um
161	 2.0000 V	 0 V	 800.0 mV	 0 V	 1.58610 mA	 158.6100000 uA/um
162	 2.0000 V	 0 V	 805.0 mV	 0 V	 1.53850 mA	 153.8500000 uA/um
163	 2.0000 V	 0 V	 810.0 mV	 0 V	 1.19350 mA	 119.3500000 uA/um
164	 2.0000 V	 0 V	 815.0 mV	 0 V	 1.51140 mA	 151.1400000 uA/um
165	 2.0000 V	 0 V	 820.0 mV	 0 V	 1.62320 mA	 162.3200000 uA/um
166	 2.0000 V	 0 V	 825.0 mV	 0 V	 1.39140 mA	 139.1400000 uA/um
167	 2.0000 V	 0 V	 830.0 mV	 0 V	 1.29060 mA	 129.0600000 uA/um
168	 2.0000 V	 0 V	 835.0 mV	 0 V	 1.59220 mA	 159.2200000 uA/um
169	 2.0000 V	 0 V	 840.0 mV	 0 V	 1.63190 mA	 163.1900000 uA/um
170	 2.0000 V	 0 V	 845.0 mV	 0 V	 1.42690 mA	 142.6900000 uA/um
171	 2.0000 V	 0 V	 850.0 mV	 0 V	 1.26350 mA	 126.3500000 uA/um
172	 2.0000 V	 0 V	 855.0 mV	 0 V	 1.57410 mA	 157.4100000 uA/um
173	 2.0000 V	 0 V	 860.0 mV	 0 V	 1.63640 mA	 163.6400000 uA/um
174	 2.0000 V	 0 V	 865.0 mV	 0 V	 1.39090 mA	 139.0900000 uA/um
175	 2.0000 V	 0 V	 870.0 mV	 0 V	 1.45260 mA	 145.2600000 uA/um
176	 2.0000 V	 0 V	 875.0 mV	 0 V	 1.64720 mA	 164.7200000 uA/um
177	 2.0000 V	 0 V	 880.0 mV	 0 V	 1.46960 mA	 146.9600000 uA/um
178	 2.0000 V	 0 V	 885.0 mV	 0 V	 1.31830 mA	 131.8300000 uA/um
179	 2.0000 V	 0 V	 890.0 mV	 0 V	 1.60020 mA	 160.0200000 uA/um
180	 2.0000 V	 0 V	 895.0 mV	 0 V	 1.62880 mA	 162.8800000 uA/um
181	 2.0000 V	 0 V	 900.0 mV	 0 V	 1.46920 mA	 146.9200000 uA/um
182	 2.0000 V	 0 V	 905.0 mV	 0 V	 1.31190 mA	 131.1900000 uA/um
183	 2.0000 V	 0 V	 910.0 mV	 0 V	 1.56930 mA	 156.9300000 uA/um
184	 2.0000 V	 0 V	 915.0 mV	 0 V	 1.65310 mA	 165.3100000 uA/um
185	 2.0000 V	 0 V	 920.0 mV	 0 V	 1.51100 mA	 151.1000000 uA/um
186	 2.0000 V	 0 V	 925.0 mV	 0 V	 1.33040 mA	 133.0400000 uA/um
187	 2.0000 V	 0 V	 930.0 mV	 0 V	 1.54160 mA	 154.1600000 uA/um
188	 2.0000 V	 0 V	 935.0 mV	 0 V	 1.65180 mA	 165.1800000 uA/um
189	 2.0000 V	 0 V	 940.0 mV	 0 V	 1.50880 mA	 150.8800000 uA/um
190	 2.0000 V	 0 V	 945.0 mV	 0 V	 1.35490 mA	 135.4900000 uA/um
191	 2.0000 V	 0 V	 950.0 mV	 0 V	 1.59210 mA	 159.2100000 uA/um
192	 2.0000 V	 0 V	 955.0 mV	 0 V	 1.64920 mA	 164.9200000 uA/um
193	 2.0000 V	 0 V	 960.0 mV	 0 V	 1.48190 mA	 148.1900000 uA/um
194	 2.0000 V	 0 V	 965.0 mV	 0 V	 1.48180 mA	 148.1800000 uA/um
195	 2.0000 V	 0 V	 970.0 mV	 0 V	 1.71190 mA	 171.1900000 uA/um
196	 2.0000 V	 0 V	 975.0 mV	 0 V	 1.57430 mA	 157.4300000 uA/um
197	 2.0000 V	 0 V	 980.0 mV	 0 V	 1.39760 mA	 139.7600000 uA/um
198	 2.0000 V	 0 V	 985.0 mV	 0 V	 1.63610 mA	 163.6100000 uA/um
199	 2.0000 V	 0 V	 990.0 mV	 0 V	 1.67640 mA	 167.6400000 uA/um
200	 2.0000 V	 0 V	 995.0 mV	 0 V	 1.52750 mA	 152.7500000 uA/um
201	 2.0000 V	 0 V	 1.0000 V	 0 V	 1.45660 mA	 145.6600000 uA/um
202	 2.0000 V	 0 V	 1.0050 V	 0 V	 1.67830 mA	 167.8300000 uA/um
203	 2.0000 V	 0 V	 1.0100 V	 0 V	 1.61320 mA	 161.3200000 uA/um
204	 2.0000 V	 0 V	 1.0150 V	 0 V	 1.41650 mA	 141.6500000 uA/um
205	 2.0000 V	 0 V	 1.0200 V	 0 V	 1.58300 mA	 158.3000000 uA/um
206	 2.0000 V	 0 V	 1.0250 V	 0 V	 1.72250 mA	 172.2500000 uA/um
207	 2.0000 V	 0 V	 1.0300 V	 0 V	 1.63370 mA	 163.3700000 uA/um
208	 2.0000 V	 0 V	 1.0350 V	 0 V	 1.49970 mA	 149.9700000 uA/um
209	 2.0000 V	 0 V	 1.0400 V	 0 V	 1.63290 mA	 163.2900000 uA/um
210	 2.0000 V	 0 V	 1.0450 V	 0 V	 1.69430 mA	 169.4300000 uA/um
211	 2.0000 V	 0 V	 1.0500 V	 0 V	 1.56480 mA	 156.4800000 uA/um
212	 2.0000 V	 0 V	 1.0550 V	 0 V	 1.50150 mA	 150.1500000 uA/um
213	 2.0000 V	 0 V	 1.0600 V	 0 V	 1.67910 mA	 167.9100000 uA/um
214	 2.0000 V	 0 V	 1.0650 V	 0 V	 1.70200 mA	 170.2000000 uA/um
215	 2.0000 V	 0 V	 1.0700 V	 0 V	 1.57570 mA	 157.5700000 uA/um
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 1.52280 mA	 152.2800000 uA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 1.69110 mA	 169.1100000 uA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 1.65490 mA	 165.4900000 uA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 1.48360 mA	 148.3600000 uA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 1.67070 mA	 167.0700000 uA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 1.71010 mA	 171.0100000 uA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 1.58480 mA	 158.4800000 uA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 1.54820 mA	 154.8200000 uA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 1.69220 mA	 169.2200000 uA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 1.71890 mA	 171.8900000 uA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 1.59520 mA	 159.5200000 uA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 1.58350 mA	 158.3500000 uA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 1.70400 mA	 170.4000000 uA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 1.68330 mA	 168.3300000 uA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 1.51680 mA	 151.6800000 uA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 1.70210 mA	 170.2100000 uA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 1.72660 mA	 172.6600000 uA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 1.63430 mA	 163.4300000 uA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 1.60750 mA	 160.7500000 uA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 1.73280 mA	 173.2800000 uA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 1.69440 mA	 169.4400000 uA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 1.57840 mA	 157.8400000 uA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 1.70990 mA	 170.9900000 uA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 1.75440 mA	 175.4400000 uA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 1.68640 mA	 168.6400000 uA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 1.61160 mA	 161.1600000 uA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 1.73410 mA	 173.4100000 uA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 1.74630 mA	 174.6300000 uA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 1.66510 mA	 166.5100000 uA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 1.62860 mA	 162.8600000 uA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 1.74470 mA	 174.4700000 uA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 1.76940 mA	 176.9400000 uA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 1.68110 mA	 168.1100000 uA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 1.65650 mA	 165.6500000 uA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 1.75220 mA	 175.2200000 uA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 1.77660 mA	 177.6600000 uA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 1.71390 mA	 171.3900000 uA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 1.64580 mA	 164.5800000 uA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 1.75950 mA	 175.9500000 uA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 1.78440 mA	 178.4400000 uA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 1.69300 mA	 169.3000000 uA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 1.72410 mA	 172.4100000 uA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 1.80720 mA	 180.7200000 uA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 1.73380 mA	 173.3800000 uA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 1.67140 mA	 167.1400000 uA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 1.77440 mA	 177.4400000 uA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 1.79870 mA	 179.8700000 uA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 1.74140 mA	 174.1400000 uA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 1.71390 mA	 171.3900000 uA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 1.78550 mA	 178.5500000 uA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 1.80660 mA	 180.6600000 uA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 1.74870 mA	 174.8700000 uA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 1.72440 mA	 172.4400000 uA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 1.80020 mA	 180.0200000 uA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 1.78140 mA	 178.1400000 uA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 1.67810 mA	 167.8100000 uA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 1.78380 mA	 178.3800000 uA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 1.82230 mA	 182.2300000 uA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 1.75510 mA	 175.5100000 uA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 1.74080 mA	 174.0800000 uA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 1.80840 mA	 180.8400000 uA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 1.82540 mA	 182.5400000 uA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 1.76330 mA	 176.3300000 uA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 1.75950 mA	 175.9500000 uA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 1.82230 mA	 182.2300000 uA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 1.81100 mA	 181.1000000 uA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 1.73800 mA	 173.8000000 uA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 1.79310 mA	 179.3100000 uA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 1.83370 mA	 183.3700000 uA/um
285	 2.0000 V	 0 V	 1.4200 V	 0 V	 1.81190 mA	 181.1900000 uA/um
