Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
33	 -400.0 mV	 0 V	 2.0000 V	 0 V	 23.9391 nA	 -16.5659 nA	 2.393910000 nA/um	 -1.656590000 nA/um	 55.00000000 pS	 5.500000000 pS/um
34	 -350.0 mV	 0 V	 2.0000 V	 0 V	 23.9497 nA	 -16.5627 nA	 2.394970000 nA/um	 -1.656270000 nA/um	 10.00000000 pS	 1.000000000 pS/um
35	 -300.0 mV	 0 V	 2.0000 V	 0 V	 23.9401 nA	 -16.5530 nA	 2.394010000 nA/um	 -1.655300000 nA/um	 -28.00000000 pS	 -2.800000000 pS/um
36	 -250.0 mV	 0 V	 2.0000 V	 0 V	 23.9469 nA	 -16.5469 nA	 2.394690000 nA/um	 -1.654690000 nA/um	 37.00000000 pS	 3.700000000 pS/um
37	 -200.0 mV	 0 V	 2.0000 V	 0 V	 23.9438 nA	 -16.5580 nA	 2.394380000 nA/um	 -1.655800000 nA/um	 -36.00000000 pS	 -3.600000000 pS/um
38	 -150.0 mV	 0 V	 2.0000 V	 0 V	 23.9433 nA	 -16.5448 nA	 2.394330000 nA/um	 -1.654480000 nA/um	 -28.00000000 pS	 -2.800000000 pS/um
39	 -100.0 mV	 0 V	 2.0000 V	 0 V	 23.9410 nA	 -16.5515 nA	 2.394100000 nA/um	 -1.655150000 nA/um	 130.0000000 pS	 13.00000000 pS/um
40	 -50.0 mV	 0 V	 2.0000 V	 0 V	 23.9563 nA	 -16.5660 nA	 2.395630000 nA/um	 -1.656600000 nA/um	 206.0000000 pS	 20.60000000 pS/um
41	 0 V	 0 V	 2.0000 V	 0 V	 23.9616 nA	 -16.5582 nA	 2.396160000 nA/um	 -1.655820000 nA/um	 34.00000000 pS	 3.400000000 pS/um
42	 50.0 mV	 0 V	 2.0000 V	 0 V	 23.9597 nA	 -16.5783 nA	 2.395970000 nA/um	 -1.657830000 nA/um	 -46.00000000 pS	 -4.600000000 pS/um
43	 100.0 mV	 0 V	 2.0000 V	 0 V	 23.9570 nA	 -16.5633 nA	 2.395700000 nA/um	 -1.656330000 nA/um	 54.00000000 pS	 5.400000000 pS/um
44	 150.0 mV	 0 V	 2.0000 V	 0 V	 23.9651 nA	 -16.5723 nA	 2.396510000 nA/um	 -1.657230000 nA/um	 -136.0000000 pS	 -13.60000000 pS/um
45	 200.0 mV	 0 V	 2.0000 V	 0 V	 23.9434 nA	 -16.5470 nA	 2.394340000 nA/um	 -1.654700000 nA/um	 -157.0000000 pS	 -15.70000000 pS/um
46	 250.0 mV	 0 V	 2.0000 V	 0 V	 23.9494 nA	 -16.5437 nA	 2.394940000 nA/um	 -1.654370000 nA/um	 50.00000000 pS	 5.000000000 pS/um
47	 300.0 mV	 0 V	 2.0000 V	 0 V	 23.9484 nA	 -16.5606 nA	 2.394840000 nA/um	 -1.656060000 nA/um	 -14.00000000 pS	 -1.400000000 pS/um
48	 350.0 mV	 0 V	 2.0000 V	 0 V	 23.9480 nA	 -16.5753 nA	 2.394800000 nA/um	 -1.657530000 nA/um	 72.00000000 pS	 7.200000000 pS/um
49	 400.0 mV	 0 V	 2.0000 V	 0 V	 23.9556 nA	 -16.5419 nA	 2.395560000 nA/um	 -1.654190000 nA/um	 24.00000000 pS	 2.400000000 pS/um
50	 450.0 mV	 0 V	 2.0000 V	 0 V	 23.9504 nA	 -16.5407 nA	 2.395040000 nA/um	 -1.654070000 nA/um	 149.0000000 pS	 14.90000000 pS/um
51	 500.0 mV	 0 V	 2.0000 V	 0 V	 23.9705 nA	 -16.5939 nA	 2.397050000 nA/um	 -1.659390000 nA/um	 602.0000000 pS	 60.20000000 pS/um
52	 550.0 mV	 0 V	 2.0000 V	 0 V	 24.0106 nA	 -16.5971 nA	 2.401060000 nA/um	 -1.659710000 nA/um	 1.225000000 nS	 122.5000000 pS/um
53	 600.0 mV	 0 V	 2.0000 V	 0 V	 24.0930 nA	 -16.5404 nA	 2.409300000 nA/um	 -1.654040000 nA/um	 2.715000000 nS	 271.5000000 pS/um
54	 650.0 mV	 0 V	 2.0000 V	 0 V	 24.2821 nA	 -16.5579 nA	 2.428210000 nA/um	 -1.655790000 nA/um	 6.547000000 nS	 654.7000000 pS/um
55	 700.0 mV	 0 V	 2.0000 V	 0 V	 24.7477 nA	 -16.5582 nA	 2.474770000 nA/um	 -1.655820000 nA/um	 15.61000000 nS	 1.561000000 nS/um
56	 750.0 mV	 0 V	 2.0000 V	 0 V	 25.8431 nA	 -16.5417 nA	 2.584310000 nA/um	 -1.654170000 nA/um	 38.06800000 nS	 3.806800000 nS/um
57	 800.0 mV	 0 V	 2.0000 V	 0 V	 28.5545 nA	 -16.5818 nA	 2.855450000 nA/um	 -1.658180000 nA/um	 93.94300000 nS	 9.394300000 nS/um
58	 850.0 mV	 0 V	 2.0000 V	 0 V	 35.2374 nA	 -16.5500 nA	 3.523740000 nA/um	 -1.655000000 nA/um	 232.8940000 nS	 23.28940000 nS/um
59	 900.0 mV	 0 V	 2.0000 V	 0 V	 51.8439 nA	 -16.5578 nA	 5.184390000 nA/um	 -1.655780000 nA/um	 582.5810000 nS	 58.25810000 nS/um
60	 950.0 mV	 0 V	 2.0000 V	 0 V	 93.4955 nA	 -16.5401 nA	 9.349550000 nA/um	 -1.654010000 nA/um	 1.454371000 uS	 145.4371000 nS/um
61	 1.0000 V	 0 V	 2.0000 V	 0 V	 197.281 nA	 -16.5475 nA	 19.72810000 nA/um	 -1.654750000 nA/um	 3.601385000 uS	 360.1385000 nS/um
62	 1.0500 V	 0 V	 2.0000 V	 0 V	 453.634 nA	 -16.5927 nA	 45.36340000 nA/um	 -1.659270000 nA/um	 8.542550000 uS	 854.2550000 nS/um
63	 1.1000 V	 0 V	 2.0000 V	 0 V	 1.051536 uA	 -16.7163 nA	 105.1536000 nA/um	 -1.671630000 nA/um	 19.26366000 uS	 1.926366000 uS/um
64	 1.1500 V	 0 V	 2.0000 V	 0 V	 2.38000 uA	 -17.0288 nA	 238.0000000 nA/um	 -1.702880000 nA/um	 40.07754000 uS	 4.007754000 uS/um
65	 1.2000 V	 0 V	 2.0000 V	 0 V	 5.05929 uA	 -17.5479 nA	 505.9290000 nA/um	 -1.754790000 nA/um	 75.63630000 uS	 7.563630000 uS/um
66	 1.2500 V	 0 V	 2.0000 V	 0 V	 9.94363 uA	 -18.3410 nA	 994.3630000 nA/um	 -1.834100000 nA/um	 129.0501000 uS	 12.90501000 uS/um
67	 1.3000 V	 0 V	 2.0000 V	 0 V	 17.9643 uA	 -19.4005 nA	 1.796430000 uA/um	 -1.940050000 nA/um	 199.4627000 uS	 19.94627000 uS/um
68	 1.3500 V	 0 V	 2.0000 V	 0 V	 29.8899 uA	 -20.6197 nA	 2.988990000 uA/um	 -2.061970000 nA/um	 284.8820000 uS	 28.48820000 uS/um
69	 1.4000 V	 0 V	 2.0000 V	 0 V	 46.4525 uA	 -21.8909 nA	 4.645250000 uA/um	 -2.189090000 nA/um	 381.4760000 uS	 38.14760000 uS/um
70	 1.4500 V	 0 V	 2.0000 V	 0 V	 68.0375 uA	 -22.9929 nA	 6.803750000 uA/um	 -2.299290000 nA/um	 483.6390000 uS	 48.36390000 uS/um
71	 1.5000 V	 0 V	 2.0000 V	 0 V	 94.8164 uA	 -23.8869 nA	 9.481640000 uA/um	 -2.388690000 nA/um	 585.5450000 uS	 58.55450000 uS/um
72	 1.5500 V	 0 V	 2.0000 V	 0 V	 126.592 uA	 -24.4789 nA	 12.65920000 uA/um	 -2.447890000 nA/um	 691.0160000 uS	 69.10160000 uS/um
73	 1.6000 V	 0 V	 2.0000 V	 0 V	 163.918 uA	 -24.7772 nA	 16.39180000 uA/um	 -2.477720000 nA/um	 797.5300000 uS	 79.75300000 uS/um
74	 1.6500 V	 0 V	 2.0000 V	 0 V	 206.345 uA	 -24.7834 nA	 20.63450000 uA/um	 -2.478340000 nA/um	 903.5800000 uS	 90.35800000 uS/um
75	 1.7000 V	 0 V	 2.0000 V	 0 V	 254.276 uA	 -24.5312 nA	 25.42760000 uA/um	 -2.453120000 nA/um	 1.009670000 mS	 100.9670000 uS/um
76	 1.7500 V	 0 V	 2.0000 V	 0 V	 307.312 uA	 -24.0953 nA	 30.73120000 uA/um	 -2.409530000 nA/um	 1.114740000 mS	 111.4740000 uS/um
77	 1.8000 V	 0 V	 2.0000 V	 0 V	 365.750 uA	 -23.5135 nA	 36.57500000 uA/um	 -2.351350000 nA/um	 1.219870000 mS	 121.9870000 uS/um
78	 1.8500 V	 0 V	 2.0000 V	 0 V	 429.299 uA	 -22.8373 nA	 42.92990000 uA/um	 -2.283730000 nA/um	 1.326750000 mS	 132.6750000 uS/um
79	 1.9000 V	 0 V	 2.0000 V	 0 V	 498.425 uA	 -22.1249 nA	 49.84250000 uA/um	 -2.212490000 nA/um	 1.433960000 mS	 143.3960000 uS/um
80	 1.9500 V	 0 V	 2.0000 V	 0 V	 572.695 uA	 -21.4108 nA	 57.26950000 uA/um	 -2.141080000 nA/um	 1.544200000 mS	 154.4200000 uS/um
81	 2.0000 V	 0 V	 2.0000 V	 0 V	 652.845 uA	 -20.7581 nA	 65.28450000 uA/um	 -2.075810000 nA/um	 1.653150000 mS	 165.3150000 uS/um
82	 2.0500 V	 0 V	 2.0000 V	 0 V	 738.010 uA	 -20.0730 nA	 73.80100000 uA/um	 -2.007300000 nA/um	 1.762340000 mS	 176.2340000 uS/um
83	 2.1000 V	 0 V	 2.0000 V	 0 V	 829.079 uA	 -19.5175 nA	 82.90790000 uA/um	 -1.951750000 nA/um	 1.874210000 mS	 187.4210000 uS/um
84	 2.1500 V	 0 V	 2.0000 V	 0 V	 925.431 uA	 -19.0223 nA	 92.54310000 uA/um	 -1.902230000 nA/um	 1.986780000 mS	 198.6780000 uS/um
85	 2.2000 V	 0 V	 2.0000 V	 0 V	 1.027757 mA	 -18.5997 nA	 102.7757000 uA/um	 -1.859970000 nA/um	 2.096370000 mS	 209.6370000 uS/um
86	 2.2500 V	 0 V	 2.0000 V	 0 V	 1.135068 mA	 -18.2216 nA	 113.5068000 uA/um	 -1.822160000 nA/um	 2.211430000 mS	 221.1430000 uS/um
87	 2.3000 V	 0 V	 2.0000 V	 0 V	 1.24890 mA	 -17.9369 nA	 124.8900000 uA/um	 -1.793690000 nA/um	 2.320920000 mS	 232.0920000 uS/um
88	 2.3500 V	 0 V	 2.0000 V	 0 V	 1.36716 mA	 -17.7242 nA	 136.7160000 uA/um	 -1.772420000 nA/um	 2.422400000 mS	 242.2400000 uS/um
89	 2.4000 V	 0 V	 2.0000 V	 0 V	 1.49114 mA	 -17.5648 nA	 149.1140000 uA/um	 -1.756480000 nA/um	 2.534300000 mS	 253.4300000 uS/um
90	 2.4500 V	 0 V	 2.0000 V	 0 V	 1.62059 mA	 -17.4491 nA	 162.0590000 uA/um	 -1.744910000 nA/um	 2.637800000 mS	 263.7800000 uS/um
91	 2.5000 V	 0 V	 2.0000 V	 0 V	 1.75492 mA	 -17.3179 nA	 175.4920000 uA/um	 -1.731790000 nA/um	 2.733200000 mS	 273.3200000 uS/um
92	 2.5500 V	 0 V	 2.0000 V	 0 V	 1.89391 mA	 -17.3253 nA	 189.3910000 uA/um	 -1.732530000 nA/um	 2.832200000 mS	 283.2200000 uS/um
93	 2.6000 V	 0 V	 2.0000 V	 0 V	 2.03814 mA	 -17.2910 nA	 203.8140000 uA/um	 -1.729100000 nA/um	 2.936200000 mS	 293.6200000 uS/um
94	 2.6500 V	 0 V	 2.0000 V	 0 V	 2.18753 mA	 -17.2862 nA	 218.7530000 uA/um	 -1.728620000 nA/um	 3.034600000 mS	 303.4600000 uS/um
95	 2.7000 V	 0 V	 2.0000 V	 0 V	 2.34160 mA	 -17.2545 nA	 234.1600000 uA/um	 -1.725450000 nA/um	 3.122800000 mS	 312.2800000 uS/um
96	 2.7500 V	 0 V	 2.0000 V	 0 V	 2.49981 mA	 -17.2710 nA	 249.9810000 uA/um	 -1.727100000 nA/um	 3.209500000 mS	 320.9500000 uS/um
97	 2.8000 V	 0 V	 2.0000 V	 0 V	 2.66255 mA	 -17.3160 nA	 266.2550000 uA/um	 -1.731600000 nA/um	 3.294800000 mS	 329.4800000 uS/um
98	 2.8500 V	 0 V	 2.0000 V	 0 V	 2.82929 mA	 -17.3499 nA	 282.9290000 uA/um	 -1.734990000 nA/um	 3.379900000 mS	 337.9900000 uS/um
99	 2.9000 V	 0 V	 2.0000 V	 0 V	 3.00054 mA	 -17.3820 nA	 300.0540000 uA/um	 -1.738200000 nA/um	 3.466600000 mS	 346.6600000 uS/um
100	 2.9500 V	 0 V	 2.0000 V	 0 V	 3.17595 mA	 -17.3906 nA	 317.5950000 uA/um	 -1.739060000 nA/um	 3.551100000 mS	 355.1100000 uS/um
101	 3.0000 V	 0 V	 2.0000 V	 0 V	 3.35565 mA	 -17.4431 nA	 335.5650000 uA/um	 -1.744310000 nA/um	 3.631200000 mS	 363.1200000 uS/um
102	 3.0500 V	 0 V	 2.0000 V	 0 V	 3.53907 mA	 -17.4567 nA	 353.9070000 uA/um	 -1.745670000 nA/um	 3.698200000 mS	 369.8200000 uS/um
103	 3.1000 V	 0 V	 2.0000 V	 0 V	 3.72547 mA	 -17.5177 nA	 372.5470000 uA/um	 -1.751770000 nA/um	 3.775400000 mS	 377.5400000 uS/um
104	 3.1500 V	 0 V	 2.0000 V	 0 V	 3.91661 mA	 -17.5391 nA	 391.6610000 uA/um	 -1.753910000 nA/um	 3.848600000 mS	 384.8600000 uS/um
105	 3.2000 V	 0 V	 2.0000 V	 0 V	 4.11033 mA	 -17.6225 nA	 411.0330000 uA/um	 -1.762250000 nA/um	 3.922500000 mS	 392.2500000 uS/um
106	 3.2500 V	 0 V	 2.0000 V	 0 V	 4.30886 mA	 -17.6290 nA	 430.8860000 uA/um	 -1.762900000 nA/um	 3.990100000 mS	 399.0100000 uS/um
107	 3.3000 V	 0 V	 2.0000 V	 0 V	 4.50934 mA	 -17.6979 nA	 450.9340000 uA/um	 -1.769790000 nA/um	 4.052200000 mS	 405.2200000 uS/um
108	 3.3500 V	 0 V	 2.0000 V	 0 V	 4.71408 mA	 -17.6936 nA	 471.4080000 uA/um	 -1.769360000 nA/um	 4.119200000 mS	 411.9200000 uS/um
109	 3.4000 V	 0 V	 2.0000 V	 0 V	 4.92126 mA	 -17.7269 nA	 492.1260000 uA/um	 -1.772690000 nA/um	 4.178000000 mS	 417.8000000 uS/um
110	 3.4500 V	 0 V	 2.0000 V	 0 V	 5.13188 mA	 -17.7860 nA	 513.1880000 uA/um	 -1.778600000 nA/um	 4.234300000 mS	 423.4300000 uS/um
111	 3.5000 V	 0 V	 2.0000 V	 0 V	 5.34469 mA	 -17.8544 nA	 534.4690000 uA/um	 -1.785440000 nA/um	 4.290400000 mS	 429.0400000 uS/um
112	 3.5500 V	 0 V	 2.0000 V	 0 V	 5.56092 mA	 -17.8828 nA	 556.0920000 uA/um	 -1.788280000 nA/um	 4.351400000 mS	 435.1400000 uS/um
113	 3.6000 V	 0 V	 2.0000 V	 0 V	 5.77983 mA	 -17.9110 nA	 577.9830000 uA/um	 -1.791100000 nA/um	 4.408900000 mS	 440.8900000 uS/um
114	 3.6500 V	 0 V	 2.0000 V	 0 V	 6.00181 mA	 -17.9375 nA	 600.1810000 uA/um	 -1.793750000 nA/um	 4.454100000 mS	 445.4100000 uS/um
115	 3.7000 V	 0 V	 2.0000 V	 0 V	 6.22524 mA	 -17.9976 nA	 622.5240000 uA/um	 -1.799760000 nA/um	 4.501200000 mS	 450.1200000 uS/um
116	 3.7500 V	 0 V	 2.0000 V	 0 V	 6.45193 mA	 -18.0378 nA	 645.1930000 uA/um	 -1.803780000 nA/um	 4.548200000 mS	 454.8200000 uS/um
117	 3.8000 V	 0 V	 2.0000 V	 0 V	 6.68006 mA	 -18.0762 nA	 668.0060000 uA/um	 -1.807620000 nA/um	 4.583600000 mS	 458.3600000 uS/um
118	 3.8500 V	 0 V	 2.0000 V	 0 V	 6.91029 mA	 -18.1239 nA	 691.0290000 uA/um	 -1.812390000 nA/um	 4.633800000 mS	 463.3800000 uS/um
119	 3.9000 V	 0 V	 2.0000 V	 0 V	 7.14344 mA	 -18.1717 nA	 714.3440000 uA/um	 -1.817170000 nA/um	 4.679600000 mS	 467.9600000 uS/um
120	 3.9500 V	 0 V	 2.0000 V	 0 V	 7.37825 mA	 -18.1967 nA	 737.8250000 uA/um	 -1.819670000 nA/um	 4.704600000 mS	 470.4600000 uS/um
121	 4.0000 V	 0 V	 2.0000 V	 0 V	 7.61390 mA	 -18.2245 nA	 761.3900000 uA/um	 -1.822450000 nA/um	 4.738300000 mS	 473.8300000 uS/um
122	 4.0500 V	 0 V	 2.0000 V	 0 V	 7.85208 mA	 -18.2718 nA	 785.2080000 uA/um	 -1.827180000 nA/um	 4.781300000 mS	 478.1300000 uS/um
123	 4.1000 V	 0 V	 2.0000 V	 0 V	 8.09203 mA	 -18.2872 nA	 809.2030000 uA/um	 -1.828720000 nA/um	 4.802600000 mS	 480.2600000 uS/um
124	 4.1500 V	 0 V	 2.0000 V	 0 V	 8.33234 mA	 -18.3150 nA	 833.2340000 uA/um	 -1.831500000 nA/um	 4.828700000 mS	 482.8700000 uS/um
125	 4.2000 V	 0 V	 2.0000 V	 0 V	 8.57490 mA	 -18.3723 nA	 857.4900000 uA/um	 -1.837230000 nA/um	 4.860100000 mS	 486.0100000 uS/um
126	 4.2500 V	 0 V	 2.0000 V	 0 V	 8.81835 mA	 -18.3921 nA	 881.8350000 uA/um	 -1.839210000 nA/um	 4.870500000 mS	 487.0500000 uS/um
127	 4.3000 V	 0 V	 2.0000 V	 0 V	 9.06195 mA	 -18.4382 nA	 906.1950000 uA/um	 -1.843820000 nA/um	 4.886700000 mS	 488.6700000 uS/um
128	 4.3500 V	 0 V	 2.0000 V	 0 V	 9.30702 mA	 -18.4719 nA	 930.7020000 uA/um	 -1.847190000 nA/um	 4.908000000 mS	 490.8000000 uS/um
129	 4.4000 V	 0 V	 2.0000 V	 0 V	 9.55275 mA	 -18.4760 nA	 955.2750000 uA/um	 -1.847600000 nA/um	 4.906600000 mS	 490.6600000 uS/um
130	 4.4500 V	 0 V	 2.0000 V	 0 V	 9.79768 mA	 -18.5164 nA	 979.7680000 uA/um	 -1.851640000 nA/um	 4.478300000 mS	 447.8300000 uS/um
131	 4.5000 V	 0 V	 2.0000 V	 0 V	C 10.00058 mA	T -16.3509 nA	 1.000058000 mA/um	 -1.635090000 nA/um	 2.029100000 mS	 202.9100000 uS/um
132	 4.5500 V	 0 V	 2.0000 V	 0 V	C 10.00059 mA	T -10.1882 nA	 1.000059000 mA/um	 -1.018820000 nA/um	 0 S	 0 S/um
133	 4.6000 V	 0 V	 2.0000 V	 0 V	C 10.00058 mA	T -7.78660 nA	 1.000058000 mA/um	 -778.6600000 pA/um	 100.0000000 nS	 9.999999999 nS/um
134	 4.6500 V	 0 V	 2.0000 V	 0 V	C 10.00060 mA	T -6.39714 nA	 1.000060000 mA/um	 -639.7140000 pA/um	 300.0000000 nS	 30.00000000 nS/um
135	 4.7000 V	 0 V	 2.0000 V	 0 V	C 10.00061 mA	T -5.49105 nA	 1.000061000 mA/um	 -549.1050000 pA/um	 -500.0000000 nS	 -50.00000000 nS/um
136	 4.7500 V	 0 V	 2.0000 V	 0 V	C 10.00055 mA	T -4.83592 nA	 1.000055000 mA/um	 -483.5920000 pA/um	 -200.0000000 nS	 -20.00000000 nS/um
137	 4.8000 V	 0 V	 2.0000 V	 0 V	C 10.00059 mA	T -4.32729 nA	 1.000059000 mA/um	 -432.7290000 pA/um	 300.0000000 nS	 30.00000000 nS/um
138	 4.8500 V	 0 V	 2.0000 V	 0 V	C 10.00058 mA	T -3.93666 nA	 1.000058000 mA/um	 -393.6660000 pA/um	 200.0000000 nS	 20.00000000 nS/um
139	 4.9000 V	 0 V	 2.0000 V	 0 V	C 10.00061 mA	T -3.60331 nA	 1.000061000 mA/um	 -360.3310000 pA/um	 300.0000000 nS	 30.00000000 nS/um
140	 4.9500 V	 0 V	 2.0000 V	 0 V	C 10.00061 mA	T -3.32788 nA	 1.000061000 mA/um	 -332.7880000 pA/um	 0 S	 0 S/um
141	 5.0000 V	 0 V	 2.0000 V	 0 V	C 10.00061 mA	T -3.09943 nA	 1.000061000 mA/um	 -309.9430000 pA/um	 0 S	 0 S/um
142	 -2.0000 V	 0 V	 2.0000 V	 -500.00 mV	 60.8731 nA	 -60.9474 nA	 6.087310000 nA/um	 -6.094740000 nA/um	 284.0000000 pS	 28.40000000 pS/um
143	 -1.9500 V	 0 V	 2.0000 V	 -500.00 mV	 60.8873 nA	 -60.8634 nA	 6.088730000 nA/um	 -6.086340000 nA/um	 -123.0000000 pS	 -12.30000000 pS/um
144	 -1.9000 V	 0 V	 2.0000 V	 -500.00 mV	 60.8608 nA	 -60.9561 nA	 6.086080000 nA/um	 -6.095610000 nA/um	 197.0000000 pS	 19.70000000 pS/um
145	 -1.8500 V	 0 V	 2.0000 V	 -500.00 mV	 60.9070 nA	 -61.0067 nA	 6.090700000 nA/um	 -6.100670000 nA/um	 170.0000000 pS	 17.00000000 pS/um
146	 -1.8000 V	 0 V	 2.0000 V	 -500.00 mV	 60.8778 nA	 -60.9619 nA	 6.087780000 nA/um	 -6.096190000 nA/um	 -189.0000000 pS	 -18.90000000 pS/um
