Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
1	 2.0000 V	 0 V	 0 V	 0 V	 24.2420 nA	 2.424200000 nA/um
2	 2.0000 V	 0 V	 5.0 mV	 0 V	 621.380 nA	 62.13800000 nA/um
3	 2.0000 V	 0 V	 10.0 mV	 0 V	 1.72410 uA	 172.4100000 nA/um
4	 2.0000 V	 0 V	 15.0 mV	 0 V	 1.52740 uA	 152.7400000 nA/um
5	 2.0000 V	 0 V	 20.0 mV	 0 V	 3.31840 uA	 331.8400000 nA/um
6	 2.0000 V	 0 V	 25.0 mV	 0 V	 4.67710 uA	 467.7100000 nA/um
7	 2.0000 V	 0 V	 30.0 mV	 0 V	 3.18020 uA	 318.0200000 nA/um
8	 2.0000 V	 0 V	 35.0 mV	 0 V	 4.25950 uA	 425.9500000 nA/um
9	 2.0000 V	 0 V	 40.0 mV	 0 V	 7.65530 uA	 765.5300000 nA/um
10	 2.0000 V	 0 V	 45.0 mV	 0 V	 7.33670 uA	 733.6700000 nA/um
11	 2.0000 V	 0 V	 50.0 mV	 0 V	 4.74730 uA	 474.7300000 nA/um
12	 2.0000 V	 0 V	 55.0 mV	 0 V	 8.06270 uA	 806.2700000 nA/um
13	 2.0000 V	 0 V	 60.0 mV	 0 V	 11.08680 uA	 1.108680000 uA/um
14	 2.0000 V	 0 V	 65.0 mV	 0 V	 9.07480 uA	 907.4800000 nA/um
15	 2.0000 V	 0 V	 70.0 mV	 0 V	 6.27030 uA	 627.0300000 nA/um
16	 2.0000 V	 0 V	 75.0 mV	 0 V	 9.92590 uA	 992.5900000 nA/um
17	 2.0000 V	 0 V	 80.0 mV	 0 V	 9.5480 uA	 954.8000000 nA/um
18	 2.0000 V	 0 V	 85.0 mV	 0 V	 15.1990 uA	 1.519900000 uA/um
19	 2.0000 V	 0 V	 90.0 mV	 0 V	 10.5910 uA	 1.059100000 uA/um
20	 2.0000 V	 0 V	 95.0 mV	 0 V	 9.3340 uA	 933.4000000 nA/um
21	 2.0000 V	 0 V	 100.0 mV	 0 V	 17.4070 uA	 1.740700000 uA/um
22	 2.0000 V	 0 V	 105.0 mV	 0 V	 14.3740 uA	 1.437400000 uA/um
23	 2.0000 V	 0 V	 110.0 mV	 0 V	 9.2020 uA	 920.2000000 nA/um
24	 2.0000 V	 0 V	 115.0 mV	 0 V	 18.2240 uA	 1.822400000 uA/um
25	 2.0000 V	 0 V	 120.0 mV	 0 V	 17.8080 uA	 1.780800000 uA/um
26	 2.0000 V	 0 V	 125.0 mV	 0 V	 11.4590 uA	 1.145900000 uA/um
