Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
58	 2.0000 V	 0 V	 285.0 mV	 0 V	 50.0160 uA	 5.001600000 uA/um
59	 2.0000 V	 0 V	 290.0 mV	 0 V	 34.9300 uA	 3.493000000 uA/um
60	 2.0000 V	 0 V	 295.0 mV	 0 V	 39.8540 uA	 3.985400000 uA/um
61	 2.0000 V	 0 V	 300.0 mV	 0 V	 55.6640 uA	 5.566400000 uA/um
62	 2.0000 V	 0 V	 305.0 mV	 0 V	 46.0970 uA	 4.609700000 uA/um
63	 2.0000 V	 0 V	 310.0 mV	 0 V	 36.3240 uA	 3.632400000 uA/um
64	 2.0000 V	 0 V	 315.0 mV	 0 V	 50.5470 uA	 5.054700000 uA/um
65	 2.0000 V	 0 V	 320.0 mV	 0 V	 56.6630 uA	 5.666300000 uA/um
66	 2.0000 V	 0 V	 325.0 mV	 0 V	 41.6970 uA	 4.169700000 uA/um
67	 2.0000 V	 0 V	 330.0 mV	 0 V	 41.5610 uA	 4.156100000 uA/um
68	 2.0000 V	 0 V	 335.0 mV	 0 V	 59.8590 uA	 5.985900000 uA/um
69	 2.0000 V	 0 V	 340.0 mV	 0 V	 45.1770 uA	 4.517700000 uA/um
70	 2.0000 V	 0 V	 345.0 mV	 0 V	 38.9870 uA	 3.898700000 uA/um
71	 2.0000 V	 0 V	 350.0 mV	 0 V	 52.6030 uA	 5.260300000 uA/um
72	 2.0000 V	 0 V	 355.0 mV	 0 V	 61.0100 uA	 6.101000000 uA/um
73	 2.0000 V	 0 V	 360.0 mV	 0 V	 42.1670 uA	 4.216700000 uA/um
74	 2.0000 V	 0 V	 365.0 mV	 0 V	 42.2350 uA	 4.223500000 uA/um
75	 2.0000 V	 0 V	 370.0 mV	 0 V	 58.3670 uA	 5.836700000 uA/um
76	 2.0000 V	 0 V	 375.0 mV	 0 V	 58.4800 uA	 5.848000000 uA/um
77	 2.0000 V	 0 V	 380.0 mV	 0 V	 41.4390 uA	 4.143900000 uA/um
78	 2.0000 V	 0 V	 385.0 mV	 0 V	 49.0190 uA	 4.901900000 uA/um
79	 2.0000 V	 0 V	 390.0 mV	 0 V	 65.2510 uA	 6.525100000 uA/um
80	 2.0000 V	 0 V	 395.0 mV	 0 V	 47.5600 uA	 4.756000000 uA/um
81	 2.0000 V	 0 V	 400.0 mV	 0 V	 42.9930 uA	 4.299300000 uA/um
82	 2.0000 V	 0 V	 405.0 mV	 0 V	 57.3760 uA	 5.737600000 uA/um
83	 2.0000 V	 0 V	 410.0 mV	 0 V	 64.1280 uA	 6.412800000 uA/um
84	 2.0000 V	 0 V	 415.0 mV	 0 V	 46.6260 uA	 4.662600000 uA/um
85	 2.0000 V	 0 V	 420.0 mV	 0 V	 46.3790 uA	 4.637900000 uA/um
86	 2.0000 V	 0 V	 425.0 mV	 0 V	 63.5140 uA	 6.351400000 uA/um
87	 2.0000 V	 0 V	 430.0 mV	 0 V	 63.2620 uA	 6.326200000 uA/um
88	 2.0000 V	 0 V	 435.0 mV	 0 V	 45.6720 uA	 4.567200000 uA/um
89	 2.0000 V	 0 V	 440.0 mV	 0 V	 53.0050 uA	 5.300500000 uA/um
90	 2.0000 V	 0 V	 445.0 mV	 0 V	 70.6650 uA	 7.066500000 uA/um
91	 2.0000 V	 0 V	 450.0 mV	 0 V	 51.1530 uA	 5.115300000 uA/um
92	 2.0000 V	 0 V	 455.0 mV	 0 V	 49.5970 uA	 4.959700000 uA/um
93	 2.0000 V	 0 V	 460.0 mV	 0 V	 72.4920 uA	 7.249200000 uA/um
94	 2.0000 V	 0 V	 465.0 mV	 0 V	 60.8700 uA	 6.087000000 uA/um
95	 2.0000 V	 0 V	 470.0 mV	 0 V	 47.6220 uA	 4.762200000 uA/um
96	 2.0000 V	 0 V	 475.0 mV	 0 V	 64.8410 uA	 6.484100000 uA/um
97	 2.0000 V	 0 V	 480.0 mV	 0 V	 72.7160 uA	 7.271600000 uA/um
98	 2.0000 V	 0 V	 485.0 mV	 0 V	 52.3720 uA	 5.237200000 uA/um
99	 2.0000 V	 0 V	 490.0 mV	 0 V	 52.8450 uA	 5.284500000 uA/um
100	 2.0000 V	 0 V	 495.0 mV	 0 V	 76.0040 uA	 7.600400000 uA/um
101	 2.0000 V	 0 V	 500.0 mV	 0 V	 61.5240 uA	 6.152400000 uA/um
102	 2.0000 V	 0 V	 505.0 mV	 0 V	 50.4350 uA	 5.043500000 uA/um
103	 2.0000 V	 0 V	 510.0 mV	 0 V	 70.4490 uA	 7.044900000 uA/um
104	 2.0000 V	 0 V	 515.0 mV	 0 V	 70.6140 uA	 7.061400000 uA/um
105	 2.0000 V	 0 V	 520.0 mV	 0 V	 54.1910 uA	 5.419100000 uA/um
106	 2.0000 V	 0 V	 525.0 mV	 0 V	 58.0150 uA	 5.801500000 uA/um
107	 2.0000 V	 0 V	 530.0 mV	 0 V	 78.7500 uA	 7.875000000 uA/um
108	 2.0000 V	 0 V	 535.0 mV	 0 V	 67.3880 uA	 6.738800000 uA/um
109	 2.0000 V	 0 V	 540.0 mV	 0 V	 52.6200 uA	 5.262000000 uA/um
110	 2.0000 V	 0 V	 545.0 mV	 0 V	 68.2580 uA	 6.825800000 uA/um
111	 2.0000 V	 0 V	 550.0 mV	 0 V	 79.3980 uA	 7.939800000 uA/um
112	 2.0000 V	 0 V	 555.0 mV	 0 V	 63.0670 uA	 6.306700000 uA/um
113	 2.0000 V	 0 V	 560.0 mV	 0 V	 55.6810 uA	 5.568100000 uA/um
114	 2.0000 V	 0 V	 565.0 mV	 0 V	 74.2400 uA	 7.424000000 uA/um
115	 2.0000 V	 0 V	 570.0 mV	 0 V	 78.5160 uA	 7.851600000 uA/um
116	 2.0000 V	 0 V	 575.0 mV	 0 V	 58.1930 uA	 5.819300000 uA/um
117	 2.0000 V	 0 V	 580.0 mV	 0 V	 60.0070 uA	 6.000700000 uA/um
118	 2.0000 V	 0 V	 585.0 mV	 0 V	 83.3380 uA	 8.333800000 uA/um
119	 2.0000 V	 0 V	 590.0 mV	 0 V	 65.5350 uA	 6.553500000 uA/um
120	 2.0000 V	 0 V	 595.0 mV	 0 V	 57.1530 uA	 5.715300000 uA/um
121	 2.0000 V	 0 V	 600.0 mV	 0 V	 79.2660 uA	 7.926600000 uA/um
122	 2.0000 V	 0 V	 605.0 mV	 0 V	 76.5460 uA	 7.654600000 uA/um
123	 2.0000 V	 0 V	 610.0 mV	 0 V	 57.3620 uA	 5.736200000 uA/um
124	 2.0000 V	 0 V	 615.0 mV	 0 V	 64.2120 uA	 6.421200000 uA/um
125	 2.0000 V	 0 V	 620.0 mV	 0 V	 86.3080 uA	 8.630800000 uA/um
126	 2.0000 V	 0 V	 625.0 mV	 0 V	 74.1120 uA	 7.411200000 uA/um
127	 2.0000 V	 0 V	 630.0 mV	 0 V	 58.6140 uA	 5.861400000 uA/um
128	 2.0000 V	 0 V	 635.0 mV	 0 V	 70.9470 uA	 7.094700000 uA/um
129	 2.0000 V	 0 V	 640.0 mV	 0 V	 87.0500 uA	 8.705000000 uA/um
130	 2.0000 V	 0 V	 645.0 mV	 0 V	 63.9770 uA	 6.397700000 uA/um
131	 2.0000 V	 0 V	 650.0 mV	 0 V	 63.4630 uA	 6.346300000 uA/um
132	 2.0000 V	 0 V	 655.0 mV	 0 V	 89.0150 uA	 8.901500000 uA/um
133	 2.0000 V	 0 V	 660.0 mV	 0 V	 73.7310 uA	 7.373100000 uA/um
134	 2.0000 V	 0 V	 665.0 mV	 0 V	 61.0140 uA	 6.101400000 uA/um
135	 2.0000 V	 0 V	 670.0 mV	 0 V	 77.7400 uA	 7.774000000 uA/um
136	 2.0000 V	 0 V	 675.0 mV	 0 V	 88.2330 uA	 8.823300000 uA/um
137	 2.0000 V	 0 V	 680.0 mV	 0 V	 65.2730 uA	 6.527300000 uA/um
138	 2.0000 V	 0 V	 685.0 mV	 0 V	 67.7710 uA	 6.777100000 uA/um
139	 2.0000 V	 0 V	 690.0 mV	 0 V	 91.4500 uA	 9.145000000 uA/um
140	 2.0000 V	 0 V	 695.0 mV	 0 V	 73.6190 uA	 7.361900000 uA/um
141	 2.0000 V	 0 V	 700.0 mV	 0 V	 63.7170 uA	 6.371700000 uA/um
142	 2.0000 V	 0 V	 705.0 mV	 0 V	 80.7330 uA	 8.073300000 uA/um
143	 2.0000 V	 0 V	 710.0 mV	 0 V	 87.8610 uA	 8.786100000 uA/um
144	 2.0000 V	 0 V	 715.0 mV	 0 V	 69.7010 uA	 6.970100000 uA/um
145	 2.0000 V	 0 V	 720.0 mV	 0 V	 65.6320 uA	 6.563200000 uA/um
146	 2.0000 V	 0 V	 725.0 mV	 0 V	 85.7410 uA	 8.574100000 uA/um
147	 2.0000 V	 0 V	 730.0 mV	 0 V	 85.6850 uA	 8.568500000 uA/um
148	 2.0000 V	 0 V	 735.0 mV	 0 V	 67.7270 uA	 6.772700000 uA/um
149	 2.0000 V	 0 V	 740.0 mV	 0 V	 73.6230 uA	 7.362300000 uA/um
150	 2.0000 V	 0 V	 745.0 mV	 0 V	 94.3550 uA	 9.435500000 uA/um
151	 2.0000 V	 0 V	 750.0 mV	 0 V	 73.0920 uA	 7.309200000 uA/um
152	 2.0000 V	 0 V	 755.0 mV	 0 V	 69.4180 uA	 6.941800000 uA/um
153	 2.0000 V	 0 V	 760.0 mV	 0 V	 97.0530 uA	 9.705300000 uA/um
154	 2.0000 V	 0 V	 765.0 mV	 0 V	 85.0630 uA	 8.506300000 uA/um
155	 2.0000 V	 0 V	 770.0 mV	 0 V	 68.7500 uA	 6.875000000 uA/um
156	 2.0000 V	 0 V	 775.0 mV	 0 V	 75.2240 uA	 7.522400000 uA/um
157	 2.0000 V	 0 V	 780.0 mV	 0 V	 98.0310 uA	 9.803100000 uA/um
158	 2.0000 V	 0 V	 785.0 mV	 0 V	 85.3060 uA	 8.530600000 uA/um
159	 2.0000 V	 0 V	 790.0 mV	 0 V	 69.3710 uA	 6.937100000 uA/um
160	 2.0000 V	 0 V	 795.0 mV	 0 V	 76.2660 uA	 7.626600000 uA/um
161	 2.0000 V	 0 V	 800.0 mV	 0 V	 98.0470 uA	 9.804700000 uA/um
162	 2.0000 V	 0 V	 805.0 mV	 0 V	 76.6680 uA	 7.666800000 uA/um
163	 2.0000 V	 0 V	 810.0 mV	 0 V	 73.5690 uA	 7.356900000 uA/um
164	 2.0000 V	 0 V	 815.0 mV	 0 V	 98.9410 uA	 9.894100000 uA/um
165	 2.0000 V	 0 V	 820.0 mV	 0 V	 88.2560 uA	 8.825600000 uA/um
166	 2.0000 V	 0 V	 825.0 mV	 0 V	 71.4740 uA	 7.147400000 uA/um
167	 2.0000 V	 0 V	 830.0 mV	 0 V	 89.2690 uA	 8.926900000 uA/um
168	 2.0000 V	 0 V	 835.0 mV	 0 V	 99.9120 uA	 9.991200000 uA/um
169	 2.0000 V	 0 V	 840.0 mV	 0 V	 83.9210 uA	 8.392100000 uA/um
170	 2.0000 V	 0 V	 845.0 mV	 0 V	 74.9770 uA	 7.497700000 uA/um
171	 2.0000 V	 0 V	 850.0 mV	 0 V	 96.9610 uA	 9.696100000 uA/um
172	 2.0000 V	 0 V	 855.0 mV	 0 V	 98.5480 uA	 9.854800000 uA/um
173	 2.0000 V	 0 V	 860.0 mV	 0 V	 78.5320 uA	 7.853200000 uA/um
174	 2.0000 V	 0 V	 865.0 mV	 0 V	 79.6030 uA	 7.960300000 uA/um
175	 2.0000 V	 0 V	 870.0 mV	 0 V	 104.6550 uA	 10.46550000 uA/um
176	 2.0000 V	 0 V	 875.0 mV	 0 V	 86.6810 uA	 8.668100000 uA/um
177	 2.0000 V	 0 V	 880.0 mV	 0 V	 75.8090 uA	 7.580900000 uA/um
178	 2.0000 V	 0 V	 885.0 mV	 0 V	 100.5960 uA	 10.05960000 uA/um
179	 2.0000 V	 0 V	 890.0 mV	 0 V	 100.1920 uA	 10.01920000 uA/um
180	 2.0000 V	 0 V	 895.0 mV	 0 V	 81.7370 uA	 8.173700000 uA/um
181	 2.0000 V	 0 V	 900.0 mV	 0 V	 77.3960 uA	 7.739600000 uA/um
182	 2.0000 V	 0 V	 905.0 mV	 0 V	 105.2130 uA	 10.52130000 uA/um
183	 2.0000 V	 0 V	 910.0 mV	 0 V	 94.1180 uA	 9.411800000 uA/um
184	 2.0000 V	 0 V	 915.0 mV	 0 V	 77.3930 uA	 7.739300000 uA/um
185	 2.0000 V	 0 V	 920.0 mV	 0 V	 98.4620 uA	 9.846200000 uA/um
186	 2.0000 V	 0 V	 925.0 mV	 0 V	 101.6790 uA	 10.16790000 uA/um
187	 2.0000 V	 0 V	 930.0 mV	 0 V	 78.2670 uA	 7.826700000 uA/um
188	 2.0000 V	 0 V	 935.0 mV	 0 V	 93.9620 uA	 9.396200000 uA/um
189	 2.0000 V	 0 V	 940.0 mV	 0 V	 107.2020 uA	 10.72020000 uA/um
190	 2.0000 V	 0 V	 945.0 mV	 0 V	 93.7220 uA	 9.372200000 uA/um
191	 2.0000 V	 0 V	 950.0 mV	 0 V	 79.5950 uA	 7.959500000 uA/um
192	 2.0000 V	 0 V	 955.0 mV	 0 V	 90.7220 uA	 9.072200000 uA/um
193	 2.0000 V	 0 V	 960.0 mV	 0 V	 109.8610 uA	 10.98610000 uA/um
194	 2.0000 V	 0 V	 965.0 mV	 0 V	 89.5430 uA	 8.954300000 uA/um
195	 2.0000 V	 0 V	 970.0 mV	 0 V	 81.2170 uA	 8.121700000 uA/um
196	 2.0000 V	 0 V	 975.0 mV	 0 V	 96.8690 uA	 9.686900000 uA/um
197	 2.0000 V	 0 V	 980.0 mV	 0 V	 105.2220 uA	 10.52220000 uA/um
198	 2.0000 V	 0 V	 985.0 mV	 0 V	 87.2930 uA	 8.729300000 uA/um
199	 2.0000 V	 0 V	 990.0 mV	 0 V	 84.0190 uA	 8.401900000 uA/um
200	 2.0000 V	 0 V	 995.0 mV	 0 V	 107.5130 uA	 10.75130000 uA/um
201	 2.0000 V	 0 V	 1.0000 V	 0 V	 101.1790 uA	 10.11790000 uA/um
202	 2.0000 V	 0 V	 1.0050 V	 0 V	 83.7930 uA	 8.379300000 uA/um
203	 2.0000 V	 0 V	 1.0100 V	 0 V	 108.7420 uA	 10.87420000 uA/um
204	 2.0000 V	 0 V	 1.0150 V	 0 V	 106.5240 uA	 10.65240000 uA/um
205	 2.0000 V	 0 V	 1.0200 V	 0 V	 87.8910 uA	 8.789100000 uA/um
206	 2.0000 V	 0 V	 1.0250 V	 0 V	 92.4920 uA	 9.249200000 uA/um
207	 2.0000 V	 0 V	 1.0300 V	 0 V	 89.070 uA	 8.907000000 uA/um
208	 2.0000 V	 0 V	 1.0350 V	 0 V	 94.750 uA	 9.475000000 uA/um
209	 2.0000 V	 0 V	 1.0400 V	 0 V	 114.530 uA	 11.45300000 uA/um
210	 2.0000 V	 0 V	 1.0450 V	 0 V	 98.840 uA	 9.884000000 uA/um
211	 2.0000 V	 0 V	 1.0500 V	 0 V	 114.2690 uA	 11.42690000 uA/um
212	 2.0000 V	 0 V	 1.0550 V	 0 V	 105.170 uA	 10.51700000 uA/um
213	 2.0000 V	 0 V	 1.0600 V	 0 V	 111.3210 uA	 11.13210000 uA/um
214	 2.0000 V	 0 V	 1.0650 V	 0 V	 106.270 uA	 10.62700000 uA/um
215	 2.0000 V	 0 V	 1.0700 V	 0 V	 111.5850 uA	 11.15850000 uA/um
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 106.800 uA	 10.68000000 uA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 113.1480 uA	 11.31480000 uA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 107.340 uA	 10.73400000 uA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 96.690 uA	 9.669000000 uA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 118.630 uA	 11.86300000 uA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 104.740 uA	 10.47400000 uA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 91.030 uA	 9.103000000 uA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 118.650 uA	 11.86500000 uA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 113.780 uA	 11.37800000 uA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 105.1670 uA	 10.51670000 uA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 114.280 uA	 11.42800000 uA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 107.0020 uA	 10.70020000 uA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 114.030 uA	 11.40300000 uA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 109.1180 uA	 10.91180000 uA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 114.600 uA	 11.46000000 uA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 110.0660 uA	 11.00660000 uA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 114.830 uA	 11.48300000 uA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 94.900 uA	 9.490000000 uA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 121.360 uA	 12.13600000 uA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 116.050 uA	 11.60500000 uA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 95.720 uA	 9.572000000 uA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 121.940 uA	 12.19400000 uA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 117.730 uA	 11.77300000 uA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 96.740 uA	 9.674000000 uA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 122.690 uA	 12.26900000 uA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 118.640 uA	 11.86400000 uA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 99.210 uA	 9.921000000 uA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 109.490 uA	 10.94900000 uA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 124.280 uA	 12.42800000 uA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 107.930 uA	 10.79300000 uA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 103.180 uA	 10.31800000 uA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 126.210 uA	 12.62100000 uA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 115.420 uA	 11.54200000 uA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 99.520 uA	 9.952000000 uA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 113.300 uA	 11.33000000 uA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 127.070 uA	 12.70700000 uA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 108.920 uA	 10.89200000 uA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 102.030 uA	 10.20300000 uA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 120.790 uA	 12.07900000 uA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 127.190 uA	 12.71900000 uA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 115.800 uA	 11.58000000 uA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 102.560 uA	 10.25600000 uA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 116.360 uA	 11.63600000 uA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 129.190 uA	 12.91900000 uA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 106.940 uA	 10.69400000 uA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 113.570 uA	 11.35700000 uA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 130.200 uA	 13.02000000 uA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 117.430 uA	 11.74300000 uA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 106.730 uA	 10.67300000 uA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 131.910 uA	 13.19100000 uA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 121.060 uA	 12.10600000 uA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 107.880 uA	 10.78800000 uA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 116.610 uA	 11.66100000 uA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 132.420 uA	 13.24200000 uA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 125.550 uA	 12.55500000 uA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 110.790 uA	 11.07900000 uA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 113.230 uA	 11.32300000 uA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 133.540 uA	 13.35400000 uA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 126.530 uA	 12.65300000 uA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 112.360 uA	 11.23600000 uA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 114.900 uA	 11.49000000 uA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 134.080 uA	 13.40800000 uA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 122.540 uA	 12.25400000 uA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 114.430 uA	 11.44300000 uA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 135.700 uA	 13.57000000 uA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 126.770 uA	 12.67700000 uA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 112.970 uA	 11.29700000 uA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 131.940 uA	 13.19400000 uA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 133.500 uA	 13.35000000 uA/um
285	 2.0000 V	 0 V	 1.4200 V	 0 V	 116.620 uA	 11.66200000 uA/um
