Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
28	 2.0000 V	 0 V	 135.0 mV	 0 V	 -2.35630 nA	 -235.6300000 pA/um
29	 2.0000 V	 0 V	 140.0 mV	 0 V	 -2.18110 nA	 -218.1100000 pA/um
30	 2.0000 V	 0 V	 145.0 mV	 0 V	 -1.89680 nA	 -189.6800000 pA/um
31	 2.0000 V	 0 V	 150.0 mV	 0 V	 -1.69990 nA	 -169.9900000 pA/um
32	 2.0000 V	 0 V	 155.0 mV	 0 V	 -1.58510 nA	 -158.5100000 pA/um
33	 2.0000 V	 0 V	 160.0 mV	 0 V	 -1.41210 nA	 -141.2100000 pA/um
34	 2.0000 V	 0 V	 165.0 mV	 0 V	 -1.21930 nA	 -121.9300000 pA/um
35	 2.0000 V	 0 V	 170.0 mV	 0 V	 -1.11210 nA	 -111.2100000 pA/um
36	 2.0000 V	 0 V	 175.0 mV	 0 V	 -1.03260 nA	 -103.2600000 pA/um
37	 2.0000 V	 0 V	 180.0 mV	 0 V	 -911.560 pA	 -91.15600000 pA/um
38	 2.0000 V	 0 V	 185.0 mV	 0 V	 -782.960 pA	 -78.29600000 pA/um
39	 2.0000 V	 0 V	 190.0 mV	 0 V	 -705.280 pA	 -70.52800000 pA/um
40	 2.0000 V	 0 V	 195.0 mV	 0 V	 -656.110 pA	 -65.61100000 pA/um
41	 2.0000 V	 0 V	 200.0 mV	 0 V	 -570.990 pA	 -57.09900000 pA/um
42	 2.0000 V	 0 V	 205.0 mV	 0 V	 -483.550 pA	 -48.35500000 pA/um
43	 2.0000 V	 0 V	 210.0 mV	 0 V	 -454.910 pA	 -45.49100000 pA/um
44	 2.0000 V	 0 V	 215.0 mV	 0 V	 -401.550 pA	 -40.15500000 pA/um
45	 2.0000 V	 0 V	 220.0 mV	 0 V	 -342.980 pA	 -34.29800000 pA/um
46	 2.0000 V	 0 V	 225.0 mV	 0 V	 -310.820 pA	 -31.08200000 pA/um
47	 2.0000 V	 0 V	 230.0 mV	 0 V	 -294.350 pA	 -29.43500000 pA/um
48	 2.0000 V	 0 V	 235.0 mV	 0 V	 -238.290 pA	 -23.82900000 pA/um
49	 2.0000 V	 0 V	 240.0 mV	 0 V	 -205.270 pA	 -20.52700000 pA/um
50	 2.0000 V	 0 V	 245.0 mV	 0 V	 -189.260 pA	 -18.92600000 pA/um
51	 2.0000 V	 0 V	 250.0 mV	 0 V	 -160.580 pA	 -16.05800000 pA/um
52	 2.0000 V	 0 V	 255.0 mV	 0 V	 -130.080 pA	 -13.00800000 pA/um
53	 2.0000 V	 0 V	 260.0 mV	 0 V	 -117.870 pA	 -11.78700000 pA/um
54	 2.0000 V	 0 V	 265.0 mV	 0 V	 -102.620 pA	 -10.26200000 pA/um
55	 2.0000 V	 0 V	 270.0 mV	 0 V	 -78.280 pA	 -7.828000000 pA/um
56	 2.0000 V	 0 V	 275.0 mV	 0 V	 -63.610 pA	 -6.361000000 pA/um
57	 2.0000 V	 0 V	 280.0 mV	 0 V	 -54.640 pA	 -5.464000000 pA/um
58	 2.0000 V	 0 V	 285.0 mV	 0 V	 -40.210 pA	 -4.021000000 pA/um
59	 2.0000 V	 0 V	 290.0 mV	 0 V	 -25.030 pA	 -2.503000000 pA/um
60	 2.0000 V	 0 V	 295.0 mV	 0 V	 -24.860 pA	 -2.486000000 pA/um
61	 2.0000 V	 0 V	 300.0 mV	 0 V	 -9.660 pA	 -966.0000000 fA/um
62	 2.0000 V	 0 V	 305.0 mV	 0 V	 4.350 pA	 435.0000000 fA/um
63	 2.0000 V	 0 V	 310.0 mV	 0 V	 8.110 pA	 811.0000000 fA/um
64	 2.0000 V	 0 V	 315.0 mV	 0 V	 3.750 pA	 375.0000000 fA/um
65	 2.0000 V	 0 V	 320.0 mV	 0 V	 21.580 pA	 2.158000000 pA/um
66	 2.0000 V	 0 V	 325.0 mV	 0 V	 33.030 pA	 3.303000000 pA/um
67	 2.0000 V	 0 V	 330.0 mV	 0 V	 34.510 pA	 3.451000000 pA/um
68	 2.0000 V	 0 V	 335.0 mV	 0 V	 40.450 pA	 4.045000000 pA/um
69	 2.0000 V	 0 V	 340.0 mV	 0 V	 50.890 pA	 5.089000000 pA/um
70	 2.0000 V	 0 V	 345.0 mV	 0 V	 57.250 pA	 5.725000000 pA/um
71	 2.0000 V	 0 V	 350.0 mV	 0 V	 59.200 pA	 5.920000000 pA/um
72	 2.0000 V	 0 V	 355.0 mV	 0 V	 66.220 pA	 6.622000000 pA/um
73	 2.0000 V	 0 V	 360.0 mV	 0 V	 74.790 pA	 7.479000000 pA/um
74	 2.0000 V	 0 V	 365.0 mV	 0 V	 75.140 pA	 7.514000000 pA/um
75	 2.0000 V	 0 V	 370.0 mV	 0 V	 81.780 pA	 8.178000000 pA/um
76	 2.0000 V	 0 V	 375.0 mV	 0 V	 85.860 pA	 8.586000000 pA/um
77	 2.0000 V	 0 V	 380.0 mV	 0 V	 90.740 pA	 9.074000000 pA/um
78	 2.0000 V	 0 V	 385.0 mV	 0 V	 97.950 pA	 9.795000000 pA/um
79	 2.0000 V	 0 V	 390.0 mV	 0 V	 111.230 pA	 11.12300000 pA/um
80	 2.0000 V	 0 V	 395.0 mV	 0 V	 108.770 pA	 10.87700000 pA/um
81	 2.0000 V	 0 V	 400.0 mV	 0 V	 114.760 pA	 11.47600000 pA/um
82	 2.0000 V	 0 V	 405.0 mV	 0 V	 121.710 pA	 12.17100000 pA/um
83	 2.0000 V	 0 V	 410.0 mV	 0 V	 131.040 pA	 13.10400000 pA/um
84	 2.0000 V	 0 V	 415.0 mV	 0 V	 124.050 pA	 12.40500000 pA/um
85	 2.0000 V	 0 V	 420.0 mV	 0 V	 137.860 pA	 13.78600000 pA/um
86	 2.0000 V	 0 V	 425.0 mV	 0 V	 143.720 pA	 14.37200000 pA/um
87	 2.0000 V	 0 V	 430.0 mV	 0 V	 146.420 pA	 14.64200000 pA/um
88	 2.0000 V	 0 V	 435.0 mV	 0 V	 142.060 pA	 14.20600000 pA/um
89	 2.0000 V	 0 V	 440.0 mV	 0 V	 155.880 pA	 15.58800000 pA/um
90	 2.0000 V	 0 V	 445.0 mV	 0 V	 162.860 pA	 16.28600000 pA/um
91	 2.0000 V	 0 V	 450.0 mV	 0 V	 166.320 pA	 16.63200000 pA/um
92	 2.0000 V	 0 V	 455.0 mV	 0 V	 172.610 pA	 17.26100000 pA/um
93	 2.0000 V	 0 V	 460.0 mV	 0 V	 183.050 pA	 18.30500000 pA/um
94	 2.0000 V	 0 V	 465.0 mV	 0 V	 184.110 pA	 18.41100000 pA/um
95	 2.0000 V	 0 V	 470.0 mV	 0 V	 188.130 pA	 18.81300000 pA/um
96	 2.0000 V	 0 V	 475.0 mV	 0 V	 198.280 pA	 19.82800000 pA/um
97	 2.0000 V	 0 V	 480.0 mV	 0 V	 205.070 pA	 20.50700000 pA/um
98	 2.0000 V	 0 V	 485.0 mV	 0 V	 208.070 pA	 20.80700000 pA/um
99	 2.0000 V	 0 V	 490.0 mV	 0 V	 217.310 pA	 21.73100000 pA/um
100	 2.0000 V	 0 V	 495.0 mV	 0 V	 222.020 pA	 22.20200000 pA/um
101	 2.0000 V	 0 V	 500.0 mV	 0 V	 223.590 pA	 22.35900000 pA/um
102	 2.0000 V	 0 V	 505.0 mV	 0 V	 234.100 pA	 23.41000000 pA/um
103	 2.0000 V	 0 V	 510.0 mV	 0 V	 242.170 pA	 24.21700000 pA/um
104	 2.0000 V	 0 V	 515.0 mV	 0 V	 246.120 pA	 24.61200000 pA/um
105	 2.0000 V	 0 V	 520.0 mV	 0 V	 252.100 pA	 25.21000000 pA/um
106	 2.0000 V	 0 V	 525.0 mV	 0 V	 262.750 pA	 26.27500000 pA/um
107	 2.0000 V	 0 V	 530.0 mV	 0 V	 271.270 pA	 27.12700000 pA/um
108	 2.0000 V	 0 V	 535.0 mV	 0 V	 276.710 pA	 27.67100000 pA/um
109	 2.0000 V	 0 V	 540.0 mV	 0 V	 284.990 pA	 28.49900000 pA/um
110	 2.0000 V	 0 V	 545.0 mV	 0 V	 287.270 pA	 28.72700000 pA/um
111	 2.0000 V	 0 V	 550.0 mV	 0 V	 290.810 pA	 29.08100000 pA/um
112	 2.0000 V	 0 V	 555.0 mV	 0 V	 306.430 pA	 30.64300000 pA/um
113	 2.0000 V	 0 V	 560.0 mV	 0 V	 313.170 pA	 31.31700000 pA/um
114	 2.0000 V	 0 V	 565.0 mV	 0 V	 317.520 pA	 31.75200000 pA/um
115	 2.0000 V	 0 V	 570.0 mV	 0 V	 329.200 pA	 32.92000000 pA/um
116	 2.0000 V	 0 V	 575.0 mV	 0 V	 349.160 pA	 34.91600000 pA/um
117	 2.0000 V	 0 V	 580.0 mV	 0 V	 348.420 pA	 34.84200000 pA/um
118	 2.0000 V	 0 V	 585.0 mV	 0 V	 352.650 pA	 35.26500000 pA/um
119	 2.0000 V	 0 V	 590.0 mV	 0 V	 369.260 pA	 36.92600000 pA/um
120	 2.0000 V	 0 V	 595.0 mV	 0 V	 383.120 pA	 38.31200000 pA/um
121	 2.0000 V	 0 V	 600.0 mV	 0 V	 389.840 pA	 38.98400000 pA/um
122	 2.0000 V	 0 V	 605.0 mV	 0 V	 402.170 pA	 40.21700000 pA/um
123	 2.0000 V	 0 V	 610.0 mV	 0 V	 416.210 pA	 41.62100000 pA/um
124	 2.0000 V	 0 V	 615.0 mV	 0 V	 413.490 pA	 41.34900000 pA/um
125	 2.0000 V	 0 V	 620.0 mV	 0 V	 430.590 pA	 43.05900000 pA/um
126	 2.0000 V	 0 V	 625.0 mV	 0 V	 435.150 pA	 43.51500000 pA/um
127	 2.0000 V	 0 V	 630.0 mV	 0 V	 442.630 pA	 44.26300000 pA/um
128	 2.0000 V	 0 V	 635.0 mV	 0 V	 442.090 pA	 44.20900000 pA/um
129	 2.0000 V	 0 V	 640.0 mV	 0 V	 462.130 pA	 46.21300000 pA/um
130	 2.0000 V	 0 V	 645.0 mV	 0 V	 475.660 pA	 47.56600000 pA/um
131	 2.0000 V	 0 V	 650.0 mV	 0 V	 482.240 pA	 48.22400000 pA/um
132	 2.0000 V	 0 V	 655.0 mV	 0 V	 496.210 pA	 49.62100000 pA/um
133	 2.0000 V	 0 V	 660.0 mV	 0 V	 507.860 pA	 50.78600000 pA/um
134	 2.0000 V	 0 V	 665.0 mV	 0 V	 516.920 pA	 51.69200000 pA/um
135	 2.0000 V	 0 V	 670.0 mV	 0 V	 528.360 pA	 52.83600000 pA/um
136	 2.0000 V	 0 V	 675.0 mV	 0 V	 547.420 pA	 54.74200000 pA/um
137	 2.0000 V	 0 V	 680.0 mV	 0 V	 557.550 pA	 55.75500000 pA/um
138	 2.0000 V	 0 V	 685.0 mV	 0 V	 562.210 pA	 56.22100000 pA/um
139	 2.0000 V	 0 V	 690.0 mV	 0 V	 579.120 pA	 57.91200000 pA/um
140	 2.0000 V	 0 V	 695.0 mV	 0 V	 594.890 pA	 59.48900000 pA/um
141	 2.0000 V	 0 V	 700.0 mV	 0 V	 614.990 pA	 61.49900000 pA/um
142	 2.0000 V	 0 V	 705.0 mV	 0 V	 625.110 pA	 62.51100000 pA/um
143	 2.0000 V	 0 V	 710.0 mV	 0 V	 647.010 pA	 64.70100000 pA/um
144	 2.0000 V	 0 V	 715.0 mV	 0 V	 653.480 pA	 65.34800000 pA/um
145	 2.0000 V	 0 V	 720.0 mV	 0 V	 652.680 pA	 65.26800000 pA/um
146	 2.0000 V	 0 V	 725.0 mV	 0 V	 678.610 pA	 67.86100000 pA/um
147	 2.0000 V	 0 V	 730.0 mV	 0 V	 696.200 pA	 69.62000000 pA/um
148	 2.0000 V	 0 V	 735.0 mV	 0 V	 696.370 pA	 69.63700000 pA/um
149	 2.0000 V	 0 V	 740.0 mV	 0 V	 716.000 pA	 71.60000000 pA/um
150	 2.0000 V	 0 V	 745.0 mV	 0 V	 718.230 pA	 71.82300000 pA/um
151	 2.0000 V	 0 V	 750.0 mV	 0 V	 728.410 pA	 72.84100000 pA/um
152	 2.0000 V	 0 V	 755.0 mV	 0 V	 739.280 pA	 73.92800000 pA/um
153	 2.0000 V	 0 V	 760.0 mV	 0 V	 764.310 pA	 76.43100000 pA/um
154	 2.0000 V	 0 V	 765.0 mV	 0 V	 773.140 pA	 77.31400000 pA/um
155	 2.0000 V	 0 V	 770.0 mV	 0 V	 782.350 pA	 78.23500000 pA/um
156	 2.0000 V	 0 V	 775.0 mV	 0 V	 798.960 pA	 79.89600000 pA/um
157	 2.0000 V	 0 V	 780.0 mV	 0 V	 847.850 pA	 84.78500000 pA/um
158	 2.0000 V	 0 V	 785.0 mV	 0 V	 844.740 pA	 84.47400000 pA/um
159	 2.0000 V	 0 V	 790.0 mV	 0 V	 856.440 pA	 85.64400000 pA/um
160	 2.0000 V	 0 V	 795.0 mV	 0 V	 876.290 pA	 87.62900000 pA/um
161	 2.0000 V	 0 V	 800.0 mV	 0 V	 892.550 pA	 89.25500000 pA/um
162	 2.0000 V	 0 V	 805.0 mV	 0 V	 896.140 pA	 89.61400000 pA/um
163	 2.0000 V	 0 V	 810.0 mV	 0 V	 920.780 pA	 92.07800000 pA/um
164	 2.0000 V	 0 V	 815.0 mV	 0 V	 938.610 pA	 93.86100000 pA/um
165	 2.0000 V	 0 V	 820.0 mV	 0 V	 945.320 pA	 94.53200000 pA/um
166	 2.0000 V	 0 V	 825.0 mV	 0 V	 952.500 pA	 95.25000000 pA/um
167	 2.0000 V	 0 V	 830.0 mV	 0 V	 986.970 pA	 98.69700000 pA/um
168	 2.0000 V	 0 V	 835.0 mV	 0 V	 998.240 pA	 99.82400000 pA/um
169	 2.0000 V	 0 V	 840.0 mV	 0 V	 1.013410 nA	 101.3410000 pA/um
170	 2.0000 V	 0 V	 845.0 mV	 0 V	 1.026720 nA	 102.6720000 pA/um
171	 2.0000 V	 0 V	 850.0 mV	 0 V	 1.038410 nA	 103.8410000 pA/um
172	 2.0000 V	 0 V	 855.0 mV	 0 V	 1.048770 nA	 104.8770000 pA/um
173	 2.0000 V	 0 V	 860.0 mV	 0 V	 1.074190 nA	 107.4190000 pA/um
174	 2.0000 V	 0 V	 865.0 mV	 0 V	 1.112310 nA	 111.2310000 pA/um
175	 2.0000 V	 0 V	 870.0 mV	 0 V	 1.113160 nA	 111.3160000 pA/um
176	 2.0000 V	 0 V	 875.0 mV	 0 V	 1.14060 nA	 114.0600000 pA/um
177	 2.0000 V	 0 V	 880.0 mV	 0 V	 1.15790 nA	 115.7900000 pA/um
178	 2.0000 V	 0 V	 885.0 mV	 0 V	 1.16670 nA	 116.6700000 pA/um
179	 2.0000 V	 0 V	 890.0 mV	 0 V	 1.19380 nA	 119.3800000 pA/um
180	 2.0000 V	 0 V	 895.0 mV	 0 V	 1.22640 nA	 122.6400000 pA/um
181	 2.0000 V	 0 V	 900.0 mV	 0 V	 1.23400 nA	 123.4000000 pA/um
182	 2.0000 V	 0 V	 905.0 mV	 0 V	 1.25580 nA	 125.5800000 pA/um
183	 2.0000 V	 0 V	 910.0 mV	 0 V	 1.28560 nA	 128.5600000 pA/um
184	 2.0000 V	 0 V	 915.0 mV	 0 V	 1.30620 nA	 130.6200000 pA/um
185	 2.0000 V	 0 V	 920.0 mV	 0 V	 1.31960 nA	 131.9600000 pA/um
186	 2.0000 V	 0 V	 925.0 mV	 0 V	 1.34520 nA	 134.5200000 pA/um
187	 2.0000 V	 0 V	 930.0 mV	 0 V	 1.37270 nA	 137.2700000 pA/um
188	 2.0000 V	 0 V	 935.0 mV	 0 V	 1.39100 nA	 139.1000000 pA/um
189	 2.0000 V	 0 V	 940.0 mV	 0 V	 1.40320 nA	 140.3200000 pA/um
190	 2.0000 V	 0 V	 945.0 mV	 0 V	 1.44140 nA	 144.1400000 pA/um
191	 2.0000 V	 0 V	 950.0 mV	 0 V	 1.47050 nA	 147.0500000 pA/um
192	 2.0000 V	 0 V	 955.0 mV	 0 V	 1.48000 nA	 148.0000000 pA/um
193	 2.0000 V	 0 V	 960.0 mV	 0 V	 1.51300 nA	 151.3000000 pA/um
194	 2.0000 V	 0 V	 965.0 mV	 0 V	 1.54690 nA	 154.6900000 pA/um
195	 2.0000 V	 0 V	 970.0 mV	 0 V	 1.57250 nA	 157.2500000 pA/um
196	 2.0000 V	 0 V	 975.0 mV	 0 V	 1.58580 nA	 158.5800000 pA/um
197	 2.0000 V	 0 V	 980.0 mV	 0 V	 1.61530 nA	 161.5300000 pA/um
198	 2.0000 V	 0 V	 985.0 mV	 0 V	 1.66200 nA	 166.2000000 pA/um
199	 2.0000 V	 0 V	 990.0 mV	 0 V	 1.67030 nA	 167.0300000 pA/um
200	 2.0000 V	 0 V	 995.0 mV	 0 V	 1.69370 nA	 169.3700000 pA/um
201	 2.0000 V	 0 V	 1.0000 V	 0 V	 1.73730 nA	 173.7300000 pA/um
202	 2.0000 V	 0 V	 1.0050 V	 0 V	 1.75580 nA	 175.5800000 pA/um
203	 2.0000 V	 0 V	 1.0100 V	 0 V	 1.77120 nA	 177.1200000 pA/um
204	 2.0000 V	 0 V	 1.0150 V	 0 V	 1.82200 nA	 182.2000000 pA/um
205	 2.0000 V	 0 V	 1.0200 V	 0 V	 1.86140 nA	 186.1400000 pA/um
206	 2.0000 V	 0 V	 1.0250 V	 0 V	 1.88310 nA	 188.3100000 pA/um
207	 2.0000 V	 0 V	 1.0300 V	 0 V	 1.87520 nA	 187.5200000 pA/um
208	 2.0000 V	 0 V	 1.0350 V	 0 V	 1.92440 nA	 192.4400000 pA/um
209	 2.0000 V	 0 V	 1.0400 V	 0 V	 1.95290 nA	 195.2900000 pA/um
210	 2.0000 V	 0 V	 1.0450 V	 0 V	 1.96950 nA	 196.9500000 pA/um
211	 2.0000 V	 0 V	 1.0500 V	 0 V	 2.00450 nA	 200.4500000 pA/um
212	 2.0000 V	 0 V	 1.0550 V	 0 V	 2.04520 nA	 204.5200000 pA/um
213	 2.0000 V	 0 V	 1.0600 V	 0 V	 2.07400 nA	 207.4000000 pA/um
214	 2.0000 V	 0 V	 1.0650 V	 0 V	 2.09090 nA	 209.0900000 pA/um
215	 2.0000 V	 0 V	 1.0700 V	 0 V	 2.13350 nA	 213.3500000 pA/um
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 2.18320 nA	 218.3200000 pA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 2.19310 nA	 219.3100000 pA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 2.22480 nA	 222.4800000 pA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 2.27170 nA	 227.1700000 pA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 2.30010 nA	 230.0100000 pA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 2.32430 nA	 232.4300000 pA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 2.36000 nA	 236.0000000 pA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 2.41090 nA	 241.0900000 pA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 2.44020 nA	 244.0200000 pA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 2.44830 nA	 244.8300000 pA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 2.49780 nA	 249.7800000 pA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 2.55330 nA	 255.3300000 pA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 2.56990 nA	 256.9900000 pA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 2.60100 nA	 260.1000000 pA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 2.66060 nA	 266.0600000 pA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 2.69820 nA	 269.8200000 pA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 2.71700 nA	 271.7000000 pA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 2.75840 nA	 275.8400000 pA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 2.81240 nA	 281.2400000 pA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 2.84380 nA	 284.3800000 pA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 2.86240 nA	 286.2400000 pA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 2.92670 nA	 292.6700000 pA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 2.97070 nA	 297.0700000 pA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 2.99200 nA	 299.2000000 pA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 3.03920 nA	 303.9200000 pA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 3.09210 nA	 309.2100000 pA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 3.13600 nA	 313.6000000 pA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 3.15950 nA	 315.9500000 pA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 3.21240 nA	 321.2400000 pA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 3.27430 nA	 327.4300000 pA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 3.30130 nA	 330.1300000 pA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 3.33760 nA	 333.7600000 pA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 3.39680 nA	 339.6800000 pA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 3.44280 nA	 344.2800000 pA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 3.47850 nA	 347.8500000 pA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 3.52970 nA	 352.9700000 pA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 3.59160 nA	 359.1600000 pA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 3.63470 nA	 363.4700000 pA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 3.66830 nA	 366.8300000 pA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 3.73620 nA	 373.6200000 pA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 3.81220 nA	 381.2200000 pA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 3.84560 nA	 384.5600000 pA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 3.89680 nA	 389.6800000 pA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 3.96680 nA	 396.6800000 pA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 4.00710 nA	 400.7100000 pA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 4.02890 nA	 402.8900000 pA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 4.08980 nA	 408.9800000 pA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 4.16060 nA	 416.0600000 pA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 4.20480 nA	 420.4800000 pA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 4.22840 nA	 422.8400000 pA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 4.31130 nA	 431.1300000 pA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 4.38650 nA	 438.6500000 pA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 4.40980 nA	 440.9800000 pA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 4.48110 nA	 448.1100000 pA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 4.55660 nA	 455.6600000 pA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 4.61430 nA	 461.4300000 pA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 4.66310 nA	 466.3100000 pA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 4.72560 nA	 472.5600000 pA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 4.83280 nA	 483.2800000 pA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 4.86560 nA	 486.5600000 pA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 4.90890 nA	 490.8900000 pA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 4.99270 nA	 499.2700000 pA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 5.05830 nA	 505.8300000 pA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 5.09910 nA	 509.9100000 pA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 5.18910 nA	 518.9100000 pA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 5.27920 nA	 527.9200000 pA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 5.33770 nA	 533.7700000 pA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 5.37800 nA	 537.8000000 pA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 5.47510 nA	 547.5100000 pA/um
