Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	Isubs	IdrainPerWg	IsubsPerWg	gm	gmPerWg
1	 -2.0000 V	 0 V	 10.00 mV	 0 V	 14.182 pA	 -6.667 pA	 1.418200000 pA/um	 -666.7000000 fA/um	 -20.68000000 pS	 -2.068000000 pS/um
2	 -1.9500 V	 0 V	 10.00 mV	 0 V	 13.148 pA	 -7.023 pA	 1.314800000 pA/um	 -702.3000000 fA/um	 -15.51000000 pS	 -1.551000000 pS/um
3	 -1.9000 V	 0 V	 10.00 mV	 0 V	 12.631 pA	 -6.731 pA	 1.263100000 pA/um	 -673.1000000 fA/um	 -3.760000000 pS	 -376.0000000 fS/um
4	 -1.8500 V	 0 V	 10.00 mV	 0 V	 12.772 pA	 -6.960 pA	 1.277200000 pA/um	 -696.0000000 fA/um	 1.380000000 pS	 138.0000000 fS/um
5	 -1.8000 V	 0 V	 10.00 mV	 0 V	 12.769 pA	 -7.129 pA	 1.276900000 pA/um	 -712.9000000 fA/um	 3.570000000 pS	 357.0000000 fS/um
6	 -1.7500 V	 0 V	 10.00 mV	 0 V	 13.129 pA	 -6.744 pA	 1.312900000 pA/um	 -674.4000000 fA/um	 150.0000000 fS	 15.00000000 fS/um
7	 -1.7000 V	 0 V	 10.00 mV	 0 V	 12.784 pA	 -6.991 pA	 1.278400000 pA/um	 -699.1000000 fA/um	 -10.00000000 fS	 -1.000000000 fS/um
8	 -1.6500 V	 0 V	 10.00 mV	 0 V	 13.128 pA	 -7.142 pA	 1.312800000 pA/um	 -714.2000000 fA/um	 -2.980000000 pS	 -298.0000000 fS/um
9	 -1.6000 V	 0 V	 10.00 mV	 0 V	 12.486 pA	 -6.706 pA	 1.248600000 pA/um	 -670.6000000 fA/um	 -2.880000000 pS	 -288.0000000 fS/um
10	 -1.5500 V	 0 V	 10.00 mV	 0 V	 12.840 pA	 -6.976 pA	 1.284000000 pA/um	 -697.6000000 fA/um	 6.520000000 pS	 652.0000000 fS/um
11	 -1.5000 V	 0 V	 10.00 mV	 0 V	 13.138 pA	 -7.063 pA	 1.313800000 pA/um	 -706.3000000 fA/um	 -470.0000000 fS	 -47.00000000 fS/um
12	 -1.4500 V	 0 V	 10.00 mV	 0 V	 12.793 pA	 -6.789 pA	 1.279300000 pA/um	 -678.9000000 fA/um	 -2.490000000 pS	 -249.0000000 fS/um
13	 -1.4000 V	 0 V	 10.00 mV	 0 V	 12.889 pA	 -7.048 pA	 1.288900000 pA/um	 -704.8000000 fA/um	 4.830000000 pS	 483.0000000 fS/um
14	 -1.3500 V	 0 V	 10.00 mV	 0 V	 13.276 pA	 -6.855 pA	 1.327600000 pA/um	 -685.5000000 fA/um	 -1.600000000 pS	 -160.0000000 fS/um
15	 -1.3000 V	 0 V	 10.00 mV	 0 V	 12.729 pA	 -6.405 pA	 1.272900000 pA/um	 -640.5000000 fA/um	 -5.090000000 pS	 -509.0000000 fS/um
16	 -1.2500 V	 0 V	 10.00 mV	 0 V	 12.767 pA	 -6.767 pA	 1.276700000 pA/um	 -676.7000000 fA/um	 4.380000000 pS	 438.0000000 fS/um
17	 -1.2000 V	 0 V	 10.00 mV	 0 V	 13.167 pA	 -6.713 pA	 1.316700000 pA/um	 -671.3000000 fA/um	 1.290000000 pS	 129.0000000 fS/um
18	 -1.1500 V	 0 V	 10.00 mV	 0 V	 12.896 pA	 -6.610 pA	 1.289600000 pA/um	 -661.0000000 fA/um	 -6.510000000 pS	 -651.0000000 fS/um
19	 -1.1000 V	 0 V	 10.00 mV	 0 V	 12.516 pA	 -7.049 pA	 1.251600000 pA/um	 -704.9000000 fA/um	 640.0000000 fS	 64.00000000 fS/um
20	 -1.0500 V	 0 V	 10.00 mV	 0 V	 12.960 pA	 -7.116 pA	 1.296000000 pA/um	 -711.6000000 fA/um	 7.990000000 pS	 799.0000000 fS/um
21	 -1.0000 V	 0 V	 10.00 mV	 0 V	 13.315 pA	 -7.207 pA	 1.331500000 pA/um	 -720.7000000 fA/um	 -3.620000000 pS	 -362.0000000 fS/um
22	 -950.0 mV	 0 V	 10.00 mV	 0 V	 12.598 pA	 -6.855 pA	 1.259800000 pA/um	 -685.5000000 fA/um	 -2.970000000 pS	 -297.0000000 fS/um
23	 -900.0 mV	 0 V	 10.00 mV	 0 V	 13.018 pA	 -6.652 pA	 1.301800000 pA/um	 -665.2000000 fA/um	 1.790000000 pS	 179.0000000 fS/um
24	 -850.0 mV	 0 V	 10.00 mV	 0 V	 12.777 pA	 -6.588 pA	 1.277700000 pA/um	 -658.8000000 fA/um	 1.990000000 pS	 199.0000000 fS/um
25	 -800.0 mV	 0 V	 10.00 mV	 0 V	 13.217 pA	 -6.860 pA	 1.321700000 pA/um	 -686.0000000 fA/um	 3.800000000 pS	 380.0000000 fS/um
26	 -750.0 mV	 0 V	 10.00 mV	 0 V	 13.157 pA	 -6.977 pA	 1.315700000 pA/um	 -697.7000000 fA/um	 -2.660000000 pS	 -266.0000000 fS/um
27	 -700.0 mV	 0 V	 10.00 mV	 0 V	 12.951 pA	 -7.075 pA	 1.295100000 pA/um	 -707.5000000 fA/um	 1.310000000 pS	 131.0000000 fS/um
28	 -650.0 mV	 0 V	 10.00 mV	 0 V	 13.288 pA	 -6.765 pA	 1.328800000 pA/um	 -676.5000000 fA/um	 4.390000000 pS	 439.0000000 fS/um
29	 -600.0 mV	 0 V	 10.00 mV	 0 V	 13.390 pA	 -6.911 pA	 1.339000000 pA/um	 -691.1000000 fA/um	 -2.480000000 pS	 -248.0000000 fS/um
30	 -550.0 mV	 0 V	 10.00 mV	 0 V	 13.040 pA	 -6.675 pA	 1.304000000 pA/um	 -667.5000000 fA/um	 -560.0000000 fS	 -56.00000000 fS/um
